run_date,underlying,plan_b4_usd,plan_b4_qty,etf_implied_short_usd,etf_implied_short_qty,b4_source,ledger_qty_b4,ibkr_qty,orphan_qty,orphan_frac,ledger_missing_b4,plan_exposure_active
2026-07-11,AMD,-7071.786530047378,-12.675951406276107,-4931.313192,-8.839221337539659,plan,0.0,53.0,3.0,0.05660377358490566,True,True
2026-07-11,ASTS,0.0,0.0,-27013.4938143,-368.43281252454995,etf_implied,0.0,430.0,9.0,0.020930232558139535,True,True
2026-07-11,AUR,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-11,AXON,0.0,0.0,0.0,0.0,none,0.0,1.0,0.0,0.0,False,False
2026-07-11,BE,0.0,0.0,0.0,0.0,none,0.0,118.0,0.0,0.0,False,False
2026-07-11,BKNG,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-11,BLSH,0.0,0.0,0.0,0.0,none,0.0,132.0,18.0,0.13636363636363635,False,False
2026-07-11,BMNR,0.0,0.0,0.0,0.0,none,0.0,897.0,0.0,0.0,False,False
2026-07-11,CELH,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-11,COIN,-4172.39747106506,-26.229945753850885,-13230.9326029125,-83.17679388264601,plan,0.0,176.0,1.9999999999997726,0.011363636363635072,True,True
2026-07-11,CRCL,0.0,0.0,0.0,0.0,none,0.0,424.0,0.0,0.0,False,False
2026-07-11,CRWV,-3707.997814342481,0.0,0.0,0.0,none,1.60975697411609,0.0,8.999999999999995,0.0,False,True
2026-07-11,DASH,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-11,DIA,0.0,0.0,0.0,0.0,none,-52.94117647058823,0.0,0.0,0.0,False,False
2026-07-11,DKNG,0.0,0.0,0.0,0.0,none,0.0,63.0,15.0,0.23809523809523808,False,False
2026-07-11,HOOD,0.0,0.0,0.0,0.0,none,0.0,309.0,4.0,0.012944983818770227,False,False
2026-07-11,IBIT,0.0,0.0,0.0,0.0,none,0.0,611.0,14.000000000000341,0.022913256955810705,False,False
2026-07-11,IONQ,0.0,0.0,0.0,0.0,none,0.0,786.0,0.0,0.0,False,False
2026-07-11,IREN,0.0,0.0,-28433.827418920006,-691.1479683743316,etf_implied,0.0,1546.0,18.0,0.01164294954721863,True,True
2026-07-11,IWM,0.0,0.0,0.0,0.0,none,0.0,3.0046,0.0,0.0,False,False
2026-07-11,KEEL,0.0,0.0,0.0,0.0,none,0.0,1739.0,0.0,0.0,False,False
2026-07-11,LITE,-4532.599268168745,-5.651549566924034,-9624.119999999999,-12.0,plan,0.0,12.0,0.0,0.0,True,True
2026-07-11,LYFT,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-11,MSTR,-3528.543866968196,-37.283853201270034,-12303.2,-130.0,plan,0.0,130.0,3.0000000000000284,0.023076923076923297,True,True
2026-07-11,MU,-2318.7769225140064,-2.367790179223942,0.0,0.0,plan,0.0,27.0,2.0,0.07407407407407407,True,True
2026-07-11,NBIS,-4518.54172815668,-20.57155350856672,-27456.25,-125.0,plan,0.0,125.0,0.0,0.0,True,True
2026-07-11,NEM,0.0,0.0,0.0,0.0,none,0.0,12.0398,0.0,0.0,False,False
2026-07-11,NET,0.0,0.0,0.0,0.0,none,0.0,13.0,0.0,0.0,False,False
2026-07-11,NVDA,0.0,0.0,0.0,0.0,none,0.0,10.0141,1.9999999999999858,0.1997183970601438,False,False
2026-07-11,OKLO,0.0,0.0,0.0,0.0,none,0.0,388.0,0.0,0.0,False,False
2026-07-11,OKTA,0.0,0.0,0.0,0.0,none,0.0,11.0,0.0,0.0,False,False
2026-07-11,QBTS,-5704.524385707415,-283.9484512547245,0.0,0.0,plan,0.0,-1486.0,0.0,0.0,True,True
2026-07-11,QQQ,0.0,0.0,0.0,0.0,none,0.0,2.0,3.0,1.5,False,False
2026-07-11,QS,0.0,0.0,0.0,0.0,none,0.0,711.0,0.0,0.0,False,False
2026-07-11,RGTI,0.0,0.0,-14670.98,-887.0,etf_implied,0.0,887.0,0.0,0.0,True,True
2026-07-11,RKLB,-7421.088073390611,-91.57314996780121,-8104.000000000001,-100.0,plan,0.0,100.0,0.0,0.0,True,True
2026-07-11,SMCI,0.0,0.0,0.0,0.0,none,0.0,1201.0,-2.2737367544323206e-13,1.8932029595606334e-16,False,False
2026-07-11,SNDK,-4156.382588514721,-2.16939255736916,-26822.88,-14.0,plan,0.0,14.0,0.0,0.0,True,True
2026-07-11,SPCX,-2740.0827878930336,-18.85810590428791,0.0,0.0,plan,-9.0,-9.0,0.0,0.0,False,True
2026-07-11,SPHB,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-11,SPY,0.0,0.0,0.0,0.0,none,0.0,2.0,3.0,1.5,False,False
2026-07-11,SVIX,0.0,0.0,0.0,0.0,none,-908.0,-908.0,0.0,0.0,False,False
2026-07-11,TLT,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-11,TSLA,0.0,0.0,0.0,0.0,none,0.0,11.0,0.9999999999999964,0.09090909090909059,False,False
2026-07-11,TSM,0.0,0.0,0.0,0.0,none,0.0,51.0748,1.000000000000007,0.019579127084198216,False,False
2026-07-11,UPXI,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-11,USO,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-11,XLE,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
2026-07-11,XLF,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0.0,False,False
