ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
AAPU,AAPL,2.0,1.983961,499,ols
AMUU,AMD,2.0,2.00797,242,ols
AMZU,AMZN,2.0,1.987043,499,ols
ASMU,ASML,2.0,1.987733,27,ols_short_history
AVL,AVGO,2.0,1.987484,361,ols
BOEU,BA,2.0,1.987357,229,ols
BABU,BABA,2.0,2.011868,26,ols_short_history
BRKU,BRK-B,2.0,1.944725,318,ols
CONX,COIN,2.0,1.997836,83,ols
CSCL,CSCO,2.0,2.027404,186,ols
FRDU,F,2.0,1.983801,167,ols
GGLL,GOOGL,2.0,1.991888,499,ols
HODU,HOOD,2.0,2.008842,83,ols
LINT,INTC,2.0,1.986228,83,ols
ELIL,LLY,2.0,1.991371,247,ols
LMTL,LMT,2.0,1.983813,157,ols
METU,META,2.0,1.998894,448,ols
MRVU,MRVL,2.0,2.018851,26,ols_short_history
MSFU,MSFT,2.0,1.990969,499,ols
MUU,MU,2.0,1.994096,361,ols
NFXL,NFLX,2.0,1.996923,366,ols
NVDU,NVDA,2.0,1.986197,499,ols
ORCU,ORCL,2.0,2.006313,83,ols
PALU,PANW,2.0,2.005776,247,ols
PLTU,PLTR,2.0,1.991719,318,ols
QCMU,QCOM,2.0,2.003552,186,ols
SHPU,SHOP,2.0,2.011829,157,ols
SOFA,SOFI,2.0,1.990626,27,ols_short_history
TSLL,TSLA,2.0,1.992883,499,ols
TSMX,TSM,2.0,1.994016,366,ols
XOMX,XOM,2.0,1.968812,229,ols
YINN,FXI,2.0,2.97359,499,ols
MEXX,EWW,2.0,2.957548,499,ols
KORU,EWY,2.0,2.93091,499,ols
HIBL,SPY,2.0,4.486806,499,ols
LABU,XBI,2.0,2.987636,499,ols
SOXL,SOXX,2.0,2.960377,499,ols
CHAU,ASHR,2.0,1.96663,499,ols
CWEB,KWEB,2.0,1.987359,499,ols
ERX,XLE,2.0,1.988366,499,ols
NUGT,GDX,2.0,1.980823,499,ols
JNUG,GDXJ,2.0,1.974065,499,ols
GUSH,XOP,2.0,2.010751,499,ols
URAA,URA,2.0,1.933418,435,ols
MSTU,MSTR,2.0,1.965762,377,ols
NVDX,NVDA,2.0,1.997339,499,ols
TSLT,TSLA,2.0,1.992848,499,ols
BTCL,IBIT,2.0,2.006518,426,ols
ETU,ETHA,2.0,1.989576,351,ols
CCUP,CRCL,2.0,1.982312,154,ols
CRWU,CRWV,2.0,1.989127,164,ols
AAPX,AAPL,2.0,1.995163,499,ols
GOOX,GOOGL,2.0,1.983577,499,ols
MSFX,MSFT,2.0,2.007469,499,ols
NFLU,NFLX,2.0,1.990005,370,ols
ROBN,HOOD,2.0,2.012045,285,ols
ARMU,ARM,2.0,1.9749,263,ols
DJTU,DJT,2.0,2.003516,264,ols
RBLU,RBLX,2.0,2.019056,264,ols
SNOU,SNOW,2.0,2.024181,228,ols
SMUP,SMR,2.0,2.057711,164,ols
BULU,BULL,2.0,1.941332,159,ols
GLXU,GLXY,2.0,2.011764,155,ols
AFRU,AFRM,2.0,1.954245,129,ols
KTUP,KTOS,2.0,2.026284,129,ols
TTDU,TTD,2.0,1.998193,128,ols
BMNU,BMNR,2.0,1.944109,121,ols
SBTU,SBET,2.0,2.028841,104,ols
CIFU,CIFR,2.0,1.988485,81,ols
SOLX,GSOL,2.0,1.979749,74,ols
XRPK,XRPZ,2.0,1.960829,74,ols
XRPT,XRPZ,2.0,2.018385,80,ols
GMEU,GME,2.0,1.968507,228,ols
APLX,APLD,2.0,1.994833,134,ols
APPX,APP,2.0,1.984301,227,ols
ARCX,ACHR,2.0,1.989448,196,ols
ASTX,ASTS,2.0,1.989532,175,ols
BEX,BE,2.0,1.976617,87,ols
CEGX,CEG,2.0,1.97903,175,ols
CLSX,CLSK,2.0,1.998537,129,ols
COZX,CORZ,2.0,2.038435,93,ols
CRDU,CRDO,2.0,1.988222,129,ols
CSEX,CLS,2.0,1.998485,87,ols
CWVX,CRWV,2.0,1.989906,175,ols
DOGD,DDOG,2.0,2.015953,153,ols
ENPX,ENPH,2.0,2.018096,129,ols
FLYT,FLY,2.0,1.965718,102,ols
GEVX,GEV,2.0,1.992854,175,ols
IREX,IREN,2.0,1.982207,102,ols
JOBX,JOBY,2.0,1.97849,134,ols
LABX,ALAB,2.0,1.994276,153,ols
LRCU,LRCX,2.0,2.045165,148,ols
MDBX,MDB,2.0,1.992841,148,ols
NEBX,NBIS,2.0,1.998508,134,ols
NNEX,NNE,2.0,1.993255,87,ols
NVTX,NVTS,2.0,1.999726,134,ols
OPEX,OPEN,2.0,1.998917,102,ols
PONX,PONY,2.0,2.018298,134,ols
QBTX,QBTS,2.0,1.992738,227,ols
QUBX,QUBT,2.0,1.965981,187,ols
RGTU,RGTI,2.0,1.986876,187,ols
SMU,SMR,2.0,1.986165,175,ols
SNPX,SNPS,2.0,1.916927,87,ols
SRPU,SRPT,2.0,1.956482,102,ols
TARK,ARKK,2.0,1.977975,499,ols
TEMT,TEM,2.0,1.985336,215,ols
UNX,U,2.0,2.023766,129,ols
UPSX,UPST,2.0,1.989342,196,ols
VOYX,VOYG,2.0,1.962766,134,ols
WULX,WULF,2.0,1.996657,102,ols
CRMU,CRML,2.0,1.969257,28,ols_short_history
UECG,UEC,2.0,1.965463,28,ols_short_history
DNNG,DNN,2.0,1.960424,27,ols_short_history
RCAX,RCAT,2.0,2.021039,33,ols
RDWU,RDW,2.0,1.971699,35,ols
OKLL,OKLO,2.0,1.997607,187,ols
GDXU,GDX,2.0,3.043407,499,ols
MRNX,MRNA,2.0,2.02003,32,ols
ZETX,ZETA,2.0,2.067291,32,ols
LITX,LITE,2.0,1.979924,38,ols
SNXX,SNDX,2.0,1.410261,38,ols
WDCX,WDC,2.0,2.054537,38,ols
LNOK,NOK,2.0,1.956785,42,ols
USGG,USAR,2.0,2.001434,47,ols
ONDG,ONDS,2.0,1.997625,47,ols
PLUL,PLUG,2.0,1.924149,47,ols
ALBG,ALB,2.0,1.983856,47,ols
UUUG,UUUU,2.0,1.995098,47,ols
HUTG,HUT,2.0,2.003314,47,ols
