ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
XPEG,XPEV,2.0,1.987392,45,ols
ORLG,ORLY,2.0,2.007498,45,ols
LUNL,LUNR,2.0,2.0121,47,ols
RKTL,RKT,2.0,1.948133,47,ols
EOSU,EOSE,2.0,1.976198,46,ols
BTFL,BITF,2.0,2.015644,56,ols
FGRU,FIGR,2.0,2.007393,23,ols_short_history
APHU,APH,2.0,1.998032,23,ols_short_history
COPZ,COPX,2.0,2.049385,23,ols_short_history
LEUX,LEU,2.0,2.090091,22,ols_short_history
COHX,COHR,2.0,2.046034,22,ols_short_history
AXPG,AXP,2.0,2.002297,22,ols_short_history
FCXG,FCX,2.0,2.062204,22,ols_short_history
GLWG,GLW,2.0,1.969276,9,ols_short_history
SNDU,SNDK,2.0,1.961793,7,ols_short_history
PAAU,PAAS,2.0,2.051197,7,ols_short_history
BITX,IBIT,2.0,2.004617,499,ols
ETHU,ETHA,2.0,2.001044,417,ols
XXRP,XRPZ,2.0,2.019792,80,ols
AALG,AAL,2.0,1.978545,175,ols
ABNG,ABNB,2.0,1.991959,84,ols
ADBG,ADBE,2.0,1.991619,251,ols
AMDG,AMD,2.0,2.002778,290,ols
ARMG,ARM,2.0,1.996893,297,ols
ASMG,ASML,2.0,1.984356,297,ols
AVGG,AVGO,2.0,1.998512,212,ols
BAIG,BBAI,2.0,2.011078,146,ols
BEG,BE,2.0,2.000224,65,ols
BIDG,BIDU,2.0,2.013595,63,ols
BLSG,BLSH,2.0,2.008574,100,ols
BMNG,BMNR,2.0,1.993117,100,ols
BOEG,BA,2.0,1.987275,193,ols
BULG,BULL,2.0,1.984539,154,ols
CIFG,CIFR,2.0,1.996161,68,ols
CMGG,CMG,2.0,1.972972,85,ols
CNCG,CNC,2.0,2.004849,63,ols
COIG,COIN,2.0,1.995599,255,ols
COTG,COST,2.0,1.986863,127,ols
CRCG,CRCL,2.0,1.989686,154,ols
CRMG,CRM,2.0,1.983513,241,ols
CRWG,CRWV,2.0,1.996906,154,ols
DUOG,DUOL,2.0,2.021028,68,ols
FIGG,FIG,2.0,1.995871,109,ols
FUTG,FUTU,2.0,1.999539,109,ols
GEMG,GEMI,2.0,1.977749,93,ols
GEVG,GEV,2.0,1.948941,65,ols
GLGG,GLXY,2.0,2.003423,146,ols
GRAG,GRAB,2.0,1.980103,68,ols
HOOG,HOOD,2.0,2.006749,251,ols
IREG,IREN,2.0,1.968821,65,ols
KLAG,KLAC,2.0,2.017788,63,ols
LACG,LAC,2.0,2.019415,68,ols
LULG,LULU,2.0,1.991308,93,ols
MPG,MP,2.0,1.982043,100,ols
NBIG,NBIS,2.0,2.008608,100,ols
NEMG,NEM,2.0,1.999401,85,ols
NETG,NET,2.0,2.008634,85,ols
NIOG,NIO,2.0,1.978259,63,ols
NUG,NU,2.0,1.987659,85,ols
NVDG,NVDA,2.0,1.968774,316,ols
OKTG,OKTA,2.0,1.987949,85,ols
OPEG,OPEN,2.0,2.002279,68,ols
OSCG,OSCR,2.0,1.989162,93,ols
PANG,PANW,2.0,1.997695,251,ols
PBRG,PBR,2.0,1.912971,63,ols
PLTG,PLTR,2.0,1.996296,227,ols
PYPG,PYPL,2.0,1.9949,241,ols
RTXG,RTX,2.0,2.010322,198,ols
SATG,SATS,2.0,2.010465,65,ols
SBU,SBUX,2.0,1.998379,84,ols
SNAG,SNAP,2.0,1.997598,63,ols
SPOG,SPOT,2.0,1.981802,85,ols
TERG,TER,2.0,1.996284,85,ols
TSLG,TSLA,2.0,1.991024,316,ols
TSMG,TSM,2.0,1.979392,297,ols
UNHG,UNH,2.0,1.996412,168,ols
UPSG,UPS,2.0,1.985776,68,ols
VALG,VALE,2.0,1.945052,63,ols
XYZG,XYZ,2.0,2.000299,241,ols
COIO,COIN,2.0,0.940254,152,ols
MSOO,MSTR,2.0,0.970952,152,ols
NVDO,NVDA,2.0,0.943528,152,ols
PLOO,PLTR,2.0,0.88047,152,ols
TSLO,TSLA,2.0,0.849761,152,ols
CRCA,CRCL,2.0,1.978169,156,ols
NVDB,NVDA,2.0,1.994353,133,ols
PLTA,PLTR,2.0,1.987972,133,ols
TSLI,TSLA,2.0,1.978004,133,ols
COIA,COIN,2.0,2.000587,133,ols
BITU,IBIT,2.0,1.992375,494,ols
ETHT,ETHA,2.0,1.991322,417,ols
UXRP,XRPZ,2.0,2.001282,80,ols
SOLT,SOEZ,2.0,2.014402,74,ols
TSLR,TSLA,2.0,1.99891,499,ols
AAPB,AAPL,2.0,1.990693,499,ols
AMDL,AMD,2.0,1.997317,499,ols
AMZZ,AMZN,2.0,1.992005,499,ols
AVGU,AVGO,2.0,1.991873,173,ols
BABX,BABA,2.0,2.005954,499,ols
BULX,BULL,2.0,1.95866,138,ols
CONL,COIN,2.0,1.987096,499,ols
CRWL,CRWD,2.0,1.996668,338,ols
DLLL,DELL,2.0,1.985717,275,ols
ETRL,ETOR,2.0,1.999449,137,ols
GOU,GOOGL,2.0,2.051883,75,ols
INTW,INTC,2.0,1.987637,276,ols
IONL,IONQ,2.0,1.987715,248,ols
ISUL,ISRG,2.0,2.002921,114,ols
LCDL,LCID,2.0,1.962633,230,ols
MRAL,MARA,2.0,1.97928,261,ols
FBL,META,2.0,1.997171,499,ols
MVLL,MRVL,2.0,1.992352,261,ols
MSFL,MSFT,2.0,1.991589,499,ols
MSTP,MSTR,2.0,1.995145,196,ols
MULL,MU,2.0,1.997492,338,ols
NBIL,NBIS,2.0,1.997882,114,ols
NOWL,NOW,2.0,1.996474,173,ols
NVDL,NVDA,2.0,1.987592,499,ols
PDDL,PDD,2.0,2.005862,173,ols
PTIR,PLTR,2.0,1.996752,387,ols
QCML,QCOM,2.0,1.973836,242,ols
RDTL,RDDT,2.0,1.98187,249,ols
RVNL,RIVN,2.0,1.984196,230,ols
SMCL,SMCI,2.0,1.989717,316,ols
TSMU,TSM,2.0,1.990245,338,ols
UBRL,UBER,2.0,1.995281,387,ols
VRTL,VRT,2.0,1.982097,249,ols
AMYY,AMD,2.0,0.318153,129,ols
AZYY,AMZN,2.0,0.639036,129,ols
BBYY,BABA,2.0,0.60077,103,ols
XBTY,IBIT,2.0,0.539287,215,ols
COYY,COIN,2.0,0.488292,163,ols
NUGY,GDX,2.0,0.502959,84,ols
HMYY,HIMS,2.0,0.260452,75,ols
HOYY,HOOD,2.0,0.519108,119,ols
IOYY,IONQ,2.0,0.373728,94,ols
MAAY,MARA,2.0,0.321601,94,ols
FBYY,META,2.0,0.629688,103,ols
MTYY,MSTR,2.0,0.390111,124,ols
NVYY,NVDA,2.0,0.659209,215,ols
PLYY,PLTR,2.0,0.546077,124,ols
QBY,QBTS,2.0,0.292169,76,ols
TQQY,QQQ,2.0,0.873467,268,ols
RGYY,RGTI,2.0,0.325405,79,ols
RTYY,RIOT,2.0,0.36474,75,ols
SEMY,SOXX,2.0,0.777316,84,ols
SMYY,SMCI,2.0,0.334059,119,ols
YSPY,SPY,2.0,0.827033,242,ols
TSYY,TSLA,2.0,0.541999,313,ols
QYLD,QQQ,1.0,0.62435,499,ols
QYLG,QQQ,1.0,0.797844,499,ols
QQQX,QQQ,1.0,0.769799,499,ols
JEPQ,QQQ,1.0,0.769983,499,ols
XYLD,SPY,1.0,0.642841,499,ols
XYLG,SPY,1.0,0.814092,499,ols
JEPI,SPY,1.0,0.6,499,ols
SPYI,SPY,1.0,0.825477,499,ols
RYLD,IWM,1.0,0.574009,499,ols
ABNY,ABNB,1.0,0.795158,436,ols
AIYY,AI,1.0,0.771193,499,ols
AMDY,AMD,1.0,0.803939,499,ols
AMZY,AMZN,1.0,0.765294,499,ols
APLY,AAPL,1.0,0.786978,499,ols
BABO,BABA,1.0,0.77377,405,ols
BRKC,BRK-B,1.0,0.827632,199,ols
CONY,COIN,1.0,0.771746,499,ols
CRCO,CRCL,1.0,0.830452,119,ols
CVNY,CVNA,1.0,0.815644,285,ols
DISO,DIS,1.0,0.758284,499,ols
DRAY,DKNG,1.0,0.803003,173,ols
FBY,META,1.0,0.784325,499,ols
GMEY,GME,1.0,0.649162,134,ols
GOOY,GOOGL,1.0,0.747347,499,ols
HIYY,HIMS,1.0,0.87274,124,ols
HOOY,HOOD,1.0,0.78854,218,ols
MARO,MARA,1.0,0.783534,319,ols
MRNY,MRNA,1.0,0.760197,499,ols
MSFO,MSFT,1.0,0.787756,499,ols
MSTY,MSTR,1.0,0.759744,499,ols
NFLY,NFLX,1.0,0.78063,499,ols
NVDY,NVDA,1.0,0.787227,499,ols
PLTY,PLTR,1.0,0.7942,363,ols
PYPY,PYPL,1.0,0.816364,499,ols
RBLY,RBLX,1.0,0.846276,163,ols
RDYY,RDDT,1.0,0.82531,134,ols
SMCY,SMCI,1.0,0.760577,381,ols
SNOY,SNOW,1.0,0.793606,445,ols
TSLY,TSLA,1.0,0.754494,499,ols
TSMY,TSM,1.0,0.793679,396,ols
XOMO,XOM,1.0,0.801925,499,ols
XYZY,XYZ,1.0,0.813219,499,ols
AAPW,AAPL,1.0,1.098348,272,ols
AMDW,AMD,1.0,1.198807,166,ols
AMZW,AMZN,1.0,1.205512,190,ols
ARMW,ARM,1.0,1.16952,102,ols
AVGW,AVGO,1.0,1.195228,166,ols
BABW,BABA,1.0,1.206669,102,ols
BRKW,BRK-B,1.0,1.177375,190,ols
COIW,COIN,1.0,1.21753,273,ols
COSW,COST,1.0,1.250404,102,ols
GOOW,GOOGL,1.0,1.22257,166,ols
HOOW,HOOD,1.0,1.207589,190,ols
METW,META,1.0,1.180027,190,ols
MSFW,MSFT,1.0,1.21628,166,ols
MSTW,MSTR,1.0,1.219322,166,ols
NFLW,NFLX,1.0,1.189573,190,ols
NVDW,NVDA,1.0,1.199095,273,ols
PLTW,PLTR,1.0,1.193133,273,ols
TSLW,TSLA,1.0,1.19707,273,ols
UBEW,UBER,1.0,1.21108,102,ols
UNHW,UNH,1.0,1.205222,74,ols
TSYW,TLT,1.0,1.134756,87,ols
GLDW,GOLD,1.0,0.328919,97,ols
GDXW,GDX,1.0,1.198989,97,ols
TOPW,TOP,1.0,1.0,0,imputed_no_overlap
SDS,SPY,-2.0,-1.934165,499,ols
QID,QQQ,-2.0,-1.993233,499,ols
DXD,DIA,-2.0,-1.98921,499,ols
TWM,IWM,-2.0,-2.002328,499,ols
SCO,USO,-2.0,-1.465856,499,ols
MSTZ,MSTR,-2.0,-1.982389,377,ols
NVDQ,NVDA,-2.0,-1.992166,499,ols
BTCZ,IBIT,-2.0,-1.992809,426,ols
ETHD,ETHA,-2.0,-1.981473,417,ols
CRCD,CRCL,-2.0,-2.010813,121,ols
CORD,CRWV,-2.0,-2.003402,121,ols
TSLQ,TSLA,-2.0,-1.854786,499,ols
ZSL,SLV,-2.0,-2.0246,499,ols
SQQQ,QQQ,-3.0,-2.976574,499,ols
SPXS,SPY,-3.0,-2.89972,499,ols
TZA,IWM,-3.0,-2.99106,499,ols
SOXS,SOXX,-3.0,-2.989538,499,ols
FAZ,XLF,-3.0,-3.003802,499,ols
LABD,XBI,-3.0,-2.991187,499,ols
TECS,XLK,-3.0,-2.962386,499,ols
SDOW,DIA,-3.0,-2.988045,499,ols
DUST,GDX,-3.0,-1.987948,499,ols
TTXD,XLK,-2.0,-1.854586,117,ols
TSXD,SOXX,-2.0,-1.907521,117,ols
WEBS,XLK,-3.0,-2.240329,499,ols
FNGD,XLK,-3.0,-2.833406,499,ols
REW,XLK,-2.0,-1.998506,499,ols
SKF,XLF,-2.0,-2.004558,499,ols
SPXU,SPY,-3.0,-2.893032,499,ols
DUG,XLE,-2.0,-1.975998,499,ols
DRIP,XOP,-2.0,-1.998558,499,ols
TMV,TLT,-3.0,-2.964991,499,ols
TBT,TLT,-2.0,-1.981135,499,ols
TBX,TLT,-2.0,-0.426183,499,ols
NVDS,NVDA,-1.5,-1.451816,499,ols
EWV,EWJ,-2.0,-1.972745,499,ols
APLZ,APLD,-2.0,-1.987434,41,ols
HIBS,SPY,-3.0,-4.47763,499,ols
CLSZ,CLSK,-2.0,-2.048632,22,ols_short_history
