ETF,Underlying,Leverage,is_yieldboost,scenario_style,Delta_product_class,Delta,Delta_n_obs,Delta_source,Delta_se,Delta_resid_sigma_annual,Delta_horizon_chosen,Delta_quality,Delta_prior_mu,Delta_prior_tau,Delta_prior_source
MPWX,MPWR,2.0,False,,letf_long,2.001619,33,posterior.nominal_L,0.012557644988543714,0.1288029306346138,1,ok,2.0,240.0,nominal_L
STXX,STX,2.0,False,,letf_long,1.997441,33,posterior.nominal_L,0.015500258109076305,0.09753250472391783,1,ok,2.0,240.0,nominal_L
STXL,STX,2.0,False,,letf_long,2.001979,34,posterior.nominal_L,0.024804005029831173,0.16461246348684702,1,ok,2.0,240.0,nominal_L
AMA,AMAT,2.0,False,,letf_long,2.0,28,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
AMKL,AMKR,2.0,False,,letf_long,2.0,26,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
AXTU,AXTI,2.0,False,,letf_long,2.0,26,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
AMPU,AMPX,2.0,False,,letf_long,2.0,25,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
XNDX,XNDU,2.0,False,,letf_long,2.0,24,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
OSSL,OSS,2.0,False,,letf_long,2.0,11,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
BTCU,IBIT,2.0,False,,letf_long,2.0,11,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
EVMU,ETHA,2.0,False,,letf_long,2.0,11,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
UGLD,GLD,2.0,False,,letf_long,2.0,9,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
USLV,SLV,2.0,False,,letf_long,2.0,11,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
MCHU,MCHP,2.0,False,,letf_long,2.0,10,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
NXPX,NXPI,2.0,False,,letf_long,2.0,10,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
ONX,ON,2.0,False,,letf_long,2.0,10,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CBRX,CBRS,2.0,False,,letf_long,2.0,9,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
AALG,AAL,2.0,False,,letf_long,1.996311,231,posterior.nominal_L,0.006677703546996513,0.07093900357710618,1,ok,2.0,240.0,nominal_L
ABNG,ABNB,2.0,False,,letf_long,1.99714,141,posterior.nominal_L,0.007886682867401632,0.03866330651913571,1,ok,2.0,240.0,nominal_L
ADBG,ADBE,2.0,False,,letf_long,2.002643,307,posterior.nominal_L,0.008992437950577007,0.054127234849979874,1,ok,2.0,240.0,nominal_L
AMDG,AMD,2.0,False,,letf_long,1.988169,346,posterior.nominal_L,0.01683551644895887,0.0976663088621557,1,ok,2.0,240.0,nominal_L
ARMG,ARM,2.0,False,,letf_long,1.987876,353,posterior.nominal_L,0.011371120437269778,0.09590471240925172,1,ok,2.0,240.0,nominal_L
ASMG,ASML,2.0,False,,letf_long,1.992263,353,posterior.nominal_L,0.008408753463876123,0.06370610858310158,1,ok,2.0,240.0,nominal_L
AVGG,AVGO,2.0,False,,letf_long,1.998482,268,posterior.nominal_L,0.02081390754655779,0.06099810074957543,1,ok,2.0,240.0,nominal_L
BAIG,BBAI,2.0,False,,letf_long,1.998769,202,posterior.nominal_L,0.012889672094913044,0.17341716437110052,1,ok,2.0,240.0,nominal_L
BEG,BE,2.0,False,,letf_long,1.990854,121,posterior.nominal_L,0.01811572442491526,0.18529668747885303,1,ok,2.0,240.0,nominal_L
BIDG,BIDU,2.0,False,,letf_long,2.001606,119,posterior.nominal_L,0.012308869155769486,0.06329994203831055,1,ok,2.0,240.0,nominal_L
BLSG,BLSH,2.0,False,,letf_long,2.001048,156,posterior.nominal_L,0.009704016777362373,0.12530424989856015,1,ok,2.0,240.0,nominal_L
BMNG,BMNR,2.0,False,,letf_long,2.005133,156,posterior.nominal_L,0.007968344672054213,0.1201556845094464,1,ok,2.0,240.0,nominal_L
BOEG,BA,2.0,False,,letf_long,1.995071,249,posterior.nominal_L,0.009142534609685098,0.06088236417628764,1,ok,2.0,240.0,nominal_L
BULG,BULL,2.0,False,,letf_long,1.988662,210,posterior.nominal_L,0.010591352608242418,0.1121607204524574,1,ok,2.0,240.0,nominal_L
CIFG,CIFR,2.0,False,,letf_long,1.993329,124,posterior.nominal_L,0.011117146631274008,0.1487019912103674,1,ok,2.0,240.0,nominal_L
CMGG,CMG,2.0,False,,letf_long,2.002034,141,posterior.nominal_L,0.00902570872840001,0.05775990471800794,1,ok,2.0,240.0,nominal_L
CNCG,CNC,2.0,False,,letf_long,1.99881,119,posterior.nominal_L,0.02532665992042542,0.08784678924253489,1,ok,2.0,240.0,nominal_L
COIG,COIN,2.0,False,,letf_long,1.996576,311,posterior.nominal_L,0.008859035466231267,0.09454039942461104,1,ok,2.0,240.0,nominal_L
COTG,COST,2.0,False,,letf_long,2.005489,183,posterior.nominal_L,0.009823561109089397,0.06314856463039047,1,ok,2.0,240.0,nominal_L
CRCG,CRCL,2.0,False,,letf_long,1.997913,210,posterior.nominal_L,0.020807120157330307,0.15821300202674393,1,ok,2.0,240.0,nominal_L
CRMG,CRM,2.0,False,,letf_long,1.996226,297,posterior.nominal_L,0.007753239169770794,0.04770835307029163,1,ok,2.0,240.0,nominal_L
CRWG,CRWV,2.0,False,,letf_long,2.002228,210,posterior.nominal_L,0.014010139322123803,0.1338762921481191,1,ok,2.0,240.0,nominal_L
DUOG,DUOL,2.0,False,,letf_long,2.008313,124,posterior.nominal_L,0.010864512705985931,0.07189247547434657,1,ok,2.0,240.0,nominal_L
FIGG,FIG,2.0,False,,letf_long,2.003338,165,posterior.nominal_L,0.010365323685179175,0.11281948916807265,1,ok,2.0,240.0,nominal_L
FUTG,FUTU,2.0,False,,letf_long,2.011284,165,posterior.nominal_L,0.11361356971959292,0.29248624876119794,1,ok,2.0,240.0,nominal_L
GEMG,GEMI,2.0,False,,letf_long,2.000295,149,posterior.nominal_L,0.021074689441372786,0.269757565763911,1,ok,2.0,240.0,nominal_L
GEVG,GEV,2.0,False,,letf_long,1.998084,121,posterior.nominal_L,0.011216598948157628,0.09533651617708976,1,ok,2.0,240.0,nominal_L
GLGG,GLXY,2.0,False,,letf_long,1.998689,202,posterior.nominal_L,0.01396818563435638,0.14415099331990405,1,ok,2.0,240.0,nominal_L
GRAG,GRAB,2.0,False,,letf_long,1.994945,124,posterior.nominal_L,0.010523462703067565,0.08479029192100561,1,ok,2.0,240.0,nominal_L
HOOG,HOOD,2.0,False,,letf_long,1.997506,307,posterior.nominal_L,0.009055137179051436,0.08758621288903719,1,ok,2.0,240.0,nominal_L
IREG,IREN,2.0,False,,letf_long,1.993595,121,posterior.nominal_L,0.009048323966354811,0.14068619842674465,1,ok,2.0,240.0,nominal_L
KLAG,KLAC,2.0,False,,letf_long,1.99068,119,posterior.nominal_L,0.015395266854723911,0.08866537816829126,1,ok,2.0,240.0,nominal_L
LACG,LAC,2.0,False,,letf_long,2.000023,124,posterior.nominal_L,0.016917726361071094,0.1433836114936322,1,ok,2.0,240.0,nominal_L
LULG,LULU,2.0,False,,letf_long,2.004674,149,posterior.nominal_L,0.014705552885658694,0.08789858775586648,1,ok,2.0,240.0,nominal_L
MPG,MP,2.0,False,,letf_long,2.000414,156,posterior.nominal_L,0.007045177704043222,0.09353266343673669,1,ok,2.0,240.0,nominal_L
NBIG,NBIS,2.0,False,,letf_long,1.991334,156,posterior.nominal_L,0.007935576187693083,0.11574125170835907,1,ok,2.0,240.0,nominal_L
NEMG,NEM,2.0,False,,letf_long,2.001599,141,posterior.nominal_L,0.010121816381248677,0.06774286019568211,1,ok,2.0,240.0,nominal_L
NETG,NET,2.0,False,,letf_long,2.005775,141,posterior.nominal_L,0.05035583519950246,0.17655774108587838,1,ok,2.0,240.0,nominal_L
NIOG,NIO,2.0,False,,letf_long,1.992005,119,posterior.nominal_L,0.012602035257928381,0.11568699475134546,1,ok,2.0,240.0,nominal_L
NUG,NU,2.0,False,,letf_long,2.005358,141,posterior.nominal_L,0.011344665731477669,0.09508421923999598,1,ok,2.0,240.0,nominal_L
NVDG,NVDA,2.0,False,,letf_long,1.996373,372,posterior.nominal_L,0.01550829527717188,0.06524000856845147,1,ok,2.0,240.0,nominal_L
OKTG,OKTA,2.0,False,,letf_long,1.99278,141,posterior.nominal_L,0.032812905528531056,0.10488516006671464,1,ok,2.0,240.0,nominal_L
OPEG,OPEN,2.0,False,,letf_long,2.005596,124,posterior.nominal_L,0.011358667438399932,0.11954094950495528,1,ok,2.0,240.0,nominal_L
OSCG,OSCR,2.0,False,,letf_long,1.990513,149,posterior.nominal_L,0.0148115170010379,0.13015898273052584,1,ok,2.0,240.0,nominal_L
PANG,PANW,2.0,False,,letf_long,1.996046,307,posterior.nominal_L,0.006426484535064383,0.04849811235534141,1,ok,2.0,240.0,nominal_L
PBRG,PBR,2.0,False,,letf_long,1.992889,119,posterior.nominal_L,0.008162065163297283,0.08340288839496957,1,ok,2.0,240.0,nominal_L
PLTG,PLTR,2.0,False,,letf_long,1.997408,283,posterior.nominal_L,0.010067177384003912,0.06933140109151302,1,ok,2.0,240.0,nominal_L
PYPG,PYPL,2.0,False,,letf_long,2.002925,297,posterior.nominal_L,0.04686473178202408,0.07224910663108473,1,ok,2.0,240.0,nominal_L
RTXG,RTX,2.0,False,,letf_long,2.002183,254,posterior.nominal_L,0.01209460288681935,0.06907119425514933,1,ok,2.0,240.0,nominal_L
SATG,SATS,2.0,False,,letf_long,1.998284,121,posterior.nominal_L,0.009573276038840919,0.07716799205118012,1,ok,2.0,240.0,nominal_L
SBU,SBUX,2.0,False,,letf_long,1.995641,141,posterior.nominal_L,0.012582518260582381,0.03616840933922721,1,ok,2.0,240.0,nominal_L
SNAG,SNAP,2.0,False,,letf_long,2.001937,119,posterior.nominal_L,0.019495015355713415,0.13290329915974863,1,ok,2.0,240.0,nominal_L
SPOG,SPOT,2.0,False,,letf_long,1.99491,141,posterior.nominal_L,0.011116982422368324,0.09026452931084653,1,ok,2.0,240.0,nominal_L
TERG,TER,2.0,False,,letf_long,1.998792,141,posterior.nominal_L,0.022138887866680845,0.12267749876311385,1,ok,2.0,240.0,nominal_L
TSLG,TSLA,2.0,False,,letf_long,2.00021,372,posterior.nominal_L,0.010232787198534052,0.06236973844377747,1,ok,2.0,240.0,nominal_L
TSMG,TSM,2.0,False,,letf_long,2.002436,353,posterior.nominal_L,0.00838886947353297,0.06558872907570672,1,ok,2.0,240.0,nominal_L
UNHG,UNH,2.0,False,,letf_long,1.989941,224,posterior.nominal_L,0.04633340468247652,0.07548508719183736,1,ok,2.0,240.0,nominal_L
UPSG,UPS,2.0,False,,letf_long,1.99795,124,posterior.nominal_L,0.022549219131308612,0.057113246243671,1,ok,2.0,240.0,nominal_L
VALG,VALE,2.0,False,,letf_long,1.999916,119,posterior.nominal_L,0.011018136401463825,0.05512651758953211,1,ok,2.0,240.0,nominal_L
XYZG,XYZ,2.0,False,,letf_long,1.994164,297,posterior.nominal_L,0.022070103323550017,0.08246567511940467,1,ok,2.0,240.0,nominal_L
AAOG,AAOI,2.0,False,,letf_long,2.0,21,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
AMAU,AMAT,2.0,False,,letf_long,2.0,20,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CATG,CAT,2.0,False,,letf_long,2.0,21,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CIEG,CIEN,2.0,False,,letf_long,2.0,21,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
COHH,COHR,2.0,False,,letf_long,2.0,21,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
ETNG,ETN,2.0,False,,letf_long,2.0,20,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
HONG,HON,2.0,False,,letf_long,2.0,20,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
SNDG,SNDK,2.0,False,,letf_long,2.0,21,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
STXU,STX,2.0,False,,letf_long,2.0,21,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CBRG,CBRS,2.0,False,,letf_long,2.0,18,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CRMX,CRML,2.0,False,,letf_long,1.990666,103,posterior.nominal_L,0.016027197779329604,0.25646763325054833,1,ok,2.0,240.0,nominal_L
COIO,COIN,2.0,False,,letf_long,1.71138,208,posterior.nominal_L,0.019545192671400206,0.15173495958496272,1,ok,2.0,240.0,nominal_L
MSOO,MSTR,2.0,False,,letf_long,1.708065,208,posterior.nominal_L,0.03538474533041107,0.23426228462435322,1,ok,2.0,240.0,nominal_L
NVDO,NVDA,2.0,False,,letf_long,1.679337,208,posterior.nominal_L,0.04094167022956446,0.14440042294422376,1,ok,2.0,240.0,nominal_L
PLOO,PLTR,2.0,False,,letf_long,1.721014,207,posterior.nominal_L,0.021319699931885046,0.13929379813411844,1,ok,2.0,240.0,nominal_L
TSLO,TSLA,2.0,False,,letf_long,1.6952,208,posterior.nominal_L,0.03014420742417071,0.14049074555370772,1,ok,2.0,240.0,nominal_L
CRCA,CRCL,2.0,False,,letf_long,1.995585,212,posterior.nominal_L,0.022062942515628885,0.16649008360036785,1,ok,2.0,240.0,nominal_L
NVDB,NVDA,2.0,False,,letf_long,1.990934,189,posterior.nominal_L,0.010548983672814883,0.05647814657599257,1,ok,2.0,240.0,nominal_L
PLTA,PLTR,2.0,False,,letf_long,2.002786,189,posterior.nominal_L,0.007861981602612375,0.055311311415928106,1,ok,2.0,240.0,nominal_L
TSLI,TSLA,2.0,False,,letf_long,1.9958,189,posterior.nominal_L,0.005630180323673619,0.049286510796898705,1,ok,2.0,240.0,nominal_L
COIA,COIN,2.0,False,,letf_long,2.005492,189,posterior.nominal_L,0.008095576701189008,0.08569358881701385,1,ok,2.0,240.0,nominal_L
BITU,IBIT,2.0,False,,letf_long,1.997611,500,posterior.nominal_L,0.008492582294594994,0.04830277205817158,1,ok,2.0,240.0,nominal_L
ETHT,ETHA,2.0,False,,letf_long,2.001049,473,posterior.nominal_L,0.011834035621890835,0.10079541415763754,1,ok,2.0,240.0,nominal_L
UXRP,XRPZ,2.0,False,,letf_long,1.997543,136,posterior.nominal_L,0.030808365320436303,0.1539585955896232,1,ok,2.0,240.0,nominal_L
SOLT,SOEZ,2.0,False,,letf_long,2.005181,130,posterior.nominal_L,0.013015870339974447,0.10719403102219326,1,ok,2.0,240.0,nominal_L
TSLR,TSLA,2.0,False,,letf_long,1.998914,500,posterior.nominal_L,0.009747180527036284,0.06038647651974595,1,ok,2.0,240.0,nominal_L
AAPB,AAPL,2.0,False,,letf_long,2.001457,500,posterior.nominal_L,0.012507997033534907,0.03665198369349261,1,ok,2.0,240.0,nominal_L
AMDL,AMD,2.0,False,,letf_long,1.990964,500,posterior.nominal_L,0.013802077295434631,0.07195206122459316,1,ok,2.0,240.0,nominal_L
AMZZ,AMZN,2.0,False,,letf_long,1.997637,500,posterior.nominal_L,0.007903641325876983,0.044495320460828845,1,ok,2.0,240.0,nominal_L
AVGU,AVGO,2.0,False,,letf_long,2.003129,229,posterior.nominal_L,0.023369172966900834,0.07545187372512745,1,ok,2.0,240.0,nominal_L
BABX,BABA,2.0,False,,letf_long,2.000131,500,posterior.nominal_L,0.006306612898330518,0.041420852091844144,1,ok,2.0,240.0,nominal_L
BULX,BULL,2.0,False,,letf_long,1.993258,194,posterior.nominal_L,0.15182240535078498,0.4995590177599325,1,ok,2.0,240.0,nominal_L
CONL,COIN,2.0,False,,letf_long,1.99543,500,posterior.nominal_L,0.010841049870191924,0.09419481350250086,1,ok,2.0,240.0,nominal_L
CRWL,CRWD,2.0,False,,letf_long,1.995625,394,posterior.nominal_L,0.007444369222854476,0.06406867097871755,1,ok,2.0,240.0,nominal_L
DLLL,DELL,2.0,False,,letf_long,1.983034,331,posterior.nominal_L,0.03244599965334508,0.12350705115730448,1,ok,2.0,240.0,nominal_L
ETRL,ETOR,2.0,False,,letf_long,1.990792,194,posterior.nominal_L,0.019997993919291128,0.15492294898589867,1,ok,2.0,240.0,nominal_L
GOU,GOOGL,2.0,False,,letf_long,1.991142,131,posterior.nominal_L,0.01215629324984655,0.07016558391176851,1,ok,2.0,240.0,nominal_L
INTW,INTC,2.0,False,,letf_long,1.986247,332,posterior.nominal_L,0.013724036452524669,0.0958463670292753,1,ok,2.0,240.0,nominal_L
IONL,IONQ,2.0,False,,letf_long,1.986345,304,posterior.nominal_L,0.013189172946463112,0.14074007343607906,1,ok,2.0,240.0,nominal_L
ISUL,ISRG,2.0,False,,letf_long,1.997565,170,posterior.nominal_L,0.010483653938553822,0.04069007592062542,1,ok,2.0,240.0,nominal_L
LCDL,LCID,2.0,False,,letf_long,1.984652,286,posterior.nominal_L,0.012895357162103972,0.13788172455734074,1,ok,2.0,240.0,nominal_L
MRAL,MARA,2.0,False,,letf_long,1.989584,317,posterior.nominal_L,0.009283536256168845,0.1323247553730274,1,ok,2.0,240.0,nominal_L
FBL,META,2.0,False,,letf_long,2.00022,500,posterior.nominal_L,0.01012992271278719,0.035178141091855755,1,ok,2.0,240.0,nominal_L
MVLL,MRVL,2.0,False,,letf_long,1.984933,317,posterior.nominal_L,0.022164423716466968,0.1334141372102651,1,ok,2.0,240.0,nominal_L
MSFL,MSFT,2.0,False,,letf_long,2.000731,500,posterior.nominal_L,0.010017202922183764,0.033825208657006285,1,ok,2.0,240.0,nominal_L
MSTP,MSTR,2.0,False,,letf_long,2.00189,252,posterior.nominal_L,0.00814709013522503,0.10530331805928994,1,ok,2.0,240.0,nominal_L
MULL,MU,2.0,False,,letf_long,1.990637,394,posterior.nominal_L,0.011415781545228126,0.09756335966570341,1,ok,2.0,240.0,nominal_L
NBIL,NBIS,2.0,False,,letf_long,1.991416,170,posterior.nominal_L,0.008180453906341461,0.11528810212265028,1,ok,2.0,240.0,nominal_L
NOWL,NOW,2.0,False,,letf_long,2.004105,229,posterior.nominal_L,0.02384891766644517,0.10624360147964049,1,ok,2.0,240.0,nominal_L
NVDL,NVDA,2.0,False,,letf_long,1.997032,500,posterior.nominal_L,0.011196599053701059,0.051264740054072146,1,ok,2.0,240.0,nominal_L
PDDL,PDD,2.0,False,,letf_long,2.008129,229,posterior.nominal_L,0.012315036567589555,0.05423186896662739,1,ok,2.0,240.0,nominal_L
PTIR,PLTR,2.0,False,,letf_long,1.99492,443,posterior.nominal_L,0.01012121398963001,0.06574357151039122,1,ok,2.0,240.0,nominal_L
QCML,QCOM,2.0,False,,letf_long,1.998949,298,posterior.nominal_L,0.012693015325644381,0.09660799345302354,1,ok,2.0,240.0,nominal_L
RDTL,RDDT,2.0,False,,letf_long,1.997441,305,posterior.nominal_L,0.008432282297400064,0.08766410469132785,1,ok,2.0,240.0,nominal_L
RVNL,RIVN,2.0,False,,letf_long,1.99511,286,posterior.nominal_L,0.01742313188436088,0.10572094839082459,1,ok,2.0,240.0,nominal_L
SMCL,SMCI,2.0,False,,letf_long,1.997955,371,posterior.nominal_L,0.06482108282991449,0.251672226136278,1,ok,2.0,240.0,nominal_L
TSMU,TSM,2.0,False,,letf_long,1.995739,394,posterior.nominal_L,0.007873054540975553,0.05763735583076687,1,ok,2.0,240.0,nominal_L
UBRL,UBER,2.0,False,,letf_long,1.996431,443,posterior.nominal_L,0.00744758444036635,0.04730545425909867,1,ok,2.0,240.0,nominal_L
VRTL,VRT,2.0,False,,letf_long,1.995221,305,posterior.nominal_L,0.013397906124143332,0.09915714510431017,1,ok,2.0,240.0,nominal_L
QYLD,QQQ,1.0,False,,covered_call_1x,0.531209,500,posterior.covered_call_default,0.05790815173097564,0.0664615334163115,1,ok,0.55,30.0,covered_call_default
QYLG,QQQ,1.0,False,,covered_call_1x,0.729135,500,posterior.covered_call_default,0.023816268020093512,0.03855220413718828,1,ok,0.55,30.0,covered_call_default
QQQX,QQQ,1.0,False,,covered_call_1x,0.674239,500,posterior.covered_call_default,0.045419784227664656,0.09335355560020739,1,ok,0.55,30.0,covered_call_default
JEPQ,QQQ,1.0,False,,covered_call_1x,0.699652,500,posterior.covered_call_default,0.03300551792478657,0.04907695107197394,1,ok,0.55,30.0,covered_call_default
XYLD,SPY,1.0,False,,covered_call_1x,0.54895,500,posterior.covered_call_default,0.06821633385076908,0.04876513107082624,1,ok,0.55,30.0,covered_call_default
XYLG,SPY,1.0,False,,covered_call_1x,0.746903,500,posterior.covered_call_default,0.02876055531550376,0.03838463888970602,1,ok,0.55,30.0,covered_call_default
JEPI,SPY,1.0,False,,covered_call_1x,0.524559,500,posterior.covered_call_default,0.05096869160441229,0.06130294084951765,1,ok,0.55,30.0,covered_call_default
SPYI,SPY,1.0,False,,covered_call_1x,0.771574,500,posterior.covered_call_default,0.017660747687197782,0.022170261211980454,1,ok,0.55,30.0,covered_call_default
RYLD,IWM,1.0,False,,covered_call_1x,0.488797,500,posterior.covered_call_default,0.05079164680913742,0.0678218183668704,1,ok,0.55,30.0,covered_call_default
AMYY,AMD,1.0,True,income_style,income_yieldboost,0.263671,185,posterior.yieldboost_peer_AMD,0.022067286851983305,0.14045645989775077,1,ok,0.2832371302968892,30.0,yieldboost_peer_AMD
AZYY,AMZN,1.0,True,income_style,income_yieldboost,0.590849,185,posterior.yieldboost_peer_AMZN,0.051694255485877874,0.11290845349839304,1,ok,0.6015587103866856,30.0,yieldboost_peer_AMZN
BBYY,BABA,1.0,True,income_style,income_yieldboost,0.503632,159,posterior.yieldboost_peer_BABA,0.03359224525674289,0.11651370943356545,1,ok,0.5453146039627048,30.0,yieldboost_peer_BABA
BIOY,XBI,1.0,True,income_style,income_yieldboost,0.36874647735435756,26,posterior.yieldboost_global,inf,,1,low_n,0.36874647735435756,120.0,yieldboost_global
COYY,COIN,1.0,True,income_style,income_yieldboost,0.382298,219,posterior.yieldboost_peer_COIN,0.024292101335237747,0.17672424235516912,1,ok,0.4421272493841025,30.0,yieldboost_peer_COIN
CRY,CRCL,1.0,True,income_style,income_yieldboost,0.19923,31,posterior.yieldboost_peer_CRCL,0.02851034743953026,0.15437582850066126,1,ok,0.20361336132893304,30.0,yieldboost_peer_CRCL
CWY,CRWV,1.0,True,income_style,income_yieldboost,0.229088,40,posterior.yieldboost_peer_CRWV,0.032199605751373615,0.11249410029120198,1,ok,0.22070834574289475,30.0,yieldboost_peer_CRWV
HMYY,HIMS,1.0,True,income_style,income_yieldboost,0.253277,131,posterior.yieldboost_peer_HIMS,0.023224722009108963,0.18562272885384115,1,ok,0.2716500004696509,30.0,yieldboost_peer_HIMS
HOYY,HOOD,1.0,True,income_style,income_yieldboost,0.35248,175,posterior.yieldboost_peer_HOOD,0.040397302550094334,0.20344999831691543,1,ok,0.41747377855894635,30.0,yieldboost_peer_HOOD
IOYY,IONQ,1.0,True,income_style,income_yieldboost,0.235812,150,posterior.yieldboost_peer_IONQ,0.027957429010575893,0.19018266901610198,1,ok,0.27910869813609135,30.0,yieldboost_peer_IONQ
MAAY,MARA,1.0,True,income_style,income_yieldboost,0.278864,150,posterior.yieldboost_peer_MARA,0.017590321942468255,0.1491082185091371,1,ok,0.2986524396943308,30.0,yieldboost_peer_MARA
FBYY,META,1.0,True,income_style,income_yieldboost,0.516717,159,posterior.yieldboost_peer_META,0.04032046431840631,0.12660014680806136,1,ok,0.5450434673116462,30.0,yieldboost_peer_META
FINY,XLF,1.0,True,income_style,income_yieldboost,0.36874647735435756,26,posterior.yieldboost_global,inf,,1,low_n,0.36874647735435756,120.0,yieldboost_global
FIYY,TLT,1.0,True,income_style,income_yieldboost,0.36874647735435756,26,posterior.yieldboost_global,inf,,1,low_n,0.36874647735435756,120.0,yieldboost_global
MTYY,MSTR,1.0,True,income_style,income_yieldboost,0.346464,180,posterior.yieldboost_peer_MSTR,0.027312358584684213,0.1831750235645157,1,ok,0.36874647735435756,30.0,yieldboost_peer_MSTR
MUYY,MU,1.0,True,income_style,income_yieldboost,0.14644,41,posterior.yieldboost_peer_MU,0.01930111131984457,0.11768117722663488,1,ok,0.14058396435551146,30.0,yieldboost_peer_MU
NUGY,GDX,1.0,True,income_style,income_yieldboost,0.40847,140,posterior.yieldboost_peer_GDX,0.022620197746926595,0.10917956395541047,1,ok,0.448829440891214,30.0,yieldboost_peer_GDX
NVYY,NVDA,1.0,True,income_style,income_yieldboost,0.530961,271,posterior.yieldboost_peer_NVDA,0.04755135043412359,0.13042040392019408,1,ok,0.5835926133070529,30.0,yieldboost_peer_NVDA
PLYY,PLTR,1.0,True,income_style,income_yieldboost,0.432053,180,posterior.yieldboost_peer_PLTR,0.047984456775344034,0.1491562433892173,1,ok,0.48344296797492853,30.0,yieldboost_peer_PLTR
QBY,QBTS,1.0,True,income_style,income_yieldboost,0.206273,132,posterior.yieldboost_peer_QBTS,0.03372175910912025,0.19191316286441315,1,ok,0.21653020226635192,30.0,yieldboost_peer_QBTS
RGYY,RGTI,1.0,True,income_style,income_yieldboost,0.225591,135,posterior.yieldboost_peer_RGTI,0.03734193677965709,0.19334945988263721,1,ok,0.23872557780057418,30.0,yieldboost_peer_RGTI
RTYY,RIOT,1.0,True,income_style,income_yieldboost,0.274973,131,posterior.yieldboost_peer_RIOT,0.028139506502505882,0.16078695758904443,1,ok,0.30055346647661324,30.0,yieldboost_peer_RIOT
SEMY,SOXX,1.0,True,income_style,income_yieldboost,0.404092,140,posterior.yieldboost_peer_SOXX,0.03942735159681383,0.14985504586899553,1,ok,0.4843560889240964,30.0,yieldboost_peer_SOXX
SMYY,SMCI,1.0,True,income_style,income_yieldboost,0.208826,175,posterior.yieldboost_peer_SMCI,0.04095933678235904,0.22111845641708178,1,ok,0.23202490295252862,30.0,yieldboost_peer_SMCI
TECY,XLK,1.0,True,income_style,income_yieldboost,0.36874647735435756,26,posterior.yieldboost_global,inf,,1,low_n,0.36874647735435756,120.0,yieldboost_global
TMYY,TSM,1.0,True,income_style,income_yieldboost,0.337041,41,posterior.yieldboost_peer_TSM,0.040229099157207106,0.10852892404984948,1,ok,0.3380722217671302,30.0,yieldboost_peer_TSM
TQQY,QQQ,1.0,True,income_style,income_yieldboost,0.796163,324,posterior.yieldboost_peer_QQQ,0.08748045429482573,0.13580686794240354,1,ok,0.8468370566156729,30.0,yieldboost_peer_QQQ
TSYY,TSLA,1.0,True,income_style,income_yieldboost,0.495614,369,posterior.yieldboost_peer_TSLA,0.030281711754127874,0.1977421592267309,1,ok,0.5327904482311072,30.0,yieldboost_peer_TSLA
XBTY,IBIT,1.0,True,income_style,income_yieldboost,0.499147,271,posterior.yieldboost_peer_IBIT,0.05339195299705266,0.14704572382126072,1,ok,0.5251436436864376,30.0,yieldboost_peer_IBIT
XEY,ETHA,1.0,True,income_style,income_yieldboost,0.255408,31,posterior.yieldboost_peer_ETHA,0.10895749251830579,0.15367505409145238,1,ok,0.21167355091173837,30.0,yieldboost_peer_ETHA
YSPY,SPY,1.0,True,income_style,income_yieldboost,0.890498,298,posterior.yieldboost_peer_SPY,0.15117821286562994,0.11941125498849434,1,ok,0.8441192787121492,30.0,yieldboost_peer_SPY
ABNY,ABNB,1.0,False,,scraped_income,0.768966,492,posterior.scraped_income_default,0.024613697149846955,0.08044900213318518,1,ok,0.55,30.0,scraped_income_default
AIYY,AI,1.0,False,,scraped_income,0.758166,500,posterior.scraped_income_default,0.017661838219306576,0.1211406310338876,1,ok,0.55,30.0,scraped_income_default
