underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAL,AAL,spot,2013.4800000000002,2013.4800000000002,1.0,0.0,0.0
AAL,AALG,core_levered_etf,-1687.4820906199998,1687.4820906199998,1.0,0.0,0.0
AAPL,AAPL,spot,15679.179999999998,15679.179999999998,1.0,0.0,0.0
AAPL,AAPU,core_levered_etf,-7378.2320304,7378.2320304,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-7882.1828726382,7882.1828726382,1.0,0.0,0.0
ACHR,ACHR,spot,1852.65,1852.65,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-1389.1543893215999,1389.1543893215999,1.0,0.0,0.0
ADBE,ADBE,spot,1927.04,1927.04,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-1628.8343777599998,1628.8343777599998,1.0,0.0,0.0
ALAB,ALAB,spot,8406.77,8406.77,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-7597.188522,7597.188522,1.0,0.0,0.0
AMD,AMD,spot,25675.02,25675.02,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-8369.514548036801,8369.514548036801,1.0,0.0,0.0
AMD,AMDG,core_levered_etf,-8483.959449882,8483.959449882,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-8494.68747285,8494.68747285,1.0,0.0,0.0
AMZN,AMZN,spot,17225.82,17225.82,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-8146.43791884,8146.43791884,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-8185.100728392001,8185.100728392001,1.0,0.0,0.0
APH,APH,spot,1970.08,1970.08,1.0,0.0,0.0
APH,APHU,core_levered_etf,-1950.5904368,1950.5904368,1.0,0.0,0.0
APP,APP,spot,2738.47,2738.47,1.0,0.0,0.0
APP,APPX,core_levered_etf,-2319.9891264000003,2319.9891264000003,1.0,0.0,0.0
ARKK,ARKK,spot,2156.48,2156.48,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-1951.114284448,1951.114284448,1.0,0.0,0.0
ASHR,ASHR,spot,7466.94,7466.94,1.0,0.0,0.0
ASHR,CHAU,core_levered_etf,-7210.8015588,7210.8015588,1.0,0.0,0.0
ASML,ASML,spot,7977.0,7977.0,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-7425.575234457599,7425.575234457599,1.0,0.0,0.0
ASTS,ASTS,spot_b4_structural,9401.02,9401.02,2.594198842253287,0.0,-1.5941988422532876
ASTS,ASTX,core_levered_etf,-9094.7342655,9094.7342655,1.0,0.0,0.0
AVGO,AVGO,spot,16398.995000000003,16398.995000000003,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-7823.89648432,7823.89648432,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-7892.52778555,7892.52778555,1.0,0.0,0.0
BA,BA,spot,14382.640000000001,14382.640000000001,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-5998.8642076632,5998.8642076632,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-7618.6534327332,7618.6534327332,1.0,0.0,0.0
BABA,BABA,spot,7022.96,7022.96,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-6692.7291984,6692.7291984,1.0,0.0,0.0
BE,BE,spot,3338.0000000000005,3338.0000000000005,1.0,0.0,0.0
