underlying,pnl_total,pnl_share_b1,pnl_share_b2,pnl_share_b4,exp_net_total,exp_share_b1,exp_share_b2,exp_share_b4,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,diff_exp_b1,diff_exp_b2,diff_exp_b4,diff_pnl_b1,diff_pnl_b2,diff_pnl_b4,max_diff
DKNG,-415.96684654999996,1.0,0.0,0.0,42.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
QQQ,-789.2242640000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
COIN,-2173.43152755,0.015176256366743525,0.9848237436332564,0.0,4334.5,0.8239540852204408,0.0,0.0,0.8239540852204408,0.0,0.0,0.0,0.0,0.0,0.8087778288536972,0.9848237436332564,0.0,0.9848237436332564
PLTR,-814.91300046,0.11828594564150188,0.881714054358498,0.0,33791.24,0.8441247537316416,0.09970240151885518,0.0,0.8441247537316416,0.09970240151885518,0.0,0.0,0.0,0.0,0.7258388080901398,0.7820116528396428,0.0,0.7820116528396428
NFLX,2908.55050038,0.143929153971542,0.8560708460284581,0.0,28742.559999999998,0.795042683812785,0.19937745117733427,0.0,0.795042683812785,0.19937745117733427,0.0,0.0,0.0,0.0,0.6511135298412429,0.6566933948511238,0.0,0.6566933948511238
AMD,-3467.2504959999997,0.4548426992499604,0.5451573007500397,0.0,25675.02,0.9872693953410281,0.0,0.0,0.9872693953410281,0.0,0.0,0.0,0.0,0.0,0.5324266960910677,0.5451573007500397,0.0,0.5451573007500397
IBIT,-6024.50302688,0.3026873055756123,0.6973126944243877,0.0,33307.56,0.7879585346690062,0.17843219852448816,0.0,0.7879585346690062,0.17843219852448816,0.0,0.0,0.0,0.0,0.48527122909339393,0.5188804958998996,0.0,0.5188804958998996
SMCI,-1291.340416,1.0,0.0,0.0,2731.83,0.49391779779488476,0.0,0.0,0.49391779779488476,0.0,0.0,0.0,0.0,0.0,0.5060822022051152,0.0,0.0,0.5060822022051152
MSFT,-5672.554894,0.3918050569255751,0.6081949430744249,0.0,27447.750000000004,0.8025112084043317,0.12251455740634476,0.0,0.8025112084043317,0.12251455740634476,0.0,0.0,0.0,0.0,0.41070615147875655,0.48568038566808014,0.0,0.48568038566808014
META,-2056.92845225,0.11739810098210614,0.8826018990178939,0.0,13140.96,0.45420419220513575,0.4420221032367499,0.0,0.45420419220513575,0.4420221032367499,0.0,0.0,0.0,0.0,0.3368060912230296,0.440579795781144,0.0,0.440579795781144
EWY,-331.700757,1.0,0.0,0.0,2279.81,0.6934819142823305,0.0,0.0,0.6934819142823305,0.0,0.0,0.0,0.0,0.0,0.3065180857176695,0.0,0.0,0.3065180857176695
CRCL,-922.796514,1.0,0.0,0.0,10220.08,0.735291469135271,0.0,0.0,0.735291469135271,0.0,0.0,0.0,0.0,0.0,0.264708530864729,0.0,0.0,0.264708530864729
BE,-753.575257,1.0,0.0,0.0,3338.0000000000005,0.7477556878130617,0.0,0.0,0.7477556878130617,0.0,0.0,0.0,0.0,0.0,0.2522443121869383,0.0,0.0,0.2522443121869383
ACHR,-514.775388,1.0,0.0,0.0,1852.65,0.7498201977284429,0.0,0.0,0.7498201977284429,0.0,0.0,0.0,0.0,0.0,0.2501798022715571,0.0,0.0,0.2501798022715571
U,-510.12037,1.0,0.0,0.0,2466.72,0.769390130910683,0.0,0.0,0.769390130910683,0.0,0.0,0.0,0.0,0.0,0.23060986908931702,0.0,0.0,0.23060986908931702
OSCR,-517.717601,1.0,0.0,0.0,1847.04,0.7728309553485037,0.0,0.0,0.7728309553485037,0.0,0.0,0.0,0.0,0.0,0.22716904465149634,0.0,0.0,0.22716904465149634
MU,-316.419732,1.0,0.0,0.0,7109.2,0.7957318689641592,0.0,0.0,0.7957318689641592,0.0,0.0,0.0,0.0,0.0,0.20426813103584085,0.0,0.0,0.20426813103584085
GDXJ,-675.505057,1.0,0.0,0.0,1906.56,0.8104701276907098,0.0,0.0,0.8104701276907098,0.0,0.0,0.0,0.0,0.0,0.1895298723092902,0.0,0.0,0.1895298723092902
KTOS,-348.385657,1.0,0.0,0.0,2048.22,0.812274708234467,0.0,0.0,0.812274708234467,0.0,0.0,0.0,0.0,0.0,0.187725291765533,0.0,0.0,0.187725291765533
UPS,-282.569257,1.0,0.0,0.0,2047.5,0.8225486764835165,0.0,0.0,0.8225486764835165,0.0,0.0,0.0,0.0,0.0,0.17745132351648352,0.0,0.0,0.17745132351648352
ZETA,-329.225334,1.0,0.0,0.0,2090.3999999999996,0.8304706630608496,0.0,0.0,0.8304706630608496,0.0,0.0,0.0,0.0,0.0,0.1695293369391504,0.0,0.0,0.1695293369391504
AAL,-341.916084,1.0,0.0,0.0,2013.4800000000002,0.8380923031865226,0.0,0.0,0.8380923031865226,0.0,0.0,0.0,0.0,0.0,0.1619076968134774,0.0,0.0,0.1619076968134774
SNAP,-622.0843010000001,1.0,0.0,0.0,1467.6599999999999,0.8411495886622241,0.0,0.0,0.8411495886622241,0.0,0.0,0.0,0.0,0.0,0.1588504113377759,0.0,0.0,0.1588504113377759
UPST,-819.751181,1.0,0.0,0.0,3723.5099999999998,0.8431006351413048,0.0,0.0,0.8431006351413048,0.0,0.0,0.0,0.0,0.0,0.15689936485869516,0.0,0.0,0.15689936485869516
RDDT,-1198.54045125,1.0,0.0,0.0,2926.98,0.8439437931554025,0.0,0.0,0.8439437931554025,0.0,0.0,0.0,0.0,0.0,0.15605620684459753,0.0,0.0,0.15605620684459753
ADBE,-271.301457,1.0,0.0,0.0,1927.04,0.8452519811524409,0.0,0.0,0.8452519811524409,0.0,0.0,0.0,0.0,0.0,0.15474801884755907,0.0,0.0,0.15474801884755907
APP,-1766.271122,1.0,0.0,0.0,2738.47,0.8471844228346487,0.0,0.0,0.8471844228346487,0.0,0.0,0.0,0.0,0.0,0.15281557716535132,0.0,0.0,0.15281557716535132
SHOP,-261.870457,1.0,0.0,0.0,2077.7400000000002,0.8538401599029715,0.0,0.0,0.8538401599029715,0.0,0.0,0.0,0.0,0.0,0.14615984009702854,0.0,0.0,0.14615984009702854
NBIS,667.4367050000001,1.0,0.0,0.0,10173.119999999999,0.857158762715863,0.0,0.0,0.857158762715863,0.0,0.0,0.0,0.0,0.0,0.142841237284137,0.0,0.0,0.142841237284137
CRDO,-522.977557,1.0,0.0,0.0,5497.08,0.8612909349691107,0.0,0.0,0.8612909349691107,0.0,0.0,0.0,0.0,0.0,0.1387090650308893,0.0,0.0,0.1387090650308893
EWW,-141.117057,1.0,0.0,0.0,2491.86,0.8631569578146445,0.0,0.0,0.8631569578146445,0.0,0.0,0.0,0.0,0.0,0.13684304218535548,0.0,0.0,0.13684304218535548
LLY,-426.22037100000006,1.0,0.0,0.0,1794.0,0.8651006603076923,0.0,0.0,0.8651006603076923,0.0,0.0,0.0,0.0,0.0,0.13489933969230772,0.0,0.0,0.13489933969230772
OPEN,-1228.4186959400001,1.0,0.0,0.0,3699.5000000000005,0.8702538576891202,0.0,0.0,0.8702538576891202,0.0,0.0,0.0,0.0,0.0,0.12974614231087978,0.0,0.0,0.12974614231087978
NOW,-223.654257,1.0,0.0,0.0,2072.8,0.8739515223176378,0.0,0.0,0.8739515223176378,0.0,0.0,0.0,0.0,0.0,0.12604847768236216,0.0,0.0,0.12604847768236216
CRML,-5004.525586,1.0,0.0,0.0,14399.34,0.8759348586810228,0.0,0.0,0.8759348586810228,0.0,0.0,0.0,0.0,0.0,0.12406514131897717,0.0,0.0,0.12406514131897717
XYZ,-1242.9064335799999,1.0,0.0,0.0,2137.3199999999997,0.8769341253981623,0.0,0.0,0.8769341253981623,0.0,0.0,0.0,0.0,0.0,0.12306587460183771,0.0,0.0,0.12306587460183771
SOFI,-1515.9866229999998,1.0,0.0,0.0,7585.86,0.8809685614050352,0.0,0.0,0.8809685614050352,0.0,0.0,0.0,0.0,0.0,0.11903143859496479,0.0,0.0,0.11903143859496479
QBTS,-2522.851698,1.0,0.0,0.0,9669.0,0.8829344907477504,0.0,0.0,0.8829344907477504,0.0,0.0,0.0,0.0,0.0,0.11706550925224957,0.0,0.0,0.11706550925224957
UUUU,-822.978463,1.0,0.0,0.0,3178.8,0.8843191187400906,0.0,0.0,0.8843191187400906,0.0,0.0,0.0,0.0,0.0,0.11568088125990938,0.0,0.0,0.11568088125990938
MSTR,-882.527558,0.11561382125297212,0.8843861787470279,0.0,18610.2,0.0,0.9820910514309357,0.0,0.0,0.9820910514309357,0.0,0.0,0.0,0.0,0.11561382125297212,0.09770487268390782,0.0,0.11561382125297212
MDB,-3374.522671,1.0,0.0,0.0,5549.44,0.8847411360803974,0.0,0.0,0.8847411360803974,0.0,0.0,0.0,0.0,0.0,0.1152588639196026,0.0,0.0,0.1152588639196026
DNN,-185.405513,1.0,0.0,0.0,2106.72,0.8850649543290044,0.0,0.0,0.8850649543290044,0.0,0.0,0.0,0.0,0.0,0.11493504567099555,0.0,0.0,0.11493504567099555
KWEB,-802.427692,1.0,0.0,0.0,7585.8,0.8877351513485724,0.0,0.0,0.8877351513485724,0.0,0.0,0.0,0.0,0.0,0.1122648486514276,0.0,0.0,0.1122648486514276
LRCX,-117.939257,1.0,0.0,0.0,2116.2,0.8885512025800966,0.0,0.0,0.8885512025800966,0.0,0.0,0.0,0.0,0.0,0.11144879741990343,0.0,0.0,0.11144879741990343
IREN,-1899.429297,1.0,0.0,0.0,7976.85,0.8892991642128909,0.0,0.0,0.8892991642128909,0.0,0.0,0.0,0.0,0.0,0.1107008357871091,0.0,0.0,0.1107008357871091
RTX,-181.509257,1.0,0.0,0.0,2121.35,0.8942417626652839,0.0,0.0,0.8942417626652839,0.0,0.0,0.0,0.0,0.0,0.10575823733471612,0.0,0.0,0.10575823733471612
BIDU,-184.992357,1.0,0.0,0.0,2088.29,0.8945848235216374,0.0,0.0,0.8945848235216374,0.0,0.0,0.0,0.0,0.0,0.10541517647836263,0.0,0.0,0.10541517647836263
RBLX,-2580.79441825,1.0,0.0,0.0,6515.85,0.894660611984622,0.0,0.0,0.894660611984622,0.0,0.0,0.0,0.0,0.0,0.10533938801537801,0.0,0.0,0.10533938801537801
ORCL,-158.735257,1.0,0.0,0.0,2142.15,0.896593070102467,0.0,0.0,0.896593070102467,0.0,0.0,0.0,0.0,0.0,0.10340692989753297,0.0,0.0,0.10340692989753297
FIG,-2411.565767,1.0,0.0,0.0,6600.7,0.8987750663688396,0.0,0.0,0.8987750663688396,0.0,0.0,0.0,0.0,0.0,0.10122493363116036,0.0,0.0,0.10122493363116036
CORZ,-1038.835871,1.0,0.0,0.0,7942.37,0.90014373104149,0.0,0.0,0.90014373104149,0.0,0.0,0.0,0.0,0.0,0.09985626895850996,0.0,0.0,0.09985626895850996
ISRG,-561.256316,1.0,0.0,0.0,2811.3,0.9014517979938106,0.0,0.0,0.9014517979938106,0.0,0.0,0.0,0.0,0.0,0.09854820200618941,0.0,0.0,0.09854820200618941
GOOGL,-1836.54741459,1.0,0.0,0.0,15169.68,0.9032628227820232,0.0,0.0,0.9032628227820232,0.0,0.0,0.0,0.0,0.0,0.09673717721797681,0.0,0.0,0.09673717721797681
ALAB,-2481.663251,1.0,0.0,0.0,8406.77,0.9036988667466815,0.0,0.0,0.9036988667466815,0.0,0.0,0.0,0.0,0.0,0.09630113325331846,0.0,0.0,0.09630113325331846
SNPS,-157.044757,1.0,0.0,0.0,2009.75,0.9039723122676949,0.0,0.0,0.9039723122676949,0.0,0.0,0.0,0.0,0.0,0.09602768773230508,0.0,0.0,0.09602768773230508
