underlying,net_notional_usd,gross_notional_usd,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,ratio_spot_source,net_bucket_1,net_bucket_2,net_bucket_4
PLTR,36832.36,36832.36,0.9013507871462736,0.09864921285372634,0.0,sleeve_balance,33198.87667845492,3633.483321545076,0.0
IBIT,34362.899999999994,34362.899999999994,0.8157831865250023,0.17412439495444218,0.0,sleeve_balance,28032.676060239995,5983.41917138,0.0
NVDA,31966.479999999996,31966.479999999996,0.9811131646693662,0.0,0.0,sleeve_balance,31362.734356139998,0.0,0.0
NFLX,28761.039999999997,28761.039999999997,0.7955855902811582,0.19905646802897253,0.0,sleeve_balance,22881.868985499998,5725.07103924,0.0
MSFT,28725.0,28725.0,0.8427876975498695,0.12349327002610966,0.0,sleeve_balance,24209.07661212,3547.3441815,0.0
AMD,25537.68,25537.68,0.9958032692382707,0.0,0.0,sleeve_balance,25430.5052327608,0.0,0.0
ETHA,23899.04,23899.04,0.996026344091227,0.0,0.0,sleeve_balance,23804.07343849,0.0,0.0
MSTR,19348.0,19348.0,0.0,0.9634243891657641,0.0,sleeve_balance,0.0,18640.335081579204,0.0
XRPZ,18964.260000000002,18964.260000000002,0.9606049799886733,0.0,0.0,sleeve_balance,18217.1625978,0.0,0.0
PANW,18701.7,18701.7,0.986812277184705,0.0,0.0,sleeve_balance,18455.0671642252,0.0,0.0
TSLA,18661.65,18661.65,0.9978142402948291,0.0,0.0,sleeve_balance,18620.860117398,0.0,0.0
AMZN,17441.62,17441.62,0.9626682902413882,0.0,0.0,sleeve_balance,16790.49450444,0.0,0.0
AVGO,17093.03,17093.03,1.0,0.0,0.0,sleeve_balance,17093.03,0.0,0.0
GOOGL,16311.24,16311.24,0.9693330856415575,0.0,0.0,sleeve_balance,15811.024599839999,0.0,0.0
CRML,16007.88,16007.88,0.9823629875706215,0.0,0.0,sleeve_balance,15725.548821471999,0.0,0.0
AAPL,15592.380000000001,15592.380000000001,0.9714384498543518,0.0,0.0,sleeve_balance,15147.03745674,0.0,0.0
BA,14682.34,14682.34,0.9695330875134481,0.0,0.0,sleeve_balance,14235.0144321222,0.0,0.0
META,14497.439999999999,14497.439999999999,0.5050086042777208,0.4279882533669669,0.0,sleeve_balance,7321.331939999999,6204.7340238924,0.0
GDX,13757.699999999999,13757.699999999999,1.0,0.0,0.0,sleeve_balance,13757.699999999999,0.0,0.0
TSM,13538.0,13538.0,0.9616120444533903,0.0,0.0,sleeve_balance,13018.303857809999,0.0,0.0
GSOL,13430.62,13430.62,1.0,0.0,0.0,sleeve_balance,13430.62,0.0,0.0
CRCL,13170.56,13170.56,1.0,0.0,0.0,sleeve_balance,13170.56,0.0,0.0
NNE,11890.8,11890.8,1.0,0.0,0.0,sleeve_balance,11890.8,0.0,0.0
MRVL,11270.0,11270.0,0.976714918945874,0.0,0.0,sleeve_balance,11007.57713652,0.0,0.0
XOP,11191.68,11191.68,1.0,0.0,0.0,sleeve_balance,11191.68,0.0,0.0
NBIS,10958.400000000001,10958.400000000001,0.9262402265111692,0.0,0.0,sleeve_balance,10150.110898199999,0.0,0.0
RCAT,10953.45,10953.45,1.0,0.0,0.0,sleeve_balance,10953.45,0.0,0.0
QBTS,10764.599999999999,10764.599999999999,0.991349309194954,0.0,0.0,sleeve_balance,10671.47877376,0.0,0.0
LEU,10261.33,10261.33,0.9416439706889848,0.0,0.0,sleeve_balance,9662.51952575,0.0,0.0
CEG,10141.6,10141.6,0.9184656121243197,0.0,0.0,sleeve_balance,9314.710851920001,0.0,0.0
CRM,9954.18,9954.18,1.0,0.0,0.0,sleeve_balance,9954.18,0.0,0.0
PLUG,9789.78,9789.78,0.9866546532240764,0.0,0.0,sleeve_balance,9659.13199104,0.0,0.0
TER,9725.44,9725.44,0.9931086373157408,0.0,0.0,sleeve_balance,9658.418465695999,0.0,0.0
XLE,9540.800000000001,9540.800000000001,1.0,0.0,0.0,sleeve_balance,9540.800000000001,0.0,0.0
MARA,9498.06,9498.06,0.0,0.9339886533359446,0.0,sleeve_balance,0.0,8871.080268704001,0.0
ASTS,9460.94,9460.94,0.9824714698032118,0.0,0.0,sleeve_balance,9295.103627519999,0.0,0.0
WULF,9454.960000000001,9454.960000000001,1.0,0.0,0.0,sleeve_balance,9454.960000000001,0.0,0.0
BMNR,9252.449999999999,9252.449999999999,0.9977652311852537,0.0,0.0,sleeve_balance,9231.77291328,0.0,0.0
SOEZ,9221.359999999999,9221.359999999999,0.9837590637389714,0.0,0.0,sleeve_balance,9071.59648,0.0,0.0
ALAB,9166.380000000001,9166.380000000001,0.9857520897802622,0.0,0.0,sleeve_balance,9035.778240720001,0.0,0.0
KLAC,9068.58,9068.58,1.0,0.0,0.0,sleeve_balance,9068.58,0.0,0.0
XOM,9023.279999999999,9023.279999999999,1.0,0.0,0.0,sleeve_balance,9023.279999999999,0.0,0.0
IREN,8980.08,8980.08,1.0,0.0,0.0,sleeve_balance,8980.08,0.0,0.0
SNOW,8884.199999999999,8884.199999999999,1.0,0.0,0.0,sleeve_balance,8884.199999999999,0.0,0.0
FXI,8880.380000000001,8880.380000000001,0.936744140066078,0.0,0.0,sleeve_balance,8318.643926559998,0.0,0.0
GEV,8826.4,8826.4,1.0,0.0,0.0,sleeve_balance,8826.4,0.0,0.0
CRWV,8605.8,8605.8,0.9879416142845524,0.0,0.0,sleeve_balance,8502.02794421,0.0,0.0
CSCO,8512.56,8512.56,1.0,0.0,0.0,sleeve_balance,8512.56,0.0,0.0
VRT,8448.0,8448.0,0.9720905980705492,0.0,0.0,sleeve_balance,8212.2213725,0.0,0.0
MRNA,8409.92,8409.92,0.9486456174256117,0.0,0.0,sleeve_balance,7978.0337509,0.0,0.0
CORZ,8339.74,8339.74,0.9658746194984497,0.0,0.0,sleeve_balance,8055.1431992160005,0.0,0.0
UBER,8338.32,8338.32,0.9942779699507814,0.0,0.0,sleeve_balance,8290.6078824,0.0,0.0
ASML,8217.72,8217.72,0.9679514542435615,0.0,0.0,sleeve_balance,7954.3540245664,0.0,0.0
SOFI,8197.699999999999,8197.699999999999,0.957896365805043,0.0,0.0,sleeve_balance,7852.54703796,0.0,0.0
MU,8087.0,8087.0,0.9170563862248051,0.0,0.0,sleeve_balance,7416.234995399999,0.0,0.0
INTC,8053.83,8053.83,0.9418939593112842,0.0,0.0,sleeve_balance,7585.85382632,0.0,0.0
ASHR,7847.039999999999,7847.039999999999,0.9388298406762295,0.0,0.0,sleeve_balance,7367.03531298,0.0,0.0
UNH,7816.660000000001,7816.660000000001,0.9334367190718285,0.0,0.0,sleeve_balance,7296.357464499999,0.0,0.0
COST,7725.84,7725.84,1.0,0.0,0.0,sleeve_balance,7725.84,0.0,0.0
KWEB,7650.360000000001,7650.360000000001,0.9061156677803396,0.0,0.0,sleeve_balance,6932.111060159999,0.0,0.0
NU,7648.28,7648.28,1.0,0.0,0.0,sleeve_balance,7648.28,0.0,0.0
QCOM,7572.65,7572.65,0.9704768455296364,0.0,0.0,sleeve_balance,7349.081484300001,0.0,0.0
BABA,7311.4800000000005,7311.4800000000005,0.928607855413678,0.0,0.0,sleeve_balance,6789.497762699999,0.0,0.0
URA,7270.65,7270.65,0.9378151286487454,0.0,0.0,sleeve_balance,6818.525565110001,0.0,0.0
UEC,6930.54,6930.54,0.9062509912214631,0.0,0.0,sleeve_balance,6280.808744699999,0.0,0.0
TEM,6928.74,6928.74,0.9840751433247603,0.0,0.0,sleeve_balance,6818.40080856,0.0,0.0
FIG,6913.599999999999,6913.599999999999,0.9588409200723792,0.0,0.0,sleeve_balance,6629.0425850124,0.0,0.0
RBLX,6877.64,6877.64,0.9495661227048814,0.0,0.0,sleeve_balance,6530.773948160001,0.0,0.0
CMG,6805.44,6805.44,1.0,0.0,0.0,sleeve_balance,6805.44,0.0,0.0
RKT,6588.12,6588.12,0.9654575318351213,0.0,0.0,sleeve_balance,6360.550074633599,0.0,0.0
SRPT,6534.990000000001,6534.990000000001,1.0,0.0,0.0,sleeve_balance,6534.990000000001,0.0,0.0
HUT,6352.799999999999,6352.799999999999,1.0,0.0,0.0,sleeve_balance,6352.799999999999,0.0,0.0
COPX,6325.3,6325.3,1.0,0.0,0.0,sleeve_balance,6325.3,0.0,0.0
MDB,6284.75,6284.75,1.0,0.0,0.0,sleeve_balance,6284.75,0.0,0.0
GLXY,6271.3,6271.3,1.0,0.0,0.0,sleeve_balance,6271.3,0.0,0.0
OKLO,6132.34,6132.34,0.9889620630297732,0.0,0.0,sleeve_balance,6064.6516176,0.0,0.0
CRDO,5990.7,5990.7,0.9506271606590215,0.0,0.0,sleeve_balance,5694.92213136,0.0,0.0
CIFR,5911.33,5911.33,1.0,0.0,0.0,sleeve_balance,5911.33,0.0,0.0
CLSK,5838.3,5838.3,0.9986058257283797,0.0,0.0,sleeve_balance,5830.16039235,0.0,0.0
F,5762.4,5762.4,0.9579918827299563,0.0,0.0,sleeve_balance,5520.3324250431,0.0,0.0
LAC,5259.9,5259.9,0.9588488786466665,0.0,0.0,sleeve_balance,5043.4492167936005,0.0,0.0
COIN,5015.5,5015.5,0.9762100254844781,0.0,0.0,sleeve_balance,4896.1813828174,0.0,0.0
HOOD,4711.849999999999,4711.849999999999,0.0,0.9314197904602226,0.0,sleeve_balance,0.0,4388.710339679999,0.0
