etf,underlying,delta,partial_hedge_ratio
AURU,AUR,-1.0,1.0
AXUP,AXON,-1.0,1.0
BKNU,BKNG,-1.0,1.0
BLSX,BLSH,-1.0,1.0
CELT,CELH,-1.0,1.0
CLSZ,CLSK,-2.040142,1.0
CRCD,CRCL,-2.010735,1.0
CORD,CRWV,-2.003529,1.0
DASX,DASH,-1.0,1.0
DXD,DIA,-1.988847,1.0
SDOW,DIA,-2.988208,1.0
DKUP,DKNG,-1.0,1.0
BTCZ,IBIT,-1.992794,1.0
TWM,IWM,-2.002561,1.0
TZA,IWM,-2.99117,1.0
LYFX,LYFT,-1.0,1.0
MSTZ,MSTR,-1.982373,1.0
NWMX,NEM,-1.0,1.0
NETX,NET,-1.0,1.0
NVDS,NVDA,-1.451779,1.0
OKTX,OKTA,-1.0,1.0
QID,QQQ,-1.993205,1.0
QSX,QS,-1.0,1.0
TSXD,SOXX,-1.900328,1.0
HIBS,SPY,-4.474907,1.0
SPXS,SPY,-2.899217,1.0
SPXU,SPY,-2.89271,1.0
TBT,TLT,-1.981263,1.0
TBX,TLT,-0.426184,1.0
TMV,TLT,-2.965173,1.0
PXIU,UPXI,-1.0,1.0
SCO,USO,-1.463565,1.0
DUG,XLE,-1.975861,1.0
SKF,XLF,-2.003434,1.0
FNGD,XLK,-2.833821,1.0
REW,XLK,-1.998428,1.0
TECS,XLK,-2.962295,1.0
TTXD,XLK,-1.84153,1.0
WEBS,XLK,-2.239828,1.0
DRIP,XOP,-1.998037,1.0
GXRP,XRPZ,-1.0,1.0
XRP,XRPZ,-1.0,1.0
