underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
GDX,"GDX, GDXU, NUGT",-170.39822695000004,3298.377443,0.0,0.0,0.0,-13.84,8.902595910869056,0.0,0.0,3123.041811960869
BLSH,BLSH,1593.65560916,137.512315,0.0,0.0,0.0,-39.48,7.034879631662594,0.0,0.0,1698.7228037916625
MSTR,"MSOO, MSTR, MSTU, MSTW, MSTX, MSTY, MTYY",850.41515257,4771.811587,-0.37,0.0,-3961.46,-333.34999999999997,57.52011620115094,0.0,0.0,1384.5668557711515
SLV,SLV,950.86998489,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.2899848899999
CRWV,"CRWG, CRWV, CWVX",181.83653027,664.2052549999999,0.0,0.0,0.0,-40.400000000000006,5.770288086275966,0.0,0.0,811.4120733562759
SOXX,"SOXL, SOXX",710.88515934,0.0,0.0,0.0,4.16,-1.31,0.0,0.0,0.0,713.7351593400001
META,"FBL, FBY, FBYY, META, METU, METW",666.85666064,757.136994,0.0,0.0,-668.9200000000001,-106.11,18.312713877694343,0.0,0.0,667.2763685176942
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT, TSLW, TSLY",1020.4489595800001,113.60532100000012,0.0,0.0,-347.66999999999996,-135.08,12.64402473838375,0.0,0.0,663.9483053183841
MARA,"MAAY, MARA, MARO",-80.81654759,3260.160311,-9.29,0.0,-2477.42,-193.01000000000002,29.84609182630203,0.0,0.0,529.4698552363025
XRPZ,"GXRP, UXRP, XRPZ, XXRP",-1439.7644517400001,1919.8382550000001,0.0,0.0,-11.16,-40.260000000000005,12.235900296366793,0.0,0.0,440.88970355636684
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDO, NVDU, NVDY",71.14948496,588.347533,0.0,0.0,-122.42,-132.64999999999998,21.34694758918594,0.0,0.0,425.773965549186
EWJ,EWJ,388.67593575,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.27593575000003
IREN,"IREG, IREN",0.0,395.90851899999996,0.0,0.0,0.0,-44.36,6.227395564401313,0.0,0.0,357.77591456440143
MU,"MU, MUU",23.55844995,281.181225,0.0,0.0,0.0,-19.18,5.022685679368859,0.0,0.0,290.5823606293688
CRML,"CRML, CRMU",0.0,307.29835200000025,0.0,0.0,0.0,-41.66,10.840120106713032,0.0,0.0,276.4784721067135
RCAT,"RCAT, RCAX",0.0,276.659764,0.0,0.0,0.0,-13.530000000000001,7.487395372187486,0.0,0.0,270.61715937218753
INTC,"INTC, INTW",-62.22877602,324.283211,0.0,0.0,0.0,-22.81,5.154144425847783,0.0,0.0,244.3985794058479
NBIS,"NBIS, NEBX",-105.44518885999999,360.5059860000001,0.0,0.0,0.0,-26.53,6.857625055174423,0.0,0.0,235.38842219517437
MSFT,"MSFL, MSFO, MSFT, MSFU, MSFW, MSFX",631.76421974,-150.53899699999965,66.43,0.0,-227.45000000000002,-111.34,20.315278686137713,0.0,0.0,229.18050142613777
BMNR,"BMNG, BMNR",0.0,259.11749,0.0,0.0,0.0,-44.629999999999995,6.256215470399465,0.0,0.0,220.74370547039945
