symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
DUST,flow_program,14996.28372714,14996.28372714,1
ZSL,flow_program,13137.73216704,13137.73216704,1
LABD,flow_program,10827.9393768,10827.9393768,1
FAZ,flow_program,10707.74074098,10707.74074098,1
SQQQ,flow_program,10608.29522376,10608.29522376,1
SOXS,flow_program,10427.14879992,10427.14879992,1
SDS,flow_program,9380.455948499999,9380.455948499999,1
TSLQ,flow_program,9139.70206656,9139.70206656,1
NVDQ,flow_program,8910.77189394,8910.77189394,1
EWV,flow_program,456.288382476,456.288382476,1
