symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,15158.006364560002,15158.006364560002,1
DUST,flow_program,10999.19698368,10999.19698368,1
ZSL,flow_program,10142.097966000001,10142.097966000001,1
FAZ,flow_program,10104.4834575,10104.4834575,1
SDS,flow_program,9330.0080412,9330.0080412,1
TSLQ,flow_program,9311.94167865,9311.94167865,1
LABD,flow_program,8603.645177679999,8603.645177679999,1
SQQQ,flow_program,8438.29812,8438.29812,1
NVDQ,flow_program,6349.09994772,6349.09994772,1
SOXS,flow_program,3841.2640708,3841.2640708,1
EWV,flow_program,1896.8046377984,1896.8046377984,1
TSYY,flow_program,-59.80676800000001,59.80676800000001,1
NVYY,flow_program,-83.77235775,83.77235775,1
TQQY,flow_program,-380.2277193,380.2277193,1
