symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,18808.1506758873,18808.1506758873,1
DUST,flow_program,17667.2991744,17667.2991744,1
ZSL,flow_program,13094.967342599997,13094.967342599997,1
SDS,flow_program,11415.84155824,11415.84155824,1
FAZ,flow_program,10585.633150399999,10585.633150399999,1
LABD,flow_program,10068.3839025,10068.3839025,1
SQQQ,flow_program,9494.479889999999,9494.479889999999,1
TSLQ,flow_program,9197.3234914,9197.3234914,1
NVDQ,flow_program,6587.4838029,6587.4838029,1
EWV,flow_program,3562.7041151999997,3562.7041151999997,1
SOXS,flow_program,2425.70540322,2425.70540322,1
TSYY,flow_program,-66.9711042,66.9711042,1
NVYY,flow_program,-97.915687149,97.915687149,1
TQQY,flow_program,-469.40877742500004,469.40877742500004,1
