underlying,net_notional_usd,gross_notional_usd,ratio_spot_b1,ratio_spot_b2,ratio_spot_b4,ratio_spot_source,net_bucket_1,net_bucket_2,net_bucket_4
CRML,91415.73,91415.73,0.8343641624559582,0.0,0.0,sleeve_balance,76274.00899675001,0.0,0.0
AAOI,73204.34,73204.34,0.904729889883578,0.0,0.0,sleeve_balance,66230.1544672,0.0,0.0
COIN,59432.42,59432.42,0.1326423944833948,0.8204177485976358,0.0,sleeve_balance,7883.258498742802,48759.412210109105,0.0
HOOD,56306.72,56306.72,0.23843511115024812,0.6902172543021508,0.0,sleeve_balance,13425.4990417059,38863.86967716,0.0
MSTR,52945.649999999994,52945.649999999994,0.04991500966943292,0.950084990330567,0.0,sleeve_balance,2642.782631704411,50302.86736829558,0.0
IBIT,51848.24,51848.24,0.04564400147353121,0.9067570685897555,0.0,sleeve_balance,2366.56114296,47013.7581139381,0.0
IREN,49510.72,49510.72,1.0,0.0,0.0,sleeve_balance,49510.72,0.0,0.0
IONQ,48531.91,48531.91,0.2980545628520101,0.643058305950487,0.0,sleeve_balance,14465.157219423098,31208.8478291415,0.0
NVTS,37617.5,37617.5,0.7259718037402806,0.0,0.0,sleeve_balance,27309.244327200006,0.0,0.0
RIOT,33350.799999999996,33350.799999999996,0.07526348375363046,0.9247365162463695,0.0,sleeve_balance,2510.097393970578,30840.702606029416,0.0
AMD,32572.8,32572.8,0.19880917082301802,0.785107165822355,0.0,sleeve_balance,6475.771359384002,25573.138690898402,0.0
META,31403.9,31403.9,0.04268521617569792,0.9441923224185531,0.0,sleeve_balance,1340.48226026,29651.321274,0.0
NBIS,31118.43,31118.43,1.0,0.0,0.0,sleeve_balance,31118.43,0.0,0.0
ONDS,29773.38,29773.38,0.7369730509172959,0.0,0.0,sleeve_balance,21942.17869472,0.0,0.0
SMCI,29211.46,29211.46,0.15194041424594018,0.8480595857540597,0.0,sleeve_balance,4438.4013331287115,24773.058666871286,0.0
CRCL,29046.24,29046.24,1.0,0.0,0.0,sleeve_balance,29046.24,0.0,0.0
RCAT,28784.59,28784.59,0.7719150357243234,0.0,0.0,sleeve_balance,22219.257818160004,0.0,0.0
MU,28540.16,28540.16,0.22931328140942447,0.7649086979190025,0.0,sleeve_balance,6544.63774155,21830.616624,0.0
MARA,28445.48,28445.48,0.02552994906044827,0.9304323247954334,0.0,sleeve_balance,726.2116554,26466.594086322002,0.0
SNDK,27934.91,27934.91,0.9340390275021471,0.0,0.0,sleeve_balance,26092.296169760004,0.0,0.0
EOSE,27739.9,27739.9,0.8144099972530541,0.0,0.0,sleeve_balance,22591.651882799997,0.0,0.0
BABA,27114.3,27114.3,0.062418252340635284,0.9375817476593646,0.0,sleeve_balance,1692.4272194396872,25421.87278056031,0.0
FLY,27103.620000000003,27103.620000000003,0.8073321795022215,0.0,0.0,sleeve_balance,21881.624607,0.0,0.0
CRWV,24858.6,24858.6,0.8029064909342172,0.1970935090657829,0.0,sleeve_balance,19959.13129553733,4899.468704462671,0.0
LUNR,21095.325,21095.325,0.8051873772312113,0.0,0.0,sleeve_balance,16985.689408590002,0.0,0.0
BE,19675.32,19675.32,1.0,0.0,0.0,sleeve_balance,19675.32,0.0,0.0
BMNR,19049.52,19049.52,0.8770763640935835,0.0,0.0,sleeve_balance,16707.883739328,0.0,0.0
KEEL,18579.75,18579.75,0.8520415609953848,0.0,0.0,sleeve_balance,15830.719192904,0.0,0.0
TSM,17985.0,17985.0,0.09775759343602107,0.9022424065639789,0.0,sleeve_balance,1758.1703179468388,16226.829682053161,0.0
LITE,17065.2,17065.2,0.923166167659916,0.0,0.0,sleeve_balance,15754.015284349998,0.0,0.0
GLXY,16612.649999999998,16612.649999999998,1.0,0.0,0.0,sleeve_balance,16612.649999999998,0.0,0.0
OKLO,16422.08,16422.08,0.7873156242303044,0.0,0.0,sleeve_balance,12929.360166359998,0.0,0.0
HUT,15217.920000000002,15217.920000000002,0.8807861587006895,0.0,0.0,sleeve_balance,13403.733300214399,0.0,0.0
HIMS,15001.2,15001.2,0.4592186183078687,0.43549523779430976,0.0,sleeve_balance,6888.83033696,6532.9511612,0.0
SOXX,13537.75,13537.75,0.23897954343225425,0.6239152483684511,0.0,sleeve_balance,3235.2453141,8446.4086536,0.0
CRDO,13310.08,13310.08,1.0,0.0,0.0,sleeve_balance,13310.08,0.0,0.0
CIFR,13305.66,13305.66,0.8512415883750976,0.0,0.0,sleeve_balance,11326.331152779001,0.0,0.0
QBTS,13299.0,13299.0,0.5,0.5,0.0,sleeve_balance,6649.5,6649.5,0.0
ALAB,13234.400000000001,13234.400000000001,0.9081956642930544,0.0,0.0,sleeve_balance,12019.424699520001,0.0,0.0
UUUU,13210.85,13210.85,0.7850019149471835,0.0,0.0,sleeve_balance,10370.54254808,0.0,0.0
RGTI,13144.82,13144.82,0.8117662263431527,0.0,0.0,sleeve_balance,10670.52092736,0.0,0.0
XRPZ,11828.6,11828.6,0.9102039335946095,0.0,0.0,sleeve_balance,10766.438248917199,0.0,0.0
CLSK,11487.9,11487.9,1.0,0.0,0.0,sleeve_balance,11487.9,0.0,0.0
WULF,11108.01,11108.01,0.8812931515419953,0.0,0.0,sleeve_balance,9789.41314026,0.0,0.0
PL,10997.76,10997.76,0.705109973417314,0.0,0.0,sleeve_balance,7754.6302612499985,0.0,0.0
ETHA,10659.039999999999,10659.039999999999,0.8776205848115778,0.0,0.0,sleeve_balance,9354.59291833,0.0,0.0
OPEN,9708.160000000002,9708.160000000002,0.8798075043575093,0.0,0.0,sleeve_balance,8541.3120215034,0.0,0.0
QUBT,9701.539999999999,9701.539999999999,0.8321651540683233,0.0,0.0,sleeve_balance,8073.2835288,0.0,0.0
BBAI,8920.38,8920.38,0.8292605604416404,0.0,0.0,sleeve_balance,7397.319318152399,0.0,0.0
USAR,8863.88,8863.88,0.7751145135713933,0.0,0.0,sleeve_balance,6870.522034555201,0.0,0.0
TSUI,8480.0114,8480.0114,0.918445589934891,0.0,0.0,sleeve_balance,7788.429072927601,0.0,0.0
CLS,7984.240000000001,7984.240000000001,0.9010884745198041,0.0,0.0,sleeve_balance,7194.5066418000015,0.0,0.0
GEMI,6942.240000000001,6942.240000000001,0.917548834995304,0.0,0.0,sleeve_balance,6369.8442242578,0.0,0.0
WDC,6861.259999999999,6861.259999999999,0.8884768185551927,0.0,0.0,sleeve_balance,6096.07045608,0.0,0.0
SBET,6135.24,6135.24,0.9020195533915543,0.0,0.0,sleeve_balance,5534.106444749999,0.0,0.0
RDW,5962.87,5962.87,0.6615963768688569,0.0,0.0,sleeve_balance,3945.0131877400004,0.0,0.0
UEC,5962.86,5962.86,0.78833452371513,0.0,0.0,sleeve_balance,4700.72839808,0.0,0.0
OSCR,5486.450000000001,5486.450000000001,1.0,0.0,0.0,sleeve_balance,5486.450000000001,0.0,0.0
ASTS,5326.5199999999995,5326.5199999999995,1.0,0.0,0.0,sleeve_balance,5326.5199999999995,0.0,0.0
PLTR,5208.400000000001,5208.400000000001,0.9135166087934873,0.0,0.0,sleeve_balance,4757.95990524,0.0,0.0
EWY,5175.049999999999,5175.049999999999,0.725418163573299,0.0,0.0,sleeve_balance,3754.0752674000005,0.0,0.0
APP,4929.8,4929.8,0.7839292758874599,0.0,0.0,sleeve_balance,3864.61454427,0.0,0.0
FIG,4927.71,4927.71,0.858007894035972,0.0,0.0,sleeve_balance,4228.0140795199995,0.0,0.0
INTC,4923.84,4923.84,0.8999593880386039,0.0,0.0,sleeve_balance,4431.256033199999,0.0,0.0
PLUG,4624.62,4624.62,0.8201694343347562,0.0,0.0,sleeve_balance,3792.9719694132,0.0,0.0
ACHR,4615.7,4615.7,0.7650518368394827,0.0,0.0,sleeve_balance,3531.2497633000003,0.0,0.0
SVIX,-4589.639999999999,4589.639999999999,0.0,0.0,0.0,sleeve_balance,-0.0,-0.0,-0.0
PONY,4556.26,4556.26,0.8171669597696356,0.0,0.0,sleeve_balance,3723.22513212,0.0,0.0
U,4452.22,4452.22,0.8655542008087651,0.0,0.0,sleeve_balance,3853.6377239248004,0.0,0.0
DUOL,4267.2,4267.2,1.0,0.0,0.0,sleeve_balance,4267.2,0.0,0.0
SOEZ,4224.49,4224.49,0.8868222729844313,0.0,0.0,sleeve_balance,3746.371824,0.0,0.0
TSLA,4197.49,4197.49,0.9277209402643007,0.0,0.0,sleeve_balance,3894.0993695499997,0.0,0.0
NET,4173.73,4173.73,1.0,0.0,0.0,sleeve_balance,4173.73,0.0,0.0
ORCL,4025.2,4025.2,0.8676033198499453,0.0,0.0,sleeve_balance,3492.27688306,0.0,0.0
