underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
IREN,crypto-equity,override,1.0,letf,3.374373396812159,computed,20384.07876659001,124394.42419249
NBIS,software,override,1.0,letf,3.1657766037233936,computed,18248.376242618,95831.539879178
ASTS,space,override,1.0,letf,3.228723229175,computed,18071.22439664001,53129.38097672001
BE,clean,override,1.0,letf,4.162849671111322,computed,17055.278237583996,73384.61257841601
CRML,metals,override,1.0,letf,3.6140463211839493,computed,15141.72100324999,167689.73899675
QBTS,quantum,override,1.0,letf,4.077310935356446,computed,12718.3961896398,69166.7799418002
CRWV,software,override,1.0,letf,2.920453197830077,computed,10454.652230384,87386.200701616
NVTS,semis,override,1.0,letf,4.257920064257825,computed,10308.255672799994,64926.74432720001
CRCL,software,override,1.0,letf,3.033920107686827,computed,9001.614357020004,69695.35022366
ONDS,drones,override,1.0,letf,3.4686835559571576,computed,7831.201305279999,51715.558694720006
AAOI,software,vendor,0.75,letf,4.057344327056327,computed,6974.185532799995,139434.4944672
RCAT,drones,override,1.0,letf,3.4425252927923906,computed,6565.332181839996,51003.84781816001
MSTR,crypto-equity,override,1.0,letf,3.0464572926156737,computed,6402.038005806389,112688.4252581936
FLY,evtol,override,1.0,letf,3.159727083891268,computed,5221.995393000001,48985.244607
EOSE,clean,override,1.0,letf,3.844981710659709,computed,5148.248117200004,50331.5518828
AMD,semis,override,1.0,letf,2.9068621008108337,computed,5054.917330100797,69152.9491612592
RKLB,space,override,1.0,letf,3.3248528972263798,computed,5046.846949899998,25402.4155231
LUNR,space,override,1.0,letf,3.5099023294971254,computed,4109.635591409999,38081.01440859
HOOD,fintech,override,1.0,letf,3.050341544698058,computed,4017.237487039101,108596.2025129609
SVIX,other,default,0.1,volatility_etp,3.650087775125126,computed,3606.4155295200017,12785.69552952
OKLO,nuclear,override,1.0,letf,3.9422013919229637,computed,3492.719833640004,29351.44016636
COIN,crypto-equity,override,1.0,letf,3.114041313298173,computed,3490.956163468196,116776.0360812178
PL,space,override,1.0,letf,2.664894242213652,computed,3243.129738750001,18752.39026125
IONQ,quantum,override,1.0,letf,3.359187887182876,computed,2857.904951435404,94205.9150485646
UUUU,nuclear,override,1.0,letf,2.677426564567237,computed,2840.30745192,23581.392548080003
KEEL,industrials,override,1.0,letf,4.003667720688266,computed,2749.030807096,34410.469192904
RGTI,quantum,override,1.0,letf,3.7861883491392807,computed,2474.2990726400003,23815.34092736
IBIT,crypto,override,1.0,letf,1.802702866980832,computed,2467.920743101895,101228.5592568981
BMNR,crypto-equity,override,1.0,letf,5.025233074402912,computed,2341.6362606719995,35757.403739328
RDW,space,override,1.0,letf,3.749036999495683,computed,2017.8568122599995,9907.88318774
USAR,industrials,override,1.0,letf,3.040864297428169,computed,1993.3579654447983,15734.4020345552
CIFR,crypto-equity,override,1.0,letf,3.984591099129745,computed,1979.3288472209997,24631.991152779
SOXX,semis,override,1.0,letf,2.4145157352168836,computed,1856.0960323000004,25219.4039677
SNDK,semis,override,1.0,letf,3.933462322427434,computed,1842.6138302399977,54027.20616976
HUT,crypto-equity,override,1.0,letf,4.566000476906745,computed,1814.1866997856032,28621.6533002144
QUBT,quantum,override,1.0,letf,3.657343380536942,computed,1628.2564711999994,17774.8235288
HIMS,healthcare,override,1.0,letf,2.6063267784483917,computed,1579.4185018400012,28422.98149816
BBAI,software,override,1.0,letf,3.0555413304637407,computed,1523.0606818476,16317.699318152398
EWY,intl,override,1.0,letf,2.584677129398439,computed,1420.9747325999988,8929.125267399999
WULF,crypto-equity,override,1.0,letf,3.122762118623215,computed,1318.5968597400006,20897.42314026
LITE,semis,override,1.0,letf,2.730328158734172,computed,1311.1847156500007,32819.21528435
ETHA,crypto,override,1.0,letf,2.96948281034266,computed,1304.447081669999,20013.63291833
BULL,crypto-equity,override,1.0,letf,2.5193406213489884,computed,1295.126476416,2964.3935235840004
CVNA,consumer,override,1.0,passive_low_delta,2.31905558736976,computed,1277.75,1277.75
UEC,nuclear,override,1.0,letf,2.793883792120053,computed,1262.1316019199994,10663.58839808
MARA,crypto-equity,override,1.0,letf,3.148174695598902,computed,1252.6742582779975,55638.285741722
ALAB,semis,override,1.0,letf,3.3936247720585353,computed,1214.9753004800004,25253.82469952
OPEN,consumer,override,1.0,letf,2.9277202223031993,computed,1166.8479784966016,18249.472021503403
ACHR,evtol,override,1.0,letf,2.956593445672337,computed,1084.4502366999996,8146.9497633
APP,software,override,1.0,letf,2.14443573866243,computed,1065.1854557300005,8794.41454427
XRPZ,crypto,override,1.0,letf,2.694504240973505,computed,1062.161751082801,22595.0382489172
PONY,china,override,1.0,letf,3.2486305265124287,computed,833.0348678800001,8279.48513212
PLUG,clean,override,1.0,letf,2.640700478240554,computed,831.6480305867999,8417.591969413199
CLS,semis,override,1.0,letf,3.072008109074454,computed,789.7333581999992,15178.746641800002
WDC,semis,override,1.0,letf,2.884838287507684,computed,765.1895439199989,12957.33045608
QS,clean,override,1.0,letf,3.11125513860868,computed,740.5008555314,4663.4991444686
ARM,semis,override,1.0,letf,3.080000081735935,computed,728.4502189600003,6035.00978104
AVAV,drones,override,1.0,letf,1.9669332030162203,computed,713.5566785999999,7241.223321400001
FIG,software,override,1.0,letf,1.2418918468294895,computed,699.6959204800005,9155.72407952
TSUI,industrials,override,1.0,letf,2.3185003790928915,computed,691.5823270723986,16268.4404729276
GDX,metals,override,1.0,letf,1.7025260061014063,computed,651.1827243200005,5844.09727568
SBET,crypto-equity,override,1.0,letf,3.552236004355174,computed,601.1335552500004,11669.34644475
U,software,override,1.0,letf,2.286115823655005,computed,598.5822760751998,8305.8577239248
GEMI,crypto-equity,override,1.0,letf,3.254958985743876,computed,572.3957757422004,13312.0842242578
ZETA,software,override,1.0,letf,2.629444382756858,computed,565.9012232300006,6090.71877677
ORCL,mega-cap-tech,override,1.0,letf,1.826240798068687,computed,532.9231169399998,7517.47688306
LAC,metals,override,1.0,letf,2.087658167721897,computed,521.5378257215998,4665.9621742784
INTC,semis,override,1.0,letf,2.508783582010509,computed,492.5839668000003,9355.0960332
SOEZ,broad,override,1.0,letf,2.631536513449184,computed,478.118176,7970.861824
PLTR,software,override,1.0,letf,1.7903566787716079,computed,450.4400947600007,9966.35990524
RKT,fintech,override,1.0,letf,2.0327659224857544,computed,444.0621160800001,6478.01788392
BLSH,crypto-equity,override,1.0,letf,2.676300106053648,computed,435.3794151936004,7342.420584806399
MP,metals,override,1.0,letf,1.8878847790909858,computed,434.68456874600014,3948.2154312540006
MRVL,semis,override,1.0,letf,2.846530170374213,computed,430.93755472,3610.50244528
META,mega-cap-tech,override,1.0,letf,1.4465829767171845,computed,412.0962534399997,62395.70374656
TDOG,software,override,1.0,letf,2.1078261861245338,computed,394.6310380512,6446.7945619488
FIGR,software,override,1.0,letf,2.8557455640484393,computed,391.5375767399996,7580.342423260001
COHR,semis,override,1.0,letf,3.088422160196647,computed,382.7723089760002,6712.627691023999
GDXJ,metals,override,1.0,letf,1.9556840709779264,computed,364.19832240000005,2661.0816776
PAAS,metals,override,1.0,letf,1.812445925817611,computed,364.1509973089999,4331.323184691
AVGO,semis,override,1.0,letf,2.125126388326301,computed,359.90959510000016,4105.290404900001
SOFI,fintech,override,1.0,letf,2.546608447289008,computed,358.10186228,6942.09813772
SOUN,software,override,1.0,letf,3.0227970436445264,computed,352.1048054705,3157.8951945295003
GLW,semis,override,1.0,letf,2.5531940209964326,computed,344.88226828000006,3354.85773172
CORZ,crypto-equity,override,1.0,letf,2.407325400671569,computed,344.02208064000024,7157.45791936
LEU,nuclear,override,1.0,letf,3.245878264789174,computed,309.78634367999985,2915.63365632
AFRM,fintech,override,1.0,letf,2.5912790759539495,computed,306.03573676149995,3965.0442632385
UPST,fintech,override,1.0,letf,2.773280740847529,computed,290.2900249999998,6860.509975000001
KTOS,drones,override,1.0,letf,2.1583771917077894,computed,257.7290103199998,3798.95098968
TSLA,mega-cap-tech,override,1.0,letf,2.0978772580424696,computed,236.41938764999983,8158.560612349999
SNAP,software,override,1.0,letf,1.9450162831953806,computed,227.76372710399937,4904.756272896
SHOP,software,override,1.0,letf,2.1492424343633747,computed,211.02869599999983,4982.571304000001
QCOM,semis,override,1.0,letf,2.0044471744887926,computed,205.0783147,2471.7216853
DNN,nuclear,override,1.0,letf,1.9668835969738125,computed,197.52580600319996,2824.9141939968003
JOBY,evtol,override,1.0,letf,3.1401542503661553,computed,189.85348899999963,2379.546511
TER,semis,override,1.0,letf,3.0718000181193097,computed,182.0841293239996,5379.355870676
MRNA,healthcare,override,1.0,letf,1.6404492750442818,computed,180.70578450000016,4142.3542155000005
NOW,software,override,1.0,letf,0.7493036941658241,computed,174.02883081999994,2583.53116918
TTD,software,override,1.0,letf,0.7153751027480549,computed,170.04409874999988,2376.23590125
MU,semis,override,1.0,letf,3.1302690070030694,computed,165.07553045000168,56915.24446955
NEM,metals,override,1.0,letf,1.5127235716511667,computed,160.50755912999966,2622.59244087
URA,nuclear,override,1.0,letf,2.3689027674248826,computed,158.06295392000015,3229.93704608
RDDT,software,override,1.0,letf,1.9176130034891206,computed,153.80924558000015,6734.59075442
NIO,china,override,1.0,letf,1.2113307687486528,computed,151.64214309999988,2417.6378569
COPX,metals,override,1.0,letf,2.250203779408512,computed,147.49046264000026,3260.30953736
XPEV,china,override,1.0,letf,1.6163956365850718,computed,130.44528166479995,2247.1547183352
ASML,semis,override,1.0,letf,2.1928656735021144,computed,128.12358640000025,3340.2564136
CRM,mega-cap-tech,override,1.0,letf,0.5247909608106887,computed,113.91768780000008,2962.6423122
OKTA,software,override,1.0,letf,1.228819203189734,computed,111.07314410000026,3566.3668559
ANET,semis,override,1.0,letf,2.051851002010022,computed,92.75163294999992,3245.96836705
LMND,insurtech,override,1.0,letf,2.543393382486076,computed,86.14000263680009,4494.379997363199
PANW,software,override,1.0,letf,1.1526167992652903,computed,84.8359222500003,4126.68407775
NVO,healthcare,override,1.0,letf,1.3545566144127095,computed,84.39312708000011,2484.20687292
CRWD,software,override,1.0,letf,1.4590454641404604,computed,81.95731551760002,1213.5226844824
EWW,intl,override,1.0,letf,0.9119390338578329,computed,78.51156267999988,1856.14843732
ALB,metals,override,1.0,letf,1.5376665155770814,computed,74.46112175599956,4047.698878244
CEG,nuclear,override,1.0,letf,1.4093676811675167,computed,72.88615394000021,2355.73520606
SATS,satellite,override,1.0,letf,1.6217575194123146,computed,64.77427378000004,1779.0657262199998
XYZ,fintech,override,1.0,letf,1.9922795024304374,computed,63.07827244539976,2468.8617275546
UBER,consumer,override,1.0,letf,0.9567289692023898,computed,62.42934359999981,2544.7506564
FXI,china,override,1.0,letf,0.852411578916032,computed,45.152615120000064,2943.34738488
VST,nuclear,override,1.0,letf,1.5581112958565448,computed,40.458215999999766,2730.341784
PYPL,fintech,override,1.0,letf,1.2729135906452027,computed,38.56639050000001,1426.6336095
SNOW,software,override,1.0,letf,1.27175792323306,computed,36.96364496000069,6200.436355039999
FCX,metals,override,1.0,letf,2.1368187311172027,computed,33.36180891920003,2822.3181910808
TEM,software,override,1.0,letf,2.5124072101626433,computed,29.180723200000102,4720.8992768
