ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,vol_etf_annual_legacy,gross_decay_annual,gross_decay_annual_legacy_weekly,vol_underlying_annual,vol_underlying_annual_legacy,expense_ratio_annual,expense_ratio_source,underlying_borrow_annual,risk_free_rate_used,expected_gross_decay_annual,expected_gross_decay_annual_legacy,expected_gross_decay_reliable,blended_gross_decay,net_decay_annual,decay_score,asof_date,product_class,gross_edge_definition,primary_edge_annual,gross_for_primary_annual,borrow_for_net_annual,borrow_median_60d,net_edge_p05_annual,net_edge_p25_annual,net_edge_p50_annual,net_edge_p75_annual,net_edge_p95_annual,net_edge_hist_json,mechanical_decay_annual,realized_tracking_component_annual,slippage_proxy_annual,income_distributions_annual,block_len,B_reps,annualization_key,hac_lag,sigma_b_annual,stress_borrow_rho,copula_note,copula_type,borrow_dispersion_type,regime_autocorr_und_21d_proxy,regime_warning,high_intraday_risk,decomposition_note,borrow_weight_halflife_days,borrow_history_points_used,borrow_resample_mode,schema_v,edge_sign_convention,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,borrow_annual,strategy_tag,long_usd,short_usd,underlying_target_usd,etf_target_usd,underlying_target_from_b12_usd,underlying_target_from_b4_usd,underlying_internalized_usd,underlying_external_trade_usd,sleeve
AMUU,AMD,2.007666,265,ols,0.049414,100,0.049414,False,False,119.72000122070312,0.049414,1.0,False,True,False,False,False,False,False,True,False,1.177697,1.195574,0.522478,0.50771,0.592087,0.59652,0.0106,yfinance,0.0,0.03593,0.401414,0.406744,True,0.522478,0.473064,0.473064,2026-04-24,standard_letf,blended_realized_expected,0.473064,0.522478,0.049414,,0.3647333587136332,0.4359339317655104,0.4915748819012622,0.5421759795672872,0.6238624991556272,"{""e"":[0.32118,0.33877,0.35636,0.373949,0.391539,0.409129,0.426719,0.444309,0.461899,0.479489,0.497079,0.514668,0.532258,0.549848,0.567438,0.585028,0.602618,0.620208,0.637798,0.655387,0.672977],""c"":[3,7,12,15,22,20,34,28,37,29,31,38,28,20,18,20,11,10,6,3]}",0.401414,0.121064,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.0477641353134386,none,False,ok,90.0,46.0,weighted_empirical,2,short_favorable_positive,0.5019165,0.6022997999999999,0.5019165,0.6022997999999999,bucket_1,,False,0.049414,ETF_LS,5940.306400356007,-2958.8120735002767,5940.306400356007,-2958.8120735002767,18904.3319938777,0.0,-0.0,18904.3319938777,core_leveraged
AMZU,AMZN,1.988558,500,ols,0.08256,300000,0.08256,False,False,42.47999954223633,0.08256,1.0,False,True,False,False,False,False,False,False,False,0.613837,0.616809,0.21361,0.21142,0.308738,0.309507,0.0099,yfinance,0.0,0.03593,0.139108,0.139576,True,0.21361,0.13105,0.13105,2026-04-24,standard_letf,blended_realized_expected,0.13105,0.21361,0.08256,,0.0587193624179169,0.1255704005674634,0.1529131616826191,0.1702031409341708,0.1912331351401862,"{""e"":[0.033172,0.041606,0.05004,0.058475,0.066909,0.075343,0.083778,0.092212,0.100646,0.10908,0.117515,0.125949,0.134383,0.142818,0.151252,0.159686,0.168121,0.176555,0.184989,0.193423,0.201858],""c"":[6,3,7,5,7,6,9,13,12,13,19,24,24,38,45,49,49,35,18,10]}",0.139108,0.0745019999999999,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.2807639462693482,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,44.0,weighted_empirical,2,short_favorable_positive,0.4971395,0.5965674,0.5,0.5965674,bucket_1,,False,0.08256,ETF_LS,836.9041574253647,-420.85981772991516,836.9041574253647,-420.85981772991516,2196.0620215468753,0.0,-0.0,2196.0620215468753,core_leveraged
ASMU,ASML,2.004162,50,ols,0.139625,10000,0.139625,False,False,24.790000915527344,0.139625,1.0,False,True,False,False,False,False,False,False,False,0.916573,0.932284,0.353366,0.330232,0.385654,0.384746,0.0097,yfinance,0.0,0.03593,0.195438,0.194734,True,0.226773,0.213741,0.087148,2026-04-24,standard_letf,blended_realized_expected,0.213741,0.226773,0.139625,,0.0836062943666355,0.2010469273399075,0.2671058496164344,0.3340263327900948,0.4211114169286483,"{""e"":[0.007331,0.031201,0.055071,0.078941,0.10281,0.12668,0.15055,0.17442,0.198289,0.222159,0.246029,0.269899,0.293768,0.317638,0.341508,0.365377,0.389247,0.413117,0.436987,0.460856,0.484726],""c"":[4,1,11,6,14,17,21,19,35,35,37,32,45,32,26,22,9,14,5,7]}",0.195438,0.157928,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.0043765769028896,none,False,ok,90.0,38.0,weighted_empirical,2,short_favorable_positive,0.5010405,0.6012486,0.5010405,0.6012486,bucket_1,,False,0.139625,ETF_LS,839.0901569140265,-418.6738182412532,839.0901569140265,-418.6738182412532,2493.6254046995973,0.0,-0.0,2493.6254046995973,core_leveraged
AVL,AVGO,1.98656,384,ols,0.045164,150000,0.045164,False,False,60.11000061035156,0.045164,1.0,False,True,False,False,False,False,False,False,False,0.845873,0.850416,0.377142,0.373784,0.425506,0.425685,0.01,yfinance,0.0,0.03593,0.222869,0.223018,True,0.377142,0.331978,0.331978,2026-04-24,standard_letf,blended_realized_expected,0.331978,0.377142,0.045164,,0.2226091698552982,0.274744803674604,0.3168073289513376,0.3592257799601489,0.4160945166107418,"{""e"":[0.155581,0.170397,0.185214,0.20003,0.214846,0.229662,0.244478,0.259294,0.27411,0.288926,0.303742,0.318558,0.333374,0.34819,0.363007,0.377823,0.392639,0.407455,0.422271,0.437087,0.451903],""c"":[3,4,4,2,10,18,18,34,39,34,33,40,35,33,27,22,15,10,4,7]}",0.222869,0.1542729999999999,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.1306113501340135,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,45.0,weighted_empirical,2,short_favorable_positive,0.49664,0.595968,0.5,0.595968,bucket_1,,False,0.045164,ETF_LS,4136.037388296227,-2082.0098000041407,4136.037388296227,-2082.0098000041407,12380.94431222749,0.0,-0.0,12380.94431222749,core_leveraged
BOEU,BA,1.995547,252,ols,0.051603,20000,0.051603,False,False,40.93999862670898,0.051603,1.0,False,True,False,False,False,False,False,False,False,0.602926,0.609096,0.197893,0.195302,0.30264,0.304282,0.0106,yfinance,0.0,0.03593,0.13735,0.13834,True,0.197893,0.14629,0.14629,2026-04-24,standard_letf,blended_realized_expected,0.14629,0.197893,0.051603,,0.0458135653003307,0.1001798282511243,0.1383632450566381,0.1742100576529237,0.2273890895323122,"{""e"":[0.012931,0.025194,0.037457,0.049721,0.061984,0.074247,0.08651,0.098774,0.111037,0.1233,0.135564,0.147827,0.16009,0.172354,0.184617,0.19688,0.209143,0.221407,0.23367,0.245933,0.258197],""c"":[2,9,9,16,19,19,16,32,35,32,42,38,24,31,20,20,8,11,5,4]}",0.13735,0.060543,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.0106364410505182,none,False,ok,90.0,46.0,weighted_empirical,2,short_favorable_positive,0.49888675,0.5986640999999999,0.5,0.5986640999999999,bucket_1,,False,0.051603,ETF_LS,1425.7020429134805,-714.4417259595893,1425.7020429134805,-714.4417259595893,2263.221263040821,0.0,-0.0,2263.221263040821,core_leveraged
BABU,BABA,2.037119,49,ols,0.054564,30000,0.054564,False,False,15.670000076293944,0.054564,1.0,False,True,False,False,False,False,False,False,False,0.774812,0.762053,0.246098,0.240213,0.424055,0.429119,0.0097,yfinance,0.0,0.03593,0.236922,0.241486,True,0.238706,0.191534,0.184142,2026-04-24,standard_letf,blended_realized_expected,0.191534,0.238706,0.054564,,-0.0698784981345456,0.092284569901181,0.1972565917693247,0.2947883365168344,0.4000282924291738,"{""e"":[-0.231647,-0.196602,-0.161556,-0.12651,-0.091464,-0.056418,-0.021372,0.013674,0.04872,0.083766,0.118812,0.153858,0.188904,0.22395,0.258996,0.294042,0.329088,0.364134,0.39918,0.434226,0.469271],""c"":[2,2,2,5,8,12,10,27,20,25,42,29,40,33,38,39,26,15,10,7]}",0.236922,0.009176,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.1815547159046515,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,34.0,weighted_empirical,2,short_favorable_positive,0.50927975,0.6111357000000001,0.50927975,0.6111357000000001,bucket_1,,False,0.054564,ETF_LS,1863.537208414772,-914.7905490129796,1863.537208414772,-914.7905490129796,6014.568338965742,0.0,-0.0,6014.568338965742,core_leveraged
CONX,COIN,2.004167,106,ols,0.1030219999999999,25000,0.1030219999999999,False,False,10.70740032196045,0.1030219999999999,1.0,False,True,False,False,False,False,False,False,False,1.473958,1.499438,0.702372,0.682052,0.718145,0.731244,0.0097,yfinance,0.0,0.03593,0.56474,0.583844,True,0.622633,0.59935,0.519611,2026-04-24,standard_letf,blended_realized_expected,0.59935,0.622633,0.1030219999999999,,0.3387846268169257,0.4671347062583492,0.5444205236789201,0.6319871524804349,0.764694033616108,"{""e"":[0.269706,0.299236,0.328766,0.358296,0.387826,0.417356,0.446886,0.476416,0.505946,0.535476,0.565006,0.594536,0.624066,0.653596,0.683126,0.712656,0.742186,0.771716,0.801246,0.830776,0.860306],""c"":[8,5,8,8,19,28,31,45,34,37,37,31,27,20,11,14,14,5,5,5]}",0.56474,0.1376319999999999,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.0852451241532657,mean_reversion,False,incomplete_regime,90.0,37.0,weighted_empirical,2,short_favorable_positive,0.50104175,0.6012500999999999,0.50104175,0.6012500999999999,bucket_1,,False,0.1030219999999999,ETF_LS,5114.165977632821,-2551.766383556271,5114.165977632821,-2551.766383556271,22734.83916338859,0.0,-0.0,22734.83916338859,core_leveraged
GGLL,GOOGL,1.995613,500,ols,0.074459,650000,0.074459,False,False,110.66000366210938,0.074459,1.0,False,True,False,False,False,False,False,False,False,0.569471,0.569814,0.195149,0.188158,0.286507,0.284475,0.0096,yfinance,0.0,0.03593,0.126919,0.125767,True,0.195149,0.1206899999999999,0.1206899999999999,2026-04-24,standard_letf,blended_realized_expected,0.1206899999999999,0.195149,0.074459,,0.0854059348723173,0.1178729000002461,0.1377823215571428,0.1546044331909442,0.1747062482729006,"{""e"":[0.069914,0.075721,0.081529,0.087336,0.093144,0.098951,0.104759,0.110566,0.116373,0.122181,0.127988,0.133796,0.139603,0.145411,0.151218,0.157026,0.162833,0.168641,0.174448,0.180255,0.186063],""c"":[3,3,14,6,12,12,20,16,28,26,29,40,28,32,39,32,20,15,11,6]}",0.126919,0.0682299999999999,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.1598134410107525,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,45.0,weighted_empirical,2,short_favorable_positive,0.49890325,0.5986839,0.5,0.5986839,bucket_1,,False,0.074459,ETF_LS,837.8953288530772,-419.8686463022024,837.8953288530772,-419.8686463022024,4627.743689308986,0.0,-0.0,4627.743689308986,core_leveraged
HODU,HOOD,2.008479,106,ols,0.111636,40000,0.111636,False,False,10.09910011291504,0.111636,1.0,False,True,False,False,False,False,False,False,False,1.439137,1.434025,0.692751,0.651985,0.65926,0.664001,0.0097,yfinance,0.0,0.03593,0.486102,0.492455,True,0.573026,0.581115,0.46139,2026-04-24,standard_letf,blended_realized_expected,0.581115,0.573026,0.111636,,0.3797437567599906,0.4885712996638573,0.5586867199303283,0.6271728185274535,0.7290645840154509,"{""e"":[0.342628,0.366848,0.391067,0.415287,0.439507,0.463726,0.487946,0.512166,0.536385,0.560605,0.584825,0.609044,0.633264,0.657484,0.681703,0.705923,0.730142,0.754362,0.778582,0.802801,0.827021],""c"":[11,10,9,18,22,26,22,42,40,33,42,29,24,25,14,9,4,5,3,4]}",0.486102,0.206649,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.0486383086313124,none,False,ok,90.0,38.0,weighted_empirical,2,short_favorable_positive,0.50211975,0.6025436999999999,0.50211975,0.6025436999999999,bucket_1,,False,0.111636,ETF_LS,4084.9502593185252,-2033.8526115127545,4084.9502593185252,-2033.8526115127545,19548.843905116417,0.0,-0.0,19548.843905116417,core_leveraged
LINT,INTC,1.998618,106,ols,0.171569,30000,0.171569,False,False,105.98999786376952,0.171569,1.0,False,True,False,False,False,False,False,False,False,1.556472,1.592733,0.713802,0.697859,0.663356,0.674965,0.0097,yfinance,0.0,0.03593,0.48471,0.500214,True,0.581074,0.5422330000000001,0.409505,2026-04-24,standard_letf,blended_realized_expected,0.5422330000000001,0.581074,0.171569,,-0.0169059319259945,0.2608126277755289,0.4085307325819856,0.5770623628102003,0.7481431494954732,"{""e"":[-0.174998,-0.120524,-0.066051,-0.011577,0.042897,0.09737,0.151844,0.206317,0.260791,0.315265,0.369738,0.424212,0.478685,0.533159,0.587633,0.642106,0.69658,0.751053,0.805527,0.860001,0.914474],""c"":[5,5,7,3,9,21,17,29,39,39,31,23,40,34,34,27,13,7,5,4]}",0.48471,0.229092,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.0532664150923686,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,38.0,weighted_empirical,2,short_favorable_positive,0.4996545,0.5995853999999999,0.5,0.5995853999999999,bucket_1,,False,0.171569,ETF_LS,1743.5617643950106,-872.383699333745,1743.5617643950106,-872.383699333745,7933.75150462957,0.0,-0.0,7933.75150462957,core_leveraged
