bucket,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
bucket_1,-19382.59737343,77365.43859599999,658.7364975846621,-15.7,-732.16,-19007.58,1688.9453672909221,-1.82,0.0,40573.263087445586
bucket_4,587.99365399,20224.029868999998,30.72350241533791,0.0,0.0,-1086.92,181.9025542675123,0.0,0.0,19937.72957967285
bucket_2,25879.48119784,40945.706563,-11.729999999999999,0.0,-51038.77,-6654.38,2784.223271494123,0.0,0.0,11904.53103233412
bucket_3,-383.08518752000003,11292.101183,0.0,0.0,-215.67000000000002,-1477.47,105.85880694744318,0.0,0.0,9321.734802427443
