ETF,Underlying,Leverage,ExpectedLeverage,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike
MSTP,MSTR,2.0,2.0,1.99389732603431,173.0,ols,0.430478,-0.39407800000000004,0.8245560000000001,60000,0.8245560000000001,False,False,False,,False,True,False,False,False,False,True,False,False
MULL,MU,2.0,2.0,1.9978129485035927,316.0,ols,0.113139,-0.076739,0.189878,60000,0.189878,False,False,False,,False,True,False,False,False,False,True,False,False
NBIL,NBIS,2.0,2.0,1.9989986504483876,91.0,ols,0.112262,-0.075862,0.188124,150000,0.188124,False,False,False,,False,True,False,False,False,False,True,False,False
NOWL,NOW,2.0,2.0,1.9893602823901415,151.0,ols,0.09840299999999999,-0.062003,0.160406,35000,0.160406,False,False,False,,False,True,False,False,False,False,True,False,False
NVDL,NVDA,2.0,2.0,1.8175682525519148,796.0,ols,0.056842,-0.020442000000000002,0.07728399999999999,45000,0.07728399999999999,False,False,False,,True,False,False,False,True,False,False,False,False
PDDL,PDD,2.0,2.0,2.004057113900148,151.0,ols,0.149717,-0.113317,0.263034,25000,0.263034,False,False,False,,False,True,False,False,False,False,True,False,False
PTIR,PLTR,2.0,2.0,1.9969430586365775,364.0,ols,0.017289000000000002,0.019111,0.0,700000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False
QCML,QCOM,2.0,2.0,1.9706496515034329,220.0,ols,0.119151,-0.082751,0.20190200000000003,100000,0.20190200000000003,False,False,False,,False,True,False,False,False,False,True,False,False
RDTL,RDDT,2.0,2.0,1.9817613617299112,227.0,ols,0.101945,-0.065545,0.16749,70000,0.16749,False,False,False,,False,True,False,False,False,False,True,False,False
RVNL,RIVN,2.0,2.0,1.9910463605871749,207.0,ols,0.665628,-0.629228,1.294856,10000,1.294856,False,False,False,,False,True,False,False,False,False,True,False,False
SMCL,SMCI,2.0,2.0,1.988491451861036,293.0,ols,0.158017,-0.121617,0.279634,350000,0.279634,False,False,False,,False,True,False,False,False,False,True,False,False
TSMU,TSM,2.0,2.0,1.9920111823690183,316.0,ols,0.059962,-0.023562,0.083524,45000,0.083524,False,False,False,,False,True,False,False,False,True,True,False,False
UBRL,UBER,2.0,2.0,1.995882503956223,364.0,ols,0.011009,0.025391,0.0,60000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False
VRTL,VRT,2.0,2.0,1.9834887083446064,226.0,ols,0.032953,0.003447,0.029506000000000004,6000,0.029506000000000004,False,False,False,,True,False,False,False,True,False,False,False,False
AMYY,AMD,2.0,2.0,0.3070302226064093,107.0,ols,0.12727,-0.09086999999999999,0.21814,1000,0.21814,False,False,False,,False,True,False,False,False,False,True,False,False
AZYY,AMZN,2.0,2.0,0.6360138805138374,107.0,ols,0.049808000000000005,-0.013408,0.06321600000000001,700,0.06321600000000001,False,False,False,,True,False,False,False,True,False,False,True,False
BBYY,BABA,2.0,2.0,0.6252301372145824,81.0,ols,0.64687,-0.61047,1.25734,1000,1.25734,False,False,False,,False,True,False,False,False,False,True,False,False
XBTY,IBIT,2.0,2.0,0.5527349961880622,193.0,ols,0.040879000000000006,-0.004479,0.04535800000000001,20000,0.04535800000000001,False,False,True,,True,False,True,False,True,False,False,False,False
COYY,COIN,2.0,2.0,0.5215660350572808,141.0,ols,0.109149,-0.072749,0.181898,100000,0.181898,False,False,False,,False,True,False,False,False,False,True,False,False
NUGY,GDX,2.0,2.0,0.5302745478499972,62.0,ols,1.165779,-1.129379,2.295158,30000,2.295158,False,False,False,,False,True,False,False,False,False,True,False,False
HMYY,HIMS,2.0,2.0,0.451549891916235,52.0,ols,0.962148,-0.925748,1.887896,100,1.887896,False,False,False,,False,True,False,False,False,False,True,True,False
HOYY,HOOD,2.0,2.0,0.5202097343860929,97.0,ols,0.139287,-0.102887,0.242174,35000,0.242174,False,False,False,,False,True,False,False,False,False,True,False,False
IOYY,IONQ,2.0,2.0,0.4108351934776221,71.0,ols,0.138095,-0.101695,0.23979,6000,0.23979,False,False,False,,False,True,False,False,False,False,True,False,False
MAAY,MARA,2.0,2.0,0.3345289203916491,72.0,ols,0.068454,-0.032054,0.100508,2000,0.100508,False,False,True,,False,True,True,False,True,False,False,False,False
FBYY,META,2.0,2.0,0.5954547306927132,80.0,ols,0.046867,-0.010466999999999999,0.057333999999999996,1000,0.057333999999999996,False,False,True,,True,False,True,False,True,False,False,False,False
MTYY,MSTR,2.0,2.0,0.3918987375322077,101.0,ols,0.056822,-0.020422,0.077244,400,0.077244,False,False,True,,True,False,True,False,True,False,False,True,False
NVYY,NVDA,2.0,2.0,0.659835236877417,192.0,ols,0.037897,-0.001497,0.039394,1000,0.039394,False,False,True,,True,False,True,False,True,False,False,False,False
PLYY,PLTR,2.0,2.0,0.5567765362201798,101.0,ols,0.154332,-0.11793200000000001,0.272264,4000,0.272264,False,False,False,,False,True,False,False,False,False,True,False,False
QBY,QBTS,2.0,2.0,0.2853373529473645,54.0,ols,0.10285,-0.06645,0.1693,400,0.1693,False,False,False,,False,True,False,False,False,False,True,True,False
TQQY,QQQ,2.0,2.0,0.8597635557560925,245.0,ols,0.097501,-0.061101,0.15860200000000002,35000,0.15860200000000002,False,False,True,,False,True,True,False,True,False,False,False,False
RGYY,RGTI,2.0,2.0,0.3196110874814721,57.0,ols,0.49716,-0.46076,0.95792,500,0.95792,False,False,False,,False,True,False,False,False,False,True,True,False
RTYY,RIOT,2.0,2.0,0.37599335643897,53.0,ols,1.254531,-1.218131,2.472662,5000,2.472662,False,False,False,,False,True,False,False,False,False,True,False,False
SEMY,SOXX,2.0,2.0,0.8630289451436317,61.0,ols,0.488662,-0.452262,0.940924,35000,0.940924,False,False,False,,False,True,False,False,False,False,True,False,False
SMYY,SMCI,2.0,2.0,0.435442860821163,96.0,ols,0.100588,-0.064188,0.16477599999999998,6000,0.16477599999999998,False,False,False,,False,True,False,False,False,False,True,False,False
YSPY,SPY,2.0,2.0,0.7846848246640478,219.0,ols,0.055662,-0.019261999999999998,0.074924,15000,0.074924,False,False,False,,True,False,False,False,True,False,False,False,False
TSYY,TSLA,2.0,2.0,0.5389595219089732,290.0,ols,0.049566,-0.013166,0.062732,450000,0.062732,False,False,True,,True,False,True,False,True,False,False,False,False
QYLD,QQQ,1.0,1.0,0.6093515998620864,3062.0,ols,0.015445,0.020954999999999998,0.0,700000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False
QYLG,QQQ,1.0,1.0,0.7718569490589854,1356.0,ols,0.019128,0.017272,0.001856,100000,0.001856,False,False,False,,True,False,False,False,True,False,False,False,False
QQQX,QQQ,1.0,1.0,0.8404166835280326,4791.0,ols,0.011009,0.025391,0.0,200000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False
JEPQ,QQQ,1.0,1.0,0.7220173521976653,950.0,ols,0.007513,0.028887,0.0,2400000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False
XYLD,SPY,1.0,1.0,0.6938355330884868,3182.0,ols,0.038544999999999996,-0.0021449999999999998,0.04069,15000,0.04069,False,False,False,,True,False,False,False,True,False,False,False,False
XYLG,SPY,1.0,1.0,0.7827814007897362,1348.0,ols,0.036881,-0.000481,0.037362,35000,0.037362,False,False,False,,True,False,False,False,True,False,False,False,False
JEPI,SPY,1.0,1.0,0.5540250774266388,1442.0,ols,0.010103,0.026297,0.0,750000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False
SPYI,SPY,1.0,1.0,0.7562516809220392,869.0,ols,0.004799,0.031601,0.0,1600000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False
RYLD,IWM,1.0,1.0,0.5741547254235649,1716.0,ols,0.06445000000000001,-0.028050000000000002,0.09250000000000001,150000,0.09250000000000001,False,False,False,,False,True,False,False,False,True,True,False,False
ABNY,ABNB,1.0,1.0,0.7938502316621863,414.0,ols,0.040561999999999994,-0.004162,0.04472399999999999,800,0.04472399999999999,False,False,False,,True,False,False,False,True,False,False,True,False
AIYY,AI,1.0,1.0,0.7176382406416129,557.0,ols,0.092111,-0.055711000000000004,0.147822,15000,0.147822,False,False,False,,False,True,False,False,False,False,True,False,False
AMDY,AMD,1.0,1.0,0.7870647123095214,606.0,ols,0.036425,-2.5e-05,0.036449999999999996,25000,0.036449999999999996,False,False,False,,True,False,False,False,True,False,False,False,False
AMZY,AMZN,1.0,1.0,0.7800670890039142,645.0,ols,0.032524000000000004,0.003876,0.028648000000000003,95000,0.028648000000000003,False,False,False,,True,False,False,False,True,False,False,False,False
APLY,AAPL,1.0,1.0,0.7779357500762071,711.0,ols,0.117812,-0.081412,0.199224,1000,0.199224,False,False,False,,False,True,False,False,False,False,True,False,False
BABO,BABA,1.0,1.0,0.7696796390183231,383.0,ols,0.051453,-0.015053,0.066506,15000,0.066506,False,False,False,,True,False,False,False,True,False,False,False,False
BRKC,BRK-B,1.0,1.0,0.7891933576107192,177.0,ols,0.029855999999999997,0.0065439999999999995,0.023312,1000,0.023312,False,False,False,,True,False,False,False,True,False,False,False,False
CONY,COIN,1.0,1.0,0.7464864356801278,630.0,ols,0.092323,-0.055923,0.148246,25000,0.148246,False,False,False,,False,True,False,False,False,False,True,False,False
CRCO,CRCL,1.0,1.0,0.8262877504531462,96.0,ols,0.212316,-0.175916,0.388232,4000,0.388232,False,False,False,,False,True,False,False,False,False,True,False,False
CVNY,CVNA,1.0,1.0,0.821125360588416,262.0,ols,0.151365,-0.114965,0.26633,2000,0.26633,False,False,False,,False,True,False,False,False,False,True,False,False
DISO,DIS,1.0,1.0,0.7222279374895327,622.0,ols,0.159745,-0.123345,0.28309,5000,0.28309,False,False,False,,False,True,False,False,False,False,True,False,False
DRAY,DKNG,1.0,1.0,0.833784707047848,150.0,ols,0.097722,-0.061322,0.15904400000000002,500,0.15904400000000002,False,False,False,,False,True,False,False,False,False,True,True,False
FBY,META,1.0,1.0,0.7355307686563191,642.0,ols,0.020693000000000003,0.015707,0.004986000000000004,35000,0.004986000000000004,False,False,False,,True,False,False,False,True,False,False,False,False
GMEY,GME,1.0,1.0,0.6359022908867646,111.0,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False
GOOY,GOOGL,1.0,1.0,0.742834369096025,641.0,ols,0.043124,-0.006724,0.049848,100000,0.049848,False,False,False,,True,False,False,False,True,False,False,False,False
HIYY,HIMS,1.0,1.0,0.8795060120452791,101.0,ols,0.050195,-0.013795,0.06398999999999999,100,0.06398999999999999,False,False,False,,True,False,False,False,True,False,False,True,False
HOOY,HOOD,1.0,1.0,0.7900698522888883,196.0,ols,0.037365,-0.000965,0.03833,700,0.03833,False,False,False,,True,False,False,False,True,False,False,True,False
JPMO,JPM,1.0,1.0,0.7441292373773926,610.0,ols,0.129706,-0.093306,0.223012,15000,0.223012,False,False,False,,False,True,False,False,False,False,True,False,False
MARO,MARA,1.0,1.0,0.7817145326629317,297.0,ols,0.020328,0.016072,0.004255999999999999,10000,0.004255999999999999,False,False,True,,True,False,True,False,True,False,False,False,False
MRNY,MRNA,1.0,1.0,0.7513996850075991,580.0,ols,0.119818,-0.08341799999999999,0.20323599999999997,4000,0.20323599999999997,False,False,False,,False,True,False,False,False,False,True,False,False
MSFO,MSFT,1.0,1.0,0.7727530087585083,621.0,ols,0.063233,-0.026833,0.090066,25000,0.090066,False,False,False,,False,True,False,False,False,True,True,False,False
MSTY,MSTR,1.0,1.0,0.7385392553335308,498.0,ols,0.077123,-0.040723,0.117846,600000,0.117846,False,False,False,,False,True,False,False,False,True,True,False,False
NFLY,NFLX,1.0,1.0,0.7909384035262156,634.0,ols,0.015276000000000001,0.021124,0.0,6000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False
NVDY,NVDA,1.0,1.0,0.7418448163599979,694.0,ols,0.033145,0.003255,0.02989,700000,0.02989,False,False,False,,True,False,False,False,True,False,False,False,False
PLTY,PLTR,1.0,1.0,0.7944172219371423,340.0,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False
PYPY,PYPL,1.0,1.0,0.7830128600152387,601.0,ols,0.05867,-0.022269999999999998,0.08094,3000,0.08094,False,False,False,,False,True,False,False,False,True,True,False,False
RBLY,RBLX,1.0,1.0,0.8477035959794521,140.0,ols,0.018451,0.017949,0.000501999999999999,1000,0.000501999999999999,False,False,False,,True,False,False,False,True,False,False,False,False
RDYY,RDDT,1.0,1.0,0.8301598906428767,112.0,ols,0.086676,-0.050275999999999994,0.136952,9000,0.136952,False,False,False,,False,True,False,False,False,False,True,False,False
SMCY,SMCI,1.0,1.0,0.7434542713372049,358.0,ols,0.08616099999999999,-0.049761,0.135922,15000,0.135922,False,False,False,,False,True,False,False,False,False,True,False,False
SNOY,SNOW,1.0,1.0,0.7908446588966265,423.0,ols,0.100003,-0.06360299999999999,0.16360599999999997,1000,0.16360599999999997,False,False,False,,False,True,False,False,False,False,True,False,False
TSLY,TSLA,1.0,1.0,0.7383960412802402,809.0,ols,0.051952,-0.015552,0.067504,300000,0.067504,False,False,False,,True,False,False,False,True,False,False,False,False
TSMY,TSM,1.0,1.0,0.7910385746414115,374.0,ols,0.04105,-0.0046500000000000005,0.045700000000000005,15000,0.045700000000000005,False,False,False,,True,False,False,False,True,False,False,False,False
XOMO,XOM,1.0,1.0,0.7830586975972424,617.0,ols,0.070535,-0.034135,0.10467,5000,0.10467,False,False,False,,False,True,False,False,False,True,True,False,False
XYZY,XYZ,1.0,1.0,0.8002728860321678,589.0,ols,0.038128999999999996,-0.001729,0.039858,400,0.039858,False,False,False,,True,False,False,False,True,False,False,True,False
AAPW,AAPL,1.0,1.0,1.0930395480821922,249.0,ols,0.133873,-0.09747299999999999,0.231346,15000,0.231346,False,False,False,,False,True,False,False,False,False,True,False,False
AMDW,AMD,1.0,1.0,1.1972296600486594,144.0,ols,0.025434000000000002,0.010966,0.014468000000000002,30000,0.014468000000000002,False,False,False,,True,False,False,False,True,False,False,False,False
AMZW,AMZN,1.0,1.0,1.2142010339481333,168.0,ols,0.039620999999999996,-0.003221,0.042842,40000,0.042842,False,False,False,,True,False,False,False,True,False,False,False,False
ARMW,ARM,1.0,1.0,1.1831757146472466,80.0,ols,0.056001,-0.019601,0.075602,7000,0.075602,False,False,False,,True,False,False,False,True,False,False,False,False
AVGW,AVGO,1.0,1.0,1.198207597961704,143.0,ols,0.11238,-0.07597999999999999,0.18835999999999997,25000,0.18835999999999997,False,False,False,,False,True,False,False,False,False,True,False,False
BABW,BABA,1.0,1.0,1.2226821739192648,80.0,ols,0.043376,-0.0069759999999999996,0.050351999999999994,3000,0.050351999999999994,False,False,False,,True,False,False,False,True,False,False,False,False
BRKW,BRK-B,1.0,1.0,1.1618855814372857,168.0,ols,0.00695,0.029449999999999997,0.0,15000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False
COIW,COIN,1.0,1.0,1.2168597258054596,251.0,ols,0.074498,-0.038098,0.112596,100000,0.112596,False,False,False,,False,True,False,False,False,True,True,False,False
COSW,COST,1.0,1.0,1.2448819188241171,80.0,ols,0.079835,-0.043434999999999994,0.12326999999999999,5000,0.12326999999999999,False,False,False,,False,True,False,False,False,False,True,False,False
GDXW,GDX,1.0,1.0,1.20134992430704,75.0,ols,0.6138,-0.5774,1.1912,55000,1.1912,False,False,False,,False,True,False,False,False,False,True,False,False
GLDW,GOLD,1.0,1.0,0.3317690772016824,75.0,ols,0.8879210000000001,-0.8515210000000001,1.7394420000000002,15000,1.7394420000000002,False,False,False,,False,True,False,False,False,False,True,False,False
GOOW,GOOGL,1.0,1.0,1.229511978978434,143.0,ols,0.143806,-0.107406,0.251212,30000,0.251212,False,False,False,,False,True,False,False,False,False,True,False,False
HOOW,HOOD,1.0,1.0,1.2062169835093894,168.0,ols,0.011726,0.024674,0.0,100000,0.0,False,False,True,,True,False,True,False,True,False,False,False,False
METW,META,1.0,1.0,1.1821261338265998,168.0,ols,0.232728,-0.196328,0.429056,30000,0.429056,False,False,False,,False,True,False,False,False,False,True,False,False
MSFW,MSFT,1.0,1.0,1.2133275552722282,143.0,ols,0.00435,0.03205,0.0,10000,0.0,False,False,True,,True,False,True,False,True,False,False,False,False
MSTW,MSTR,1.0,1.0,1.227805885189071,143.0,ols,0.044181,-0.007781,0.051961999999999994,90000,0.051961999999999994,False,False,True,,True,False,True,False,True,False,False,False,False
NFLW,NFLX,1.0,1.0,1.187969344945503,167.0,ols,0.025371,0.011029,0.014342,30000,0.014342,False,False,True,,True,False,True,False,True,False,False,False,False
NVDW,NVDA,1.0,1.0,1.2013514601014943,250.0,ols,0.08326599999999999,-0.046866000000000005,0.130132,100000,0.130132,False,False,False,,False,True,False,False,False,False,True,False,False
PLTW,PLTR,1.0,1.0,1.191610726975237,250.0,ols,0.008157,0.028243,0.0,90000,0.0,False,False,True,,True,False,True,False,True,False,False,False,False
TSLW,TSLA,1.0,1.0,1.1980253156503,250.0,ols,0.066237,-0.029837,0.096074,200000,0.096074,False,False,False,,False,True,False,False,False,True,True,False,False
TSYW,TLT,1.0,1.0,1.1800234725570355,64.0,ols,0.11244,-0.07604,0.18847999999999998,1000,0.18847999999999998,False,False,False,,False,True,False,False,False,False,True,False,False
UBEW,UBER,1.0,1.0,1.2125113436563633,79.0,ols,0.09873100000000001,-0.062331000000000004,0.161062,2000,0.161062,False,False,False,,False,True,False,False,False,False,True,False,False
UNHW,UNH,1.0,1.0,1.198147114208955,51.0,ols,0.289177,-0.252777,0.541954,2000,0.541954,False,False,False,,False,True,False,False,False,False,True,False,False
DUST,,,,,,,0.058369,-0.021969,0.08033799999999999,1000000,0.08033799999999999,False,False,True,,False,True,True,False,True,False,False,False,False
EWV,,,,,,,0.043982,-0.007582,0.051564,10000,0.051564,False,False,True,,True,False,True,False,True,False,False,False,False
FAZ,,,,,,,0.10088100000000001,-0.064481,0.165362,60000,0.165362,False,False,True,,False,True,True,False,True,False,False,False,False
LABD,,,,,,,0.08754400000000001,-0.051143999999999995,0.138688,350000,0.138688,False,False,True,,False,True,True,False,True,False,False,False,False
NVDQ,,,,,,,0.082194,-0.045793999999999994,0.127988,200000,0.127988,False,False,True,,False,True,True,False,True,False,False,False,False
SDS,,,,,,,0.042813,-0.006412999999999999,0.049226,30000,0.049226,False,False,True,,True,False,True,False,True,False,False,False,False
SOXS,,,,,,,0.015973,0.020427,0.0,9700000,0.0,False,False,True,,True,False,True,False,True,False,False,False,False
SQQQ,,,,,,,0.035369000000000005,0.001031,0.03433800000000001,650000,0.03433800000000001,False,False,True,,True,False,True,False,True,False,False,False,False
TSLQ,,,,,,,0.032312,0.004088,0.028224,450000,0.028224,False,False,True,,True,False,True,False,True,False,False,False,False
ZSL,,,,,,,,,,0,,False,True,True,,False,True,False,True,False,True,True,True,False
