etf,underlying,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,q_prior,haircut_factor,ema_applied,prev_w_book
GEVX,GEV,479.0,205.0,0.20078221805217655,0.1029957945779106,0.6822975307511568,0.0036935655740110095,1.0,True,0.004257304050810996
IREX,IREN,479.0,132.0,0.7097789476875511,0.1681777769143053,1.4771430342858332,0.007996401003125084,1.0,True,0.0013370900318244391
JOBX,JOBY,479.0,164.0,0.11376285286776755,0.15345727652308616,0.25946634402656404,0.0014046012373164216,1.0,True,0.000645161295548557
LABX,ALAB,479.0,183.0,0.7315128386550567,0.14650146817635643,1.7476240799243399,0.00946062948639839,1.0,True,0.009607312889722382
LRCU,LRCX,479.0,178.0,0.20903487347288585,0.10759501234945373,0.6799776692054211,0.003681007180706599,1.0,True,0.0018301416137299364
NEBX,NBIS,363.0,164.0,0.816890089931527,0.11702238855491184,2.4432207802857544,0.013226189099404824,1.0,True,0.011847040817922413
NVTX,NVTS,479.0,164.0,1.077924207275485,0.16909278284479357,2.231162478961095,0.01207822768058844,1.0,True,0.01017749228651718
OPEX,OPEN,479.0,132.0,0.2571286331189972,0.1827177920045524,0.4925356234022727,0.002666303981153022,1.0,True,0.0006451613165066772
PONX,PONY,336.0,164.0,0.25465408011524454,0.14913949378480612,0.5976212321663101,0.0032351768985553835,1.0,True,0.0006451613922574459
QBTX,QBTS,479.0,257.0,0.9205715748843613,0.14452740554716553,2.2293353291004636,0.01206833654436176,1.0,True,0.01848080412892775
QUBX,QUBT,479.0,217.0,0.4736913164569202,0.15601053962594985,1.0626971815969877,0.005752830031824799,1.0,True,0.0024040708093827795
RGTU,RGTI,479.0,217.0,0.4597416741832473,0.1585368560312635,1.0149664247940249,0.005494443225185142,1.0,True,0.0012767534883345079
SMU,SMR,479.0,205.0,0.8450255231098721,0.1317332208124484,2.245135519077105,0.012153869666101635,1.0,True,0.011894733411821273
SRPU,SRPT,479.0,131.0,0.2784104817948833,0.3148679553991587,0.3094747082302473,0.0016753176976735014,1.0,True,0.0006451612992806667
TARK,ARKK,479.0,500.0,0.017153962985416604,0.12229166405270026,0.04909481845229043,0.00026577105020161027,1.0,True,0.0006451612726942496
TEMT,TEM,451.0,245.0,0.32280820366957685,0.10079456177850335,1.1209222927386937,0.006068027224198055,1.0,True,0.004914730563568075
UNX,U,479.0,159.0,0.4610711855578423,0.21067507939726077,0.7659895769681767,0.004146626074443135,1.0,True,0.0011436446820599728
UPSX,UPST,479.0,226.0,0.32843251862895884,0.10710928046248479,1.0732158877717184,0.005809772244362708,1.0,True,0.005280792578356135
WULX,WULF,479.0,132.0,0.7350788256221872,0.16489864296016615,1.5602165327092166,0.008446113042316346,1.0,True,0.005061736459872519
OKLL,OKLO,479.0,217.0,0.7456854480896622,0.11390786710345388,2.291236887039105,0.012403435900691102,1.0,True,0.005288998230295633
GDXU,GDX,479.0,500.0,0.2575631936034653,0.15632058166636498,0.5766810537694509,0.003121818842055987,1.0,True,0.0014099162314380376
BITX,IBIT,479.0,500.0,0.16995346653021393,0.07222930980907596,0.8235398267380433,0.0044581699563207315,1.0,True,0.010573356877057995
ETHU,ETHA,426.0,447.0,0.5194174032083775,0.08542994089419872,2.1280137762014686,0.011519840055914766,1.0,True,0.020478279089676477
MSTX,MSTR,479.0,430.0,0.15456633412367335,0.12597423042097414,0.42943875713709906,0.0023247339144865787,1.0,True,0.002100340777650655
ORCX,ORCL,479.0,310.0,0.20035369780902823,0.09397738460575623,0.7461773332736981,0.004039374006311979,1.0,True,0.0036476421506138326
IONX,IONQ,479.0,288.0,0.519550695215122,0.108636381645831,1.673865979061454,0.009061345640461469,1.0,True,0.008083632705103042
HIMZ,HIMS,479.0,286.0,0.31812631574233785,0.3834660109844211,0.2903626588024819,0.0015718560777296694,1.0,True,0.0006451615343394975
IRE,IREN,479.0,134.0,0.849415472174311,0.13340175305484997,2.22857202737637,0.012064204468773574,1.0,True,0.003984606609965984
AVGX,AVGO,479.0,425.0,0.0977415526405633,0.07738063083683185,0.4420943982265133,0.002393244260982246,1.0,True,0.002055149645822328
RKLX,RKLB,479.0,287.0,0.5671294106911979,0.0907406206558029,2.187502050430657,0.011841875285191292,1.0,True,0.008935342360640601
RGTX,RGTI,479.0,274.0,0.706707650380031,0.11713244630774701,2.111692237547433,0.011431484652926472,1.0,True,0.009726260953006799
SOFX,SOFI,479.0,325.0,0.1984414969053782,0.08142187472753493,0.8530204462781119,0.0046177610386947746,1.0,True,0.0029503809523491313
NVOX,NVO,479.0,354.0,0.1833639402212771,0.09241859915554304,0.6944206000075234,0.00375919288356227,1.0,True,0.005993679702682002
LLYX,LLY,479.0,435.0,0.09652058977223821,0.07262832603054806,0.4651381666992339,0.002517989941701063,1.0,True,0.010007680861911726
SOUX,SOUN,479.0,217.0,0.33269502662407346,0.10904546687625169,1.0678413569503928,0.005780677632227362,1.0,True,0.0020177551872250323
QPUX,IONQ,479.0,186.0,0.18559617040940052,0.5195263227902535,0.12503439535924285,0.0006768641500984917,1.0,True,0.0006451612855590663
HOOX,HOOD,479.0,283.0,0.3132343015846685,0.0949229361125784,1.1549580116718117,0.006252276989252428,1.0,True,0.004431591172350912
RIOX,RIOT,479.0,333.0,0.38622678204731276,0.11053540518839287,1.2229509041574889,0.00662035131994222,1.0,True,0.0020433944305835905
QSU,QS,479.0,134.0,0.2881089062026039,0.1323333767792157,0.7620006352528065,0.004125032243112093,1.0,True,0.000698120075986851
MPL,MP,479.0,134.0,0.29888047025097675,0.12384722331951253,0.8446549045186426,0.004572474817276517,1.0,True,0.0010115677637267527
OSCX,OSCR,479.0,152.0,0.34338741301172016,0.1155632261453933,1.0399986099634604,0.005629953047831439,1.0,True,0.005992723329728886
DKNX,DKNG,479.0,191.0,0.17257867382478392,0.10365645209671312,0.5827185343206407,0.0031545022819228813,1.0,True,0.005774333416498454
ANEL,ANET,479.0,167.0,0.2015748253956837,0.08806070996468993,0.8011653428274481,0.004337047396464102,1.0,True,0.003955444104314818
VSTL,VST,479.0,198.0,0.1332878633009698,0.08284691723602858,0.5630958122730473,0.0030482761747529117,1.0,True,0.002475020914977556
CVNX,CVNA,479.0,234.0,0.19368977401003656,0.11469206831415213,0.5910733139612223,0.0031997302434324695,1.0,True,0.0025982203656859
LMNX,LMND,479.0,137.0,0.33352556377712644,0.13261102857398416,0.880273296853798,0.0047652922639202285,1.0,True,0.0009030102331194095
AVXX,AVAV,479.0,131.0,0.42557526160747805,0.14196586201456035,1.0492053473203333,0.005679793017372102,1.0,True,0.00483329627497675
AMDG,AMD,479.0,320.0,0.270086645566358,0.08984165091567879,1.0521882109774126,0.005695940521971198,1.0,True,0.003837070502540643
ARMG,ARM,479.0,327.0,0.0874821481078724,0.10294506749759688,0.29742806121789267,0.0016101040941036483,1.0,True,0.0008394696992837889
ASMG,ASML,479.0,327.0,0.03067414128221305,0.08523539827672032,0.1259564648706146,0.0006818557029776272,1.0,True,0.0006451614182058357
AVGG,AVGO,479.0,242.0,0.1676894029747089,0.08311266219408937,0.7061654565232058,0.0038227727673268578,1.0,True,0.005013910996502783
BAIG,BBAI,479.0,176.0,0.492565152896706,0.14254538907803538,1.2094239219443936,0.006547124034819932,1.0,True,0.002604866578656156
BOEG,BA,479.0,223.0,0.03512891676943275,0.0880677301329792,0.1396098304195675,0.0007557671546363796,1.0,True,0.0016046800370361019
BULG,BULL,479.0,184.0,0.1609941525313219,0.10801260657301692,0.5216794147808222,0.0,1.0,True,0.0
COIG,COIN,479.0,285.0,0.3112296344154012,0.10155276389798171,1.072648029105541,0.005806698184842094,1.0,True,0.004360374571896455
CRMG,CRM,479.0,271.0,0.07979578628756365,0.08451449258131644,0.3304584142628032,0.0017889113877044313,1.0,True,0.004651321485050708
CRWG,CRWV,255.0,184.0,0.797225852612595,0.12702272404157672,2.196686069518374,0.011891592271116927,1.0,True,0.010569339982077016
GLGG,GLXY,221.0,176.0,0.24274388782361844,0.1467370450231369,0.578997353564468,0.003134357954094902,0.876984126984127,True,0.0006451613182880502
HOOG,HOOD,479.0,281.0,0.2667560787631414,0.09983183506679527,0.9352189860542108,0.005062736556071669,1.0,True,0.0027811667800986045
LULG,LULU,479.0,123.0,-0.5002897506997732,0.16662620676629936,0.0,0.0,1.0,True,0.0
MPG,MP,479.0,130.0,0.26911921863882493,0.12592433555889637,0.7480025692058075,0.004049254781632777,1.0,True,0.0006677517510845175
NBIG,NBIS,363.0,130.0,0.818119580310344,0.12046042913449627,2.3770615393451275,0.012868041101313767,1.0,True,0.006832380476172848
NVDG,NVDA,479.0,346.0,0.1006919096869534,0.08168842972942605,0.43142178772642814,0.002335468899133076,1.0,True,0.004318648814105274
PANG,PANW,479.0,281.0,0.067628268859902,0.08076068373168871,0.29308684631254744,0.0015866032587626294,1.0,True,0.004104097064447811
PLTG,PLTR,479.0,257.0,0.11406534392805726,0.11755706784046634,0.339604169346911,0.0018384212343688431,1.0,True,0.000931616185524609
TSLG,TSLA,479.0,346.0,0.0804280190510841,0.09067438472272141,0.3104493816413577,0.001680594017746385,1.0,True,0.0014294318699357603
TSMG,TSM,479.0,327.0,0.08956736402101881,0.08463411536774956,0.37040119426004164,0.002005138576692899,1.0,True,0.002273753664365668
UNHG,UNH,479.0,198.0,0.0634062238344802,0.10295631659673687,0.2155494589903718,0.0011668605342115778,1.0,True,0.0019103187726353583
XYZG,XYZ,479.0,271.0,0.1600183835043744,0.11054035601956297,0.5066605196804256,0.002742768028402358,1.0,True,0.00379361370346142
NVDB,NVDA,479.0,163.0,0.05788869422721615,0.08383366461057165,0.24168146619431782,0.0013083241594456325,1.0,True,0.001359678253040511
PLTA,PLTR,479.0,163.0,0.19760166433563445,0.08519904772028489,0.8117529992181559,0.0043943628657303075,1.0,True,0.00332800585623507
TSLI,TSLA,479.0,163.0,0.1755389238813456,0.07692119848313297,0.798721608217571,0.004323818425787447,1.0,True,0.006649190544846514
COIA,COIN,479.0,163.0,0.3775349869566166,0.09827730974783952,1.344534621204572,0.0072785354865344725,1.0,True,0.005921922679972624
BITU,IBIT,479.0,500.0,0.147252616773484,0.07222930980907596,0.7135388114181225,0.003862687860929567,1.0,True,0.008086010303820048
ETHT,ETHA,426.0,447.0,0.42195122886366776,0.08798241820314033,1.6785504776795563,0.009086704815964092,1.0,True,0.01057695570901491
TSLR,TSLA,479.0,500.0,0.14623362669090725,0.07612993544494791,0.6722949263345793,0.003639417238924926,1.0,True,0.004477509003810794
AMDL,AMD,479.0,500.0,0.28466716989515656,0.07382098954859835,1.349663694195177,0.0073063013314494185,1.0,True,0.005600055036192209
AMZZ,AMZN,479.0,500.0,0.08315427442332995,0.07222930980907596,0.4029388640857319,0.00218127876731384,1.0,True,0.004211508002467272
AVGU,AVGO,479.0,203.0,0.0404846073139463,0.09006978663901026,0.15731815394069315,0.0008516298115905551,1.0,True,0.0006451613765235469
BABX,BABA,479.0,500.0,0.1964492456632264,0.07222930980907596,0.9519298490304771,0.005153199536544719,1.0,True,0.012024209408650755
BULX,BULL,479.0,168.0,0.21772047786132492,0.11104095888989526,0.6862527846776196,0.0037149770390696208,1.0,True,0.0028146353669967427
CONL,COIN,479.0,500.0,0.3814329348365164,0.08267505014352912,1.6147740698192943,0.00874145610277087,1.0,True,0.009935669600363947
CRWL,CRWD,479.0,368.0,0.0350896800486238,0.08390148701570135,0.14637866924480117,0.0007924097466642122,1.0,True,0.0008771584380005195
DLLL,DELL,479.0,305.0,0.08010985722888884,0.11618885785832846,0.24131789008804072,0.001306355967961487,1.0,True,0.0012691307672541483
ETRL,ETOR,224.0,168.0,0.0972912513698015,0.10346574388281922,0.3291131605644885,0.0017816289595488784,0.8888888888888888,True,0.0014744110860250893
INTW,INTC,479.0,306.0,0.36831134530357773,0.08791532919897564,1.4662854820744298,0.007937624473446137,1.0,True,0.012433354846966352
IONL,IONQ,479.0,278.0,0.42424243308519655,0.12545740347952364,1.183547941067133,0.006407046388552041,1.0,True,0.0034643771105682592
MRAL,MARA,479.0,291.0,0.08582597363352915,0.14020791377837102,0.2142467565648148,0.0011598084541213553,1.0,True,0.000645161315322543
FBL,META,479.0,500.0,0.11711283006075705,0.07222930980907596,0.5674911006295458,0.0030720697325920285,1.0,True,0.006271152140280939
MVLL,MRVL,479.0,291.0,0.1415890423958799,0.09927966437795194,0.49915725590993654,0.002702149683023192,1.0,True,0.001557775311417742
MSTP,MSTR,479.0,226.0,-0.17995646459761924,0.18330314972723616,0.0,0.0,1.0,True,0.0
MULL,MU,479.0,368.0,0.27256466460548495,0.09274717745400915,1.0285772055890852,0.005568124147530998,1.0,True,0.004079402138560525
NBIL,NBIS,363.0,144.0,0.769189299577058,0.10856597970934194,2.47974785077912,0.013423925605860062,1.0,True,0.0049941025796352775
NOWL,NOW,479.0,203.0,0.0734385586501366,0.11131422674423214,0.2309093480621035,0.00125001012062957,1.0,True,0.0018952928069633473
NVDL,NVDA,479.0,500.0,0.07278336014129835,0.07393767168484384,0.344535816032144,0.001865118327057583,1.0,True,0.0030725581464907423
PTIR,PLTR,479.0,417.0,0.2723496480260137,0.08132597678108358,1.172102452156182,0.0063450871084522395,1.0,True,0.008393307538959744
RDTL,RDDT,479.0,279.0,0.3093171967911691,0.1069014297624763,1.0127181565059864,0.005482272396513526,1.0,True,0.0053238344057440126
SMCL,SMCI,479.0,345.0,0.0614231942394802,0.32409932710359024,0.06633188095742863,0.0003590825716370796,1.0,True,0.0006451612893583576
TSMU,TSM,479.0,368.0,0.08044709659634966,0.07323449880880141,0.38447021918225377,0.00208130016862388,1.0,True,0.002193071628684993
UBRL,UBER,479.0,417.0,0.12819585333893724,0.07222930980907596,0.6211958661550173,0.0033627963792015126,1.0,True,0.009861133953124613
VRTL,VRT,479.0,279.0,0.21288595856437514,0.10377616657023345,0.7179884164164466,0.003886775457760913,1.0,True,0.0029860439567465707
COYY,COIN,479.0,193.0,0.37617848524296726,0.2644048448101934,0.4979578567463627,0.020701191820074336,1.0,True,0.016402680627456034
IOYY,IONQ,479.0,124.0,0.5927043489936146,0.2737109424024631,0.7579036494738923,0.03150770414871665,1.0,True,0.03754409391798644
MAAY,MARA,479.0,124.0,0.5726345943083029,0.2566372458559165,0.7809548740264641,0.03246599372018425,1.0,True,0.03214679155975964
FBYY,META,479.0,133.0,0.4124156810460533,0.23534930596372086,0.6133244700894488,0.025497233011295112,1.0,True,0.03019966102630124
MTYY,MSTR,479.0,154.0,0.5325901249415828,0.269828943737807,0.6908322774694079,0.028719401245791244,1.0,True,0.024347310830114564
SMYY,SMCI,479.0,149.0,0.5216610190092845,0.27749374332981747,0.657965669648418,0.027353064830450736,1.0,True,0.01935946220590773
XBTY,IBIT,479.0,245.0,0.5034094096645091,0.2169945023102897,0.8119712320205784,0.03375541122348775,1.0,True,0.03999999983247453
MSTZ,MSTR,479.0,405.0,0.6054878737439482,0.37464770607408904,0.5656534188640492,0.010792801858821772,1.0,True,0.0028996003804683114
CONI,COIN,479.0,417.0,0.5287517798265053,0.3927617290360934,0.47118420471733435,0.008990306768998675,1.0,True,0.004160106169145971
MSDD,MSTR,479.0,225.0,0.8878454366606103,0.3393571885457135,0.9156897608767001,0.01747157857392777,1.0,True,0.021590808670600745
ETHD,ETHA,426.0,447.0,1.094285063833686,0.26948077888230215,1.4212507991490861,0.02711780350892721,1.0,True,0.025000000010058445
CORD,CRWV,255.0,151.0,1.3254417254076198,0.7186982567096619,0.6454789608319226,0.012315892198242818,1.0,True,0.025000000008011596
QBTZ,QBTS,479.0,144.0,2.357960028588964,0.496269527785117,1.6629794170305845,0.031730043070107856,1.0,True,0.025000000012865328
PLTZ,PLTR,479.0,228.0,0.5791958048554953,0.23326602332434376,0.8690444017968026,0.0165815740209739,1.0,True,0.021349484748849658
