etf,underlying,pair_frac_merged
NVTX,NVTS,0.05000000003732136
QBTX,QBTS,0.049999999922956784
ASTX,ASTS,0.049999999921778546
SMU,SMR,0.04999999725400632
IRE,IREN,0.049999977487886156
NEBX,NBIS,0.045769157359237374
NBIG,NBIS,0.04373148261270457
IOYY,IONQ,0.03999999985720986
MAAY,MARA,0.03999999972107468
CRWG,CRWV,0.036849022484789384
CWVX,CRWV,0.03672007025409131
XBTY,IBIT,0.03573589457082723
MTYY,MSTR,0.03467231008963199
NBIL,NBIS,0.031727334227337325
SMYY,SMCI,0.02974671117719921
OKLL,OKLO,0.02512379967005254
QBTZ,QBTS,0.02500000009207843
CORD,CRWV,0.02500000007474607
ETHD,ETHA,0.025000000064968633
MSDD,MSTR,0.02394480328861808
CLSX,CLSK,0.020190780005029264
PLTZ,PLTR,0.01891850226124443
LABX,ALAB,0.018656134228925057
RGTX,RGTI,0.01795634629188159
WULX,WULF,0.016776901909144513
FBYY,META,0.012949119535419483
IREX,IREN,0.012552331837050254
CRDU,CRDO,0.011895649393068055
CRWU,CRWV,0.008739788831642264
COYY,COIN,0.006895965048637365
CONI,COIN,0.0060814974561420165
RKLX,RKLB,0.005547869031808472
GLXU,GLXY,0.004873031744129219
ETHU,ETHA,0.003913204927427283
IONX,IONQ,0.0027544512513068184
ETU,ETHA,0.002270301711015363
BAIG,BBAI,0.0014767201385157513
ETHT,ETHA,0.0011388713097736586
APPX,APP,0.0011286102205102214
QUBX,QUBT,0.0010865992396790012
MSTZ,MSTR,0.0010551967622022082
RGTU,RGTI,0.0009005628911663544
IONL,IONQ,0.0007671143557830145
CONL,COIN,0.000743682036533465
AVXX,AVAV,0.0006986518574959184
UNX,U,0.0006889091825112645
SBTU,SBET,0.0006452236565172462
INTW,INTC,0.0006451646702856701
COIA,COIN,0.0006451626428149608
COZX,CORZ,0.0006451625002262555
RIOX,RIOT,0.0006451621644914897
MUU,MU,0.000645161525095513
ROBN,HOOD,0.0006451614009011528
OSCX,OSCR,0.000645161398775052
SOUX,SOUN,0.0006451613682482833
UPSX,UPST,0.0006451613676636054
TEMT,TEM,0.0006451613648123829
HOOX,HOOD,0.0006451613516622862
COIG,COIN,0.0006451613358595523
AMDL,AMD,0.0006451613346447161
KTUP,KTOS,0.0006451613333280092
LMNX,LMND,0.0006451613323741339
RDTL,RDDT,0.0006451613264381314
PTIR,PLTR,0.00064516130727482
ARCX,ACHR,0.0006451613043827217
AMUU,AMD,0.000645161297450726
MPL,MP,0.000645161294509281
MULL,MU,0.0006451612930210878
AMDG,AMD,0.0006451612927980755
HOOG,HOOD,0.000645161282525652
QSU,QS,0.0006451612812218594
MPG,MP,0.0006451612714548608
PLTU,PLTR,0.0006451612692960537
RBLU,RBLX,0.0006451612690026296
NUGT,GDX,0.0006451612682166042
JNUG,GDXJ,0.0006451612672464146
SNOU,SNOW,0.0006451612651910824
BABX,BABA,0.0006451612589562022
GDXU,GDX,0.0006451612584808172
PONX,PONY,0.0006451612584517407
HIMZ,HIMS,0.0006451612562789386
GLGG,GLXY,0.0006451612543371969
OPEX,OPEN,0.0006451612539182034
SOFX,SOFI,0.0006451612537966244
ANEL,ANET,0.0006451612532296597
BULX,BULL,0.0006451612529936936
VRTL,VRT,0.0006451612529901372
PLTA,PLTR,0.000645161252433931
ORCX,ORCL,0.0006451612511386622
LRCU,LRCX,0.0006451612505222361
GEVX,GEV,0.0006451612493628162
URAA,URA,0.0006451612489782463
SRPU,SRPT,0.0006451612486480313
BITX,IBIT,0.0006451612483379756
TSLI,TSLA,0.0006451612479995111
NVOX,NVO,0.0006451612465937882
CVNX,CVNA,0.0006451612448615358
AVGG,AVGO,0.0006451612439165175
TSLL,TSLA,0.0006451612432533898
BTCL,IBIT,0.0006451612424068527
DKNX,DKNG,0.0006451612417399322
BITU,IBIT,0.0006451612413417416
TSLR,TSLA,0.0006451612397950069
AVL,AVGO,0.0006451612380174979
XYZG,XYZ,0.0006451612378991948
UBRL,UBER,0.0006451612372024421
SOXL,SOXX,0.0006451612362856926
VSTL,VST,0.000645161235806076
MSTX,MSTR,0.0006451612353761049
MVLL,MRVL,0.0006451612353753486
AFRU,AFRM,0.0006451612349909819
FBL,META,0.0006451612345960878
SHPU,SHOP,0.000645161233994572
TSLT,TSLA,0.0006451612334381824
