ETF,Underlying,sleeve,strategy_tag,Delta,borrow_current,optimal_gross_target_usd,optimal_long_usd,optimal_short_usd,optimal_underlying_target_usd,optimal_etf_target_usd,optimal_binding_cap,binding_cap,liquidity_gap_usd,executable_pct_of_optimal,gross_target_usd,long_usd,short_usd
AAPU,AAPL,,ETF_LS,1.99731,0.080989,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
AMUU,AMD,core_leveraged,ETF_LS,1.986484,0.048346,3362.0530684900837,2236.2968051080984,-1125.7562633819848,2236.2968051080984,-1125.7562633819848,pair_cap,pair_cap,-10.064345281901296,1.0029935117253879,3372.117413771985,2242.991185815637,-1129.1262279563475
AMZU,AMZN,core_leveraged,ETF_LS,1.99637,0.0411399999999999,192.7900014850165,128.44881482081396,-64.34118666420251,128.44881482081396,-64.34118666420251,pair_cap,pair_cap,-0.5780409667789002,1.0029982932845396,193.3680424517954,128.8339420396983,-64.53410041209709
ASMU,ASML,core_leveraged,ETF_LS,1.994008,0.073301,471.72108953790246,314.1660363991325,-157.55505313877003,314.1660363991325,-157.55505313877003,pair_cap,pair_cap,-1.3773358046702242,1.0029198096824958,473.0984253425727,315.08334143412196,-158.01508390845072
AVL,AVGO,core_leveraged,ETF_LS,1.995222,0.0388499999999999,1315.3394275800965,876.193538701043,-439.1458888790536,876.193538701043,-439.1458888790536,pair_cap,pair_cap,-3.587631597052223,1.0027275329255907,1318.9270591771487,878.5833854270398,-440.34367375010896
BOEU,BA,core_leveraged,ETF_LS,1.99523,0.055446,268.24876247245504,178.69011005763045,-89.55865241482458,178.69011005763045,-89.55865241482458,pair_cap,pair_cap,-0.79978175668316,1.0029814928102987,269.0485442291382,179.2228733360388,-89.82567089309943
BABU,BABA,,ETF_LS,2.008413,,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
CONX,COIN,core_leveraged,ETF_LS,2.002987,0.131805,3373.071362805227,2249.8326132517905,-1123.2387495534372,2249.8326132517905,-1123.2387495534372,pair_cap,pair_cap,-10.097328675129575,1.0029935117253885,3383.1686914803568,2256.567513559721,-1126.601177920636
CSCL,CSCO,,ETF_LS,1.999516,0.132574,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
GGLL,GOOGL,core_leveraged,ETF_LS,1.996554,0.0474939999999999,106.12907142525975,70.7120319107842,-35.41703951447555,70.7120319107842,-35.41703951447555,pair_cap,pair_cap,-0.31984560574878174,1.003013741677501,106.44891703100853,70.92513970845451,-35.52377732255402
HODU,HOOD,core_leveraged,ETF_LS,2.001928,0.085234,3717.0195308813377,2478.808777365152,-1238.2107535161863,2478.808777365152,-1238.2107535161863,pair_cap,pair_cap,-11.126941549191088,1.0029935117253885,3728.146472430529,2486.22912050519,-1241.917351925339
LINT,INTC,core_leveraged,ETF_LS,1.990033,0.173168,1373.6262833691,914.224569953529,-459.401713415571,914.224569953529,-459.401713415571,pair_cap,pair_cap,-4.412142579429883,1.0032120400088793,1378.03842594853,917.1610958493203,-460.8773300992096
ELIL,LLY,,ETF_LS,1.98823,0.13367,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
METU,META,core_leveraged,ETF_LS,2.001548,0.037864,415.6003478184888,277.13834493914493,-138.46200287934383,277.13834493914493,-138.46200287934383,pair_cap,pair_cap,-1.247746827541505,1.0030022757057135,416.8480946460303,277.97039065927737,-138.87770398675292
MRVU,MRVL,,ETF_LS,1.99188,0.540436,0.0,0.0,0.0,0.0,0.0,none,none,0.0,1.0,0.0,0.0,0.0
MSFU,MSFT,core_leveraged,ETF_LS,2.000163,0.024198,209.66801633749427,139.78247467275997,-69.8855416647343,139.78247467275997,-69.8855416647343,pair_cap,pair_cap,-0.6284465561702177,1.002997341068743,210.29646289366448,140.20145042478714,-70.09501246887736
MUU,MU,core_leveraged,ETF_LS,1.98806,0.031191,5617.016031140744,3737.1956690527195,-1879.8203620880251,3737.1956690527195,-1879.8203620880251,pair_cap,pair_cap,-16.814603350912876,1.002993511725388,5633.830634491657,3748.3830081080987,-1885.447626383559
NFXL,NFLX,core_leveraged,ETF_LS,2.000307,0.036657,353.57847563909166,235.73104347995206,-117.84743215913961,235.73104347995206,-117.84743215913961,pair_cap,pair_cap,-1.0593478080830323,1.0029960754996985,354.6378234471747,236.43731148384072,-118.200511963334
NVDU,NVDA,core_leveraged,ETF_LS,1.996653,0.03811,430.77702623179204,287.0243040341295,-143.75272219766254,287.0243040341295,-143.75272219766254,pair_cap,pair_cap,-1.247219627864638,1.00289527888424,432.0242458596567,287.8553194408632,-144.16892641879346
ORCU,ORCL,core_leveraged,ETF_LS,2.000546,0.035823,2158.5716572988667,1439.178701050615,-719.3929562482517,1439.178701050615,-719.3929562482517,pair_cap,pair_cap,-5.4950887226000305,1.0025457059551484,2164.0667460214668,1442.8424268404021,-721.2243191810646
PALU,PANW,core_leveraged,ETF_LS,1.998055,0.107317,495.05227445122455,329.927793929278,-165.1244805219466,329.927793929278,-165.1244805219466,pair_cap,pair_cap,-1.475345522419957,1.0029801812829875,496.5276199736445,330.91103856548335,-165.61658140816112
