ETF,Underlying,Leverage,is_yieldboost,scenario_style,Delta_product_class,Delta,Delta_n_obs,Delta_source,Delta_se,Delta_resid_sigma_annual,Delta_horizon_chosen,Delta_quality,Delta_prior_mu,Delta_prior_tau,Delta_prior_source
HOOG,HOOD,2.0,False,,letf_long,1.99751,308,posterior.nominal_L,0.00903947413193659,0.08723884164252513,1,ok,2.0,240.0,nominal_L
IREG,IREN,2.0,False,,letf_long,1.993318,122,posterior.nominal_L,0.00895898019037271,0.13985957677372776,1,ok,2.0,240.0,nominal_L
KLAG,KLAC,2.0,False,,letf_long,1.989671,120,posterior.nominal_L,0.016975620397380275,0.09721335903648104,1,ok,2.0,240.0,nominal_L
LACG,LAC,2.0,False,,letf_long,1.999455,125,posterior.nominal_L,0.01689114820958987,0.14370316793644042,1,ok,2.0,240.0,nominal_L
LULG,LULU,2.0,False,,letf_long,2.00551,150,posterior.nominal_L,0.013979722096497008,0.08785802641699797,1,ok,2.0,240.0,nominal_L
MPG,MP,2.0,False,,letf_long,2.000392,157,posterior.nominal_L,0.007050056062370109,0.09658341593713221,1,ok,2.0,240.0,nominal_L
NBIG,NBIS,2.0,False,,letf_long,1.990415,157,posterior.nominal_L,0.00776315078492237,0.11590073965841362,1,ok,2.0,240.0,nominal_L
NEMG,NEM,2.0,False,,letf_long,2.001114,142,posterior.nominal_L,0.0100863531244513,0.06749839090619533,1,ok,2.0,240.0,nominal_L
NETG,NET,2.0,False,,letf_long,2.005586,142,posterior.nominal_L,0.0505390029683776,0.17610873279034367,1,ok,2.0,240.0,nominal_L
NIOG,NIO,2.0,False,,letf_long,1.992017,120,posterior.nominal_L,0.01263383874180715,0.11503546118502245,1,ok,2.0,240.0,nominal_L
NUG,NU,2.0,False,,letf_long,2.005318,142,posterior.nominal_L,0.011375075257370998,0.09540213445872565,1,ok,2.0,240.0,nominal_L
NVDG,NVDA,2.0,False,,letf_long,1.996418,373,posterior.nominal_L,0.015559074294164223,0.06511801124682026,1,ok,2.0,240.0,nominal_L
OKTG,OKTA,2.0,False,,letf_long,1.992811,142,posterior.nominal_L,0.03290389624364673,0.10429989213869775,1,ok,2.0,240.0,nominal_L
OPEG,OPEN,2.0,False,,letf_long,2.005568,125,posterior.nominal_L,0.01136953539517187,0.11869290839750293,1,ok,2.0,240.0,nominal_L
OSCG,OSCR,2.0,False,,letf_long,1.991307,150,posterior.nominal_L,0.01482752386036239,0.1325485058854863,1,ok,2.0,240.0,nominal_L
PANG,PANW,2.0,False,,letf_long,1.995964,308,posterior.nominal_L,0.006420656564052483,0.04839573372008058,1,ok,2.0,240.0,nominal_L
PBRG,PBR,2.0,False,,letf_long,1.992888,119,posterior.nominal_L,0.008162090709565379,0.08340291041469021,1,ok,2.0,240.0,nominal_L
PLTG,PLTR,2.0,False,,letf_long,1.997467,284,posterior.nominal_L,0.010000101232977784,0.06898756774031196,1,ok,2.0,240.0,nominal_L
PYPG,PYPL,2.0,False,,letf_long,2.002886,298,posterior.nominal_L,0.04675820915253644,0.07186622785049344,1,ok,2.0,240.0,nominal_L
RTXG,RTX,2.0,False,,letf_long,2.001996,255,posterior.nominal_L,0.012140092061561998,0.06944828611403465,1,ok,2.0,240.0,nominal_L
SATG,SATS,2.0,False,,letf_long,2.002418,122,posterior.nominal_L,0.01564607546406432,0.09539377009142104,1,ok,2.0,240.0,nominal_L
SBU,SBUX,2.0,False,,letf_long,1.995462,142,posterior.nominal_L,0.012603069611861617,0.03729382745103901,1,ok,2.0,240.0,nominal_L
SNAG,SNAP,2.0,False,,letf_long,2.001546,120,posterior.nominal_L,0.019426738387918106,0.13244103100694105,1,ok,2.0,240.0,nominal_L
SPOG,SPOT,2.0,False,,letf_long,1.994862,142,posterior.nominal_L,0.011130324929505424,0.08966378548542221,1,ok,2.0,240.0,nominal_L
TERG,TER,2.0,False,,letf_long,1.997565,142,posterior.nominal_L,0.022570057394667293,0.12676946537298836,1,ok,2.0,240.0,nominal_L
TSLG,TSLA,2.0,False,,letf_long,2.00014,373,posterior.nominal_L,0.010257340963931652,0.062275475854736785,1,ok,2.0,240.0,nominal_L
TSMG,TSM,2.0,False,,letf_long,2.002161,354,posterior.nominal_L,0.008214139532540415,0.06648537333961906,1,ok,2.0,240.0,nominal_L
UNHG,UNH,2.0,False,,letf_long,1.990049,225,posterior.nominal_L,0.04614838608050876,0.0749932454226043,1,ok,2.0,240.0,nominal_L
UPSG,UPS,2.0,False,,letf_long,1.996889,125,posterior.nominal_L,0.023872158470559846,0.06740319303865983,1,ok,2.0,240.0,nominal_L
VALG,VALE,2.0,False,,letf_long,2.000602,120,posterior.nominal_L,0.010825196651628712,0.05562860065329051,1,ok,2.0,240.0,nominal_L
XYZG,XYZ,2.0,False,,letf_long,1.99418,298,posterior.nominal_L,0.02219425975082082,0.08226631077126852,1,ok,2.0,240.0,nominal_L
AAOG,AAOI,2.0,False,,letf_long,2.0,22,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
AMAU,AMAT,2.0,False,,letf_long,2.0,21,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CATG,CAT,2.0,False,,letf_long,2.0,22,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CIEG,CIEN,2.0,False,,letf_long,2.0,22,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
COHH,COHR,2.0,False,,letf_long,2.0,22,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
ETNG,ETN,2.0,False,,letf_long,2.0,21,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
HONG,HON,2.0,False,,letf_long,2.0,21,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
SNDG,SNDK,2.0,False,,letf_long,2.0,22,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
STXU,STX,2.0,False,,letf_long,2.0,22,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CBRG,CBRS,2.0,False,,letf_long,2.0,19,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
CRMX,CRML,2.0,False,,letf_long,1.990661,104,posterior.nominal_L,0.01606780461558675,0.254573532408621,1,ok,2.0,240.0,nominal_L
ONG,ON,2.0,False,,letf_long,2.0,8,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
NXPG,NXPI,2.0,False,,letf_long,2.0,8,posterior.nominal_L,inf,,1,low_n,2.0,240.0,nominal_L
COIO,COIN,2.0,False,,letf_long,1.710831,209,posterior.nominal_L,0.019533615562918827,0.15089595599301966,1,ok,2.0,240.0,nominal_L
MSOO,MSTR,2.0,False,,letf_long,1.706724,209,posterior.nominal_L,0.035230718112174306,0.23822436155769502,1,ok,2.0,240.0,nominal_L
NVDO,NVDA,2.0,False,,letf_long,1.678555,209,posterior.nominal_L,0.040878317897124455,0.14371939749470938,1,ok,2.0,240.0,nominal_L
PLOO,PLTR,2.0,False,,letf_long,1.718925,209,posterior.nominal_L,0.021422628302541588,0.14226701324612398,1,ok,2.0,240.0,nominal_L
TSLO,TSLA,2.0,False,,letf_long,1.693991,209,posterior.nominal_L,0.029953458003805163,0.1409005516856695,1,ok,2.0,240.0,nominal_L
CRCA,CRCL,2.0,False,,letf_long,1.996323,213,posterior.nominal_L,0.02198820301273295,0.1657757047145208,1,ok,2.0,240.0,nominal_L
NVDB,NVDA,2.0,False,,letf_long,1.990878,190,posterior.nominal_L,0.010561179410823036,0.05655135705240611,1,ok,2.0,240.0,nominal_L
PLTA,PLTR,2.0,False,,letf_long,2.003232,190,posterior.nominal_L,0.00784810365056169,0.055277674597449734,1,ok,2.0,240.0,nominal_L
TSLI,TSLA,2.0,False,,letf_long,1.995935,190,posterior.nominal_L,0.00557517790614467,0.049118635777784525,1,ok,2.0,240.0,nominal_L
COIA,COIN,2.0,False,,letf_long,2.00541,190,posterior.nominal_L,0.00810128521037514,0.08620733434011668,1,ok,2.0,240.0,nominal_L
BITU,IBIT,2.0,False,,letf_long,1.9976,501,posterior.nominal_L,0.008494613223822653,0.04816233158926897,1,ok,2.0,240.0,nominal_L
ETHT,ETHA,2.0,False,,letf_long,2.001028,474,posterior.nominal_L,0.01185613380290919,0.10057807921806482,1,ok,2.0,240.0,nominal_L
UXRP,XRPZ,2.0,False,,letf_long,1.997635,137,posterior.nominal_L,0.03076358305192822,0.15280972074522992,1,ok,2.0,240.0,nominal_L
SOLT,SOEZ,2.0,False,,letf_long,2.005026,131,posterior.nominal_L,0.013114402753950342,0.1081247823041716,1,ok,2.0,240.0,nominal_L
TSLR,TSLA,2.0,False,,letf_long,1.998854,501,posterior.nominal_L,0.009762699252107888,0.060313543364006,1,ok,2.0,240.0,nominal_L
AAPB,AAPL,2.0,False,,letf_long,2.001947,501,posterior.nominal_L,0.012574234485342105,0.036639191241399145,1,ok,2.0,240.0,nominal_L
AMDL,AMD,2.0,False,,letf_long,1.990306,501,posterior.nominal_L,0.01354219106478975,0.07174286697353892,1,ok,2.0,240.0,nominal_L
AMZZ,AMZN,2.0,False,,letf_long,1.998089,501,posterior.nominal_L,0.007860243694726732,0.044397832623724584,1,ok,2.0,240.0,nominal_L
AVGU,AVGO,2.0,False,,letf_long,2.003357,230,posterior.nominal_L,0.02327385382015559,0.07621559545734201,1,ok,2.0,240.0,nominal_L
BABX,BABA,2.0,False,,letf_long,2.000874,501,posterior.nominal_L,0.00601237667747958,0.035638055861105224,1,ok,2.0,240.0,nominal_L
BULX,BULL,2.0,False,,letf_long,1.991871,195,posterior.nominal_L,0.15940105308765903,0.5138146924985711,1,ok,2.0,240.0,nominal_L
CONL,COIN,2.0,False,,letf_long,1.995359,501,posterior.nominal_L,0.010870817935823578,0.09402032519908554,1,ok,2.0,240.0,nominal_L
CRWL,CRWD,2.0,False,,letf_long,1.995481,395,posterior.nominal_L,0.007469514419949663,0.06441531905397944,1,ok,2.0,240.0,nominal_L
DLLL,DELL,2.0,False,,letf_long,1.982579,332,posterior.nominal_L,0.03208809193376556,0.1230940639464353,1,ok,2.0,240.0,nominal_L
ETRL,ETOR,2.0,False,,letf_long,1.990427,195,posterior.nominal_L,0.020485627338602378,0.15639391702467365,1,ok,2.0,240.0,nominal_L
GOU,GOOGL,2.0,False,,letf_long,1.990334,132,posterior.nominal_L,0.011753303188049877,0.06997725409321522,1,ok,2.0,240.0,nominal_L
INTW,INTC,2.0,False,,letf_long,1.986263,333,posterior.nominal_L,0.013477740398604998,0.09536274106103879,1,ok,2.0,240.0,nominal_L
IONL,IONQ,2.0,False,,letf_long,1.986401,305,posterior.nominal_L,0.01319276801872515,0.14048629388342102,1,ok,2.0,240.0,nominal_L
ISUL,ISRG,2.0,False,,letf_long,1.997845,171,posterior.nominal_L,0.010566502391163125,0.04057757347329498,1,ok,2.0,240.0,nominal_L
LCDL,LCID,2.0,False,,letf_long,1.984746,287,posterior.nominal_L,0.012890974325759601,0.13728815069858188,1,ok,2.0,240.0,nominal_L
MRAL,MARA,2.0,False,,letf_long,1.989056,318,posterior.nominal_L,0.009553021370300263,0.13399713247590683,1,ok,2.0,240.0,nominal_L
FBL,META,2.0,False,,letf_long,2.000244,501,posterior.nominal_L,0.010133133859788156,0.03508558371900524,1,ok,2.0,240.0,nominal_L
MVLL,MRVL,2.0,False,,letf_long,1.984745,318,posterior.nominal_L,0.022060123054410498,0.13285031723306712,1,ok,2.0,240.0,nominal_L
MSFL,MSFT,2.0,False,,letf_long,2.000481,501,posterior.nominal_L,0.009990160449826056,0.03380403581680312,1,ok,2.0,240.0,nominal_L
MSTP,MSTR,2.0,False,,letf_long,2.001468,253,posterior.nominal_L,0.008197314010273727,0.1072956832315748,1,ok,2.0,240.0,nominal_L
MULL,MU,2.0,False,,letf_long,1.990661,395,posterior.nominal_L,0.011421588371655697,0.09721465965504736,1,ok,2.0,240.0,nominal_L
NBIL,NBIS,2.0,False,,letf_long,1.990517,171,posterior.nominal_L,0.007969801837189034,0.1152579175831872,1,ok,2.0,240.0,nominal_L
NOWL,NOW,2.0,False,,letf_long,2.004351,230,posterior.nominal_L,0.02378269278462722,0.10569369997185434,1,ok,2.0,240.0,nominal_L
NVDL,NVDA,2.0,False,,letf_long,1.997046,501,posterior.nominal_L,0.011232672955034313,0.051182823015037376,1,ok,2.0,240.0,nominal_L
PDDL,PDD,2.0,False,,letf_long,2.008163,230,posterior.nominal_L,0.012296900584739959,0.05399217144438293,1,ok,2.0,240.0,nominal_L
PTIR,PLTR,2.0,False,,letf_long,1.994588,444,posterior.nominal_L,0.010108714186213893,0.06564839289691542,1,ok,2.0,240.0,nominal_L
QCML,QCOM,2.0,False,,letf_long,1.998242,299,posterior.nominal_L,0.012649289795371495,0.09626588983885152,1,ok,2.0,240.0,nominal_L
RDTL,RDDT,2.0,False,,letf_long,1.998329,306,posterior.nominal_L,0.008536426372817815,0.0877916713212,1,ok,2.0,240.0,nominal_L
RVNL,RIVN,2.0,False,,letf_long,1.99358,287,posterior.nominal_L,0.016616998045689585,0.11512853238672732,1,ok,2.0,240.0,nominal_L
SMCL,SMCI,2.0,False,,letf_long,1.998782,372,posterior.nominal_L,0.06416205686885444,0.24957649350287342,1,ok,2.0,240.0,nominal_L
TSMU,TSM,2.0,False,,letf_long,1.994851,395,posterior.nominal_L,0.00771427455146716,0.05761258636706752,1,ok,2.0,240.0,nominal_L
UBRL,UBER,2.0,False,,letf_long,1.996416,444,posterior.nominal_L,0.007421168602135848,0.047138687783728254,1,ok,2.0,240.0,nominal_L
VRTL,VRT,2.0,False,,letf_long,1.994993,306,posterior.nominal_L,0.013283159877161995,0.10008363097359889,1,ok,2.0,240.0,nominal_L
QYLD,QQQ,1.0,False,,covered_call_1x,0.532425,501,posterior.covered_call_default,0.05784540156109586,0.06630630158174494,1,ok,0.55,30.0,covered_call_default
QYLG,QQQ,1.0,False,,covered_call_1x,0.729292,501,posterior.covered_call_default,0.02382237824498754,0.0384555728778298,1,ok,0.55,30.0,covered_call_default
QQQX,QQQ,1.0,False,,covered_call_1x,0.673656,501,posterior.covered_call_default,0.04543459671604401,0.09308903476382793,1,ok,0.55,30.0,covered_call_default
JEPQ,QQQ,1.0,False,,covered_call_1x,0.70105,501,posterior.covered_call_default,0.03285013874284408,0.04899975969210258,1,ok,0.55,30.0,covered_call_default
XYLD,SPY,1.0,False,,covered_call_1x,0.550468,501,posterior.covered_call_default,0.0679673389734135,0.04866722229393095,1,ok,0.55,30.0,covered_call_default
XYLG,SPY,1.0,False,,covered_call_1x,0.746702,501,posterior.covered_call_default,0.028857563716504345,0.038300503874103956,1,ok,0.55,30.0,covered_call_default
JEPI,SPY,1.0,False,,covered_call_1x,0.525475,501,posterior.covered_call_default,0.05074335822707749,0.06108862251907643,1,ok,0.55,30.0,covered_call_default
SPYI,SPY,1.0,False,,covered_call_1x,0.772185,501,posterior.covered_call_default,0.01756132186110057,0.022122535278184977,1,ok,0.55,30.0,covered_call_default
RYLD,IWM,1.0,False,,covered_call_1x,0.486527,501,posterior.covered_call_default,0.051052623619653556,0.06797445438155669,1,ok,0.55,30.0,covered_call_default
AMYY,AMD,1.0,True,income_style,income_yieldboost,0.259253,186,posterior.yieldboost_peer_AMD,0.02264411019797722,0.14696306617023716,1,ok,0.27965384769067736,30.0,yieldboost_peer_AMD
AZYY,AMZN,1.0,True,income_style,income_yieldboost,0.596821,186,posterior.yieldboost_peer_AMZN,0.05197277191002241,0.1128008906135413,1,ok,0.6029485038907786,30.0,yieldboost_peer_AMZN
BBYY,BABA,1.0,True,income_style,income_yieldboost,0.505679,159,posterior.yieldboost_peer_BABA,0.03371057665977197,0.11667279154268365,1,ok,0.5460947640104835,30.0,yieldboost_peer_BABA
BIOY,XBI,1.0,True,income_style,income_yieldboost,0.36785810053761414,27,posterior.yieldboost_global,inf,,1,low_n,0.36785810053761414,120.0,yieldboost_global
COYY,COIN,1.0,True,income_style,income_yieldboost,0.38219,220,posterior.yieldboost_peer_COIN,0.024385252349781675,0.17746563496117154,1,ok,0.44191035320843747,30.0,yieldboost_peer_COIN
CRY,CRCL,1.0,True,income_style,income_yieldboost,0.20501,32,posterior.yieldboost_peer_CRCL,0.02851733297344239,0.16093874883980913,1,ok,0.2089832895073173,30.0,yieldboost_peer_CRCL
CWY,CRWV,1.0,True,income_style,income_yieldboost,0.219653,41,posterior.yieldboost_peer_CRWV,0.0305267064870378,0.11493253736626247,1,ok,0.21239225977152731,30.0,yieldboost_peer_CRWV
HMYY,HIMS,1.0,True,income_style,income_yieldboost,0.254877,132,posterior.yieldboost_peer_HIMS,0.023125995346308412,0.1844304988323609,1,ok,0.27132926472238345,30.0,yieldboost_peer_HIMS
HOYY,HOOD,1.0,True,income_style,income_yieldboost,0.351212,176,posterior.yieldboost_peer_HOOD,0.04033031087343294,0.2036123377237351,1,ok,0.41698141571858416,30.0,yieldboost_peer_HOOD
IOYY,IONQ,1.0,True,income_style,income_yieldboost,0.236082,151,posterior.yieldboost_peer_IONQ,0.027995825055638593,0.19185628525803414,1,ok,0.27923878396958607,30.0,yieldboost_peer_IONQ
MAAY,MARA,1.0,True,income_style,income_yieldboost,0.276444,151,posterior.yieldboost_peer_MARA,0.018065367871091982,0.15232332567894588,1,ok,0.2972998036846702,30.0,yieldboost_peer_MARA
FBYY,META,1.0,True,income_style,income_yieldboost,0.516718,159,posterior.yieldboost_peer_META,0.040320469557380105,0.12660028533720166,1,ok,0.545044753725115,30.0,yieldboost_peer_META
FINY,XLF,1.0,True,income_style,income_yieldboost,0.36785810053761414,26,posterior.yieldboost_global,inf,,1,low_n,0.36785810053761414,120.0,yieldboost_global
FIYY,TLT,1.0,True,income_style,income_yieldboost,0.36785810053761414,26,posterior.yieldboost_global,inf,,1,low_n,0.36785810053761414,120.0,yieldboost_global
MTYY,MSTR,1.0,True,income_style,income_yieldboost,0.344616,181,posterior.yieldboost_peer_MSTR,0.027191998730949123,0.18434407528360658,1,ok,0.36785810053761414,30.0,yieldboost_peer_MSTR
MUYY,MU,1.0,True,income_style,income_yieldboost,0.147819,42,posterior.yieldboost_peer_MU,0.019412752847957855,0.12959105163175524,1,ok,0.14330605795095258,30.0,yieldboost_peer_MU
NUGY,GDX,1.0,True,income_style,income_yieldboost,0.40397,141,posterior.yieldboost_peer_GDX,0.024006226506217455,0.11354977241229605,1,ok,0.44471313277531976,30.0,yieldboost_peer_GDX
NVYY,NVDA,1.0,True,income_style,income_yieldboost,0.530603,272,posterior.yieldboost_peer_NVDA,0.047456651088814215,0.13047604149212846,1,ok,0.5835348084354074,30.0,yieldboost_peer_NVDA
PLYY,PLTR,1.0,True,income_style,income_yieldboost,0.43436,181,posterior.yieldboost_peer_PLTR,0.047993996983808504,0.14861286935057144,1,ok,0.48389024921906504,30.0,yieldboost_peer_PLTR
QBY,QBTS,1.0,True,income_style,income_yieldboost,0.207057,133,posterior.yieldboost_peer_QBTS,0.03391656435323483,0.1919306951947549,1,ok,0.2167403392807092,30.0,yieldboost_peer_QBTS
RGYY,RGTI,1.0,True,income_style,income_yieldboost,0.224043,136,posterior.yieldboost_peer_RGTI,0.03686732677130202,0.19333270808728048,1,ok,0.23823164654950166,30.0,yieldboost_peer_RGTI
RTYY,RIOT,1.0,True,income_style,income_yieldboost,0.273584,132,posterior.yieldboost_peer_RIOT,0.028194650626941493,0.16284648866395326,1,ok,0.29977235696511323,30.0,yieldboost_peer_RIOT
SEMY,SOXX,1.0,True,income_style,income_yieldboost,0.399815,141,posterior.yieldboost_peer_SOXX,0.04156362341498161,0.15406609818971156,1,ok,0.4806559557193986,30.0,yieldboost_peer_SOXX
SMYY,SMCI,1.0,True,income_style,income_yieldboost,0.212162,176,posterior.yieldboost_peer_SMCI,0.04138104913434937,0.22110627775085379,1,ok,0.23260218720976736,30.0,yieldboost_peer_SMCI
TECY,XLK,1.0,True,income_style,income_yieldboost,0.36785810053761414,27,posterior.yieldboost_global,inf,,1,low_n,0.36785810053761414,120.0,yieldboost_global
TMYY,TSM,1.0,True,income_style,income_yieldboost,0.33472,42,posterior.yieldboost_peer_TSM,0.039948594994613,0.10726444075295484,1,ok,0.3364522849925486,30.0,yieldboost_peer_TSM
TQQY,QQQ,1.0,True,income_style,income_yieldboost,0.792211,325,posterior.yieldboost_peer_QQQ,0.08762491388418664,0.13634386335466953,1,ok,0.8458811443240211,30.0,yieldboost_peer_QQQ
TSYY,TSLA,1.0,True,income_style,income_yieldboost,0.494662,370,posterior.yieldboost_peer_TSLA,0.030317640377493193,0.197583308647151,1,ok,0.5325908117366949,30.0,yieldboost_peer_TSLA
XBTY,IBIT,1.0,True,income_style,income_yieldboost,0.498797,272,posterior.yieldboost_peer_IBIT,0.05329460617418907,0.14712706224103098,1,ok,0.524885821336551,30.0,yieldboost_peer_IBIT
XEY,ETHA,1.0,True,income_style,income_yieldboost,0.255408,31,posterior.yieldboost_peer_ETHA,0.10895739216188041,0.15367486127854973,1,ok,0.2116734281665663,30.0,yieldboost_peer_ETHA
YSPY,SPY,1.0,True,income_style,income_yieldboost,0.885023,299,posterior.yieldboost_peer_SPY,0.1499861010503584,0.11939992558669352,1,ok,0.8433343553055875,30.0,yieldboost_peer_SPY
ABNY,ABNB,1.0,False,,scraped_income,0.77,493,posterior.scraped_income_default,0.024648545099057957,0.08006470701368364,1,ok,0.55,30.0,scraped_income_default
AIYY,AI,1.0,False,,scraped_income,0.759419,501,posterior.scraped_income_default,0.017234738284103407,0.11872637443574698,1,ok,0.55,30.0,scraped_income_default
AMDY,AMD,1.0,False,,scraped_income,0.791358,501,posterior.scraped_income_default,0.011420482513479147,0.08027625802823217,1,ok,0.55,30.0,scraped_income_default
AMZY,AMZN,1.0,False,,scraped_income,0.749553,501,posterior.scraped_income_default,0.014575092779717415,0.0558639914373782,1,ok,0.55,30.0,scraped_income_default
APLY,AAPL,1.0,False,,scraped_income,0.761112,501,posterior.scraped_income_default,0.020280079281741675,0.06018306668585003,1,ok,0.55,30.0,scraped_income_default
BABO,BABA,1.0,False,,scraped_income,0.754671,462,posterior.scraped_income_default,0.014821786035560735,0.0750735414764264,1,ok,0.55,30.0,scraped_income_default
BRKC,BRK-B,1.0,False,,scraped_income,0.729326,256,posterior.scraped_income_default,0.04033074905888042,0.04773882286753212,1,ok,0.55,30.0,scraped_income_default
CONY,COIN,1.0,False,,scraped_income,0.789404,501,posterior.scraped_income_default,0.015535915912031163,0.09969133128758649,1,ok,0.55,30.0,scraped_income_default
CRCO,CRCL,1.0,False,,scraped_income,0.771538,176,posterior.scraped_income_default,0.011333965067907422,0.1379143667633754,1,ok,0.55,30.0,scraped_income_default
CVNY,CVNA,1.0,False,,scraped_income,0.769164,342,posterior.scraped_income_default,0.015694199452679056,0.11314668315014446,1,ok,0.55,30.0,scraped_income_default
DISO,DIS,1.0,False,,scraped_income,0.745909,501,posterior.scraped_income_default,0.025041398331734473,0.06758979859193738,1,ok,0.55,30.0,scraped_income_default
DRAY,DKNG,1.0,False,,scraped_income,0.736732,230,posterior.scraped_income_default,0.020466798300336878,0.1621131634812111,1,ok,0.55,30.0,scraped_income_default
FBY,META,1.0,False,,scraped_income,0.7781,501,posterior.scraped_income_default,0.014148814349896469,0.06570317787041276,1,ok,0.55,30.0,scraped_income_default
GMEY,GME,1.0,False,,scraped_income,0.659729,190,posterior.scraped_income_default,0.03776754298690107,0.1544554312755725,1,ok,0.55,30.0,scraped_income_default
GOOY,GOOGL,1.0,False,,scraped_income,0.758568,501,posterior.scraped_income_default,0.010906058045311268,0.054972368382314465,1,ok,0.55,30.0,scraped_income_default
HIYY,HIMS,1.0,False,,scraped_income,0.75371,181,posterior.scraped_income_default,0.016254055604570015,0.28669965949660114,1,ok,0.55,30.0,scraped_income_default
HOOY,HOOD,1.0,False,,scraped_income,0.736564,275,posterior.scraped_income_default,0.016889178706879972,0.10891564632027888,1,ok,0.55,30.0,scraped_income_default
MARO,MARA,1.0,False,,scraped_income,0.732118,376,posterior.scraped_income_default,0.014448654526997317,0.14204476545546216,1,ok,0.55,30.0,scraped_income_default
MRNY,MRNA,1.0,False,,scraped_income,0.733692,501,posterior.scraped_income_default,0.014180176631896683,0.09960291907976444,1,ok,0.55,30.0,scraped_income_default
MSFO,MSFT,1.0,False,,scraped_income,0.775553,501,posterior.scraped_income_default,0.011609518364809501,0.05712312581739625,1,ok,0.55,30.0,scraped_income_default
MSTY,MSTR,1.0,False,,scraped_income,0.781082,501,posterior.scraped_income_default,0.015122231801514355,0.1285607210311813,1,ok,0.55,30.0,scraped_income_default
NFLY,NFLX,1.0,False,,scraped_income,0.756115,501,posterior.scraped_income_default,0.016570402452885158,0.07804236948013643,1,ok,0.55,30.0,scraped_income_default
NVDY,NVDA,1.0,False,,scraped_income,0.76798,501,posterior.scraped_income_default,0.01835166316897339,0.07780780099735161,1,ok,0.55,30.0,scraped_income_default
PLTY,PLTR,1.0,False,,scraped_income,0.770813,420,posterior.scraped_income_default,0.011855248202582066,0.08459616255920899,1,ok,0.55,30.0,scraped_income_default
PYPY,PYPL,1.0,False,,scraped_income,0.772792,501,posterior.scraped_income_default,0.025938275549007097,0.07987268205934164,1,ok,0.55,30.0,scraped_income_default
RBLY,RBLX,1.0,False,,scraped_income,0.752829,220,posterior.scraped_income_default,0.012818182980584304,0.091372904445134,1,ok,0.55,30.0,scraped_income_default
RDYY,RDDT,1.0,False,,scraped_income,0.738063,191,posterior.scraped_income_default,0.015005264058092403,0.09933663377903972,1,ok,0.55,30.0,scraped_income_default
SMCY,SMCI,1.0,False,,scraped_income,0.754835,438,posterior.scraped_income_default,0.029067142144105194,0.15239724737174096,1,ok,0.55,30.0,scraped_income_default
SNOY,SNOW,1.0,False,,scraped_income,0.782665,501,posterior.scraped_income_default,0.0480063250238867,0.10918981942536911,1,ok,0.55,30.0,scraped_income_default
TSLY,TSLA,1.0,False,,scraped_income,0.763615,501,posterior.scraped_income_default,0.015710942893471958,0.09308281845238736,1,ok,0.55,30.0,scraped_income_default
TSMY,TSM,1.0,False,,scraped_income,0.760984,453,posterior.scraped_income_default,0.014403925997908325,0.06807827776470848,1,ok,0.55,30.0,scraped_income_default
XOMO,XOM,1.0,False,,scraped_income,0.766481,501,posterior.scraped_income_default,0.021742218222587074,0.05420457089565158,1,ok,0.55,30.0,scraped_income_default
XYZY,XYZ,1.0,False,,scraped_income,0.770794,501,posterior.scraped_income_default,0.013930097064542356,0.09387129119466035,1,ok,0.55,30.0,scraped_income_default
AAPW,AAPL,1.0,False,,scraped_income,1.065336,329,posterior.scraped_income_default,0.05757297361165301,0.07705002817537494,1,ok,0.55,30.0,scraped_income_default
AMDW,AMD,1.0,False,,scraped_income,1.039486,223,posterior.scraped_income_default,0.004348374210471761,0.044725335578191486,1,ok,0.55,30.0,scraped_income_default
AMZW,AMZN,1.0,False,,scraped_income,1.055749,247,posterior.scraped_income_default,0.008769163914416903,0.041774469813955904,1,ok,0.55,30.0,scraped_income_default
ARMW,ARM,1.0,False,,scraped_income,1.010654,159,posterior.scraped_income_default,0.006244012786026906,0.06397365258472974,1,ok,0.55,30.0,scraped_income_default
AVGW,AVGO,1.0,False,,scraped_income,1.03854,223,posterior.scraped_income_default,0.005399199277927489,0.038563385583578996,1,ok,0.55,30.0,scraped_income_default
BABW,BABA,1.0,False,,scraped_income,1.03066,159,posterior.scraped_income_default,0.00787324004319894,0.0373322288781537,1,ok,0.55,30.0,scraped_income_default
BRKW,BRK-B,1.0,False,,scraped_income,1.034211,247,posterior.scraped_income_default,0.013983950109997412,0.030540178072306103,1,ok,0.55,30.0,scraped_income_default
COIW,COIN,1.0,False,,scraped_income,1.076362,330,posterior.scraped_income_default,0.006101255887665516,0.062097516983611586,1,ok,0.55,30.0,scraped_income_default
