symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,383.990436,0.0,0.0,-15.54,-45.44,9.39878302878728,0.0,0.0,332.4092190287873
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,187.800924,0.0,0.0,0.0,0.0,37.880292096114786,0.0,0.0,225.68121609611478
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,199.390523,0.0,0.0,-25.53,-41.71,9.528663202259093,0.0,0.0,141.67918620225907
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,10.604899,0.0,0.0,-107.6,-12.35,0.7757339597704465,0.0,0.0,51.31514790977045
TSYY,GRANITE YIELDBOOST TSLA ETF,0.0,7.811518,0.0,0.0,-3.8600000000000003,-0.14,0.200093376248456,0.0,0.0,4.011611376248456
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,4.919688,0.0,0.0,-149.29,-6.73,0.2245745696387783,0.0,0.0,-46.45187517036122
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,-6.417917,0.0,0.0,0.0,-70.37,13.620791272069637,0.0,0.0,-63.16712572793037
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,-208.607315,0.0,0.0,-29.37,-14.05,11.53966814132596,0.0,0.0,-240.48764685867405
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,-238.556704,0.0,0.0,-26.13,-39.31,10.938311220115818,0.0,0.0,-293.05839277988423
SDS,PROSHARES ULTRASHORT S&P500,0.0,-292.354867,0.0,0.0,-26.99,-27.46,15.790084703458405,0.0,0.0,-331.0147822965416
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,-6.723719,0.0,0.0,-1.46,-3.11,1.3163154474540324,0.0,0.0,-389.656632772546
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,-1335.042631,0.0,0.0,0.0,-22.439999999999998,18.588921682341127,0.0,0.0,-1338.893709317659
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-1372.229378,0.0,0.0,-90.65,-80.47,17.62044187137598,0.0,0.0,-1529.1348944286242
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-1909.977632,0.0,0.0,0.0,-207.6,17.726790962455805,0.0,0.0,-2099.8508410375443
