underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
CRML,metals,override,1.0,,3.6140463211839493,computed,1951.024376819998,32872.25562318
TSLA,mega-cap-tech,override,1.0,,2.0978772580424696,computed,1622.1715309300007,33042.82846907
MARA,crypto-equity,override,1.0,,3.148174695598902,computed,1157.233833260001,17945.48616674
EOSE,clean,override,1.0,,3.844981710659709,computed,977.6540665600004,18062.34593344
LEU,nuclear,override,1.0,,3.245878264789174,computed,821.7287927600009,17566.09120724
XRPZ,crypto,override,1.0,,2.694504240973505,computed,777.0625570399989,34033.377442959994
NNE,nuclear,override,1.0,,3.931169995027588,computed,753.6528251999989,20965.1471748
MSTR,crypto-equity,override,1.0,,3.0464572926156737,computed,748.5054620202009,33893.0945379798
UEC,nuclear,override,1.0,,2.793883792120053,computed,696.6226670999995,15192.6973329
RCAT,drones,override,1.0,,3.4425252927923906,computed,633.7988521728012,16833.8811478272
QCOM,semis,override,1.0,,2.0044471744887926,computed,586.8923112749999,14053.367688725
QBTS,quantum,override,1.0,,4.077310935356446,computed,473.1110087999987,17663.6889912
CEG,nuclear,override,1.0,,1.4093676811675167,computed,446.6897578199987,18633.91024218
OKLO,nuclear,override,1.0,,3.9422013919229637,computed,443.84661695999966,8967.33338304
AAPL,mega-cap-tech,override,1.0,,0.8754933344397672,computed,436.651831879999,30997.34816812
META,mega-cap-tech,override,1.0,,1.4465829767171845,computed,387.2773940059988,26065.022605994
GSOL,crypto,heuristic,0.55,,2.913776430903928,computed,380.8319807654007,23671.6480192346
SNOW,software,override,1.0,,1.27175792323306,computed,379.9474971968011,14842.5325028032
SOEZ,broad,override,1.0,,2.631536513449184,computed,373.39106084000014,16114.44733916
BABA,china,override,1.0,,1.2643809075586798,computed,356.2021346799984,13052.43786532
OPEN,consumer,override,1.0,,2.9277202223031993,computed,308.38654781939977,6562.1134521806
SMCI,semis,override,1.0,,3.5451785510948364,computed,301.6446067200004,5275.17539328
SBET,crypto-equity,override,1.0,,3.552236004355174,computed,299.4700992299995,13740.52990077
URA,nuclear,override,1.0,,2.3689027674248826,computed,282.81291840000085,14773.4870816
ASML,semis,override,1.0,,2.1928656735021144,computed,271.5808327000004,15405.8191673
ETHA,crypto,override,1.0,,2.96948281034266,computed,237.7921294000007,49047.7078706
F,consumer,vendor,0.75,,1.2562280107700359,computed,231.1785508112007,11058.4214491888
CRCL,software,override,1.0,,3.033920107686827,computed,215.77165220000097,19361.1883478
LLY,healthcare,override,1.0,,0.45616521652183495,computed,210.4436531912004,3513.9163468088
GDX,metals,override,1.0,,1.7025260061014063,computed,208.46390784000323,36829.83609216
ASHR,china,heuristic,0.55,,0.7439264520919772,computed,199.80726974999925,14879.15273025
BULL,crypto-equity,override,1.0,,2.5193406213489884,computed,196.1031135000001,3686.7368865
RTX,industrials,vendor,0.75,,0.4729167547955343,computed,195.78656151559997,4158.4534384844
DNN,nuclear,override,1.0,,1.9668835969738125,computed,192.82662013899997,4183.633379861
NU,fintech,override,1.0,,1.3188592137241022,computed,178.4994232120007,14565.800576788
KWEB,china,override,1.0,,1.1750874257764483,computed,177.3010702599995,14918.978929739998
MRNA,healthcare,override,1.0,,1.6404492750442818,computed,171.9552721000009,15061.4847279
PYPL,fintech,override,1.0,,1.2729135906452027,computed,168.6315734755999,4318.3684265244
LAC,metals,override,1.0,,2.087658167721897,computed,159.58530329280077,10845.2546967072
GRAB,consumer,override,1.0,,1.4804500668873135,computed,158.0824878000003,8005.157512199999
LRCX,semis,override,1.0,,2.949383982442734,computed,155.71118920000026,4331.2888108
XBI,healthcare,heuristic,0.55,,1.0489454330565082,computed,153.72968639999976,4227.1703136
TTD,software,override,1.0,,0.7153751027480549,computed,139.41500357999962,3710.78499642
MU,semis,override,1.0,,3.1302690070030694,computed,132.2458690000003,14970.954131
VRT,hardware,override,1.0,,2.5303054599786376,computed,129.4569761999992,17182.3430238
HOOD,fintech,override,1.0,,3.050341544698058,computed,126.68012439999892,8927.819875600002
IREN,crypto-equity,override,1.0,,3.374373396812159,computed,111.85928589599916,15113.380714104002
CRM,mega-cap-tech,override,1.0,,0.5247909608106887,computed,108.6747432000011,18553.2452568
CMG,consumer,override,1.0,,0.9095693932015629,computed,108.17668915520062,13380.3033108448
ORLY,consumer,vendor,0.75,,0.07107633604075027,computed,106.26249006520038,4461.737509934799
ETOR,fintech,override,1.0,,1.758110816403355,computed,101.53190606159978,5407.788093938401
UUUU,nuclear,override,1.0,,2.677426564567237,computed,97.6515624724002,6180.7484375276
XOM,energy,vendor,0.75,,-0.3854947411951652,computed,90.66008480000164,19906.3599152
IBIT,crypto,override,1.0,,1.802702866980832,computed,90.54709035999986,67005.05290964001
RBLX,software,override,1.0,,1.696768280751925,computed,87.9040409600002,14862.09595904
ISRG,healthcare,vendor,0.75,,0.8516805693420675,computed,84.68408278649986,5350.7159172135
UPS,industrials,override,1.0,,0.8516078283002517,computed,84.3613498799998,3428.15865012
ARM,semis,override,1.0,,3.080000081735935,computed,71.25075250000032,3669.109247500001
LMT,industrials,vendor,0.75,,0.11176049138921476,computed,67.6744986000001,3698.5255014
FIG,software,override,1.0,,1.2418918468294895,computed,66.07208395000089,12563.16791605
XLE,other,default,0.1,,-0.1502723942954629,computed,65.73292727999979,20148.02707272
U,software,override,1.0,,2.286115823655005,computed,55.879020337500606,6283.0009796625
BE,clean,override,1.0,,4.162849671111322,computed,54.88752674999978,6740.61247325
TEM,software,override,1.0,,2.5124072101626433,computed,54.11904974999925,13896.75095025
XPEV,china,override,1.0,,1.6163956365850718,computed,53.19975908319998,4045.1602409168
GDXJ,metals,override,1.0,,1.9556840709779264,computed,43.09209059999967,4135.8479094
KTOS,drones,override,1.0,,2.1583771917077894,computed,38.44101266999997,3847.39898733
COIN,crypto-equity,override,1.0,,3.114041313298173,computed,35.90272116000051,9423.81727884
NOW,software,override,1.0,,0.7493036941658241,computed,35.851990000000114,3986.14801
BIDU,mega-cap-tech,vendor,0.75,,1.642371729517583,computed,35.34381308079992,4167.8361869192
PBR,energy,vendor,0.75,,-0.03732235290103271,computed,35.242036783500225,6923.3179632165
SNAP,software,override,1.0,,1.9450162831953806,computed,34.65633845759976,3978.1436615424
ZETA,software,override,1.0,,2.629444382756858,computed,22.110193080600084,4065.0898069194
ORCL,mega-cap-tech,override,1.0,,1.826240798068687,computed,17.552861220000068,4277.547138779999
ADBE,mega-cap-tech,override,1.0,,0.4625905746447373,computed,15.070259139999962,3827.16974086
SNPS,software,vendor,0.75,,1.5933202307050323,computed,2.0152958799997123,3976.98470412
SHOP,software,override,1.0,,2.1492424343633747,computed,1.0209047040002588,4213.139095295999
AAL,industrials,override,1.0,,1.7998231824986162,computed,0.7399692800001958,4063.82003072
APP,software,override,1.0,,2.14443573866243,computed,-3.761512000000039,5749.921512
FCX,metals,override,1.0,,2.1368187311172027,computed,-4.645016231800128,4986.965016231799
DDOG,software,vendor,0.75,,1.3094373750930308,computed,-9.06062310399966,4204.500623104001
FXI,china,override,1.0,,0.852411578916032,computed,-25.13272340000003,17836.092723399997
NOK,industrials,override,1.0,,1.4509702478342,computed,-27.1084056600007,4682.20840566
CLS,semis,override,1.0,,3.072008109074454,computed,-32.15597145000015,3600.23597145
GLXY,crypto-equity,override,1.0,,3.853850090168674,computed,-32.84580679999999,10800.9858068
XOP,energy,override,1.0,,-0.12944831376711213,computed,-33.75029728000118,24559.990297280005
XYZ,fintech,override,1.0,,1.9922795024304374,computed,-33.892918799999734,4351.7329188
ACHR,evtol,override,1.0,,2.956593445672337,computed,-35.57078699999988,3720.170787
