symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,14875.915220409599,14875.915220409599,1
DUST,flow_program,13616.0529408,13616.0529408,1
FAZ,flow_program,10221.406225800001,10221.406225800001,1
SDS,flow_program,9361.64027871,9361.64027871,1
ZSL,flow_program,9203.649343199999,9203.649343199999,1
LABD,flow_program,8782.273184999998,8782.273184999998,1
TSLQ,flow_program,7778.6544671,7778.6544671,1
SQQQ,flow_program,7294.877922240001,7294.877922240001,1
NVDQ,flow_program,5522.47435025,5522.47435025,1
SOXS,flow_program,2488.4109579999995,2488.4109579999995,1
EWV,flow_program,2210.5373908648003,2210.5373908648003,1
TSYY,flow_program,-60.82000639,60.82000639,1
NVYY,flow_program,-71.2891424,71.2891424,1
TQQY,flow_program,-371.9430519,371.9430519,1
