underlying,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
QBTS,7091.62728488,1141.6750752790922,0.0,0.0,-269.15999999999997,-243.19,100.63315966364443,0.0,0.0,7821.5855198227355
MSTR,2361.76591262,17610.852492720827,-0.37,0.0,-11333.92,-1341.79,379.89523319933033,0.0,0.0,7676.433638540159
BE,2336.46050047,3223.1862412549917,0.0,0.0,0.0,-111.78,44.27427527045013,0.0,0.0,5492.1410169954415
IREN,-420.95017183000004,5445.477483878854,0.0,0.0,0.0,-376.14,75.45352694996848,0.0,0.0,4723.840838998823
GDX,2121.6362039,2213.448613,0.0,0.0,-10.84,-44.8,5.178317537265979,0.0,0.0,4284.623134437266
MARA,4955.78923608,8991.941551,-9.29,0.0,-9186.75,-881.6500000000001,161.82966940060663,0.0,0.0,4031.8704564806053
NBIS,-1114.0506039600004,5020.71978590521,0.0,0.0,0.0,-232.51,69.01437089700096,0.0,0.0,3743.1735528422105
COIN,2084.20278568,3412.587690254525,0.0,0.0,-1843.4299999999998,-316.68,276.3011424781361,0.0,0.0,3612.981618412663
CRML,0.0,3671.556477,0.0,0.0,0.0,-391.22,156.1182914289808,0.0,0.0,3436.4547684289805
IONQ,-3623.1337088699997,9756.625391,0.0,0.0,-2967.06,-762.0400000000001,417.27872862591386,0.0,0.0,2821.6704107559126
CRCL,857.7546397200001,2043.5889489552114,0.0,0.0,0.0,-255.86,39.61118532591027,0.0,0.0,2685.0947740011216
CRWV,181.83652973,2552.296838311606,0.0,0.0,0.0,-258.42,64.95875811801957,0.0,0.0,2540.672126159626
BLSH,2096.2826379,256.3496860000001,0.0,0.0,0.0,-64.27,5.439809269031929,0.0,0.0,2293.802133169032
NVTS,-3739.127547169999,6401.4954450000005,0.0,0.0,0.0,-767.48,48.04082617837786,0.0,0.0,1942.9287240083795
RKLB,441.32892745000004,1064.8339543227287,0.0,0.0,0.0,-49.46,9.777464006804838,0.0,0.0,1466.4803457795333
FLY,0.0,1305.763923,0.0,0.0,0.0,-143.6,33.235661380867626,0.0,0.0,1195.3995843808675
XRPZ,-1250.7390597200001,2442.205613,0.0,0.0,-13.38,-121.65,19.750494843526425,0.0,0.0,1076.187048123527
TSLA,1235.08033571,452.464679,0.0,0.0,-416.75,-266.06,7.10491547396071,0.0,0.0,1011.8399301839611
QUBT,577.6287072099994,746.9021950000001,0.0,0.0,0.0,-343.5,12.039545814996652,0.0,0.0,993.070448024996
BA,855.7689808800001,265.399163,0.0,0.0,-16.68,-143.23,2.120438094643772,0.0,0.0,963.3785819746437
SLV,950.869985,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.289985
RIOT,1603.22390772,212.190619,0.0,0.0,-738.18,-131.59,4.6286131173812874,0.0,0.0,950.2731398373812
ETHA,-3009.63951272,4037.284188,-0.81,0.0,-18.479999999999997,-144.66,19.380902124142573,0.0,0.0,883.0755774041434
CIFR,-360.22526426,1418.6278690000001,0.0,0.0,0.0,-219.41,25.899683230309655,0.0,0.0,864.89228797031
AVGO,896.1276030400008,63.42898500000001,34.45,0.0,-30.49,-111.52000000000001,4.142427581030132,0.0,0.0,856.1390156210305
WULF,-440.79826815,1433.0125909999997,0.0,0.0,0.0,-200.13,18.181969044398187,0.0,0.0,810.2662918943979
HUT,-978.49868982,1928.066992,0.0,0.0,0.0,-177.74,19.51603543518941,0.0,0.0,791.3443376151895
LITE,0.0,802.8897240000001,0.0,0.0,0.0,-43.01,26.173856093904043,0.0,0.0,786.0535800939042
LEU,656.40734768,338.48264399999994,0.0,0.0,0.0,-224.03,2.8331573319391694,0.0,0.0,773.6931490119391
KLAC,629.2244808499998,156.15478999999996,11.4,0.0,0.0,-70.51,2.4556105990647104,0.0,0.0,728.7248814490647
RDW,18.5810247,875.3588500000001,0.0,0.0,0.0,-187.84,15.610614811301117,0.0,0.0,721.7104895113011
BBAI,562.88593049,209.67212999999992,0.0,0.0,0.0,-140.01,9.178705119378426,0.0,0.0,641.7267656093783
TER,428.76302399000025,410.667833,3.12,0.0,0.0,-211.45,3.0403579680646042,0.0,0.0,634.1412149580648
PLUG,-302.5420285199998,1197.3753590000001,0.0,0.0,0.0,-313.59,10.193903318099562,0.0,0.0,591.4372337980985
GOOGL,861.5952203500001,-19.311644,11.34,0.0,-145.61,-150.13,1.8774868569573508,0.0,0.0,559.7610632069573
UEC,97.09168048,513.42139,0.0,0.0,0.0,-64.92,7.523789109668931,0.0,0.0,553.1168595896688
ONDS,-38.48707996,740.82701,0.0,0.0,0.0,-181.74,23.14566974790692,0.0,0.0,543.7455997879072
COPX,203.41437564,360.441998,0.0,0.0,0.0,-44.79,2.5801574295226217,0.0,0.0,521.6465310695228
PLTR,-574.0270269400005,1775.826707,0.0,0.0,-454.58,-241.27,7.311861355205663,0.0,0.0,513.2615414152053
RGTI,-265.11898115,848.1584170000001,0.0,0.0,0.0,-115.69,22.282560212833594,0.0,0.0,489.6319960628334
SMCI,-491.77189563,799.3989470000001,0.0,0.0,0.0,-160.38,337.31176607063986,0.0,0.0,484.55881744064027
USAR,567.7894962700001,202.13499000000002,0.0,0.0,0.0,-321.48,17.85375984004376,0.0,0.0,466.2982461100437
MRNA,337.56240742,211.901035,0.0,0.0,0.0,-87.89,3.7366879747156534,0.0,0.0,465.31013039471577
BMNR,1598.2823347,-844.138788,0.0,0.0,0.0,-333.73,26.652682044819052,0.0,0.0,447.0662287448192
SOXX,371.2612526499995,59.94678299999998,0.0,0.0,4.16,-11.74,4.039619833706692,0.0,0.0,427.66765548370563
HIMS,-39.45312612999999,952.0404480000002,0.0,0.0,-458.67,-96.62,60.85802541909501,0.0,0.0,418.15534728909506
TSM,646.1240994599998,6.6308500000000095,37.56,-7.89,-138.64,-131.63,2.806238232901562,0.0,0.0,414.9611876929011
URA,214.4498620500001,256.848026,0.0,0.0,-42.69,-26.25,2.9610442819411795,0.0,0.0,405.31893233194114
OKLO,-473.26579031,1025.262874,0.0,0.0,0.0,-173.98,20.68609629514582,0.0,0.0,398.7031799851458
SRPT,-704.58631049,1228.386087,0.0,0.0,0.0,-140.88,6.141121148901296,0.0,0.0,389.06089765890147
EWJ,388.675936,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.275936
NVDA,2318.1351800000007,-1277.083337,1.44,0.0,-328.01,-363.09000000000003,19.42551253432477,0.0,0.0,370.8173555343244
VRT,683.3970857300002,-237.240616,2.06,0.0,0.0,-96.67,2.6740770621270196,0.0,0.0,354.2205467921277
FXI,277.57333041,86.561522,0.0,0.0,-5.57,-10.88,1.5302276487624291,0.0,0.0,349.21508005876245
SNOW,-284.4122981400001,786.50514,0.0,0.0,-114.75,-43.620000000000005,3.4015437763925473,0.0,0.0,347.12438563639216
SOEZ,-1971.2799376,2371.964013,32.44,0.0,-25.16,-70.72,7.654959567019376,0.0,0.0,344.89903496701936
KWEB,340.59698891,37.24936099999999,0.0,0.0,-29.95,-11.72,1.672550708658424,0.0,0.0,337.84890061865826
CRDO,-1192.03294537,1624.565956,0.0,0.0,0.0,-112.41,17.30023409695184,0.0,0.0,337.4232447269517
GEV,212.7940995299998,175.57674500000002,5.0,0.0,0.0,-63.62,3.4719410416990986,0.0,0.0,333.222785571699
CEG,88.28611680000006,346.956522,14.93,0.0,0.0,-133.95,1.4365910771363448,0.0,0.0,317.65922987713657
RKT,-488.47250803000003,843.826644,0.0,0.0,0.0,-43.04,5.302298245767262,0.0,0.0,317.61643421576747
KEEL,-1087.57642221,1460.7091929999997,0.0,0.0,0.0,-84.76,28.561164078901726,0.0,0.0,316.93393486890136
GLXY,-968.6733428799998,1367.3971459999998,0.0,0.0,0.0,-127.26,16.028809100661384,0.0,0.0,287.49261222066116
LAC,115.14513408000002,263.76602,0.0,0.0,0.0,-130.25,4.460701345045758,0.0,0.0,253.1218554250458
EOSE,4476.9868434,-4134.916511,0.0,0.0,0.0,-132.87,39.903615622605884,0.0,0.0,249.10394802260544
UUUU,0.0,290.0985559999999,0.0,0.0,0.0,-67.49,19.544228308629428,0.0,0.0,242.1527843086294
CLS,-52.838314,248.67318899999998,0.0,0.0,0.0,-30.29,8.632793716603137,0.0,0.0,174.1776687166031
U,425.39579273000004,-226.64435600000002,0.0,0.0,0.0,-32.89,6.969074510468093,0.0,0.0,172.830511240468
APP,-362.91065095,542.893119,0.0,0.0,0.0,-32.4,7.872774989831565,0.0,0.0,155.4552430398315
CORZ,359.24590361999975,-112.58937800000001,0.0,0.0,0.0,-98.85,5.517424589285473,0.0,0.0,153.32395020928513
CMG,181.57828116999994,25.679553,0.0,0.0,0.0,-57.31,1.0196422560806553,0.0,0.0,150.96747642608065
XPEV,137.83670035,25.59960799999999,0.0,0.0,0.0,-15.76,2.685342889063894,0.0,0.0,150.3616512390639
ACHR,-184.49388874000002,360.79972899999996,0.0,0.0,0.0,-33.63,5.328849365533062,0.0,0.0,148.00468962553302
RCAT,0.0,239.32645000000048,0.0,0.0,0.0,-134.96,34.40838301402018,0.0,0.0,138.77483301402026
LLY,175.52163227999998,0.0,8.65,0.0,-2.23,-44.27,0.0,0.0,0.0,137.67163227999998
META,1151.14379598,922.9884379999999,12.6,0.0,-1898.69,-204.2,150.6633383976091,0.0,0.0,134.50557237760881
AAL,177.59637540999998,0.0,0.0,0.0,0.0,-45.63,0.0,0.0,0.0,131.96637540999998
PL,116.02516115,15.180344,0.0,0.0,0.0,-15.459999999999999,4.1480888005964,0.0,0.0,119.8935939505964
FCX,75.74162664,36.357710999999995,6.15,0.0,0.0,-11.08,2.0352367401714284,0.0,0.0,109.20457438017142
SOUN,31.22036946,103.575864,0.0,0.0,0.0,-35.02,3.987055410033887,0.0,0.0,103.76328887003389
TSUI,0.0,97.55963399999996,0.0,0.0,0.0,-15.11,17.099572169425446,0.0,0.0,99.54920616942536
CSCO,146.5041246300001,0.0,49.05,0.0,-25.45,-70.69,0.0,0.0,0.0,99.41412463000006
SPOT,122.29723563000002,-4.934757000000001,0.0,0.0,0.0,-23.89,2.085904655289533,0.0,0.0,95.55838328528957
MU,-675.2640442000011,870.6097959999997,3.0,0.0,-14.21,-100.11999999999999,10.308599626512166,0.0,0.0,94.32435142651138
QS,78.92980435,45.406994,0.0,0.0,0.0,-37.37,4.939838663036909,0.0,0.0,91.90663701303686
ETOR,138.81166172999997,-17.841361000000006,0.0,0.0,0.0,-40.29,1.9070101169954423,0.0,0.0,82.58731084699548
UBER,-80.66586921000001,173.20570400000003,0.0,0.0,0.0,-13.83,2.039312818259142,0.0,0.0,80.74914760825914
LRCX,61.35530299000004,36.76126700000003,0.0,0.0,0.0,-20.1,2.5046650666064285,0.0,0.0,80.52123505660643
XBI,96.87486328000003,0.0,0.0,0.0,0.0,-17.64,0.0,0.0,0.0,79.23486328000001
ABNB,196.6515405,0.0,0.0,0.0,-99.24000000000001,-19.52,0.0,0.0,0.0,77.89154050000002
ISRG,98.83789711999998,0.0,0.0,0.0,0.0,-22.73,0.0,0.0,0.0,76.10789711999996
SATS,162.18690027999997,-24.036423999999997,0.0,0.0,0.0,-67.52,1.4452244369749045,0.0,0.0,72.07570071697478
BULL,-2.1228404199999886,117.004938,0.0,0.0,0.0,-47.43,2.3462641431422306,0.0,0.0,69.79836172314222
DNN,-69.68266652,161.15223100000003,0.0,0.0,0.0,-24.36,2.497758378735581,0.0,0.0,69.60732285873559
ARKK,76.75865212000001,-3.4502020000000044,0.0,0.0,0.0,-10.25,2.2450981494930087,0.0,0.0,65.30354826949302
SOFI,205.14761228999993,-73.68338400000005,0.0,0.0,-13.16,-68.09,4.679592399575537,0.0,0.0,54.89382068957529
AVAV,0.0,63.479881999999975,0.0,0.0,0.0,-17.9,4.339834307305921,0.0,0.0,49.919716307305976
NOW,-19.64889791,87.30072799999999,0.0,0.0,0.0,-21.64,2.771733099645154,0.0,0.0,48.78356318964512
FIG,-831.7316186800001,897.1613149999998,0.0,0.0,0.0,-24.560000000000002,6.669312934434164,0.0,0.0,47.53900925443372
ZETA,0.0,76.610053,0.0,0.0,0.0,-32.88,3.3947503129130245,0.0,0.0,47.12480331291303
NIO,12.701077900000001,47.57490900000002,0.0,0.0,0.0,-20.63,1.9636506187559606,0.0,0.0,41.60963751875596
EWW,28.7945199,19.859547000000003,0.0,0.0,-0.71,-11.32,0.9677288726579711,0.0,0.0,37.591795772657974
APH,-45.59717795,110.525001,4.0,0.0,0.0,-35.74,2.758089560490447,0.0,0.0,35.94591261049044
XOM,243.60277527000014,0.0,38.11,0.0,-178.78,-69.99,0.0,0.0,0.0,32.9427752700002
COST,109.99453740999999,0.0,7.8,0.0,0.0,-89.69,0.0,0.0,0.0,28.10453740999999
ORCL,-22.604151040000033,83.34741500000001,7.5,0.0,-6.92,-40.58,4.365677774625937,0.0,0.0,25.108941734625887
JOBY,82.7650832,-40.04728499999999,0.0,0.0,0.0,-21.03,2.235898667697822,0.0,0.0,23.923696867697856
OKTA,13.683932290000001,38.44709899999998,0.0,0.0,0.0,-33.85,2.6983636940663116,0.0,0.0,20.979394984066232
ANET,-101.02082758,128.18780599999997,0.0,0.0,0.0,-8.72,2.1921657465483966,0.0,0.0,20.63914416654832
NET,-59.97216711,93.531904,0.0,0.0,0.0,-13.91,0.8734129546839348,0.0,0.0,20.523149844683925
GME,33.48673479,0.0,0.0,0.0,0.0,-15.02,0.0,0.0,0.0,18.466734789999997
CELH,41.48727030000009,0.0,0.0,0.0,0.0,-24.38,0.0,0.0,0.0,17.107270300000092
IWM,44.02432856,-29.542133,0.0,0.0,0.0,-2.06,1.4668502957180511,0.0,0.0,13.889045855718049
B,-0.13594824,13.704923,0.0,0.0,0.0,-4.26,1.4804938348727583,0.0,0.0,10.789468594872758
DUOL,-28.310824690000004,42.79101,0.0,0.0,0.0,-7.15,3.310199998690802,0.0,0.0,10.640385308690838
RDDT,592.7425026800001,-429.58984100000004,0.0,0.0,-105.7,-52.989999999999995,5.139792938117519,0.0,0.0,9.602454618117577
VST,-26.00056618,38.181693,0.0,0.0,0.0,-4.42,1.3552959641647262,0.0,0.0,9.116422784164728
HL,17.057037750000006,0.0,0.0,0.0,0.0,-10.15,0.0,0.0,0.0,6.907037750000001
TTD,-1.0509629800000022,25.786468999999997,0.0,0.0,0.0,-21.86,1.3372649798461604,0.0,0.0,4.212770999846149
GLW,9.94989575,0.5741739999999993,0.0,0.0,0.0,-8.61,2.1254482739599196,0.0,0.0,4.039518023959907
MRVL,209.34356985999966,13.478318999999985,8.76,0.0,-9.19,-223.23000000000002,1.5001665728655422,0.0,0.0,0.6620554328646904
XLK,0.0,0.0,0.0,0.0,0.0,-0.025357243015494565,0.0,0.0,0.0,-0.025357243015494565
XLF,0.0,0.0,0.0,0.0,0.0,-0.06794163396667297,0.0,0.0,0.0,-0.06794163396667297
SHOP,-134.87008455,161.73346700000002,0.0,0.0,-5.16,-24.43,2.1725496207512753,0.0,0.0,-0.5540679292486743
EWY,3.552713678800501e-15,5.061264000000051,0.0,0.0,-0.23,-11.71,4.749763216099438,0.0,0.0,-2.1289727839006183
ORLY,5.603025000000002,0.0,0.0,0.0,0.0,-8.74,0.0,0.0,0.0,-3.1369749999999925
FUTU,-13.224047250000002,0.0,13.0,0.0,0.0,-5.57,0.0,-0.25,0.0,-6.0440472500000055
VALE,5.617185699999993,0.0,0.0,0.0,0.0,-13.52,0.0,0.0,0.0,-7.902814299999989
SBET,-161.3823036,206.925146,0.0,0.0,0.0,-64.17,9.495393741915498,0.0,0.0,-9.131763858084511
NEM,-72.84397291,73.63375300000004,0.0,0.0,0.0,-13.16,2.420086446286374,0.0,0.0,-9.950133463713655
AFRM,51.37479397000004,-14.845098000000007,0.0,0.0,0.0,-49.31,2.0359160865193804,0.0,0.0,-10.744387943480547
