date,book_equity_start,book_equity,daily_price_pnl,daily_borrow_cost,daily_short_credit,daily_margin_cost,daily_txn_cost,daily_net_pnl,pnl_recon_residual,long_notional,short_notional,gross_notional,net_notional,pair_gross_notional,raw_plan_stock_gross_usd,blended_stock_structural_gross_usd,target_blend_alpha,confirmed_desired_gross_usd,turnover_reference_gross_usd,deployed_desired_gross_ratio,underlying_internalized_usd,gross_leverage,net_exposure_pct,turnover_usd,n_positions,largest_pair_gross_share,top5_gross_share,gross_hhi,n_stale_etf,n_stale_underlying,is_rebalance,active_plan_date,drawdown,core_leveraged,core_leveraged__price_pnl,core_leveraged__borrow_cost,core_leveraged__short_credit,core_leveraged__margin_cost,core_leveraged__txn_cost,core_leveraged__net_cap,core_leveraged__gross_cap,yieldboost,yieldboost__price_pnl,yieldboost__borrow_cost,yieldboost__short_credit,yieldboost__margin_cost,yieldboost__txn_cost,yieldboost__net_cap,yieldboost__gross_cap,inverse_decay_bucket4,inverse_decay_bucket4__price_pnl,inverse_decay_bucket4__borrow_cost,inverse_decay_bucket4__short_credit,inverse_decay_bucket4__margin_cost,inverse_decay_bucket4__txn_cost,inverse_decay_bucket4__net_cap,inverse_decay_bucket4__gross_cap,volatility_etp_bucket5,volatility_etp_bucket5__price_pnl,volatility_etp_bucket5__borrow_cost,volatility_etp_bucket5__short_credit,volatility_etp_bucket5__margin_cost,volatility_etp_bucket5__txn_cost,volatility_etp_bucket5__net_cap,volatility_etp_bucket5__gross_cap,core_leveraged_cum_pnl,yieldboost_cum_pnl,inverse_decay_bucket4_cum_pnl,volatility_etp_bucket5_cum_pnl
2026-02-27,1050000.0,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0,,,,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-02,1050000.0,1045164.6293931609,0.0,0.0,0.0,0.0,4835.370606839074,-4835.370606839075,-9.094947017729282e-13,1434947.2340853896,707052.7659146104,2142000.0,727894.4681707793,2142000.0,,,,2257500.0,2142000.0,0.9488372093023256,0.0,2.0494378969212526,0.6964400130852173,2142000.0,23,0.09,0.4428636277948496,0.060058909812945475,0,0,1,2026-02-28,-0.004605114863656223,-4835.370606839074,0.0,0.0,0.0,0.0,4835.370606839074,727894.4681707794,2141999.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4835.370606839074,0.0,0.0,0.0
2026-03-03,1045164.6293931609,1045793.0344171022,929.3094219330978,328.61578970930435,67.08108921052991,39.36969749299604,0.0,628.4050239413045,-2.2737367544323206e-11,1364328.8332714173,635505.0556787046,1999833.888950122,728823.7775927127,1999833.8889501223,,,,2213696.9235298303,1999833.8889501223,0.9033910051974529,0.0,1.9122654513230501,0.6969101472347634,0.0,23,0.09362493625632282,0.4468957083356797,0.06029202468956821,0,0,0,2026-03-02,-0.004006633888474109,628.4050239413273,929.3094219330978,328.61578970930435,67.08108921052991,39.36969749299604,0.0,728823.7775927127,1999833.8889501223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4206.965582897747,0.0,0.0,0.0
2026-03-04,1045793.0344171022,1050764.403016712,5303.428459215036,358.5990557746891,73.69959175138773,47.16039558193368,0.0,4971.368599609821,2.000888343900442e-11,1432333.8647492856,698206.6586973576,2130540.5234466433,734127.206051928,2130540.5234466423,,,,2259143.466485931,2130540.5234466423,0.9430744682898209,0.0,2.027610106823116,0.6986601410785058,0.0,23,0.09335543125843133,0.4402876907306541,0.060128267631592944,0,0,0,2026-03-03,0.0,4971.368599609801,5303.428459215036,358.5990557746891,73.69959175138773,47.16039558193368,0.0,734127.2060519278,2130540.523446643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.4030167120545,0.0,0.0,0.0
2026-03-05,1050764.403016712,1049904.4822204001,-548.3767362473282,338.9179728345786,68.59027745384206,41.21636468391732,0.0,-859.9207963119261,5.5933924159035087e-11,1383381.4578257636,649802.628510083,2033184.0863358467,733578.8293156807,2033184.0863358462,,,,2201809.3697173046,2033184.0863358462,0.9234151304374236,1.1641532182693481e-10,1.9365419624039977,0.6987100652854293,0.0,23,0.10216551063882315,0.43986712536455963,0.060050134326941305,0,0,0,2026-03-04,-0.0008183764065885502,-859.920796311982,-548.3767362473282,338.9179728345786,68.59027745384206,41.21636468391731,0.0,733578.8293156802,2033184.086335847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.51777959992751,0.0,0.0,0.0
2026-03-06,1049904.4822204001,1040090.260207179,-2727.720661227954,303.74310672981466,62.11573400371855,33.66929616703,6811.204683100028,-9814.222013221122,-1.4551915228366852e-11,1428827.0119653984,799334.0118187834,2228161.023784182,629493.0001466151,2338084.2850985248,,,,2189720.590060424,2338084.2850985248,1.067754623905695,54961.630657171016,2.1422765975525504,0.605229203878156,3085836.5485888408,129,0.07543190411769758,0.24315420408479924,0.024015627130140358,0,0,1,2026-03-05,-0.010158454910432768,-9564.012490669436,-2727.720661227954,303.74310672981466,62.11573400371855,33.669296167029984,6560.995160548356,744652.1612845461,2222925.1239605946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-250.20952255167367,0.0,0.0,0.0,0.0,250.20952255167367,-115159.16113793067,115159.16113793067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9659.530270269364,0.0,-250.20952255167367,0.0
2026-03-09,1040090.260207179,1047401.0126177861,7808.81702218511,533.4052361517331,89.7906283304237,54.45000375678352,0.0,7310.752410607063,4.638422979041934e-11,1487949.8750359712,850648.0578671714,2338597.9329031426,637301.8171687998,2455020.0138752707,,,,2191575.914059408,2455020.0138752707,1.120207608655404,58211.040486062644,2.2327627190833503,0.608460188114561,0.0,129,0.07545802200458049,0.25035108023436614,0.024679934628340415,0,0,0,2026-03-06,-0.003200898687916953,2932.418732961572,3431.1929702878188,528.5657539254452,84.24152035598233,54.450003756783545,0.0,748083.3542548337,2344238.476789238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4378.333677645442,4377.624051897288,4.839482226287968,5.549107974441313,0.0,0.0,-110781.53708603338,110781.53708603338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6727.111537307792,0.0,4128.124155093768,0.0
2026-03-10,1047401.0126177861,1047114.1835742608,207.50882378809195,529.7490138363656,89.02050562496102,53.60935910197553,0.0,-286.8290435252711,1.7109869077103212e-11,1480861.4845448502,843352.1585522619,2324213.643097112,637509.3259925883,2441556.003164465,,,,2191575.914059408,2441556.003164465,1.1140640794149013,58671.18003367691,2.2196372464018674,0.6088250316851681,0.0,129,0.07505460024345072,0.24748536017226802,0.024625730440417586,0,0,0,2026-03-06,-0.003473870481310204,-728.375197908088,-233.4299849014913,524.9023653816396,83.56651147701837,53.60935910197552,0.0,747849.9242699326,2331215.404887121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.5461543827997,440.9388086895832,4.846648454726129,5.453994147942609,0.0,0.0,-110340.59827734382,110340.59827734382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7455.48673521588,0.0,4569.670309476568,0.0
2026-03-11,1047114.1835742608,1047013.7983187562,419.9604716429721,555.0624044161691,92.70761845880558,57.99094119024207,0.0,-100.38525550463237,1.1226575225009583e-12,1516211.987652916,878282.701188684,2394494.6888416,637929.286464232,2515343.8932559113,,,,2168877.9848751826,2515343.8932559113,1.159744305948436,60424.60220715508,2.28697529362704,0.6092845075094405,0.0,129,0.07569073617244515,0.24809952007590097,0.024785275489125402,0,0,0,2026-03-10,-0.0035694059364668185,-1687.854829210552,-1167.0107071461784,550.4594022610672,87.60622138693563,57.990941190242076,0.0,746682.9135627863,2406590.2661573584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.4695737059185,1586.9711787891504,4.60300215510191,5.101397071869954,0.0,0.0,-108753.62709855466,108753.62709855466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9143.341564426431,0.0,6157.139883182486,0.0
2026-03-12,1047013.7983187562,1047033.3197060128,512.1446016822075,527.900555685332,89.07086329160052,53.79352203181837,0.0,19.52138725668192,2.4314772417710628e-11,1482270.6622494967,843829.2311835837,2326099.8934330805,638441.4310659129,2443132.198343535,,,,2144585.337170464,2443132.198343535,1.139209597304703,58516.15245522687,2.221610191055052,0.6097622865002761,0.0,129,0.07274812105671316,0.2504444581676894,0.02468936320951199,0,0,0,2026-03-11,-0.003550827664115186,1307.678236644001,1800.8554587771891,523.0156882568147,83.63198815544476,53.79352203181841,0.0,748483.7690215636,2333089.860387887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1288.156849387344,-1288.7108570949822,4.884867428517445,5.438875136155744,0.0,0.0,-110042.33795564964,110042.33795564964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7835.66332778243,0.0,4868.983033795143,0.0
