date,plan_date,n_pairs,turnover_step,turnover_usd,txn_cost_usd,target_planned_gross_usd,target_tradeable_gross_usd,raw_plan_stock_gross_usd,blended_stock_structural_gross_usd,target_blend_alpha,deployed_gross_usd,confirmed_desired_gross_usd,turnover_reference_gross_usd,deployed_desired_gross_ratio,untradeable_plan_gross_usd,blocked_pairs,n_added,n_exited,n_resize_candidates,n_resized,turnover_budget_usd,turnover_used_usd,n_deferred_pace,turnover_pace_mode,target_confirmed_today,persistent_target_pairs,n_hedge_repairs,hedge_repair_turnover_usd,hedge_reserve_usd,reserve_committed_usd,unused_reserve_to_tracking_usd,tracking_budget_usd,max_request_age,equity
2026-04-24,2026-04-23,254,3.0063791779413025,3201188.5459078522,7244.407360881337,4106082.658451129,3951648.9520827094,,,,4283277.437303539,3951648.9520827094,2493957.2489200914,1.0839215449656898,154433.7063684198,3,44,32,183,158,,3201188.5459078522,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1051024.319044049
2026-04-27,2026-04-26,258,0.06528083254707258,68611.74257441555,148.29125511308786,4226913.948761201,4199973.159785083,,,,4331569.528537815,4199973.159785083,4289116.638336718,1.0313326689829292,26940.7889761189,2,13,30,217,1,,68611.74257441555,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1056580.1959351872
2026-05-01,2026-04-30,265,0.6676942595372536,709975.1146858605,1624.4006139574947,4189371.6292194817,4137039.920133885,,,,4299210.150163066,4137039.920133885,4315663.175662725,1.039199580656677,52331.709085596725,22,13,16,205,99,,709975.1146858605,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1078110.555370445
2026-05-08,2026-05-07,258,3.4535293210138547,3750715.2570022666,8577.93300340946,4247563.643687547,4247563.643687546,,,,4399092.2454244625,4247563.643687546,4506712.69674493,1.0356742392694005,9.313225746154785e-10,2,5,38,212,183,,3750715.2570022666,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1086154.9648542057
2026-05-11,2026-05-09,257,0.02387763708396004,25934.814067730098,59.11071576971342,4209652.195466772,4209652.195466772,,,,4493818.6388378665,4209652.195466772,4519753.452905597,1.067503544277863,0.0,3,3,27,201,1,,25934.814067730098,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1084902.7953323673
2026-05-13,2026-05-12,257,0.006760055709432745,7402.5464499876725,14.95062406187282,4389659.252796124,4389659.252796124,,,,4340981.760589535,4389659.252796124,4348384.3070395235,0.9889108722560682,0.0,2,8,16,229,1,,7402.5464499876725,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1100150.2756406306
2026-05-15,2026-05-14,264,3.3316057232317915,3699884.1951289005,8232.098759684566,4422029.267190326,4422029.267190326,,,,4621430.754048142,4422029.267190326,4281443.647511197,1.0450927560197971,0.0,1,8,21,227,194,,3699884.1951289005,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1100045.913067465
2026-05-18,2026-05-16,264,0.009773043089395788,10750.796108722068,23.67645356116092,4406123.854152954,4406123.854152954,,,,4478231.041340519,4406123.854152954,4484889.912928952,1.0163652202194908,0.0,52,3,28,173,1,,10750.796108722068,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1104268.016316603
2026-05-19,2026-05-18,264,0.03367778847321132,37189.30467124322,83.83190992997322,4381067.278979896,4381067.278979896,,,,4380826.724861832,4381067.278979896,4414879.676981924,0.9999450923478812,0.0,23,1,30,178,1,,37189.30467124322,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1097928.017458465
2026-05-22,2026-05-21,266,1.0342866481062307,1148488.5850729158,2555.259676945912,4460957.081971509,4460957.08197151,,,,4205244.447663486,4460957.08197151,4791985.903304966,0.9426776295738284,0.0,104,5,21,196,86,,1148488.5850729158,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1115479.0967068912
2026-05-26,2026-05-25,267,0.03316924173714153,36999.59581139915,85.41594592688922,4449877.615203549,4449877.615203549,,,,4241985.147166017,4449877.615203549,4239581.186399657,0.9532813065853223,0.0,271,1,36,166,4,,36999.59581139915,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1115172.1317241355
2026-05-27,2026-05-26,267,0.025796666701952284,28767.72379739315,75.04691504352105,4497085.272362305,4497085.272362305,,,,4342009.975810178,4497085.272362305,4313242.2520127855,0.9655164874223817,0.0,36,0,27,183,3,,28767.72379739315,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1127013.9937772637
2026-05-29,2026-05-28,266,0.10555655175887128,120493.07395583927,261.98780874471566,4567330.432036236,4567330.432036237,,,,4448066.710774695,4567330.432036237,4428133.422345247,0.9738876520899383,0.0,118,1,34,183,46,,120493.07395583927,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1144432.3560599864
2026-06-02,2026-06-01,264,0.03069458974710493,35761.432147561965,80.39882248197415,4621304.303861268,4621304.303861268,,,,4545525.052346369,4621304.303861268,4566323.783293182,0.9836021939841567,0.0,46,5,26,185,3,,35761.432147561965,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1158141.231217936
2026-06-05,2026-06-04,264,1.4979429317592297,1718664.0122403097,3910.9395921466134,4585087.490052998,4585087.490052999,,,,4771582.94904541,4585087.490052999,4014172.7697465755,1.0406743512303744,0.0,77,4,23,185,87,,1718664.0122403097,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1145233.794756976
2026-06-08,2026-06-06,264,0.004254762114268575,4872.6973619120145,9.883063834957873,4535508.645686562,4535508.645686563,,,,4835952.688487869,4535508.645686563,4831079.991125956,1.066242634789604,0.0,51,8,31,184,2,,4872.6973619120145,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1136709.0757548525
2026-06-10,2026-06-09,264,0.003187053041550559,3603.880569655711,7.750280794958519,4619559.582260763,4619559.582260763,,,,4616461.7282329835,4619559.582260763,4612857.847663328,0.9993294048983207,0.0,78,11,24,192,1,,3603.880569655711,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1157776.6061755368
2026-06-11,2026-06-10,264,0.0016267899903767392,1883.459394018715,4.20934214695264,4631580.116958367,4631580.116958367,,,,4758102.160668446,4631580.116958367,4759985.620062465,1.0273172525391114,0.0,43,10,23,188,1,,1883.459394018715,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1160792.81245193
2026-06-12,2026-06-11,268,0.9074127780303305,1053318.2306646463,2376.691555584576,4771212.857775249,4771212.857775249,,,,4893525.249503964,4771212.857775249,4742759.973678582,1.0256354925623141,0.0,37,9,20,193,74,,1053318.2306646463,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1193416.0046286883
2026-06-15,2026-06-14,268,0.002401074328039386,2865.4805313852767,5.807437972230111,4773602.216362197,4773602.216362197,,,,5055515.748149622,4773602.216362197,5052650.267618237,1.0590567707592238,0.0,66,5,22,185,1,,2865.4805313852767,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1196385.725484884
2026-06-16,2026-06-14,270,0.032555373692262045,38948.78437324844,90.73734287659116,4903632.298794056,4903632.298794055,,,,5028334.962420139,4903632.298794055,4989386.178046891,1.0254306718015445,9.313225746154785e-10,46,5,22,189,0,,38948.78437324844,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1228889.7886706712
2026-06-18,2026-06-17,269,0.011749778673494356,14307.821402645088,35.87197538306502,4836438.623432514,4836438.623432515,,,,5074027.610244032,4836438.623432515,5088335.431646677,1.0491247807137258,0.0,51,5,21,202,1,,14307.821402645088,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1212104.1338974275
2026-06-22,2026-06-20,269,0.0030070090346123067,3644.8080815204894,7.513931769246652,4852905.690109653,4852905.690109653,,,,5103639.41620654,4852905.690109653,5099994.60812502,1.0516667213640454,0.0,57,7,22,213,1,,3644.8080815204894,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1216259.5763212766
2026-06-23,2026-06-22,268,0.024526870124413788,29831.04066600649,61.171353335847954,4893905.935022256,4893905.935022255,,,,4904876.854496665,4893905.935022255,4905465.6182042295,1.0022417511942554,9.313225746154785e-10,24,8,21,206,3,,29831.04066600649,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1226481.6695043722
2026-06-24,2026-06-23,270,0.005405865292986031,6630.19468965725,16.6884469152204,4907466.5202706745,4907466.520270675,,,,4741060.79816389,4907466.520270675,4734430.603474233,0.9660913179092646,0.0,51,11,19,201,0,,6630.19468965725,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1229924.7953301962
2026-06-25,2026-06-24,270,0.0015500757895485935,1906.4766482068462,3.8805177772195925,4865533.098704477,4858226.50307232,,,,4681733.913423706,4858226.50307232,4679827.4367755,0.9636713954079744,7306.5956321572885,47,14,45,204,1,,1906.4766482068462,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1216379.3941583422
2026-06-26,2026-06-25,276,1.2963103720789806,1576805.2250306054,3621.372731139701,4807158.05286197,4805490.4916071445,,,,4426663.897592269,4805490.4916071445,4643018.577273938,0.9211679651272848,1667.561254825443,46,19,32,206,146,,1576805.2250306054,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1198168.1404843528
2026-06-29,2026-06-27,276,0.004382575056434451,5251.061805901174,10.744209462222488,4858273.247867848,4857315.3604000565,,,,4560772.239445757,4857315.3604000565,4555521.177639856,0.9389491727525232,957.8874677913263,64,4,47,176,1,,5251.061805901174,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1214557.5677574994
2026-06-30,2026-06-29,276,0.0019850486842707157,2410.955901848065,5.173656102861454,4895705.966451212,4891910.9858518485,,,,4591452.140738553,4891910.9858518485,4593863.0966404015,0.9385804758135894,3794.9805993633345,64,2,43,188,1,,2410.955901848065,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1223921.3179566998
2026-07-01,2026-06-30,277,0.055580942827286886,68026.70079844895,162.693608687051,4946718.609988252,4945534.057784516,,,,4516073.484667052,4945534.057784516,4472644.240762942,0.9131619420471946,1184.5522037353367,53,9,28,213,2,,68026.70079844895,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1236516.958888376
2026-07-06,2026-07-05,277,0.0200447619542149,24988.773166773743,50.78562978424217,5009833.503533067,5009833.503533067,,,,4494701.084262358,5009833.503533067,4469712.311095584,0.8971757406893015,0.0,54,9,21,219,3,,24988.773166773743,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1252407.5902534826
2026-07-08,2026-07-07,277,0.006382189293443501,8109.661492555277,16.560612263049666,5003221.537560662,4999931.716185264,,,,4326970.710878695,4999931.716185264,4319187.950453933,0.865405960819799,3289.8213753979653,53,13,18,216,1,,8109.661492555277,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1250788.8237779024
2026-07-10,2026-07-09,286,1.7388526217190112,2179450.0659348406,5026.226391706339,5111495.913887172,5108218.418269325,,,,3966967.832204948,5108218.418269325,4281507.06620626,0.776585397761626,3277.4956178469583,43,12,18,232,172,,2179450.0659348406,0,off,True,0,0,0.0,0.0,0.0,0.0,,0,1272847.7520800869
