date,Underlying,raw_all_sleeve_hedge_net_usd,raw_all_sleeve_hedge_gross_usd,raw_all_sleeve_n_pairs,raw_all_sleeve_hedge_net_pct,raw_all_sleeve_breach,stock_hedge_net_usd,stock_hedge_gross_usd,stock_n_pairs,stock_hedge_net_pct,stock_breach,stock_missing_delta,raw_all_sleeve_missing_delta,hedge_net_usd,hedge_gross_usd,n_pairs,hedge_net_pct,breach
2026-03-02,IBIT,7.275957614183426e-12,84173.19009827237,1,8.644032150484887e-17,,7.275957614183426e-12,84173.19009827237,1.0,8.644032150484887e-17,,False,False,7.275957614183426e-12,84173.19009827237,1.0,8.644032150484887e-17,
2026-03-02,MRNA,-1.4551915228366852e-11,184644.48977525224,1,-7.881044945386306e-17,,-1.4551915228366852e-11,184644.48977525224,1.0,-7.881044945386306e-17,,False,False,-1.4551915228366852e-11,184644.48977525224,1.0,-7.881044945386306e-17,
2026-03-02,NBIS,0.0,56884.03651167977,1,0.0,,0.0,56884.03651167977,1.0,0.0,,False,False,0.0,56884.03651167977,1.0,0.0,
2026-03-02,RDW,1.4551915228366852e-11,134309.4561294802,1,1.0834617046128284e-16,,1.4551915228366852e-11,134309.4561294802,1.0,1.0834617046128284e-16,,False,False,1.4551915228366852e-11,134309.4561294802,1.0,1.0834617046128284e-16,
2026-03-02,RKT,2.9103830456733704e-11,254045.77172682862,1,1.1456136529612698e-16,,2.9103830456733704e-11,254045.77172682862,1.0,1.1456136529612698e-16,,False,False,2.9103830456733704e-11,254045.77172682862,1.0,1.1456136529612698e-16,
2026-03-02,SMR,0.0,259647.43927827894,1,0.0,,0.0,259647.43927827894,1.0,0.0,,False,False,0.0,259647.43927827894,1.0,0.0,
2026-03-02,SOXX,0.0,54187.201234338776,1,0.0,,0.0,54187.201234338776,1.0,0.0,,False,False,0.0,54187.201234338776,1.0,0.0,
2026-03-02,UEC,1.4551915228366852e-11,254383.85802656045,1,5.720455433476237e-17,,1.4551915228366852e-11,254383.85802656045,1.0,5.720455433476237e-17,,False,False,1.4551915228366852e-11,254383.85802656045,1.0,5.720455433476237e-17,
2026-03-02,URA,-7.275957614183426e-12,107275.82131649286,1,-6.782476726714934e-17,,-7.275957614183426e-12,107275.82131649286,1.0,-6.782476726714934e-17,,False,False,-7.275957614183426e-12,107275.82131649286,1.0,-6.782476726714934e-17,
2026-03-02,VRT,-3.637978807091713e-12,59956.99577150143,1,-6.067646919729266e-17,,-3.637978807091713e-12,59956.99577150143,1.0,-6.067646919729266e-17,,False,False,-3.637978807091713e-12,59956.99577150143,1.0,-6.067646919729266e-17,
2026-03-02,XRPZ,-7.275957614183426e-12,124259.08472406681,2,-5.855473368680141e-17,,-7.275957614183426e-12,124259.08472406681,2.0,-5.855473368680141e-17,,False,False,-7.275957614183426e-12,124259.08472406681,2.0,-5.855473368680141e-17,
2026-03-03,AMD,1041.8648351875963,53084.94985240966,1,0.019626369396302697,,1041.8648351875963,53084.94985240966,1.0,0.019626369396302697,,False,False,1041.8648351875963,53084.94985240966,1.0,0.019626369396302697,
2026-03-03,BMNR,5090.496070854613,219699.89003451733,1,0.02317022584788203,,5090.496070854613,219699.89003451733,1.0,0.02317022584788203,,False,False,5090.496070854613,219699.89003451733,1.0,0.02317022584788203,
2026-03-03,BULL,289.50956666256025,57560.836204464606,1,0.005029627534148035,,289.50956666256025,57560.836204464606,1.0,0.005029627534148035,,False,False,289.50956666256025,57560.836204464606,1.0,0.005029627534148035,
2026-03-03,CORZ,4830.187698075664,116901.383080815,1,0.04131848204684209,too_long,4830.187698075664,116901.383080815,1.0,0.04131848204684209,too_long,False,False,4830.187698075664,116901.383080815,1.0,0.04131848204684209,too_long
2026-03-03,CRML,3348.3235674346543,67883.350111288,1,0.04932466594452706,too_long,3348.3235674346543,67883.350111288,1.0,0.04932466594452706,too_long,False,False,3348.3235674346543,67883.350111288,1.0,0.04932466594452706,too_long
2026-03-03,DNN,6640.539025095764,133502.09403764532,1,0.04974108513401479,too_long,6640.539025095764,133502.09403764532,1.0,0.04974108513401479,too_long,False,False,6640.539025095764,133502.09403764532,1.0,0.04974108513401479,too_long
2026-03-03,ETHA,2808.8767811443795,178163.00118627475,2,0.015765769337302612,,2808.8767811443795,178163.00118627475,2.0,0.015765769337302612,,False,False,2808.8767811443795,178163.00118627475,2.0,0.015765769337302612,
2026-03-03,FIGR,4789.7315894239,240008.2537279553,1,0.01995652864027321,,4789.7315894239,240008.2537279553,1.0,0.01995652864027321,,False,False,4789.7315894239,240008.2537279553,1.0,0.01995652864027321,
2026-03-03,FXI,1176.512731934552,49640.21132015444,1,0.023700800231220523,,1176.512731934552,49640.21132015444,1.0,0.023700800231220523,,False,False,1176.512731934552,49640.21132015444,1.0,0.023700800231220523,
2026-03-03,GDX,7794.670435506792,74390.3118804862,1,0.104780719941456,too_long,7794.670435506792,74390.3118804862,1.0,0.104780719941456,too_long,False,False,7794.670435506792,74390.3118804862,1.0,0.104780719941456,too_long
2026-03-03,IBIT,562.6854118896736,82547.47012798519,1,0.006816507047608626,,562.6854118896736,82547.47012798519,1.0,0.006816507047608626,,False,False,562.6854118896736,82547.47012798519,1.0,0.006816507047608626,
2026-03-03,MRNA,5231.476134788303,168878.37439144007,1,0.030977774114892657,,5231.476134788303,168878.37439144007,1.0,0.030977774114892657,,False,False,5231.476134788303,168878.37439144007,1.0,0.030977774114892657,
2026-03-03,NBIS,1279.1639524218772,52973.494292978896,1,0.024147245136355248,,1279.1639524218772,52973.494292978896,1.0,0.024147245136355248,,False,False,1279.1639524218772,52973.494292978896,1.0,0.024147245136355248,
2026-03-03,RDW,4051.4837236232997,122216.32603903806,1,0.0331501024039062,,4051.4837236232997,122216.32603903806,1.0,0.0331501024039062,,False,False,4051.4837236232997,122216.32603903806,1.0,0.0331501024039062,
2026-03-03,RKT,2727.9679616745416,245870.7145518168,1,0.01109513171036735,,2727.9679616745416,245870.7145518168,1.0,0.01109513171036735,,False,False,2727.9679616745416,245870.7145518168,1.0,0.01109513171036735,
2026-03-03,SMR,5577.96832662505,243723.35713491018,1,0.022886474206645004,,5577.96832662505,243723.35713491018,1.0,0.022886474206645004,,False,False,5577.96832662505,243723.35713491018,1.0,0.022886474206645004,
2026-03-03,SOXX,2703.0054618224603,48826.01801973504,1,0.055359940692479355,too_long,2703.0054618224603,48826.01801973504,1.0,0.055359940692479355,too_long,False,False,2703.0054618224603,48826.01801973504,1.0,0.055359940692479355,too_long
2026-03-03,UEC,9764.354202177972,226750.9149995973,1,0.04306202778584295,too_long,9764.354202177972,226750.9149995973,1.0,0.04306202778584295,too_long,False,False,9764.354202177972,226750.9149995973,1.0,0.04306202778584295,too_long
2026-03-03,URA,4029.3884949060957,94789.79012448413,1,0.04250867619407575,too_long,4029.3884949060957,94789.79012448413,1.0,0.04250867619407575,too_long,False,False,4029.3884949060957,94789.79012448413,1.0,0.04250867619407575,too_long
2026-03-03,VRT,1568.959942777652,55291.90744198048,1,0.028375941713061906,,1568.959942777652,55291.90744198048,1.0,0.028375941713061906,,False,False,1568.959942777652,55291.90744198048,1.0,0.028375941713061906,
2026-03-03,XRPZ,1850.5064344613893,118797.34563436884,2,0.015577001527936713,,1850.5064344613893,118797.34563436884,2.0,0.015577001527936713,,False,False,1850.5064344613893,118797.34563436884,2.0,0.015577001527936713,
2026-03-04,AMD,-390.3187040263547,57669.21901908652,1,-0.006768232874753734,,-390.3187040263547,57669.21901908652,1.0,-0.006768232874753734,,False,False,-390.3187040263547,57669.21901908652,1.0,-0.006768232874753734,
2026-03-04,BMNR,-1779.2939108083665,244373.73526139616,1,-0.007281035782774003,,-1779.2939108083665,244373.73526139616,1.0,-0.007281035782774003,,False,False,-1779.2939108083665,244373.73526139616,1.0,-0.007281035782774003,
2026-03-04,BULL,-430.50484869852517,59348.55963290431,1,-0.007253838195254912,,-430.50484869852517,59348.55963290431,1.0,-0.007253838195254912,,False,False,-430.50484869852517,59348.55963290431,1.0,-0.007253838195254912,
2026-03-04,CORZ,2753.7168935144437,123274.261908738,1,0.022338133288139793,,2753.7168935144437,123274.261908738,1.0,0.022338133288139793,,False,False,2753.7168935144437,123274.261908738,1.0,0.022338133288139793,
2026-03-04,CRML,3144.9079080560696,69685.84606915919,1,0.04512979443393612,too_long,3144.9079080560696,69685.84606915919,1.0,0.04512979443393612,too_long,False,False,3144.9079080560696,69685.84606915919,1.0,0.04512979443393612,too_long
2026-03-04,DNN,5024.02634081131,139322.8817042991,1,0.03606031026170113,,5024.02634081131,139322.8817042991,1.0,0.03606031026170113,,False,False,5024.02634081131,139322.8817042991,1.0,0.03606031026170113,
2026-03-04,ETHA,-4596.536065304346,201568.60283418957,2,-0.022803829568067497,too_short,-4596.536065304346,201568.60283418957,2.0,-0.022803829568067497,too_short,False,False,-4596.536065304346,201568.60283418957,2.0,-0.022803829568067497,too_short
2026-03-04,FIGR,-2207.071120479115,264373.9378683815,1,-0.008348293096794983,,-2207.071120479115,264373.9378683815,1.0,-0.008348293096794983,,False,False,-2207.071120479115,264373.9378683815,1.0,-0.008348293096794983,
2026-03-04,FXI,962.6148531439103,50065.490008908346,1,0.019227113386339142,,962.6148531439103,50065.490008908346,1.0,0.019227113386339142,,False,False,962.6148531439103,50065.490008908346,1.0,0.019227113386339142,
2026-03-04,GDX,7537.814079786534,75146.96241701394,1,0.10030763503063307,too_long,7537.814079786534,75146.96241701394,1.0,0.10030763503063307,too_long,False,False,7537.814079786534,75146.96241701394,1.0,0.10030763503063307,too_long
2026-03-04,IBIT,-2313.1092738465013,91307.54502425008,1,-0.025333166861864154,too_short,-2313.1092738465013,91307.54502425008,1.0,-0.025333166861864154,too_short,False,False,-2313.1092738465013,91307.54502425008,1.0,-0.025333166861864154,too_short
2026-03-04,MRNA,-7213.7008575205255,209171.33396579378,1,-0.034487043328318576,too_short,-7213.7008575205255,209171.33396579378,1.0,-0.034487043328318576,too_short,False,False,-7213.7008575205255,209171.33396579378,1.0,-0.034487043328318576,too_short
2026-03-04,NBIS,-1736.0061022386653,62851.49769785179,1,-0.02762075950177398,too_short,-1736.0061022386653,62851.49769785179,1.0,-0.02762075950177398,too_short,False,False,-1736.0061022386653,62851.49769785179,1.0,-0.02762075950177398,too_short
2026-03-04,RDW,3173.300187288667,127750.19320399952,1,0.024839885621318336,,3173.300187288667,127750.19320399952,1.0,0.024839885621318336,,False,False,3173.300187288667,127750.19320399952,1.0,0.024839885621318336,
2026-03-04,RKT,1877.825418663837,249746.99532249518,1,0.007518910953218974,,1877.825418663837,249746.99532249518,1.0,0.007518910953218974,,False,False,1877.825418663837,249746.99532249518,1.0,0.007518910953218974,
2026-03-04,SMR,5474.605912931962,244025.68765461206,1,0.02243454763123374,,5474.605912931962,244025.68765461206,1.0,0.02243454763123374,,False,False,5474.605912931962,244025.68765461206,1.0,0.02243454763123374,
2026-03-04,SOXX,1841.805281035693,50727.709647884854,1,0.036307676688345995,,1841.805281035693,50727.709647884854,1.0,0.036307676688345995,,False,False,1841.805281035693,50727.709647884854,1.0,0.036307676688345995,
2026-03-04,UEC,6265.691940746445,238046.77627730076,1,0.02632126357152402,,6265.691940746445,238046.77627730076,1.0,0.02632126357152402,,False,False,6265.691940746445,238046.77627730076,1.0,0.02632126357152402,
2026-03-04,URA,3581.358676896052,96701.1048035088,1,0.0370353439515833,,3581.358676896052,96701.1048035088,1.0,0.0370353439515833,,False,False,3581.358676896052,96701.1048035088,1.0,0.0370353439515833,
2026-03-04,VRT,774.0060615508992,57677.962210977195,1,0.013419441878333061,,774.0060615508992,57677.962210977195,1.0,0.013419441878333061,,False,False,774.0060615508992,57677.962210977195,1.0,0.013419441878333061,
2026-03-04,XRPZ,-2074.7725736234206,132161.06686794,2,-0.015698818288873276,too_short,-2074.7725736234206,132161.06686794,2.0,-0.015698818288873276,too_short,False,False,-2074.7725736234206,132161.06686794,2.0,-0.015698818288873276,too_short
2026-03-05,AMD,74.33529579298556,56461.89511423177,1,0.0013165568680008517,,74.33529579298556,56461.89511423177,1.0,0.0013165568680008517,,False,False,74.33529579298556,56461.89511423177,1.0,0.0013165568680008517,
2026-03-05,BMNR,2810.8686604543473,230938.9787759196,1,0.012171477830867769,,2810.8686604543473,230938.9787759196,1.0,0.012171477830867769,,False,False,2810.8686604543473,230938.9787759196,1.0,0.012171477830867769,
2026-03-05,BULL,1545.4541221902036,54072.411691620735,1,0.028581194621095346,,1545.4541221902036,54072.411691620735,1.0,0.028581194621095346,,False,False,1545.4541221902036,54072.411691620735,1.0,0.028581194621095346,
2026-03-05,CORZ,2533.551907649933,124767.43555519414,1,0.020306195253401278,,2533.551907649933,124767.43555519414,1.0,0.020306195253401278,,False,False,2533.551907649933,124767.43555519414,1.0,0.020306195253401278,
2026-03-05,CRML,4044.7160858890056,65951.30558015546,1,0.06132882511284277,too_long,4044.7160858890056,65951.30558015546,1.0,0.06132882511284277,too_long,False,False,4044.7160858890056,65951.30558015546,1.0,0.06132882511284277,too_long
2026-03-05,DNN,8684.48445077696,127253.87362959479,1,0.06824534454688107,too_long,8684.48445077696,127253.87362959479,1.0,0.06824534454688107,too_long,False,False,8684.48445077696,127253.87362959479,1.0,0.06824534454688107,too_long
2026-03-05,ETHA,-1624.5707631683727,193142.0287642654,2,-0.008411275233891229,,-1624.5707631683727,193142.0287642654,2.0,-0.008411275233891229,,False,False,-1624.5707631683727,193142.0287642654,2.0,-0.008411275233891229,
2026-03-05,FIGR,-6673.444424370478,277524.7518875345,1,-0.024046303542232722,too_short,-6673.444424370478,277524.7518875345,1.0,-0.024046303542232722,too_short,False,False,-6673.444424370478,277524.7518875345,1.0,-0.024046303542232722,too_short
2026-03-05,FXI,1789.9589938204517,48350.33678999291,1,0.03702061066492758,,1789.9589938204517,48350.33678999291,1.0,0.03702061066492758,,False,False,1789.9589938204517,48350.33678999291,1.0,0.03702061066492758,
2026-03-05,GDX,9695.444091931506,69818.76195324343,1,0.1388658839070277,too_long,9695.444091931506,69818.76195324343,1.0,0.1388658839070277,too_long,False,False,9695.444091931506,69818.76195324343,1.0,0.1388658839070277,too_long
2026-03-05,IBIT,-1038.6669229282052,87778.17765554157,1,-0.01183286040642281,too_short,-1038.6669229282052,87778.17765554157,1.0,-0.01183286040642281,too_short,False,False,-1038.6669229282052,87778.17765554157,1.0,-0.01183286040642281,too_short
2026-03-05,MRNA,835.7583074063878,187250.39919280415,1,0.004463319229273532,,835.7583074063878,187250.39919280415,1.0,0.004463319229273532,,False,False,835.7583074063878,187250.39919280415,1.0,0.004463319229273532,
2026-03-05,NBIS,-1023.1486749614123,60807.32680294226,1,-0.01682607555298592,too_short,-1023.1486749614123,60807.32680294226,1.0,-0.01682607555298592,too_short,False,False,-1023.1486749614123,60807.32680294226,1.0,-0.01682607555298592,too_short
2026-03-05,RDW,3752.9584808396467,124207.82592363453,1,0.030215153134932424,,3752.9584808396467,124207.82592363453,1.0,0.030215153134932424,,False,False,3752.9584808396467,124207.82592363453,1.0,0.030215153134932424,
2026-03-05,RKT,9645.190526211736,227302.78621860518,1,0.04243322612392271,too_long,9645.190526211736,227302.78621860518,1.0,0.04243322612392271,too_long,False,False,9645.190526211736,227302.78621860518,1.0,0.04243322612392271,too_long
2026-03-05,SMR,8181.5987154484465,234156.01380756428,1,0.034940801145394905,,8181.5987154484465,234156.01380756428,1.0,0.034940801145394905,,False,False,8181.5987154484465,234156.01380756428,1.0,0.034940801145394905,
2026-03-05,SOXX,2336.5947768353544,49651.10506549127,1,0.04706027738462854,too_long,2336.5947768353544,49651.10506549127,1.0,0.04706027738462854,too_long,False,False,2336.5947768353544,49651.10506549127,1.0,0.04706027738462854,too_long
2026-03-05,UEC,16341.01797163536,206204.24642183335,1,0.07924675779084799,too_long,16341.01797163536,206204.24642183335,1.0,0.07924675779084799,too_long,False,False,16341.01797163536,206204.24642183335,1.0,0.07924675779084799,too_long
2026-03-05,URA,5523.123649375397,89609.34206974316,1,0.06163557863282532,too_long,5523.123649375397,89609.34206974316,1.0,0.06163557863282532,too_long,False,False,5523.123649375397,89609.34206974316,1.0,0.06163557863282532,too_long
2026-03-05,VRT,1042.8597347464602,57053.20196268284,1,0.018278724048276383,,1042.8597347464602,57053.20196268284,1.0,0.018278724048276383,,False,False,1042.8597347464602,57053.20196268284,1.0,0.018278724048276383,
2026-03-05,XRPZ,-272.33021767279206,126254.9560210283,2,-0.0021569863572518636,,-272.33021767279206,126254.9560210283,2.0,-0.0021569863572518636,,False,False,-272.33021767279206,126254.9560210283,2.0,-0.0021569863572518636,
2026-03-06,AAPL,0.0,2393.451204841633,1,0.0,,0.0,2393.451204841633,1.0,0.0,,False,False,0.0,2393.451204841633,1.0,0.0,
2026-03-06,ACHR,-1.8189894035458565e-12,13398.247937145334,1,-1.3576322904899275e-16,,-1.8189894035458565e-12,13398.247937145334,1.0,-1.3576322904899275e-16,,False,False,-1.8189894035458565e-12,13398.247937145334,1.0,-1.3576322904899275e-16,
2026-03-06,AFRM,0.0,8135.6645304163185,1,0.0,,0.0,8135.6645304163185,1.0,0.0,,False,False,0.0,8135.6645304163185,1.0,0.0,
2026-03-06,ALAB,0.0,57509.47007075428,1,0.0,,0.0,57509.47007075428,1.0,0.0,,False,False,0.0,57509.47007075428,1.0,0.0,
2026-03-06,AMD,-142.0429422433508,43656.243174631905,3,-0.003253668477041336,,-142.0429422433508,43656.243174631905,3.0,-0.003253668477041336,,False,False,-142.0429422433508,43656.243174631905,3.0,-0.003253668477041336,
2026-03-06,AMZN,4.547473508864641e-13,4698.7071886682625,2,9.678137679725293e-17,,4.547473508864641e-13,4698.7071886682625,2.0,9.678137679725293e-17,,False,False,4.547473508864641e-13,4698.7071886682625,2.0,9.678137679725293e-17,
2026-03-06,APLD,33199.16890801113,159400.98966184334,2,0.2082745469676227,too_long,-7.275957614183426e-12,71875.9079952685,1.0,-1.0122943580291734e-16,,False,False,-7.275957614183426e-12,71875.9079952685,1.0,-1.0122943580291734e-16,
2026-03-06,APP,-3.637978807091713e-12,22731.67503036468,1,-1.6004006753713254e-16,,-3.637978807091713e-12,22731.67503036468,1.0,-1.6004006753713254e-16,,False,False,-3.637978807091713e-12,22731.67503036468,1.0,-1.6004006753713254e-16,
2026-03-06,ARM,-4.547473508864641e-13,4856.2815618626355,1,-9.364105954186993e-17,,-4.547473508864641e-13,4856.2815618626355,1.0,-9.364105954186993e-17,,False,False,-4.547473508864641e-13,4856.2815618626355,1.0,-9.364105954186993e-17,
2026-03-06,ASML,2.842170943040401e-14,356.8053410960315,1,7.965606496555924e-17,,2.842170943040401e-14,356.8053410960315,1.0,7.965606496555924e-17,,False,False,2.842170943040401e-14,356.8053410960315,1.0,7.965606496555924e-17,
2026-03-06,ASTS,7.275957614183426e-12,71524.32635550143,1,1.0172703449200375e-16,,7.275957614183426e-12,71524.32635550143,1.0,1.0172703449200375e-16,,False,False,7.275957614183426e-12,71524.32635550143,1.0,1.0172703449200375e-16,
2026-03-06,AVGO,-9.094947017729282e-13,13390.684607070729,3,-6.791995543623547e-17,,-9.094947017729282e-13,13390.684607070729,3.0,-6.791995543623547e-17,,False,False,-9.094947017729282e-13,13390.684607070729,3.0,-6.791995543623547e-17,
2026-03-06,BA,-1.1368683772161603e-13,2874.504865833079,2,-3.955005923730371e-17,,-1.1368683772161603e-13,2874.504865833079,2.0,-3.955005923730371e-17,,False,False,-1.1368683772161603e-13,2874.504865833079,2.0,-3.955005923730371e-17,
2026-03-06,BABA,4.547473508864641e-13,6734.86412032288,1,6.752138465781887e-17,,4.547473508864641e-13,6734.86412032288,1.0,6.752138465781887e-17,,False,False,4.547473508864641e-13,6734.86412032288,1.0,6.752138465781887e-17,
2026-03-06,BE,-3.637978807091713e-12,39681.3565125459,1,-9.167979945296244e-17,,-3.637978807091713e-12,39681.3565125459,1.0,-9.167979945296244e-17,,False,False,-3.637978807091713e-12,39681.3565125459,1.0,-9.167979945296244e-17,
2026-03-06,BMNR,10421.763429983846,309707.2737864728,2,0.03365036701452842,,10421.763429983846,309707.2737864728,2.0,0.03365036701452842,,False,False,10421.763429983846,309707.2737864728,2.0,0.03365036701452842,
2026-03-06,CEG,0.0,2080.7895789918434,1,0.0,,0.0,2080.7895789918434,1.0,0.0,,False,False,0.0,2080.7895789918434,1.0,0.0,
2026-03-06,CLS,1.8189894035458565e-12,17481.64092665664,1,1.0405141091601964e-16,,1.8189894035458565e-12,17481.64092665664,1.0,1.0405141091601964e-16,,False,False,1.8189894035458565e-12,17481.64092665664,1.0,1.0405141091601964e-16,
2026-03-06,CLSK,33976.15745075331,158616.63840147524,2,0.21420298521745312,too_long,0.0,69043.13239494376,1.0,0.0,,False,False,0.0,69043.13239494376,1.0,0.0,
2026-03-06,CMG,0.0,4325.754206625316,1,0.0,,0.0,4325.754206625316,1.0,0.0,,False,False,0.0,4325.754206625316,1.0,0.0,
2026-03-06,COIN,0.0,85999.60643410767,4,0.0,,0.0,85999.60643410767,4.0,0.0,,False,False,0.0,85999.60643410767,4.0,0.0,
2026-03-06,CRCL,-7.275957614183426e-12,43446.638621873804,1,-1.6746882716308106e-16,,-7.275957614183426e-12,43446.638621873804,1.0,-1.6746882716308106e-16,,False,False,-7.275957614183426e-12,43446.638621873804,1.0,-1.6746882716308106e-16,
2026-03-06,CRDO,0.0,42200.77544161162,1,0.0,,0.0,42200.77544161162,1.0,0.0,,False,False,0.0,42200.77544161162,1.0,0.0,
2026-03-06,CRM,2.2737367544323206e-13,3940.017710487351,1,5.770879527724449e-17,,2.2737367544323206e-13,3940.017710487351,1.0,5.770879527724449e-17,,False,False,2.2737367544323206e-13,3940.017710487351,1.0,5.770879527724449e-17,
2026-03-06,CRWD,4.547473508864641e-13,4460.08777568408,1,1.0195928281180875e-16,,4.547473508864641e-13,4460.08777568408,1.0,1.0195928281180875e-16,,False,False,4.547473508864641e-13,4460.08777568408,1.0,1.0195928281180875e-16,
2026-03-06,CRWV,-3.637978807091713e-12,80648.63713921828,2,-4.510899298659836e-17,,-3.637978807091713e-12,80648.63713921828,2.0,-4.510899298659836e-17,,False,False,-3.637978807091713e-12,80648.63713921828,2.0,-4.510899298659836e-17,
2026-03-06,CSCO,1.1368683772161603e-13,1972.449727928577,1,5.763738163355242e-17,,1.1368683772161603e-13,1972.449727928577,1.0,5.763738163355242e-17,,False,False,1.1368683772161603e-13,1972.449727928577,1.0,5.763738163355242e-17,
2026-03-06,DELL,0.0,1174.2151961034908,1,0.0,,0.0,1174.2151961034908,1.0,0.0,,False,False,0.0,1174.2151961034908,1.0,0.0,
2026-03-06,ETHA,-9.094947017729282e-12,102459.63318996559,3,-8.876614852667654e-17,,-9.094947017729282e-12,102459.63318996559,3.0,-8.876614852667654e-17,,False,False,-9.094947017729282e-12,102459.63318996559,3.0,-8.876614852667654e-17,
2026-03-06,ETOR,4.547473508864641e-13,7240.821298648638,1,6.280328323685245e-17,,4.547473508864641e-13,7240.821298648638,1.0,6.280328323685245e-17,,False,False,4.547473508864641e-13,7240.821298648638,1.0,6.280328323685245e-17,
2026-03-06,EWW,0.0,3868.2026526069835,1,0.0,,0.0,3868.2026526069835,1.0,0.0,,False,False,0.0,3868.2026526069835,1.0,0.0,
2026-03-06,EWY,5.684341886080802e-14,728.716529540374,1,7.800484352490408e-17,,5.684341886080802e-14,728.716529540374,1.0,7.800484352490408e-17,,False,False,5.684341886080802e-14,728.716529540374,1.0,7.800484352490408e-17,
2026-03-06,FIG,-5.4569682106375694e-12,26225.19684330943,1,-2.080811153960795e-16,,-5.4569682106375694e-12,26225.19684330943,1.0,-2.080811153960795e-16,,False,False,-5.4569682106375694e-12,26225.19684330943,1.0,-2.080811153960795e-16,
2026-03-06,FLY,7.275957614183426e-12,106578.87692364611,1,6.826828940406245e-17,,7.275957614183426e-12,106578.87692364611,1.0,6.826828940406245e-17,,False,False,7.275957614183426e-12,106578.87692364611,1.0,6.826828940406245e-17,
2026-03-06,FXI,-493.56775000000107,9934.902360707194,1,-0.04968018125191394,too_short,-493.56775000000107,9934.902360707194,1.0,-0.04968018125191394,too_short,False,False,-493.56775000000107,9934.902360707194,1.0,-0.04968018125191394,too_short
2026-03-06,GDX,-298.4696902869491,27423.90844962257,2,-0.010883557711521491,too_short,-298.4696902869491,27423.90844962257,2.0,-0.010883557711521491,too_short,False,False,-298.4696902869491,27423.90844962257,2.0,-0.010883557711521491,too_short
2026-03-06,GDXJ,2.2737367544323206e-13,2218.1511687321154,1,1.025059421776009e-16,,2.2737367544323206e-13,2218.1511687321154,1.0,1.025059421776009e-16,,False,False,2.2737367544323206e-13,2218.1511687321154,1.0,1.025059421776009e-16,
2026-03-06,GEV,0.0,8535.070980581862,1,0.0,,0.0,8535.070980581862,1.0,0.0,,False,False,0.0,8535.070980581862,1.0,0.0,
2026-03-06,GLXY,0.0,50967.23576806573,1,0.0,,0.0,50967.23576806573,1.0,0.0,,False,False,0.0,50967.23576806573,1.0,0.0,
2026-03-06,GOOGL,3.410605131648481e-13,3968.763790007694,2,8.593620865609311e-17,,3.410605131648481e-13,3968.763790007694,2.0,8.593620865609311e-17,,False,False,3.410605131648481e-13,3968.763790007694,2.0,8.593620865609311e-17,
