ETF,Underlying,Beta,Beta_n_obs,Beta_source,borrow_fee_annual,borrow_rebate_annual,borrow_net_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,protected,cagr_positive,borrow_leq_low,borrow_gt_low,protected_ok,protected_bad,include_for_algo,purgatory,exclude_borrow_gt_low,exclude_no_shares,exclude_borrow_spike,vol_underlying_annual,vol_etf_annual,gross_decay_annual,net_decay_annual
HIBS,SPY,-4.448125,501,ols,0.315518,-0.279218,0.594736,80000,0.594736,False,False,False,,False,True,False,False,False,False,True,False,False,0.163747,0.794014,0.148159,-0.446577
LABU,XBI,2.987811,501,ols,0.133504,-0.097204,0.23070800000000002,55000,0.23070800000000002,False,False,False,,False,True,False,False,False,False,True,False,False,0.25913,0.774814,0.120826,-0.10988200000000002
LABD,XBI,-2.994565,501,ols,0.08605499999999999,-0.049755,0.13581,450000,0.13581,False,False,True,,False,True,True,False,True,False,False,False,False,0.25913,0.77688,0.236631,0.10082100000000002
SOXL,SOXX,2.959678,501,ols,0.008659,0.027641,0.0,1100000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.375919,1.113555,0.130001,0.130001
CHAU,ASHR,1.966845,501,ols,0.014291,0.022008999999999997,0.0,100000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.260642,0.513562,0.050644,0.050644
CWEB,KWEB,1.985998,501,ols,0.006862,0.029438,0.0,7000,0.0,False,False,False,,True,False,False,False,True,False,False,False,False,0.354137,0.70384,0.068265,0.068265
ERX,XLE,1.986013,501,ols,0.06232,-0.026019999999999998,0.08834,15000,0.08834,False,False,False,,False,True,False,False,False,True,True,False,False,0.219328,0.436202,0.061517,-0.026823
NUGT,GDX,1.980919,501,ols,0.02471,0.01159,0.01312,150000,0.01312,False,False,False,,True,False,False,False,True,False,False,False,False,0.374353,0.742273,0.055877,0.042757
JNUG,GDXJ,1.970266,501,ols,0.056509000000000004,-0.020209,0.07671800000000001,150000,0.07671800000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.418022,0.825803,0.050224,-0.02649400000000001
GUSH,XOP,2.011118,501,ols,0.024531999999999998,0.011768,0.012763999999999998,500000,0.012763999999999998,False,False,False,,True,False,False,False,True,False,False,False,False,0.285014,0.573633,0.061577,0.048813
URAA,URA,1.932605,419,ols,0.024885,0.011415,0.013470000000000001,30000,0.013470000000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.429707,0.870951,0.188771,0.17530099999999998
MSTU,MSTR,1.965323,361,ols,0.35313,-0.31683,0.66996,250000,0.66996,False,False,False,,False,True,False,False,False,False,True,False,False,0.949225,1.739237,0.40176,-0.2682
NVDX,NVDA,1.998153,501,ols,0.12575,-0.08945,0.2152,150000,0.2152,False,False,False,,False,True,False,False,False,False,True,False,False,0.498475,0.99712,0.163561,-0.05163899999999999
TSLT,TSLA,1.992561,501,ols,0.08172499999999999,-0.04542500000000001,0.12714999999999999,150000,0.12714999999999999,False,False,False,,False,True,False,False,False,False,True,False,False,0.628943,1.253662,0.163373,0.036223000000000005
BTCL,IBIT,2.00534,410,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.514436,1.007382,0.183337,
ETU,ETHA,1.989397,335,ols,0.038459,-0.002159,0.040618,85000,0.040618,False,False,False,,True,False,False,False,True,False,False,False,False,0.754822,1.531641,0.171351,0.130733
CCUP,CRCL,1.980648,138,ols,0.196483,-0.160183,0.356666,400000,0.356666,False,False,False,,False,True,False,False,False,False,True,False,False,1.205054,1.907551,0.1896,-0.167066
CRWU,CRWV,1.990008,148,ols,0.207405,-0.17110499999999998,0.37851,150000,0.37851,False,False,False,,False,True,False,False,False,False,True,False,False,1.221353,2.012354,0.15837,-0.22014
AAPX,AAPL,1.994343,501,ols,0.119174,-0.082874,0.202048,9000,0.202048,False,False,False,,False,True,False,False,False,False,True,False,False,0.285457,0.570372,0.117749,-0.084299
GOOX,GOOGL,1.981473,501,ols,0.052831,-0.016531,0.06936200000000001,15000,0.06936200000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.298201,0.59385,0.113103,0.04374099999999999
MSFX,MSFT,2.008453,501,ols,0.06604199999999999,-0.029742,0.095784,7000,0.095784,False,False,False,,False,True,False,False,False,True,True,False,False,0.240919,0.485383,0.130859,0.03507500000000001
NFLU,NFLX,1.98908,354,ols,0.051708,-0.015408,0.067116,200000,0.067116,False,False,False,,True,False,False,False,True,False,False,False,False,0.329818,0.70353,0.11714,0.050024
ROBN,HOOD,2.010918,269,ols,0.082901,-0.046601,0.129502,250000,0.129502,False,False,False,,False,True,False,False,False,False,True,False,False,0.70329,1.545686,0.174271,0.044769
ARMU,ARM,1.997853,248,ols,0.250468,-0.214168,0.46463600000000005,3000,0.46463600000000005,False,False,False,,False,True,False,False,False,False,True,False,False,0.627291,1.137947,0.125219,-0.3394170000000001
DJTU,DJT,2.001761,248,ols,0.23735099999999998,-0.201051,0.43840199999999996,15000,0.43840199999999996,False,False,False,,False,True,False,False,False,False,True,False,False,1.05479,1.486785,0.370005,-0.06839699999999999
RBLU,RBLX,2.021061,248,ols,0.055216,-0.018916,0.074132,100000,0.074132,False,False,False,,True,False,False,False,True,False,False,False,False,0.520581,1.129764,0.169519,0.095387
SNOU,SNOW,2.016084,212,ols,0.050528,-0.014228000000000001,0.06475600000000001,20000,0.06475600000000001,False,False,False,,True,False,False,False,True,False,False,False,False,0.534163,0.996085,0.11928,0.05452399999999999
SMUP,SMR,2.062125,148,ols,0.17711,-0.14081,0.31792,9600000,0.31792,False,False,False,,False,True,False,False,False,False,True,False,False,1.243219,2.406518,1.37871,1.0607900000000001
DKUP,DKNG,1.984377,145,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.476695,0.984291,0.146859,
BULU,BULL,1.976009,145,ols,0.199187,-0.16288699999999998,0.362074,1000,0.362074,False,False,False,,False,True,False,False,False,False,True,False,False,2.734678,1.166034,0.454747,0.092673
GLXU,GLXY,2.013416,139,ols,0.09593,-0.05963,0.15556,100000,0.15556,False,False,False,,False,True,False,False,False,False,True,False,False,0.882619,1.8143,0.186878,0.031317999999999985
AFRU,AFRM,1.962537,113,ols,0.154512,-0.118212,0.272724,550000,0.272724,False,False,False,,False,True,False,False,False,False,True,False,False,0.760837,1.225842,0.289217,0.01649299999999998
AXUP,AXON,1.970342,113,ols,0.133915,-0.097615,0.23153,10000,0.23153,False,False,False,,False,True,False,False,False,False,True,False,False,0.518586,1.092378,0.185918,-0.045612000000000014
KTUP,KTOS,2.020612,113,ols,0.149039,-0.11273899999999999,0.261778,8000,0.261778,False,False,False,,False,True,False,False,False,False,True,False,False,0.542236,1.554061,0.230159,-0.03161900000000001
TTDU,TTD,1.991631,112,ols,0.186977,-0.150677,0.337654,1000,0.337654,False,False,False,,False,True,False,False,False,False,True,False,False,0.60052,0.848926,0.262732,-0.07492199999999999
BKNU,BKNG,2.022757,112,ols,0.136982,-0.100682,0.237664,2000,0.237664,False,False,False,,False,True,False,False,False,False,True,False,False,0.28394,0.695648,0.166641,-0.07102299999999998
PXIU,UPXI,1.951114,112,ols,0.283477,-0.247177,0.530654,7000,0.530654,False,False,False,,False,True,False,False,False,False,True,False,False,2.992754,2.464884,0.629192,0.09853800000000001
BMNU,BMNR,1.941962,105,ols,0.185748,-0.149448,0.335196,650000,0.335196,False,False,False,,False,True,False,False,False,False,True,False,False,8.409459,2.116629,0.687991,0.352795
SBTU,SBET,2.022595,88,ols,0.346425,-0.310125,0.65655,25000,0.65655,False,False,False,,False,True,False,False,False,False,True,False,False,3.65921,1.754049,0.149954,-0.5065959999999999
CIFU,CIFR,1.985544,65,ols,0.287452,-0.25115200000000004,0.5386040000000001,7000,0.5386040000000001,False,False,False,,False,True,False,False,False,False,True,False,False,1.140379,2.176873,0.338436,-0.20016800000000007
SOLX,GSOL,1.977393,58,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.252612,1.647433,0.180753,
XRPK,XRPZ,1.965871,58,ols,0.119728,-0.083428,0.203156,500,0.203156,False,False,False,,False,True,False,False,False,False,True,True,False,0.904798,1.812938,0.376222,0.173066
XRPT,XRPZ,2.020639,64,ols,,,,4000,,False,False,False,,False,True,False,False,False,False,True,False,False,0.904798,1.644937,0.083867,
GMEU,GME,1.966308,212,ols,0.21960999999999997,-0.18331,0.40291999999999994,15000,0.40291999999999994,False,False,False,,False,True,False,False,False,False,True,False,False,1.126836,0.917343,0.399056,-0.003863999999999923
APLX,APLD,1.99406,118,ols,0.132054,-0.095754,0.227808,87,0.227808,False,False,False,,False,True,False,False,False,False,True,True,False,1.320656,2.227168,0.243571,0.015763
APPX,APP,1.983777,211,ols,0.060701,-0.024401000000000003,0.085102,200000,0.085102,False,False,False,,False,True,False,False,False,True,True,False,False,0.811866,1.423335,0.115312,0.03021
ARCX,ACHR,1.989404,180,ols,0.142778,-0.106478,0.24925599999999998,20000,0.24925599999999998,False,False,False,,False,True,False,False,False,False,True,False,False,0.869788,1.472859,0.19727,-0.05198599999999998
ASTX,ASTS,1.990004,159,ols,0.06905,-0.03275,0.1018,100000,0.1018,False,False,False,,False,True,False,False,False,True,True,False,False,1.285692,2.067028,0.16334,0.06154000000000001
AURU,AUR,1.866294,97,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.909306,1.212386,0.903755,
BEX,BE,1.985095,71,ols,0.152979,-0.11667899999999999,0.269658,35000,0.269658,False,False,False,,False,True,False,False,False,False,True,False,False,0.972148,2.114291,0.090545,-0.17911300000000002
BLSX,BLSH,2.048146,86,ols,0.064196,-0.027896,0.09209200000000001,8000,0.09209200000000001,False,False,False,,False,True,False,False,False,True,True,False,False,0.828897,1.481102,-0.000832,-0.092924
CEGX,CEG,1.985591,159,ols,0.06296299999999999,-0.026663000000000003,0.089626,45000,0.089626,False,False,False,,False,True,False,False,False,True,True,False,False,0.577498,0.919924,0.096454,0.006828000000000001
CELT,CELH,1.975936,97,ols,0.034979,0.001321,0.033658,8000,0.033658,False,False,False,,True,False,False,False,True,False,False,False,False,0.631655,1.233926,0.148907,0.11524900000000002
CLSX,CLSK,2.003395,113,ols,0.13675700000000002,-0.100457,0.23721400000000004,55000,0.23721400000000004,False,False,False,,False,True,False,False,False,False,True,False,False,0.996052,2.151365,0.249148,0.011933999999999972
COZX,CORZ,2.043645,77,ols,0.04567,-0.00937,0.055040000000000006,45000,0.055040000000000006,False,False,False,,True,False,False,False,True,False,False,False,False,0.869693,1.469197,0.264269,0.20922899999999997
CRDU,CRDO,1.983077,113,ols,0.094959,-0.058658999999999996,0.153618,95000,0.153618,False,False,False,,False,True,False,False,False,False,True,False,False,0.890625,1.680113,0.150804,-0.002814000000000011
CSEX,CLS,2.002726,71,ols,0.078153,-0.041853,0.120006,25000,0.120006,False,False,False,,False,True,False,False,False,False,True,False,False,0.698527,1.539431,0.042881,-0.077125
CWVX,CRWV,1.990456,159,ols,0.036805,-0.000505,0.037309999999999996,100000,0.037309999999999996,False,False,False,,True,False,False,False,True,False,False,False,False,1.221353,1.983337,-0.044606,-0.08191599999999999
DASX,DASH,2.018253,86,ols,0.044556,-0.008256,0.052812,900,0.052812,False,False,False,,True,False,False,False,True,False,False,True,False,0.40228,1.092131,0.083829,0.031017000000000003
DOGD,DDOG,2.015796,137,ols,0.17851299999999998,-0.142213,0.32072599999999996,10000,0.32072599999999996,False,False,False,,False,True,False,False,False,False,True,False,False,0.473152,1.217692,0.090222,-0.23050399999999996
ENPX,ENPH,2.017828,113,ols,0.162451,-0.126151,0.288602,5000,0.288602,False,False,False,,False,True,False,False,False,False,True,False,False,0.72501,1.697908,0.186806,-0.10179600000000003
FLYT,FLY,1.980368,86,ols,0.17415,-0.13785,0.312,7000,0.312,False,False,False,,False,True,False,False,False,False,True,False,False,1.083743,2.3465,0.135478,-0.176522
GEVX,GEV,1.993276,159,ols,0.044548,-0.008248,0.052795999999999996,35000,0.052795999999999996,False,False,False,,True,False,False,False,True,False,False,False,False,0.532313,1.011351,0.082122,0.029326000000000005
IREX,IREN,1.981649,86,ols,0.268118,-0.231818,0.49993600000000005,10000,0.49993600000000005,False,False,False,,False,True,False,False,False,False,True,False,False,1.072478,2.246705,0.24848,-0.251456
JOBX,JOBY,1.983479,118,ols,0.282879,-0.24657900000000002,0.529458,30000,0.529458,False,False,False,,False,True,False,False,False,False,True,False,False,0.808434,1.52287,0.260862,-0.268596
LABX,ALAB,1.994028,137,ols,0.040506,-0.004206,0.044712,300000,0.044712,False,False,False,,True,False,False,False,True,False,False,False,False,0.919953,1.799178,0.095847,0.051135
LRCU,LRCX,2.046287,132,ols,0.104021,-0.067721,0.171742,10000,0.171742,False,False,False,,False,True,False,False,False,False,True,False,False,0.482759,1.046445,0.148595,-0.023147
LYFX,LYFT,1.860896,97,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.58875,1.060393,0.589701,
MDBX,MDB,1.990665,132,ols,0.055554,-0.019254,0.074808,1000,0.074808,False,False,False,,True,False,False,False,True,False,False,False,False,0.648749,1.51595,0.09248,0.017672000000000007
NEBX,NBIS,1.998885,118,ols,0.056422,-0.020122,0.076544,100000,0.076544,False,False,False,,True,False,False,False,True,False,False,False,False,1.11273,1.781035,0.216289,0.139745
NETX,NET,1.607724,97,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.50125,1.031981,-0.008426,
NNEX,NNE,1.996746,71,ols,0.184101,-0.147801,0.331902,1000,0.331902,False,False,False,,False,True,False,False,False,False,True,False,False,1.544431,1.781748,0.091104,-0.24079799999999996
NVTX,NVTS,2.000084,118,ols,0.22301400000000002,-0.186714,0.409728,3000,0.409728,False,False,False,,False,True,False,False,False,False,True,False,False,1.597951,2.48121,0.301196,-0.10853199999999996
NWMX,NEM,1.221852,68,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.40413,0.82231,-0.770006,
OKTX,OKTA,1.692947,80,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.456367,0.911288,1.194727,
OPEX,OPEN,1.99594,86,ols,0.301983,-0.265683,0.567666,100000,0.567666,False,False,False,,False,True,False,False,False,False,True,False,False,1.296838,1.972925,0.326176,-0.24148999999999998
PONX,PONY,2.016609,118,ols,0.19958700000000001,-0.16328700000000002,0.36287400000000003,15000,0.36287400000000003,False,False,False,,False,True,False,False,False,False,True,False,False,1.273027,1.587665,0.180171,-0.18270300000000003
QBTX,QBTS,1.992731,211,ols,0.10406399999999999,-0.06776399999999999,0.17182799999999998,100000,0.17182799999999998,False,False,False,,False,True,False,False,False,False,True,False,False,1.424932,2.451837,0.231305,0.05947700000000003
QSX,QS,1.697939,67,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.887084,1.438607,-0.605105,
QUBX,QUBT,1.969344,171,ols,0.281668,-0.245368,0.527036,15000,0.527036,False,False,False,,False,True,False,False,False,False,True,False,False,1.747252,2.027518,0.327402,-0.19963399999999992
RGTU,RGTI,1.98711,171,ols,0.33515300000000003,-0.29885300000000004,0.6340060000000001,60000,0.6340060000000001,False,False,False,,False,True,False,False,False,False,True,False,False,1.498464,2.201472,0.186682,-0.44732400000000005
SMU,SMR,1.986153,159,ols,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,1.243219,2.105987,0.242988,
SNPX,SNPS,1.919051,71,ols,0.147567,-0.11126699999999999,0.258834,100,0.258834,False,False,False,,False,True,False,False,False,False,True,True,False,0.481488,0.820321,-0.012301,-0.271135
SRPU,SRPT,1.954964,86,ols,0.12734,-0.09104,0.21838000000000002,20000,0.21838000000000002,False,False,False,,False,True,False,False,False,False,True,False,False,0.835084,1.79816,0.284869,0.06648899999999996
TARK,ARKK,1.975856,501,ols,0.230595,-0.194295,0.42489,15000,0.42489,False,False,False,,False,True,False,False,False,False,True,False,False,0.400394,0.792422,0.074992,-0.349898
TEMT,TEM,1.983991,199,ols,0.07115199999999999,-0.034852,0.10600399999999999,20000,0.10600399999999999,False,False,False,,False,True,False,False,False,True,True,False,False,1.025399,1.353568,0.164991,0.05898700000000001
UNX,U,2.027404,113,ols,0.161341,-0.12504099999999999,0.286382,10000,0.286382,False,False,False,,False,True,False,False,False,False,True,False,False,0.725278,1.751614,0.151876,-0.13450600000000001
UPSX,UPST,1.987508,180,ols,0.107526,-0.071226,0.178752,5000,0.178752,False,False,False,,False,True,False,False,False,False,True,False,False,0.897003,1.439392,0.177749,-0.0010030000000000039
VOYX,VOYG,1.97474,118,ols,0.372241,-0.335941,0.708182,2000,0.708182,False,False,False,,False,True,False,False,False,False,True,False,False,0.885575,1.702082,0.369409,-0.338773
WULX,WULF,1.990226,86,ols,0.12727,-0.09097,0.21824,1000,0.21824,False,False,False,,False,True,False,False,False,False,True,False,False,1.178743,2.10063,0.223853,0.005613000000000007
CRMU,CRML,1.984203,12,ols_short_history,0.10825100000000001,-0.071951,0.18020200000000003,1000,0.18020200000000003,False,False,False,,False,True,False,False,False,False,True,False,False,1.585967,1.847823,0.370133,0.18993099999999996
UECG,UEC,1.939254,12,ols_short_history,0.045406,-0.009106,0.054512000000000005,800,0.054512000000000005,False,False,False,,True,False,False,False,True,False,False,True,False,0.696153,0.830128,0.35753,0.303018
DNNG,DNN,1.943432,12,ols_short_history,0.09915800000000001,-0.062858,0.162016,200,0.162016,False,False,False,,False,True,False,False,False,False,True,True,False,0.606464,0.749162,0.413484,0.251468
RCAX,RCAT,2.042891,17,ols_short_history,0.112362,-0.076062,0.188424,3000,0.188424,False,False,False,,False,True,False,False,False,False,True,False,False,1.248471,2.2794,-0.005481,-0.193905
RDWU,RDW,2.012269,19,ols_short_history,0.152147,-0.11584699999999999,0.267994,30000,0.267994,False,False,False,,False,True,False,False,False,False,True,False,False,1.060058,2.364403,0.532362,0.264368
OKLL,OKLO,1.997253,171,ols,0.17912299999999998,-0.142823,0.32194599999999995,300000,0.32194599999999995,False,False,False,,False,True,False,False,False,False,True,False,False,1.293486,2.084852,0.280253,-0.04169299999999998
GDXU,GDX,3.045562,501,ols,0.027442,0.008858,0.018584000000000003,60000,0.018584000000000003,False,False,False,,True,False,False,False,True,False,False,False,False,0.374353,1.143125,0.19846,0.17987599999999998
MRNX,MRNA,2.043326,16,ols_short_history,0.056907,-0.020607,0.077514,600,0.077514,False,False,False,,True,False,False,False,True,False,False,True,False,0.660886,1.017916,0.334502,0.256988
ZETX,ZETA,2.08367,16,ols_short_history,0.12727,-0.09097,0.21824,2000,0.21824,False,False,False,,False,True,False,False,False,False,True,False,False,0.756188,1.973149,0.195659,-0.02258099999999999
LITX,LITE,1.94335,22,ols_short_history,0.087104,-0.050804,0.137908,40000,0.137908,False,False,False,,False,True,False,False,False,False,True,False,False,0.691022,1.297081,-0.230206,-0.368114
SNXX,SNDX,0.919805,22,ols_short_history,0.09613300000000001,-0.059833,0.155966,1500000,0.155966,False,False,False,,False,True,False,False,False,False,True,False,False,0.605863,2.109198,-7.023757,-7.179723
WDCX,WDC,2.084628,22,ols_short_history,0.12321,-0.08691,0.21012,80000,0.21012,False,False,False,,False,True,False,False,False,False,True,False,False,0.533853,1.894269,0.133791,-0.07632900000000001
LNOK,NOK,1.950391,26,ols_short_history,0.111951,-0.075651,0.187602,300,0.187602,False,False,False,,False,True,False,False,False,False,True,True,False,0.362195,0.863444,0.036715,-0.150887
USGG,USAR,2.01816,31,ols,0.270383,-0.234083,0.504466,85000,0.504466,False,False,False,,False,True,False,False,False,False,True,False,False,1.195038,2.598118,0.123643,-0.38082299999999997
ONDG,ONDS,1.998204,31,ols,0.216438,-0.180138,0.396576,5000,0.396576,False,False,False,,False,True,False,False,False,False,True,False,False,1.319604,2.275949,0.190801,-0.20577499999999999
PLUL,PLUG,1.992158,31,ols,0.054400000000000004,-0.0181,0.07250000000000001,29,0.07250000000000001,False,False,False,,True,False,False,False,True,False,False,True,False,1.031656,1.798378,0.064302,-0.00819800000000001
ALBG,ALB,1.996402,31,ols,0.103184,-0.066884,0.170068,1000,0.170068,False,False,False,,False,True,False,False,False,False,True,False,False,0.607858,1.346164,0.155731,-0.014336999999999989
UUUG,UUUU,2.004379,31,ols,0.08992499999999999,-0.053625,0.14354999999999998,10000,0.14354999999999998,False,False,False,,False,True,False,False,False,False,True,False,False,0.772776,2.372676,0.105918,-0.037631999999999985
HUTG,HUT,1.999576,31,ols,0.101866,-0.065566,0.167432,1000,0.167432,False,False,False,,False,True,False,False,False,False,True,False,False,1.005064,2.187079,0.175879,0.00844700000000001
XPEG,XPEV,1.986011,29,ols_short_history,0.108097,-0.071797,0.179894,1000,0.179894,False,False,False,,False,True,False,False,False,False,True,False,False,0.692775,0.901328,0.180677,0.0007830000000000059
ORLG,ORLY,2.011449,29,ols_short_history,,,,0,,False,True,False,,False,True,False,False,False,False,True,True,False,0.205209,0.583242,0.118281,
