etf,weight
NVTX,0.09999999997067273
QBTX,0.09999999991630962
ASTX,0.0999999998903394
IRE,0.09999999966050094
SMU,0.09999999962231862
NBIG,0.09999817670093467
IOYY,0.039999999949510534
MAAY,0.039999999944840575
MTYY,0.039999999935726636
SMYY,0.03999999993321534
XBTY,0.039999999919343165
CWVX,0.03999998016907037
NEBX,0.03500182279170423
QBTZ,0.024999999992514624
CORD,0.0249999999890217
ETHD,0.024999999984639202
MSDD,0.024999999947498002
PLTZ,0.024999999337714112
CRWG,1.8593223877183837e-08
CONI,7.19030119237006e-10
FBYY,2.0294813178330912e-10
NBIL,1.8271458984876412e-10
COYY,1.144155140345058e-10
WULX,1.1111458229300622e-10
CLSX,1.108266423420261e-10
LABX,1.0693513253735663e-10
OKLL,9.976336085764405e-11
IREX,8.008945875805926e-11
CRDU,5.979084980058806e-11
RGTX,5.377917728973514e-11
GLXU,5.351019075201316e-11
CRWU,4.472693836233434e-11
RKLX,3.634010450272046e-11
MSTZ,2.9582161951809094e-11
RGTU,2.552444512614647e-11
ETHU,2.411114836736103e-11
RIOX,2.363205971305647e-11
INTW,2.361142336569844e-11
COZX,2.30461915248239e-11
OSCX,2.300861600183393e-11
MUU,2.2769854413633816e-11
LMNX,2.261559553536792e-11
SOUX,2.2579090524311998e-11
KTUP,2.2560213532278366e-11
UPSX,2.2384043624986777e-11
ROBN,2.233542907502186e-11
AVXX,2.2314756630399396e-11
TEMT,2.2108133524874384e-11
HIMZ,2.186372378511263e-11
CONL,2.1625778966827014e-11
COIA,2.161611877771567e-11
HOOX,2.1409608374129213e-11
APPX,2.140487708303222e-11
RDTL,2.1371921233325514e-11
ARCX,2.1202442390380303e-11
MPL,2.0941223372397638e-11
IONL,2.0703942701437315e-11
ETU,2.057262531606342e-11
SBTU,2.0255130295766118e-11
AMDL,2.0211787451299152e-11
QSU,2.0057269894377e-11
UNX,1.9853073260832625e-11
COIG,1.9812958482662203e-11
AMUU,1.9611839540460964e-11
ETHT,1.9559559963517428e-11
PTIR,1.9546587863569997e-11
SRPU,1.941493830495051e-11
AMDG,1.929658245170173e-11
MULL,1.9163246867161245e-11
MPG,1.9056713284699565e-11
QUBX,1.8937249942512008e-11
IONX,1.8925594967523435e-11
HOOG,1.880335820338234e-11
GDXU,1.82128764478767e-11
OPEX,1.796668773734702e-11
BAIG,1.7939822729427324e-11
PONX,1.7797402555657958e-11
SNOU,1.7273064647020268e-11
RBLU,1.687272721157051e-11
PLTU,1.6541794564160798e-11
GLGG,1.643383175682795e-11
NUGT,1.5485150353226463e-11
JNUG,1.540066458586694e-11
BULX,1.534111261631668e-11
VRTL,1.503667222129763e-11
LRCU,1.4798010006773195e-11
PLTA,1.448295697295496e-11
ANEL,1.4346104335247388e-11
GEVX,1.429893544140103e-11
ORCX,1.4273503335377974e-11
SOFX,1.4160617787248491e-11
URAA,1.4102198391003717e-11
BABX,1.4044064683303534e-11
QPUX,1.3913588366577548e-11
CVNX,1.3884444391948085e-11
NVOX,1.3306598003448782e-11
DKNX,1.2737433919551378e-11
SOXL,1.2461474450860172e-11
AFRU,1.2222388227590003e-11
BITX,1.2156844140702019e-11
XYZG,1.2121172315078377e-11
TSLI,1.1781402506391381e-11
BTCL,1.1497671345956315e-11
MVLL,1.131119301079234e-11
SHPU,1.1257872642184263e-11
BITU,1.1196903440993364e-11
PLTG,1.1178151611906279e-11
VSTL,1.0983671140925824e-11
TSLL,1.0868818807587129e-11
UBRL,1.0794302224223405e-11
AVGG,1.0725716997421548e-11
MSTX,1.0647820268483022e-11
TSLR,1.0333854230893545e-11
JOBX,1.0305109725322452e-11
QCMU,1.0154109653290516e-11
CEGX,1.0097014295140197e-11
ETRL,9.831870942794972e-12
LLYX,9.811919412789124e-12
CWEB,9.806388106120193e-12
ARMG,9.592317175087075e-12
YINN,9.58897277282445e-12
AVL,9.560688085803734e-12
MRAL,9.554931406107645e-12
DLLL,9.432607585795418e-12
CRMG,9.426186286962668e-12
GOOX,9.378716515450036e-12
FBL,9.336774751982716e-12
NOWL,9.302856365414809e-12
TSLT,9.298151609804227e-12
UNHG,9.133626672449108e-12
SMCL,9.103795034408293e-12
MSFU,8.935076342304097e-12
CRWL,8.81656679082859e-12
ASMG,8.787522270560743e-12
TTDU,8.73179305817331e-12
TARK,8.730920504062552e-12
TSMG,8.62833432542664e-12
METU,8.579770486886235e-12
MSTU,8.569614613385488e-12
PALU,8.540684629386006e-12
TSMU,8.50666355790233e-12
TSLG,8.448637715874548e-12
AMZZ,8.28133793451964e-12
PANG,8.277814593911265e-12
AVGX,8.24909830235173e-12
NFLU,8.089514004546744e-12
NFXL,8.075325682360374e-12
AMZU,8.062564129307453e-12
BOEU,7.63760310218892e-12
AVGU,7.621587905061784e-12
BOEG,7.619150256667674e-12
NVDG,7.2178737194470016e-12
NVDU,6.82220875846362e-12
NVDL,6.75567391818498e-12
NVDB,6.624163297782097e-12
NVDX,0.0
DJTU,0.0
GMEU,0.0
MSTP,0.0
LULG,0.0
