bucket,etf,underlying,w_book,frac_sleeve,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,q_prior,prev_w_book,delta_w_book,haircut_factor,ema_applied
core_leveraged,NVTX,NVTS,0.09999999997067277,0.1481481481047004,479.0,164.0,1.077924207275485,0.16909278284479357,2.231162478961095,0.01207822768058844,0.0999999999670999,3.5728642266974475e-12,1.0,True
core_leveraged,QBTX,QBTS,0.09999999991630966,0.14814814802416246,479.0,257.0,0.9205715748843613,0.14452740554716553,2.2293353291004636,0.01206833654436176,0.09999999996342264,-4.711298018378329e-11,1.0,True
core_leveraged,ASTX,ASTS,0.09999999989033945,0.14814814798568807,479.0,205.0,0.8987108448318196,0.11314603794313569,2.7800248370095035,0.015049452137939545,0.09999999996237986,-7.20404152998455e-11,1.0,True
core_leveraged,IRE,IREN,0.09999999966050098,0.14814814764518663,479.0,134.0,0.849415472174311,0.13340175305484997,2.22857202737637,0.012064204468773574,0.09999999996214064,-3.0163965769602896e-10,1.0,True
core_leveraged,SMU,SMR,0.09999999962231867,0.14814814758862024,479.0,205.0,0.8450255231098721,0.1317332208124484,2.245135519077105,0.012153869666101635,0.09999999996054153,-3.3822285250284523e-10,1.0,True
core_leveraged,NBIG,NBIS,0.09999817670093472,0.14814544696434773,363.0,130.0,0.818119580310344,0.12046042913449627,2.3770615393451275,0.012868041101313767,0.09999999975182217,-1.8230508874450546e-06,1.0,True
whitelist_stock,IOYY,IONQ,0.03999999994951056,0.19999999974755278,479.0,124.0,0.5927043489936146,0.2737109424024631,0.7579036494738923,0.03150770414871665,0.03999999999630619,-4.6795629871088096e-11,1.0,True
whitelist_stock,MAAY,MARA,0.0399999999448406,0.199999999724203,479.0,124.0,0.5726345943083029,0.2566372458559165,0.7809548740264641,0.03246599372018425,0.0399999999952396,-5.039899747538712e-11,1.0,True
whitelist_stock,MTYY,MSTR,0.039999999935726664,0.19999999967863327,479.0,154.0,0.5325901249415828,0.269828943737807,0.6908322774694079,0.028719401245791244,0.03999999999200443,-5.62777671686554e-11,1.0,True
whitelist_stock,SMYY,SMCI,0.03999999993321537,0.1999999996660768,479.0,149.0,0.5216610190092845,0.27749374332981747,0.657965669648418,0.027353064830450736,0.039999999990676514,-5.746114695170945e-11,1.0,True
whitelist_stock,XBTY,IBIT,0.03999999991934319,0.19999999959671594,479.0,245.0,0.5034094096645091,0.2169945023102897,0.8119712320205784,0.03375541122348775,0.03999999998759075,-6.824755344192468e-11,1.0,True
core_leveraged,CWVX,CRWV,0.0399999801690704,0.05925922988010429,255.0,205.0,0.8020917378465484,0.13741362885324965,2.0429713601850854,0.011059469431704789,0.04000000000887992,-1.983980951747455e-08,1.0,True
core_leveraged,NEBX,NBIS,0.035001822791704246,0.05185455228400629,363.0,164.0,0.816890089931527,0.11702238855491184,2.4432207802857544,0.013226189099404824,0.035000000137222737,1.8226544815092005e-06,1.0,True
inverse_decay_bucket4,QBTZ,QBTS,0.024999999992514642,0.19999999994011713,479.0,144.0,2.357960028588964,0.496269527785117,1.6629794170305845,0.031730043070107856,0.025000000003535923,-1.1021281109968584e-11,1.0,True
inverse_decay_bucket4,CORD,CRWV,0.024999999989021717,0.19999999991217374,255.0,151.0,1.3254417254076198,0.7186982567096619,0.6454789608319226,0.012315892198242818,0.025000000002525256,-1.350353856510722e-11,1.0,True
inverse_decay_bucket4,ETHD,ETHA,0.02499999998463922,0.19999999987711375,426.0,447.0,1.094285063833686,0.26948077888230215,1.4212507991490861,0.02711780350892721,0.02500000000178527,-1.7146051939365137e-11,1.0,True
inverse_decay_bucket4,MSDD,MSTR,0.02499999994749802,0.19999999957998416,479.0,225.0,0.8878454366606103,0.3393571885457135,0.9156897608767001,0.01747157857392777,0.025000000000025814,-5.2527794613954626e-11,1.0,True
inverse_decay_bucket4,PLTZ,PLTR,0.02499999933771413,0.19999999470171304,479.0,228.0,0.5791958048554953,0.23326602332434376,0.8690444017968026,0.0165815740209739,0.024999999963528117,-6.258139874371071e-10,1.0,True
core_leveraged,CRWG,CRWV,1.859322387718385e-08,2.7545516855087184e-08,255.0,184.0,0.797225852612595,0.12702272404157672,2.196686069518374,0.011891592271116927,1.0299323088884968e-10,1.8490230646295002e-08,1.0,True
inverse_decay_bucket4,CONI,COIN,7.190301192370065e-10,5.752240953896052e-09,479.0,417.0,0.5287517798265053,0.3927617290360934,0.47118420471733435,0.008990306768998675,2.8364075204648312e-11,6.906660440323581e-10,1.0,True
whitelist_stock,FBYY,META,2.0294813178330925e-10,1.014740658916546e-09,479.0,133.0,0.4124156810460533,0.23534930596372086,0.6133244700894488,0.025497233011295112,2.5403785130717192e-11,1.7754434665259205e-10,1.0,True
core_leveraged,NBIL,NBIS,1.827145898487642e-10,2.7068828125742844e-10,363.0,144.0,0.769189299577058,0.10856597970934194,2.47974785077912,0.013423925605860062,2.1032771326965737e-11,1.6168181852179846e-10,1.0,True
whitelist_stock,COYY,COIN,1.1441551403450588e-10,5.720775701725293e-10,479.0,193.0,0.37617848524296726,0.2644048448101934,0.4979578567463627,0.020701191820074336,1.2778831671631929e-11,1.0163668236287395e-10,1.0,True
