underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
NFLX,"NFLU, NFLW, NFLX",9829.42853168,48622.81146832,3
ASTS,"ASTS, ASTX",1642.8837276799986,17234.05627232,2
MDB,"MDB, MDBX",1554.7507123199994,10891.46928768,2
EWY,"EWY, KORU",1365.7551484,3682.5448516,2
IBIT,"BITU, BITX, BTCL, IBIT, XBTY",1280.684123779999,67479.43587622,5
BLSH,"BLSH, BLSX",1259.0416809999988,22170.658319,2
CRML,"CRML, CRMU",1230.3688101299995,36366.83118987,2
F,"F, FRDU",1176.621549311999,12919.418450688001,2
BA,"BA, BOEG, BOEU",1055.3007406011993,30631.4992593988,3
CELH,"CELH, CELT",1050.9545898000006,13396.5654102,2
RBLX,"RBLU, RBLX",1033.8156606600005,13580.56433934,2
LEU,"LEU, LEUX",999.418094648001,20237.681905351998,2
ETHA,"ETHA, ETHT, ETHU, ETU",974.6132779600011,43145.66672204,4
XRPZ,"UXRP, XRPZ, XXRP",922.6959585599998,35885.26404144,3
TER,"TER, TERG",897.7602095876009,18429.5997904124,2
CEG,"CEG, CEGX",893.9606009599993,20154.33939904,2
FIG,"FIG, FIGG",833.8547767632008,15758.785223236799,2
CIFR,"CIFG, CIFR",794.9336604063992,10408.406339593601,2
GLXY,"GLXU, GLXY",777.8037220000006,11626.076278,2
RKT,"RKT, RKTL",759.0133702799994,13239.586629720001,2
UEC,"UEC, UECG",661.8110673632009,15016.3889326368,2
COPX,"COPX, COPZ",613.231181604001,13540.648818396,2
URA,"URA, URAA",575.5460714399997,14935.17392856,2
CMG,"CMG, CMGG",575.5145395999998,13235.285460400002,2
PLTR,"PLTA, PLTR, PLTU, PLTW, PTIR",456.4416120400001,68976.35838796,5
UUUU,"UUUG, UUUU",452.3354344919999,6772.864565508,2
HUT,"HUT, HUTG",443.6618116608006,13358.738188339199,2
QCOM,"QCMU, QCOM",432.07438292560073,15394.0856170744,2
AAPL,"AAPB, AAPL, AAPU",426.31594027839856,31914.124059721602,3
OKLO,"OKLL, OKLO",402.71877444000074,13278.96122556,2
TSM,"TSM, TSMG, TSMU",367.46483736519895,27997.3351626348,3
SOEZ,"SOEZ, SOLT",366.0554520000005,17212.344548,2
IREN,"IREG, IREN",351.4033853951987,17532.0766146048,2
GDXJ,"GDXJ, JNUG",341.6838201600003,4531.276179840001,2
NU,"NU, NUG",340.955820417601,15916.8241795824,2
AMZN,"AMZN, AMZU, AMZZ",328.92649960999915,34970.97350039,3
BMNR,"BMNG, BMNR",327.2421502500001,17986.25784975,2
META,"FBL, FBYY, META",309.21543029519853,31124.064569704802,3
UPS,"UPS, UPSG",303.71549305200006,3929.8845069479994,2
BE,"BE, BEX",293.3025938799997,7667.19740612,2
MU,"MU, MUU",285.8237959999997,16461.776203999998,2
BULL,"BULG, BULL",270.7623414000004,4737.9576586,2
CORZ,"CORZ, COZX",263.3432167999981,16375.8967832,2
SNAP,"SNAG, SNAP",260.6516391911998,3996.7083608088005,2
AAL,"AAL, AALG",258.84834803399986,3892.191651966,2
AXON,"AXON, AXUP",240.6627254800003,3899.89727452,2
RDDT,"RDDT, RDTL",237.79330048000065,6069.72669952,2
OSCR,"OSCG, OSCR",230.57364988260042,3950.2263501173998,2
U,"U, UNX",229.40064035999967,5542.11935964,2
KWEB,"CWEB, KWEB",217.06726550000076,16186.552734499997,2
UPST,"UPST, UPSX",214.31185719999985,7861.8681428,2
EWW,"EWW, MEXX",199.44355718000043,4879.47644282,2
WULF,"WULF, WULX",191.0448127999989,16307.4351872,2
ACHR,"ACHR, ARCX",164.18012048000037,4272.519879519999,2
LAC,"LAC, LACG",159.3417039620008,12362.958296038,2
ETOR,"ETOR, ETRL",153.3459671749997,5594.054032825,2
OPEN,"OPEG, OPEN",134.50291431579944,7823.1970856842,2
ISRG,"ISRG, ISUL",128.98991758800003,5785.4500824120005,2
SMCI,"SMCI, SMCL",126.71509782000021,7693.6249021799995,2
LRCX,"LRCU, LRCX",126.40857920000008,4250.991420799999,2
TEM,"TEM, TEMT",122.31123276000017,14733.44876724,2
HOOD,"HOOD, HOOW",121.34320167999886,10108.356798320001,2
LITE,"LITE, LITX",115.40761440000006,5260.5923856,2
PYPL,"PYPG, PYPL",98.17117328049972,4458.8288267195,2
SPOT,"SPOG, SPOT",93.67270518860028,4021.2872948114,2
ALB,"ALB, ALBG",92.72131901759985,4611.2786809824,2
NEM,"NEM, NEMG",90.02018064799995,4325.959819352,2
MSFT,"MSFL, MSFT, MSFU, MSFW, MSFX",81.10447751999891,60650.89552248,5
RTX,"RTX, RTXG",79.72502505039984,4479.994974949599,2
CLS,"CLS, CSEX",75.56815409520027,3114.0318459048003,2
LMT,"LMT, LMTL",71.86555440000006,3824.9544456000003,2
UBER,"UBER, UBRL",71.75254077600039,16571.587459224,2
XYZ,"XYZ, XYZG",66.98365735200014,4586.376342648,2
KLAC,"KLAC, KLAG",63.20620544440135,17516.793794555597,2
ASHR,"ASHR, CHAU",62.29357290000007,16495.546427100002,2
ZETA,"ZETA, ZETX",57.749786732400025,4684.6502132676,2
SHOP,"SHOP, SHPU",53.127369862800606,4609.5926301372,2
ADBE,"ADBE, ADBG",50.86184771999979,4328.41815228,2
LLY,"ELIL, LLY",50.027941800000235,3949.3320581999997,2
AFRM,"AFRM, AFRU",49.53075592000005,4623.14924408,2
WDC,"WDC, WDCX",46.74840175999998,4254.21159824,2
UNH,"UNH, UNHG",42.55094479999934,16501.9490552,2
SNPS,"SNPS, SNPX",42.46441054600018,4287.335589454,2
ASML,"ASML, ASMU",40.499565600001006,16599.6604344,2
GEV,"GEV, GEVX",29.90265675000046,16923.09734325,2
KTOS,"KTOS, KTUP",27.02154285000006,4774.658457150001,2
FXI,"FXI, YINN",25.9969769599993,18246.80302304,2
NOW,"NOW, NOWL",25.42303099999981,4599.7769690000005,2
CRWV,"CRWV, CWVX",18.882585199997266,17192.7174148,2
DELL,"DELL, DLLL",1.6928234176002661,4714.1471765824,2
CRM,"CRM, CRMG",-9.416650320001281,19810.676650319998,2
CSCO,"CSCL, CSCO",-13.302431167201576,16882.9024311672,2
CLSK,CLSK,-19.62,19.62,1
GOOGL,"GGLL, GOOGL, GOOX",-21.28951640000014,33360.8895164,3
XOM,"XOM, XOMX",-46.89234751999902,17023.85234752,2
SBUX,"SBU, SBUX",-55.80466952000006,4924.92466952,2
SATS,"SATG, SATS",-71.17175859679946,7026.3317585968,2
APP,"APP, APPX",-78.34735875999968,6538.647358759999,2
BIDU,"BIDG, BIDU",-79.29691728000034,4834.99691728,2
ORCL,"ORCL, ORCU",-108.04248983999969,5001.64248984,2
BABA,"BABA, BABX",-113.0686273500005,15922.708627349999,2
MARA,"MAAY, MARA, MARO",-140.22532099599812,18368.825320996002,3
CRWD,"CRWD, CRWL",-179.78156512000032,4600.081565119999,2
MSTR,"MSTR, MSTW, MTYY",-186.15639190000002,38918.5563919,3
DASH,"DASH, DASX",-213.59465619000002,16483.67465619,2
XLE,"ERX, XLE",-237.44464999999946,17445.404649999997,2
OKTA,"OKTA, OKTG",-240.6014416560006,5415.001441656001,2
QBTS,"QBTS, QBTX",-243.87388799999826,25205.073888,2
VRT,"VRT, VRTL",-252.31219256000077,17957.472192560002,2
PBR,"PBR, PBRG",-301.7188039200005,5580.93880392,2
AMD,"AMD, AMDG, AMDL, AMUU",-324.619700002997,51941.779700003,4
INTC,"INTC, INTW",-342.38721434999934,17903.067214349998,2
DKNG,"DKNG, DKUP",-352.5762685287996,7051.916268528799,2
SRPT,"SRPT, SRPU",-398.61931904999983,13368.96931905,2
MRNA,"MRNA, MRNX",-404.27285726599985,18762.432857266,2
CRDO,"CRDO, CRDU",-450.15690378,13663.89690378,2
COST,"COST, COTG",-466.20646360000137,16341.886463600002,2
SOFI,"SOFA, SOFI",-502.82005632800065,18217.500056328,2
SNOW,"SNOU, SNOW",-600.2913743999998,18902.1513744,2
ALAB,"ALAB, LABX",-636.8368104000001,18096.236810399998,2
CRCL,"CRCG, CRCL",-684.473509200001,20990.2735092,2
PLUG,"PLUG, PLUL",-738.8962880000017,17361.316288,2
XOP,"GUSH, XOP",-775.2505000399997,19220.530500039997,2
COIN,"COIN, CONX",-857.5190614419002,8802.7190614419,2
NBIS,"NBIS, NEBX",-910.4578198399995,19501.627819840003,2
PANW,"PALU, PANG, PANW",-949.6465955445965,36574.5265955446,3
GSOL,"GSOL, SOLX",-977.7300327661014,22691.0500327661,2
AVGO,"AVGG, AVGO, AVL",-1222.5736466900016,37428.993646689996,3
MRVL,"MRVL, MRVU",-1408.9512797280004,20943.991279728,2
FIGR,"FGRU, FIGR",-2201.7937815999994,22231.8737816,2
GDX,"GDX, GDXU, NUGT",-8125.263886739999,22721.10388674,3
TSLA,"TSLA, TSLI, TSLL, TSLR",-8482.498292559998,34582.97829256,4
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDU",-8608.6078945,62185.247894500004,5
