symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
DUST,flow_program,10560.348988099999,10560.348988099999,1
FAZ,flow_program,10427.029217280002,10427.029217280002,1
SOXS,flow_program,9926.14634088,9926.14634088,1
LABD,flow_program,9508.876349249998,9508.876349249998,1
SQQQ,flow_program,9249.4963044,9249.4963044,1
ZSL,flow_program,8706.4728894,8706.4728894,1
SDS,flow_program,8439.74305972,8439.74305972,1
TSLQ,flow_program,7942.85716842,7942.85716842,1
NVDQ,flow_program,7894.1170154,7894.1170154,1
TSYY,flow_program,-13.011048,13.011048,1
NVYY,flow_program,-21.020351559199998,21.020351559199998,1
TQQY,flow_program,-74.34683595,74.34683595,1
