n_pairs,kelly_lambda,cluster_cap,cagr,vol,max_dd,calmar,composite_rank
10,0.0,0.35,0.37277947295573166,0.37940128517306754,-0.17069054974552866,2.1839491026977425,1.5
10,0.0,,0.37277947295573166,0.37940128517306754,-0.17069054974552866,2.1839491026977425,1.5
10,0.5,0.35,0.31672226706074946,0.39730472997471483,-0.18837562069452485,1.6813336348568964,4.0
15,0.0,0.35,0.29563585303345397,0.29034797133036677,-0.14222078477556632,2.078710601266802,4.0
15,0.0,,0.29563585303345397,0.29034797133036677,-0.14222078477556632,2.078710601266802,4.0
10,0.5,,0.2910184317341489,0.3965210712772366,-0.18837562069452485,1.5448837310326502,6.5
15,0.5,0.35,0.27317322664449595,0.33904843760243464,-0.16846904735484447,1.6215039553771218,6.5
15,0.5,,0.24733753324466634,0.33792285505015474,-0.16846904735484447,1.4681482273933801,8.5
10,1.0,0.35,0.250965567531668,0.4036301631611357,-0.20350179895961829,1.2332351301792086,9.0
15,1.0,0.35,0.2293942980271304,0.36276859370506326,-0.1852917044371183,1.2380170970092137,9.5
10,1.0,,0.22928644135875187,0.3988020203679496,-0.20350179895961829,1.126704739373091,11.0
15,1.0,,0.20172175314520313,0.36069420129782537,-0.1852917044371183,1.0886712589643248,12.0
20,0.5,0.35,0.193641251277487,0.3627701912697668,-0.19540625024617864,0.9909675408720651,13.0
20,1.0,0.35,0.18406428631439575,0.3896426649603354,-0.20772989152563825,0.8860751091841702,15.5
20,0.5,,0.1739628223607932,0.3622442540960499,-0.19540625024617864,0.8902623234498878,15.5
20,0.0,,0.1738574551445804,0.3132722191363123,-0.17750381819696615,0.9794575514519942,15.5
20,0.0,0.35,0.1738574551445804,0.3132722191363123,-0.17750381819696615,0.9794575514519942,15.5
20,1.0,,0.16795335727548188,0.3882538296463979,-0.20772989152563825,0.8085180040386865,18.0
30,0.5,0.35,0.09822428341652323,0.3088347865308839,-0.18935176204097526,0.5187397379236837,20.5
30,0.5,,0.09822428341652323,0.3088347865308839,-0.18935176204097526,0.5187397379236837,20.5
30,0.0,0.35,0.09532528631458148,0.2480777992473531,-0.15857826367751915,0.6011245431998967,20.5
30,0.0,,0.09532528631458148,0.2480777992473531,-0.15857826367751915,0.6011245431998967,20.5
30,1.0,0.35,0.08543947304386279,0.35261808463663485,-0.2183933379330184,0.39121831211750246,23.0
30,1.0,,0.08340341061064982,0.3526529066282274,-0.2183933379330184,0.38189539754289475,24.0
45,1.0,0.35,0.0009651664311487451,0.33485969580734903,-0.23211526123618775,0.004158134307966268,25.0
45,1.0,,-0.0006739579804386775,0.3348936391385077,-0.23211526123618775,-0.002903548766459155,26.0
45,0.5,0.35,-0.02883357368423256,0.2763663997157354,-0.20118657994336742,-0.14331757959377314,27.5
45,0.5,,-0.02883357368423256,0.2763663997157354,-0.20118657994336742,-0.14331757959377314,27.5
45,0.0,0.35,-0.07724232669588194,0.2031924097338982,-0.16700888864337282,-0.46250428539060295,29.5
45,0.0,,-0.07724232669588194,0.2031924097338982,-0.16700888864337282,-0.46250428539060295,29.5
