cadence,drift_thr,clock_floor,n_pairs,ew_mean_cagr,ew_median_cagr,winsor_mean_cagr,ew_mean_vol,ew_mean_max_dd,mean_trades_per_pair,total_slippage,total_borrow,ret_over_vol,calmar_ew,composite_rank
clock_prod_base10,,,45,0.037846146995851884,0.03594488088552139,0.04466687187740376,0.3276035023141626,-0.21703904665226367,13.022222222222222,22841.873618934158,539108.4872840605,0.1155242441808772,0.17437483061049538,1.0
drift4_floor10,0.04,10.0,45,0.008375525338186364,0.014084066965853959,-0.022944803478289557,0.22207146703278913,-0.20258983336756778,32.355555555555554,36845.2684897471,523319.30562349973,0.03771545012106264,0.04134227862752755,3.25
drift6_floor10,0.06,10.0,45,0.0010811679182714787,0.011652961582421462,-0.017830349549872098,0.22698158943474947,-0.20414213204449277,23.8,32745.9738996937,525616.3405067374,0.0047632405824802925,0.005296152770834382,4.5
drift6_floor21,0.06,21.0,45,0.00446133478888887,-0.0037688771673383137,-0.01677984482105999,0.22811850051788762,-0.2025018320811038,19.6,31550.946592927536,527205.1875241192,0.019557093259689563,0.022031083585960176,4.5
drift12_floor21,0.12,21.0,45,-0.004681308056623111,-0.0027763278587641382,-0.009965678547580679,0.23609295652440024,-0.2084584538085274,10.511111111111111,24354.20575705778,522663.7379893967,-0.019828241068849072,-0.022456791610490266,5.5
drift4_floor21,0.04,21.0,45,0.0026047236889736153,0.004760422242543694,-0.028348818827313348,0.22422014359816683,-0.20308016529737863,29.377777777777776,36450.503172858334,523002.1857351594,0.011616813936403665,0.012826086118057918,5.75
drift8_floor10,0.08,10.0,45,-0.021357367581770266,0.015973087708891054,-0.02761122616007425,0.23318472811643634,-0.21152258908652294,19.488888888888887,29841.859801534258,521811.9898662381,-0.0915899070847636,-0.1009696773947584,6.5
drift8_floor21,0.08,21.0,45,-0.009285988784273195,0.004027129390385742,-0.020396557012172894,0.2344789907118384,-0.21103525453348126,14.71111111111111,28495.454070689317,522148.72536876146,-0.039602647367606415,-0.04400207351516213,6.5
drift12_floor10,0.12,10.0,45,-0.021839252852637773,0.005411063446893349,-0.026459356889779725,0.23739411372438496,-0.21048353122641617,16.266666666666666,26864.156325063897,528696.419316755,-0.09199576396402646,-0.10375753734930164,7.5
