variant,n_pairs,ew_mean_cagr,ew_median_cagr,winsor_mean_cagr,ew_mean_vol,ew_mean_max_dd,mean_trades_per_pair,total_slippage,total_borrow,d_mean_cagr_vs_baseline
v7_baseline,45,0.05853646919536948,0.048604778104095914,0.06953984560844417,0.32720613200227683,-0.21597454810737418,11.555555555555555,21065.40005140246,543471.0573242855,0.0
walkforward_hstar,45,0.11456209186633853,-0.03732872396202758,0.08894659454296329,0.3284141329613254,-0.2109433527229881,11.555555555555555,26990.035236123946,521920.04956842616,0.056025622670969055
