h_mid,k_vcr,h_max,n_pairs,ew_mean_cagr,ew_median_cagr,winsor_mean_cagr,ew_mean_vol,ew_mean_max_dd,mean_trades_per_pair,total_slippage,total_borrow,ret_over_vol,calmar_ew,composite_rank,d_mean_cagr_vs_baseline
0.45,0.0,0.8,45,0.14163368393563572,0.07271316556217977,0.14616546043527098,0.3818063704505894,-0.23815324867092638,11.555555555555555,21392.513801947047,571187.7702834753,0.3709568380655527,0.5947165731563933,3.5,0.08309721474026624
0.45,0.0,0.95,45,0.14163368393563572,0.07271316556217977,0.14616546043527098,0.3818063704505894,-0.23815324867092638,11.555555555555555,21392.513801947047,571187.7702834753,0.3709568380655527,0.5947165731563933,3.5,0.08309721474026624
0.45,0.5,0.8,45,0.13792017215869853,0.07690357199063902,0.1422252939018705,0.38796789977224594,-0.24056045285676164,11.555555555555555,21759.196628626025,569080.9063063035,0.35549377213852923,0.5733285355960864,4.5,0.07938370296332906
0.45,0.5,0.95,45,0.13792017215869853,0.07690357199063902,0.1422252939018705,0.38796789977224594,-0.24056045285676164,11.555555555555555,21759.196628626025,569080.9063063035,0.35549377213852923,0.5733285355960864,4.5,0.07938370296332906
0.45,1.0,0.8,45,0.1353335626291061,0.08074100021329822,0.13940442363200287,0.39662701654712956,-0.24298955594890587,11.555555555555555,22283.733089384063,567726.131662591,0.3412111555265801,0.5569521788729186,5.5,0.07679709343373661
0.45,1.0,0.95,45,0.13532888000566062,0.08074100021329822,0.13940442363200287,0.3965786529823523,-0.2430025436984383,11.555555555555555,22284.148132807364,567520.0818932855,0.3412409593606712,0.5569031416132059,5.5,0.07679241081029115
0.45,1.5,0.8,45,0.130223610642094,0.08235301895598823,0.13268145195339265,0.4042378965174905,-0.24479602703747513,11.555555555555555,22798.555629307324,566378.6180333364,0.32214597335868417,0.5319678273298056,6.375,0.07168714144672453
0.45,1.5,0.95,45,0.13020141006032404,0.08235301895598823,0.13268273761639887,0.4041909780770071,-0.24486282525857866,11.555555555555555,22799.64848411255,565934.4953257694,0.32212844205423574,0.5317320419007233,6.625,0.07166494086495456
0.45,2.0,0.8,45,0.12490651901093146,0.08647715046568094,0.12545997680424673,0.4104148598159769,-0.24628028562857887,11.555555555555555,23313.39142858644,565046.6669349254,0.3043420968405906,0.5071722192141109,7.125,0.06637004981556198
0.45,2.0,0.95,45,0.12479354127683513,0.08647715046568094,0.12537027309763202,0.4103464925270306,-0.24631619800531038,11.555555555555555,23325.5642538277,564555.1137680362,0.3041174801039993,0.5066396050581484,7.875,0.06625707208146565
0.55,0.0,0.8,45,0.06456497371782333,0.04181461794087382,0.07792169300793472,0.3163908233176536,-0.21104364941740306,11.555555555555555,20375.149522690477,545814.5471952681,0.20406715037054238,0.3059318482032427,13.5,0.006028504522453848
0.55,0.0,0.95,45,0.06456497371782333,0.04181461794087382,0.07792169300793472,0.3163908233176536,-0.21104364941740306,11.555555555555555,20375.149522690477,545814.5471952681,0.20406715037054238,0.3059318482032427,13.5,0.006028504522453848
0.55,0.5,0.8,45,0.06112201243677629,0.04528011440304236,0.07331522714043952,0.3202877388758653,-0.21313029890060456,11.555555555555555,20636.81788478835,544004.7555428008,0.19083469336447342,0.28678237093488596,14.5,0.002585543241406814
0.55,0.5,0.95,45,0.06112201243677629,0.04528011440304236,0.07331522714043952,0.3202877388758653,-0.21313029890060456,11.555555555555555,20636.81788478835,544004.7555428008,0.19083469336447342,0.28678237093488596,14.5,0.002585543241406814
0.55,1.0,0.8,45,0.05853646919536948,0.048604778104095914,0.06953984560844417,0.32720613200227683,-0.21597454810737418,11.555555555555555,21065.40005140246,543471.0573242855,0.17889783677697751,0.27103410891855373,14.875,0.0
0.55,1.0,0.95,45,0.05851174914496542,0.048604778104095914,0.06954023696727861,0.3271379823840815,-0.21603758760980252,11.555555555555555,21067.056559637516,542956.7153835637,0.17885954030329865,0.2708405967328553,15.125,-2.472005040405484e-05
0.55,1.5,0.8,45,0.05711516990554909,0.05188273161858947,0.06692880126755783,0.3353804111589958,-0.21864487947163497,11.555555555555555,21517.1221395817,543339.4736499597,0.17029965974510108,0.26122345075526315,15.625,-0.0014212992898203908
0.55,1.5,0.95,45,0.0568282734324896,0.05188273161858947,0.06667345799489248,0.3353067496992439,-0.2187330660108046,11.555555555555555,21534.678385538864,542704.6243847548,0.16948144790840677,0.2598065051110402,16.375,-0.00170819576287988
0.55,2.0,0.8,45,0.0566635124688815,0.04624020142182794,0.06509744017518075,0.3418421147380353,-0.22052167431942418,11.555555555555555,21926.357560269465,543211.3412147454,0.1657593082476236,0.2569521233854083,18.0,-0.001872956726487976
0.55,2.0,0.95,45,0.05468195158430078,0.046193213917736564,0.06313326418392379,0.3418028931840176,-0.22062519560185564,11.555555555555555,21997.373868974028,542064.5102270815,0.15998095005843463,0.24784998574224884,19.0,-0.0038545176110686974
0.65,0.5,0.8,45,0.003359237295575257,0.011257479055080788,0.014944206197405933,0.2739647202761398,-0.19259886852195401,11.555555555555555,19938.578636325878,522341.09481132147,0.012261568906351702,0.017441625287597903,23.25,-0.05517723189979422
0.65,0.0,0.8,45,0.006444006630523252,0.003228939066400871,0.020030733750161792,0.27114506794026705,-0.190528113078483,11.555555555555555,19754.604349647776,523660.62424310955,0.023765900222617584,0.03382181519778561,23.5,-0.052092462564846224
0.65,0.0,0.95,45,0.006444006630523252,0.003228939066400871,0.020030733750161792,0.27114506794026705,-0.190528113078483,11.555555555555555,19754.604349647776,523660.62424310955,0.023765900222617584,0.03382181519778561,23.5,-0.052092462564846224
