underlying,sector,sector_source,sector_confidence,instrument_class,beta_to_spy,beta_source,net_notional_usd,gross_notional_usd
SOXX,semis,override,1.0,letf,2.4145157352168836,computed,6765.8,6765.8
MSTR,crypto-equity,override,1.0,letf,3.0464572926156737,computed,4260.875594090801,35095.9244059092
DKNG,software,override,1.0,letf,0.7963342571321939,computed,3311.6800000000003,3311.6800000000003
XBI,healthcare,heuristic,0.55,letf,1.0489454330565082,computed,2543.31,2543.31
META,mega-cap-tech,override,1.0,letf,1.4465829767171845,computed,2074.073816985,27478.566183015
IBIT,crypto,override,1.0,letf,1.802702866980832,computed,1904.8803430760008,67181.279656924
MARA,crypto-equity,override,1.0,letf,3.148174695598902,computed,1569.8841767999993,17447.5558232
MSFT,mega-cap-tech,override,1.0,letf,0.8003185269488805,computed,1418.9853561222008,57349.5146438778
COPX,metals,override,1.0,letf,2.250203779408512,computed,1365.1459785880006,11522.814021412
QBTS,quantum,override,1.0,letf,4.077310935356446,computed,1339.7350719999995,20427.064928
LEU,nuclear,override,1.0,letf,3.245878264789174,computed,1235.05186272,20861.70813728
ETHA,crypto,override,1.0,letf,2.96948281034266,computed,1218.2495843199997,47225.75041568
NFLX,mega-cap-tech,override,1.0,letf,0.3217623315790996,computed,1165.9124116400026,57169.28758836
NBIS,software,override,1.0,letf,3.1657766037233936,computed,1000.3512098399988,22948.76879016
OKLO,nuclear,override,1.0,letf,3.9422013919229637,computed,975.85228362,11384.74771638
WULF,crypto-equity,override,1.0,letf,3.122762118623215,computed,958.3356096000024,16912.0643904
RKT,fintech,override,1.0,letf,2.0327659224857544,computed,933.3224835,12215.1975165
GLXY,crypto-equity,override,1.0,letf,3.853850090168674,computed,886.0965141999995,11587.1434858
BA,industrials,override,1.0,letf,1.1028058191120538,computed,846.0039280870005,29640.516071913
HOOD,fintech,override,1.0,letf,3.050341544698058,computed,820.5079719999999,8916.492028
CMG,consumer,override,1.0,letf,0.9095693932015629,computed,737.0917412400004,12580.02825876
HUT,crypto-equity,override,1.0,letf,4.566000476906745,computed,729.8038504704,12597.3961495296
LAC,metals,override,1.0,letf,2.087658167721897,computed,703.462822384,10724.137177616
MRVL,semis,override,1.0,letf,2.846530170374213,computed,672.6943409099986,21232.30565909
CIFR,crypto-equity,override,1.0,letf,3.984591099129745,computed,667.6578105599992,10980.32218944
TEM,software,override,1.0,letf,2.5124072101626433,computed,653.3048315200003,13077.27516848
QCOM,semis,override,1.0,letf,2.0044471744887926,computed,640.4528639999999,14755.007136
FIG,software,override,1.0,letf,1.2418918468294895,computed,616.8574196352001,14438.1025803648
AMD,semis,override,1.0,letf,2.9068621008108337,computed,616.8469123267996,49647.073087673205
XRPZ,crypto,override,1.0,letf,2.694504240973505,computed,612.8646436800009,37778.49535632
PLTR,software,override,1.0,letf,1.7903566787716079,computed,608.7122827100011,69359.94771729001
NU,fintech,override,1.0,letf,1.3188592137241022,computed,581.3447185680006,15092.995281432
CORZ,crypto-equity,override,1.0,letf,2.407325400671569,computed,550.9945488000003,15897.1054512
GDXJ,metals,override,1.0,letf,1.9556840709779264,computed,549.0085785599999,3640.31142144
CRML,metals,override,1.0,letf,3.6140463211839493,computed,533.932342514001,33264.787657486
AMZN,mega-cap-tech,override,1.0,letf,1.4251419620857801,computed,488.25666111999817,34350.16333888
UPST,fintech,override,1.0,letf,2.773280740847529,computed,445.53820499999983,7148.481795
CRDO,semis,override,1.0,letf,3.1171170867973257,computed,438.804575520001,11157.275424479998
AAPL,mega-cap-tech,override,1.0,letf,0.8754933344397672,computed,434.6886101199989,30557.87138988
KWEB,china,override,1.0,letf,1.1750874257764483,computed,430.1067341800008,15413.99326582
BMNR,crypto-equity,override,1.0,letf,5.025233074402912,computed,365.0192213999999,18261.6807786
MRNA,healthcare,override,1.0,letf,1.6404492750442818,computed,360.8115539745013,16826.3884460255
UPS,industrials,override,1.0,letf,0.8516078283002517,computed,360.3322327860003,3706.947767214
BULL,crypto-equity,override,1.0,letf,2.5193406213489884,computed,360.0558178000001,4420.1641822
SNAP,software,override,1.0,letf,1.9450162831953806,computed,338.50859123199984,3708.611408768
EWW,intl,override,1.0,letf,0.9119390338578329,computed,338.10743912,4583.73256088
U,software,override,1.0,letf,2.286115823655005,computed,322.0848076799998,5354.39519232
SOEZ,broad,override,1.0,letf,2.631536513449184,computed,312.1579072000004,17756.802092799997
XYZ,fintech,override,1.0,letf,1.9922795024304374,computed,297.46176371840033,3867.0182362816
BE,clean,override,1.0,letf,4.162849671111322,computed,296.96621044000085,7532.03378956
AAL,industrials,override,1.0,letf,1.7998231824986162,computed,292.7142727928999,3768.0857272071
SMCI,semis,override,1.0,letf,3.5451785510948364,computed,286.8650070276003,7179.2349929724005
ACHR,evtol,override,1.0,letf,2.956593445672337,computed,280.6954421199998,3866.20455788
ASML,semis,override,1.0,letf,2.1928656735021144,computed,270.94852447999983,15991.09147552
EWY,intl,override,1.0,letf,2.584677129398439,computed,263.6539465199994,4747.78605348
ZETA,software,override,1.0,letf,2.629444382756858,computed,263.50816762019986,4213.6918323798
NEM,metals,override,1.0,letf,1.5127235716511667,computed,262.64258359,3785.877416410001
TSM,semis,override,1.0,letf,2.105903438152244,computed,250.21761799769865,26915.3823820023
ADBE,mega-cap-tech,override,1.0,letf,0.4625905746447373,computed,248.6710811999999,3687.3289188
INTC,semis,override,1.0,letf,2.508783582010509,computed,244.8385659000005,16236.141434099998
IREN,crypto-equity,override,1.0,letf,3.374373396812159,computed,234.93964320000123,17746.5203568
AVGO,semis,override,1.0,letf,2.125126388326301,computed,219.23938841720155,33269.3406115828
ISRG,healthcare,vendor,0.75,letf,0.8516805693420675,computed,219.02010564870037,5513.7398943513
SOFI,fintech,override,1.0,letf,2.546608447289008,computed,217.14697003399945,16206.933029966
LLY,healthcare,override,1.0,letf,0.45616521652183495,computed,214.57952195259963,3457.6204780474
OSCR,healthcare,override,1.0,letf,1.5139451573525755,computed,207.1036600100001,4023.61633999
RBLX,software,override,1.0,letf,1.696768280751925,computed,206.0565157600004,13895.28348424
OPEN,consumer,override,1.0,letf,2.9277202223031993,computed,197.06715325740012,7775.7328467426
FCX,metals,override,1.0,letf,2.1368187311172027,computed,196.0889273222001,4350.8110726778
CSCO,software,vendor,0.75,letf,1.0585488217057617,computed,182.30970057749985,16579.2902994225
ASHR,china,heuristic,0.55,letf,0.7439264520919772,computed,178.24338704000002,15994.07661296
ORLY,consumer,vendor,0.75,letf,0.07107633604075027,computed,171.34571435880002,4214.6542856412
SHOP,software,override,1.0,letf,2.1492424343633747,computed,165.02077305199964,4289.979226948
UUUU,nuclear,override,1.0,letf,2.677426564567237,computed,159.5845124020002,6576.015487598001
SBUX,consumer,vendor,0.75,letf,0.6549065371560641,computed,157.84443922719993,4289.835560772801
PYPL,fintech,override,1.0,letf,1.2729135906452027,computed,146.41770983000015,4312.582290169999
UNH,healthcare,override,1.0,letf,0.5505108305170892,computed,136.93500700000095,16354.204993
LRCX,semis,override,1.0,letf,2.949383982442734,computed,128.6758149999996,4365.524185
RDDT,software,override,1.0,letf,1.9176130034891206,computed,128.45699474199955,6439.883005258
UEC,nuclear,override,1.0,letf,2.793883792120053,computed,126.90197423999962,14864.33802576
KLAC,semis,override,1.0,letf,2.627630424042466,computed,124.2506053056004,17664.0693946944
RTX,industrials,vendor,0.75,letf,0.4729167547955343,computed,112.37766348939977,4387.9423365106
SATS,satellite,override,1.0,letf,1.6217575194123146,computed,107.01619529280016,6573.4838047072
TER,semis,override,1.0,letf,3.0718000181193097,computed,103.49659987429914,19100.9834001257
URA,nuclear,override,1.0,letf,2.3689027674248826,computed,99.4871601799996,14719.65283982
VALE,metals,vendor,0.75,letf,1.1210615695532224,computed,90.94876523499988,4433.571234765
LMT,industrials,vendor,0.75,letf,0.11176049138921476,computed,83.9663988599998,3769.71360114
FXI,china,override,1.0,letf,0.852411578916032,computed,80.01206464000279,18092.38793536
ARKK,broad,override,1.0,letf,2.2765752444082152,computed,74.8087953600002,4495.431204639999
NOW,software,override,1.0,letf,0.7493036941658241,computed,68.35425789999954,4480.0457421
ORCL,mega-cap-tech,override,1.0,letf,1.826240798068687,computed,61.34199360000002,4525.6580064
COIN,crypto-equity,override,1.0,letf,3.114041313298173,computed,59.91977549999956,10054.5802245
MP,metals,override,1.0,letf,1.8878847790909858,computed,46.99184006999985,4786.36815993
APP,software,override,1.0,letf,2.14443573866243,computed,45.506118960000094,6150.47388104
GOOGL,mega-cap-tech,override,1.0,letf,1.3251196939600194,computed,39.975961679996544,33190.544038320004
CLS,semis,override,1.0,letf,3.072008109074454,computed,29.829908699999805,3253.1300913000005
BABA,china,override,1.0,letf,1.2643809075586798,computed,11.670887850002146,15582.209112149998
BIDU,mega-cap-tech,vendor,0.75,letf,1.642371729517583,computed,10.844837808000191,4620.215162192
LITE,semis,override,1.0,letf,2.730328158734172,computed,9.083363949999692,5597.39663605
DNN,nuclear,override,1.0,letf,1.9668835969738125,computed,5.738767143999667,4571.361232855999
CLSK,crypto-equity,override,1.0,letf,3.317578998332596,computed,0.8760239999992336,11558.723976
NOK,industrials,override,1.0,letf,1.4509702478342,computed,-3.300684768199972,4400.6606847682
CRWV,software,override,1.0,letf,2.920453197830077,computed,-27.64656589000151,17419.84656589
APH,semis,override,1.0,letf,1.7137434967179428,computed,-31.441792942399843,4121.3617929424
DELL,hardware,override,1.0,letf,1.9145862353582357,computed,-32.981401919999826,4807.70140192
QQQ,broad,override,1.0,letf,1.3621400598707503,computed,-59.184764016,59.184764016
CRM,mega-cap-tech,override,1.0,letf,0.5247909608106887,computed,-63.44890719000068,19886.128907190003
GEV,industrials,override,1.0,letf,2.0438635571208805,computed,-66.84178249999968,17236.2417825
KTOS,drones,override,1.0,letf,2.1583771917077894,computed,-67.1537142000002,5091.313714200001
SNOW,software,override,1.0,letf,1.27175792323306,computed,-74.91690530000051,17746.4169053
RDW,space,override,1.0,letf,3.749036999495683,computed,-82.92652749999979,9174.5265275
UBER,consumer,override,1.0,letf,0.9567289692023898,computed,-121.98554879999938,17140.5055488
CRWD,software,override,1.0,letf,1.4590454641404604,computed,-122.22489651360002,4480.324896513601
OKTA,software,override,1.0,letf,1.228819203189734,computed,-130.22901378100005,5149.749013781
WDC,semis,override,1.0,letf,2.884838287507684,computed,-140.43623236000076,5018.83623236
ASTS,space,override,1.0,letf,3.228723229175,computed,-154.26737839999987,19572.6273784
VRT,hardware,override,1.0,letf,2.5303054599786376,computed,-156.9009841800016,17627.76098418
ALAB,semis,override,1.0,letf,3.3936247720585353,computed,-235.94025087999944,18934.26025088
PANW,software,override,1.0,letf,1.1526167992652903,computed,-310.6197867850024,38822.099786785
PLUG,clean,override,1.0,letf,2.640700478240554,computed,-378.6925667199994,20043.01256672
COST,consumer,vendor,0.75,letf,-0.08036906773493596,computed,-397.1202135552003,16075.8402135552
CEG,nuclear,override,1.0,letf,1.4093676811675167,computed,-421.5278335799976,22626.92783358
XOP,energy,override,1.0,letf,-0.12944831376711213,computed,-454.70683173999896,21604.626831740003
FIGR,software,override,1.0,letf,2.8557455640484393,computed,-470.5296051391997,18186.2096051392
MU,semis,override,1.0,letf,3.1302690070030694,computed,-489.89642744999946,18959.09642745
XLE,other,default,0.1,letf,-0.1502723942954629,computed,-536.6257000000005,18182.4857
XOM,energy,vendor,0.75,letf,-0.3854947411951652,computed,-540.7066425599987,18190.78664256
PBR,energy,vendor,0.75,letf,-0.03732235290103271,computed,-566.0864331600001,6062.14643316
RCAT,drones,override,1.0,letf,3.4425252927923906,computed,-585.6603747600002,25167.66037476
CRCL,software,override,1.0,letf,3.033920107686827,computed,-1088.72476578,28719.44476578
SNDK,semis,override,1.0,letf,3.933462322427434,computed,-2983.9805954,2983.9805954
TSLA,mega-cap-tech,override,1.0,letf,2.0978772580424696,computed,-7428.715660459999,32566.63566046
NVDA,semis,override,1.0,letf,1.859143477550067,computed,-7482.794747744798,59437.9947477448
GDX,metals,override,1.0,letf,1.7025260061014063,computed,-9184.516169399998,21872.3561694
