symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
DUST,flow_program,13663.5781536,13663.5781536,1
ZSL,flow_program,11005.7954058,11005.7954058,1
FAZ,flow_program,10852.800754799999,10852.800754799999,1
LABD,flow_program,10731.59942925,10731.59942925,1
SOXS,flow_program,10222.5963312,10222.5963312,1
SQQQ,flow_program,9919.337695079998,9919.337695079998,1
TSLQ,flow_program,9294.7087112,9294.7087112,1
SDS,flow_program,9083.87236232,9083.87236232,1
NVDQ,flow_program,8379.164530619999,8379.164530619999,1
TSYY,flow_program,-11.132858879999999,11.132858879999999,1
NVYY,flow_program,-15.628874062200001,15.628874062200001,1
TQQY,flow_program,-59.1848476416,59.1848476416,1
