ETF,Underlying,Leverage,Beta,Beta_n_obs,Beta_source
NUGY,GDX,2.0,0.484961,97,ols
HMYY,HIMS,2.0,0.263874,88,ols
HOYY,HOOD,2.0,0.51176,132,ols
IOYY,IONQ,2.0,0.367655,107,ols
MAAY,MARA,2.0,0.312302,107,ols
FBYY,META,2.0,0.566321,116,ols
MTYY,MSTR,2.0,0.392365,137,ols
NVYY,NVDA,2.0,0.652633,228,ols
PLYY,PLTR,2.0,0.535389,137,ols
QBY,QBTS,2.0,0.288434,89,ols
TQQY,QQQ,2.0,0.872138,281,ols
RGYY,RGTI,2.0,0.325984,92,ols
RTYY,RIOT,2.0,0.335211,88,ols
SEMY,SOXX,2.0,0.678043,97,ols
SMYY,SMCI,2.0,0.328362,132,ols
YSPY,SPY,2.0,0.838572,255,ols
TSYY,TSLA,2.0,0.54059,326,ols
QYLD,QQQ,1.0,0.627141,500,ols
QYLG,QQQ,1.0,0.801489,500,ols
QQQX,QQQ,1.0,0.78612,500,ols
JEPQ,QQQ,1.0,0.773231,500,ols
XYLD,SPY,1.0,0.64429,500,ols
XYLG,SPY,1.0,0.81758,500,ols
JEPI,SPY,1.0,0.600832,500,ols
SPYI,SPY,1.0,0.828991,500,ols
RYLD,IWM,1.0,0.577304,500,ols
ABNY,ABNB,1.0,0.795551,449,ols
AIYY,AI,1.0,0.770352,500,ols
AMDY,AMD,1.0,0.797781,500,ols
AMZY,AMZN,1.0,0.765504,500,ols
APLY,AAPL,1.0,0.79137,500,ols
BABO,BABA,1.0,0.774517,418,ols
BRKC,BRK-B,1.0,0.825663,212,ols
CONY,COIN,1.0,0.776184,500,ols
CRCO,CRCL,1.0,0.834649,132,ols
CVNY,CVNA,1.0,0.815086,298,ols
DISO,DIS,1.0,0.758668,500,ols
DRAY,DKNG,1.0,0.799874,186,ols
FBY,META,1.0,0.789975,500,ols
GMEY,GME,1.0,0.649007,147,ols
GOOY,GOOGL,1.0,0.755156,500,ols
HIYY,HIMS,1.0,0.871494,137,ols
HOOY,HOOD,1.0,0.789626,231,ols
MARO,MARA,1.0,0.781463,332,ols
MRNY,MRNA,1.0,0.762732,500,ols
MSFO,MSFT,1.0,0.792171,500,ols
MSTY,MSTR,1.0,0.761794,500,ols
NFLY,NFLX,1.0,0.78428,500,ols
NVDY,NVDA,1.0,0.786432,500,ols
PLTY,PLTR,1.0,0.795622,376,ols
PYPY,PYPL,1.0,0.814984,500,ols
RBLY,RBLX,1.0,0.841842,176,ols
RDYY,RDDT,1.0,0.822224,147,ols
SMCY,SMCI,1.0,0.75791,394,ols
SNOY,SNOW,1.0,0.799185,458,ols
TSLY,TSLA,1.0,0.755407,500,ols
TSMY,TSM,1.0,0.796876,409,ols
XOMO,XOM,1.0,0.808165,500,ols
XYZY,XYZ,1.0,0.811469,500,ols
AAPW,AAPL,1.0,1.100717,285,ols
AMDW,AMD,1.0,1.198707,179,ols
AMZW,AMZN,1.0,1.210157,203,ols
ARMW,ARM,1.0,1.204355,115,ols
AVGW,AVGO,1.0,1.197906,179,ols
BABW,BABA,1.0,1.226632,115,ols
BRKW,BRK-B,1.0,1.18222,203,ols
COIW,COIN,1.0,1.21767,286,ols
COSW,COST,1.0,1.237844,115,ols
GOOW,GOOGL,1.0,1.225552,179,ols
HOOW,HOOD,1.0,1.210096,203,ols
METW,META,1.0,1.187333,203,ols
MSFW,MSFT,1.0,1.216457,179,ols
MSTW,MSTR,1.0,1.217416,179,ols
NFLW,NFLX,1.0,1.191568,203,ols
NVDW,NVDA,1.0,1.20063,286,ols
PLTW,PLTR,1.0,1.194839,286,ols
TSLW,TSLA,1.0,1.197834,286,ols
UBEW,UBER,1.0,1.221424,115,ols
UNHW,UNH,1.0,1.19915,87,ols
TSYW,TLT,1.0,1.153118,100,ols
GLDW,GOLD,1.0,0.334049,110,ols
GDXW,GDX,1.0,1.202379,110,ols
TOPW,TOP,1.0,0.029232,150,ols
SDS,SPY,-2.0,-1.935758,500,ols
QID,QQQ,-2.0,-1.992893,500,ols
DXD,DIA,-2.0,-1.989482,500,ols
TWM,IWM,-2.0,-2.00374,500,ols
SCO,USO,-2.0,-1.354879,500,ols
MSTZ,MSTR,-2.0,-1.982234,390,ols
NVDQ,NVDA,-2.0,-1.991858,500,ols
BTCZ,IBIT,-2.0,-1.992702,439,ols
ETHD,ETHA,-2.0,-1.981564,430,ols
CRCD,CRCL,-2.0,-2.011165,134,ols
CORD,CRWV,-2.0,-2.005853,134,ols
TSLQ,TSLA,-2.0,-1.866889,500,ols
ZSL,SLV,-2.0,-2.023777,500,ols
SQQQ,QQQ,-3.0,-2.976687,500,ols
SPXS,SPY,-3.0,-2.901388,500,ols
TZA,IWM,-3.0,-2.991213,500,ols
SOXS,SOXX,-3.0,-2.990191,500,ols
FAZ,XLF,-3.0,-3.000907,500,ols
LABD,XBI,-3.0,-2.99104,500,ols
TECS,XLK,-3.0,-2.963534,500,ols
SDOW,DIA,-3.0,-2.988518,500,ols
DUST,GDX,-3.0,-1.985321,500,ols
TTXD,XLK,-2.0,-1.895337,130,ols
TSXD,SOXX,-2.0,-1.884062,130,ols
WEBS,XLK,-3.0,-2.247072,500,ols
FNGD,XLK,-3.0,-2.83966,500,ols
REW,XLK,-2.0,-1.999207,500,ols
SKF,XLF,-2.0,-2.004278,500,ols
SPXU,SPY,-3.0,-2.895611,500,ols
DUG,XLE,-2.0,-1.974999,500,ols
DRIP,XOP,-2.0,-1.998354,500,ols
TMV,TLT,-3.0,-2.966158,500,ols
TBT,TLT,-2.0,-1.982148,500,ols
TBX,TLT,-2.0,-0.423029,500,ols
NVDS,NVDA,-1.5,-1.454917,500,ols
EWV,EWJ,-2.0,-1.981955,500,ols
APLZ,APLD,-2.0,-1.982871,54,ols
AMZO,AMZN,-2.0,-1.966021,12,ols_short_history
BEZ,BE,-2.0,-1.97387,40,ols
NBIZ,NBIS,-2.0,-1.98736,54,ols
SMZ,SMR,-2.0,-1.977469,40,ols
HIBS,SPY,-3.0,-4.465673,500,ols
CLSZ,CLSK,-2.0,-2.038243,35,ols
IREZ,IREN,-2.0,-2.010896,54,ols
