ETF,Underlying,is_yieldboost,scenario_style,Delta_product_class,Delta,Delta_n_obs,Delta_source,Delta_se,Delta_resid_sigma_annual,Delta_horizon_chosen,Delta_quality,Delta_prior_mu,Delta_prior_tau,Delta_prior_source,borrow_fee_annual,shares_available,borrow_current,borrow_spiking,borrow_missing_from_ftp,borrow_price_ref,borrow_current_raw_annual,borrow_floor_factor,protected,cagr_positive,exclude_no_shares,exclude_borrow_spike,vol_etf_annual,gross_decay_annual,vol_underlying_annual,vol_underlying_annual_legacy,vol_underlying_source,sigma_realized_implied_annual,sigma_cap_annual,expense_ratio_annual,expense_ratio_source,underlying_borrow_annual,risk_free_rate_used,expected_gross_decay_annual,expected_gross_decay_reliable,blended_gross_decay,net_decay_annual,vol_ratio_value,vol_ratio_outlier,expected_gross_decay_p10_annual,expected_gross_decay_p50_annual,expected_gross_decay_p90_annual,expected_gross_decay_mean_annual,expected_gross_decay_dist_model,expected_logIV_mu_annual,expected_logIV_sigma_annual,expected_gross_decay_dist_n_obs,expected_gross_decay_dist_horizon_days,asof_date,product_class,underlying_sector,expected_decay_available,gross_edge_definition,primary_edge_annual,gross_for_primary_annual,borrow_for_net_annual,borrow_avg_annual,borrow_median_60d,borrow_posterior_annual,net_edge_p05_annual,net_edge_p25_annual,net_edge_p50_annual,net_edge_p75_annual,net_edge_p95_annual,net_edge_hist_json,mechanical_decay_annual,realized_tracking_component_annual,slippage_proxy_annual,income_distributions_annual,block_len,B_reps,annualization_key,hac_lag,sigma_b_annual,stress_borrow_rho,copula_note,copula_type,borrow_dispersion_type,regime_autocorr_und_21d_proxy,regime_warning,high_intraday_risk,decomposition_note,borrow_weight_halflife_days,borrow_history_points_used,borrow_resample_mode,gross_anchor_shift_annual,gross_anchor_target_annual,gross_anchor_source,gross_blend_method,gross_sigma_forward_annual,gross_sigma_realized_annual,gross_blend_weight_forward,gross_realized_mean_annual,und_rv_20d_daily_annual,und_rv_20d_weekly_annual,und_trend_ratio_20d,und_trend_ratio_fwd_20d,und_trend_regime_prob_trend_20d,und_trend_regime_prob_chop_20d,und_trend_estimator_confidence_20d,und_trend_efficiency_20d,und_trend_consistency_20d,und_trend_r2_20d,und_trend_persistence_20d,und_rebalance_cadence_score_20d,und_vcr_20d,und_return_20d,und_abs_return_20d_pctile,und_rv_20d_pctile,und_trend_ratio_20d_pctile,und_vcr_20d_pctile,und_vcr_20d_median,und_vol_shape_20d,und_rv_60d_daily_annual,und_rv_60d_weekly_annual,und_trend_ratio_60d,und_trend_ratio_fwd_60d,und_trend_regime_prob_trend_60d,und_trend_regime_prob_chop_60d,und_trend_estimator_confidence_60d,und_trend_efficiency_60d,und_trend_consistency_60d,und_trend_r2_60d,und_trend_persistence_60d,und_rebalance_cadence_score_60d,und_vcr_60d,und_return_60d,und_abs_return_60d_pctile,und_rv_60d_pctile,und_trend_ratio_60d_pctile,und_vcr_60d_pctile,und_vcr_60d_median,und_vol_shape_60d,und_vol_shape_price_basis,und_trend_estimator_source,schema_v,edge_sign_convention,expected_gross_decay_simple_ito_annual,expected_gross_decay_adjusted_annual,expected_decay_adjustment_annual,expected_decay_model,maint_pct_long,maint_pct_short,init_pct_long,init_pct_short,bucket,bucket4_net_edge_annual,inverse_shortable,purgatory_borrow_band,purgatory_net_edge,purgatory_vol_ratio,purgatory_no_locate,purgatory,strategy_blacklisted
AAPU,AAPL,False,,letf_long,1.996408,500,posterior.nominal_L,0.011421638127254772,0.029425319495281748,1,ok,2.0,240.0,nominal_L,0.078514,250000,0.078514,False,False,39.47999954223633,0.078514,1.0,False,,False,False,0.469191,0.166305,0.236281,0.242008,"{""method"":""weighted_median"",""n_probes"":6,""n_outliers_dropped"":2,""sigma_real_implied_median"":0.434029,""sigma_pool"":0.236281,""sigma_capped_to"":null}",0.43402921063657807,0.5425365132957226,0.0096,yfinance,0.0,0.03663,0.101627,True,0.166305,0.08670052777777779,0.9946529411781048,False,0.101627,0.101627,0.101627,0.101627,simple_ito_fallback,-2.28105,0.0,479.0,252.0,2026-07-04,letf,mega-cap-tech,True,blended_realized_expected,0.08670052777777779,0.133966,0.07960447222222222,0.07662035185185187,0.065696,0.07829611637283437,-0.03130518538098534,0.004587279964503026,0.027066623990255716,0.046450448069292355,0.07219097902211705,"{""e"":[-0.054773,-0.047198,-0.039623,-0.032048,-0.024474,-0.016899,-0.009324,-0.001749,0.005826,0.013401,0.020976,0.02855,0.036125,0.0437,0.051275,0.05885,0.066425,0.073999,0.081574,0.089149,0.096724],""c"":[6,4,5,9,9,18,16,33,35,33,36,41,43,29,29,18,16,4,1,7]}",0.101627,0.06467800000000001,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0750;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.18673311228297665,mean_reversion,False,incomplete_regime,90.0,108.0,weighted_empirical,-0.07495718559159159,0.101627,simple_ito_fallback,anchor_shift_fallback,,0.01908457664325414,,0.17658418559159159,0.376965,0.533311,1.41475,0.963916,0.390101,0.609899,0.426388,0.011091,0.0,0.182193,0.444589,0.922479,0.353369,-0.005268,0.045738,0.950104,0.914761,0.72973,0.30131,boiling_trend,0.288876,0.352388,1.219856,1.066636,0.699369,0.300631,0.93497,0.181069,0.1,0.48012,0.685684,1.085523,0.200579,0.1977,0.941043,0.85034,0.845805,0.659864,0.177671,boiling_trend,underlying_total_return,heuristic_v2_persistence_cadence,2,short_favorable_positive,0.101627,,,simple_ito,0.499102,0.5989224,0.5,0.5989224,bucket_1,,False,False,True,False,False,True,False
AMUU,AMD,False,,letf_long,1.986623,312,posterior.nominal_L,0.0121341598616929,0.08237413214380926,1,ok,2.0,240.0,nominal_L,0.046061,40000,0.046061,False,False,230.5,0.046061,1.0,False,,False,False,1.254367,0.502826,0.630161,0.681946,"{""method"":""weighted_median"",""n_probes"":7,""n_outliers_dropped"":3,""sigma_real_implied_median"":0.678339,""sigma_pool"":0.630161,""sigma_capped_to"":null}",0.6783391662837782,0.8479239578547227,0.0106,yfinance,0.0,0.03663,0.43591,True,0.502826,0.4561252638888889,1.0019767384344793,False,0.43591,0.43591,0.43591,0.43591,simple_ito_fallback,-0.810141,0.0,479.0,252.0,2026-07-04,letf,semis,True,blended_realized_expected,0.4561252638888889,0.469368,0.046700736111111106,0.040960990654205616,0.052344,0.0450705396658162,0.2824510009035518,0.3459396901876912,0.38403485540888715,0.43221627996728346,0.5054844312687456,"{""e"":[0.245224,0.260245,0.275265,0.290285,0.305305,0.320325,0.335345,0.350365,0.365386,0.380406,0.395426,0.410446,0.425466,0.440486,0.455507,0.470527,0.485547,0.500567,0.515587,0.530607,0.545627],""c"":[5,7,11,15,15,26,23,35,50,36,29,36,21,14,15,21,14,7,8,4]}",0.43591,0.06691599999999998,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0908;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.11922229255691583,mean_reversion,False,incomplete_regime,90.0,107.0,weighted_empirical,-0.0907870581819954,0.43591,simple_ito_fallback,anchor_shift_fallback,,0.06461105698465504,,0.5266970581819954,0.869317,0.800176,0.920465,0.939488,0.318151,0.681849,0.525122,0.042545,0.0,0.438713,0.229365,0.911673,0.220359,-0.046597,0.197505,0.85447,0.413721,0.126819,0.304065,choppy_volatile,0.842179,0.936289,1.111746,1.090984,0.766337,0.233663,0.970988,0.26674,0.233333,0.850698,0.628892,1.136852,0.172565,0.84907,0.945578,1.0,0.795918,0.342404,0.266239,boiling_trend,underlying_total_return,heuristic_v2_persistence_cadence,2,short_favorable_positive,0.43591,,,simple_ito,0.49665575,0.5959869,0.5,0.5959869,bucket_1,,False,False,False,False,False,False,False
AMZU,AMZN,False,,letf_long,1.998452,500,posterior.nominal_L,0.006839815692340426,0.04262971189525935,1,ok,2.0,240.0,nominal_L,0.044947,600000,0.044947,False,False,34.310001373291016,0.044947,1.0,False,,False,False,0.586064,0.210783,0.293259,0.309994,"{""method"":""weighted_median"",""n_probes"":7,""n_outliers_dropped"":1,""sigma_real_implied_median"":0.459645,""sigma_pool"":0.293259,""sigma_capped_to"":null}",0.4596447797154424,0.574555974644303,0.0099,yfinance,0.0,0.03663,0.132275,True,0.210783,0.16521173611111112,0.9999999401635353,False,0.132275,0.132275,0.132275,0.132275,simple_ito_fallback,-2.020549,0.0,479.0,252.0,2026-07-04,letf,mega-cap-tech,True,blended_realized_expected,0.16521173611111112,0.171529,0.04557126388888889,0.0571750754716981,0.045983,0.05533413308219798,0.028938257555943318,0.06320782005457612,0.07948557309360475,0.09786160227525292,0.1235120001785619,"{""e"":[-0.00967,-0.00192,0.00583,0.013579,0.021329,0.029079,0.036829,0.044579,0.052329,0.060079,0.067829,0.075579,0.083329,0.091079,0.098829,0.106579,0.114329,0.122078,0.129828,0.137578,0.145328],""c"":[2,4,3,4,4,10,11,19,30,39,53,39,44,38,37,31,6,10,3,5]}",0.132275,0.078508,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0865;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.02040098592591677,none,False,ok,90.0,106.0,weighted_empirical,-0.08646980257827813,0.132275,simple_ito_fallback,anchor_shift_fallback,,0.02332528760774672,,0.21874480257827814,0.363876,0.335299,0.921466,0.948567,0.344543,0.655457,0.521652,0.065087,0.0,0.28711,0.477742,0.942105,0.225034,-0.029838,0.234927,0.754678,0.444906,0.247401,0.300488,quiet_chop,0.319862,0.444607,1.389999,1.045795,0.638848,0.361152,1.0,0.104885,0.1,0.09867,0.322924,0.948763,0.122071,0.126802,0.585034,0.623583,0.970522,0.072562,0.229238,quiet_trend,underlying_total_return,heuristic_v2_persistence_cadence,2,short_favorable_positive,0.132275,,,simple_ito,0.499613,0.5995356,0.5,0.5995356,bucket_1,,False,False,False,False,False,False,False
ASMU,ASML,False,,letf_long,1.996808,97,posterior.nominal_L,0.008774401967034726,0.08820244425507742,1,ok,2.0,240.0,nominal_L,0.09657600000000001,5000,0.09657600000000001,False,False,33.29999923706055,0.09657600000000001,1.0,False,,False,False,1.073548,0.430114,0.449282,0.452593,"{""method"":""weighted_median"",""n_probes"":3,""n_outliers_dropped"":1,""sigma_real_implied_median"":0.611438,""sigma_pool"":0.449282,""sigma_capped_to"":null}",0.6114383334997466,0.7642979168746833,0.0097,yfinance,0.0,0.03663,0.247102,True,0.317547,0.33219666666666664,1.1966472299557678,False,0.247102,0.247102,0.247102,0.247102,simple_ito_fallback,-1.39316,0.0,479.0,252.0,2026-07-04,letf,semis,True,blended_realized_expected,0.33219666666666664,0.338608,0.09791733333333334,0.104982,0.1260325,0.10850951764378512,-0.06876625538560874,0.05013393883086809,0.14504505221685077,0.22047668048820518,0.3513990944403636,"{""e"":[-0.166915,-0.139014,-0.111113,-0.083212,-0.055311,-0.02741,0.000491,0.028392,0.056294,0.084195,0.112096,0.139997,0.167898,0.195799,0.2237,0.251601,0.279502,0.307403,0.335305,0.363206,0.391107],""c"":[2,5,7,10,14,16,18,27,29,32,31,32,39,39,22,14,25,9,10,11]}",0.247102,0.183012,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1735;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.10116397284145502,mean_reversion,False,incomplete_regime,90.0,99.0,weighted_empirical,-0.17345557745306578,0.247102,simple_ito_fallback,anchor_shift_fallback,,0.12251860968692845,,0.42055757745306577,0.756489,0.303761,0.40154,0.882638,0.167084,0.832916,0.553236,0.02579,0.0,0.183879,0.259879,0.837495,0.182485,0.02458,0.153846,0.983368,0.037422,0.022869,0.304414,choppy_volatile,0.598972,0.477939,0.797933,0.974682,0.4226,0.5774,1.0,0.134928,0.1,0.823208,0.3865,0.99266,0.097028,0.305464,0.839002,0.984127,0.253968,0.013605,0.203469,choppy_volatile,underlying_total_return,heuristic_v2_persistence_cadence,2,short_favorable_positive,0.247102,,,simple_ito,0.499202,0.5990424,0.5,0.5990424,bucket_1,,False,False,False,False,False,False,False
AVL,AVGO,False,,letf_long,1.997755,431,posterior.nominal_L,0.017216026218277468,0.07147270327923551,1,ok,2.0,240.0,nominal_L,0.028196,250000,0.028196,False,False,40.040000915527344,0.028196,1.0,False,,False,False,0.885469,0.372344,0.44378,0.464559,"{""method"":""weighted_median"",""n_probes"":6,""n_outliers_dropped"":1,""sigma_real_implied_median"":0.586826,""sigma_pool"":0.44378,""sigma_capped_to"":null}",0.586825695966199,0.7335321199577488,0.01,yfinance,0.0,0.03663,0.242826,True,0.372344,0.3437563888888889,0.998765216889845,False,0.242826,0.242826,0.242826,0.242826,simple_ito_fallback,-1.412039,0.0,479.0,252.0,2026-07-04,letf,semis,True,blended_realized_expected,0.3437563888888889,0.307585,0.02858761111111111,0.04839260952380953,0.03508,0.042580798211478366,0.10674596053637557,0.16174769261779576,0.2033154603871299,0.23722554112186017,0.2999074712811413,"{""e"":[0.063358,0.077011,0.090663,0.104316,0.117969,0.131622,0.145275,0.158928,0.172581,0.186233,0.199886,0.213539,0.227192,0.240845,0.254498,0.268151,0.281803,0.295456,0.309109,0.322762,0.336415],""c"":[2,9,3,10,25,22,19,29,33,36,42,43,29,28,16,14,12,10,5,5]}",0.242826,0.12951800000000002,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1559;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.09922039557399046,momentum_incomparable_to_vol_drag,False,incomplete_regime,90.0,105.0,weighted_empirical,-0.15591535501358306,0.242826,simple_ito_fallback,anchor_shift_fallback,,0.05633800777816195,,0.39874135501358304,0.736255,0.943656,1.281697,0.977703,0.43178,0.56822,0.376447,0.305355,0.2,0.39714,0.216555,0.922964,0.420646,-0.283246,0.945946,0.850312,0.850312,0.723493,0.307973,jumpy_trend,0.545884,0.68897,1.262118,0.971146,0.411888,0.588112,0.864916,0.037748,0.033333,0.020795,0.271443,0.88032,0.255065,0.077884,0.192744,0.623583,0.938776,0.603175,0.241511,quiet_trend,underlying_total_return,heuristic_v2_persistence_cadence,2,short_favorable_positive,0.242826,,,simple_ito,0.49943875,0.5993265,0.5,0.5993265,bucket_1,,False,False,False,False,False,False,False
BOEU,BA,False,,letf_long,1.99282,299,posterior.nominal_L,0.009606597014434493,0.05323896550478046,1,ok,2.0,240.0,nominal_L,0.055918,70000,0.055918,False,False,36.891998291015625,0.055918,1.0,False,,False,False,0.604028,0.204916,0.303102,0.318847,"{""method"":""weighted_median"",""n_probes"":3,""n_outliers_dropped"":1,""sigma_real_implied_median"":0.451563,""sigma_pool"":0.303102,""sigma_capped_to"":null}",0.45156304521971785,0.5644538065246473,0.0106,yfinance,0.0,0.03663,0.137851,True,0.204916,0.1482213611111111,1.0000004509064526,False,0.137851,0.137851,0.137851,0.137851,simple_ito_fallback,-1.97078,0.0,479.0,252.0,2026-07-04,letf,industrials,True,blended_realized_expected,0.1482213611111111,0.1713835,0.05669463888888889,0.05916709345794393,0.056789,0.05770411941622946,-0.0016259515203892615,0.05314517181390346,0.08333951152459823,0.11092130520026577,0.14956983420720704,"{""e"":[-0.033146,-0.022539,-0.011931,-0.001324,0.009283,0.019891,0.030498,0.041105,0.051713,0.06232,0.072928,0.083535,0.094142,0.10475,0.115357,0.125964,0.136572,0.147179,0.157786,0.168394,0.179001],""c"":[4,4,9,8,7,21,21,17,23,48,35,38,37,36,24,23,18,10,3,6]}",0.137851,0.06706499999999999,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0694;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.10953301134061467,mean_reversion,False,incomplete_regime,90.0,107.0,weighted_empirical,-0.06943263280746895,0.137851,simple_ito_fallback,anchor_shift_fallback,,0.043511781066835606,,0.20728363280746895,0.355087,0.326921,0.92068,0.977402,0.430866,0.569134,0.433313,0.162808,0.2,0.039516,0.922521,0.991009,0.34404,0.072835,0.561331,0.64657,0.422037,0.619543,0.291158,quiet_chop,0.358198,0.380388,1.061947,0.972295,0.415363,0.584637,1.0,0.055835,0.033333,0.115086,0.478219,0.945392,0.112696,0.075593,0.346939,0.741497,0.585034,0.283447,0.173177,quiet_trend,underlying_total_return,heuristic_v2_persistence_cadence,2,short_favorable_positive,0.137851,,,simple_ito,0.498205,0.597846,0.5,0.597846,bucket_1,,False,False,False,False,False,False,False
BABU,BABA,False,,letf_long,2.008408,96,posterior.nominal_L,0.010922928913304018,0.051525689246494775,1,ok,2.0,240.0,nominal_L,0.14424099999999998,20000,0.14424099999999998,False,False,7.519999980926514,0.14424099999999998,1.0,False,,False,False,0.778125,0.268925,0.422058,0.440566,"{""method"":""weighted_median"",""n_probes"":6,""n_outliers_dropped"":0,""sigma_real_implied_median"":0.730081,""sigma_pool"":0.422058,""sigma_capped_to"":null}",0.73008106246948,0.91260132808685,0.0097,yfinance,0.0,0.03663,0.227024,True,0.242986,0.12268065277777784,0.9179632387135056,False,0.227024,0.227024,0.227024,0.227024,simple_ito_fallback,-1.495268,0.0,479.0,252.0,2026-07-04,letf,china,True,blended_realized_expected,0.12268065277777784,0.24797450000000001,0.14624434722222218,0.10039480208333335,0.1407245,0.11041854599922614,-0.04667138466599109,0.04914755638762302,0.12393345996144443,0.1852319548567211,0.2842137101339503,"{""e"":[-0.129914,-0.106815,-0.083715,-0.060615,-0.037516,-0.014416,0.008683,0.031783,0.054882,0.077982,0.101081,0.124181,0.14728,0.17038,0.19348,0.216579,0.239679,0.262778,0.285878,0.308977,0.332077],""c"":[2,3,4,14,11,19,26,22,25,32,38,42,33,42,15,15,16,19,4,10]}",0.227024,0.04190100000000002,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0522;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.04094206654086507,none,False,ok,90.0,96.0,weighted_empirical,-0.052165782255035875,0.227024,simple_ito_fallback,anchor_shift_fallback,,0.08757006053388987,,0.2791897822550359,0.345846,0.599018,1.73204,1.14662,0.89768,0.10232,0.504342,0.621704,0.6,0.943185,0.94428,1.191524,0.248353,-0.270892,0.906445,0.251559,1.0,0.272349,0.307793,boiling_trend,0.410132,0.426239,1.039273,1.036898,0.61234,0.38766,0.994219,0.135605,0.3,0.646485,0.409675,1.029774,0.154496,-0.210208,0.600907,0.353741,0.61678,0.219955,0.184468,quiet_mixed,underlying_total_return,heuristic_v2_persistence_cadence,2,short_favorable_positive,0.227024,,,simple_ito,0.502102,0.6025224,0.502102,0.6025224,bucket_1,,False,False,False,False,False,False,False
BRKU,BRK-B,False,,letf_long,1.979325,388,posterior.nominal_L,0.00951844786529751,0.03668845874351978,1,ok,2.0,240.0,nominal_L,0.04742,150000,0.04742,False,False,23.600000381469727,0.04742,1.0,False,,False,False,0.267958,0.133648,0.138594,0.145998,"{""method"":""weighted_median"",""n_probes"":4,""n_outliers_dropped"":0,""sigma_real_implied_median"":0.348537,""sigma_pool"":0.138594,""sigma_capped_to"":null}",0.3485374872071846,0.43567185900898076,0.0102,yfinance,0.0,0.03663,0.064689,True,0.133648,0.08556938888888888,0.9767989594438365,False,0.064689,0.064689,0.064689,0.064689,simple_ito_fallback,-2.706881,0.0,479.0,252.0,2026-07-04,letf,,True,blended_realized_expected,0.08556938888888888,0.09916849999999999,0.04807861111111111,0.07308963106796118,0.054753,0.06955307210425286,-0.07824755854161072,-0.027989400152206682,-0.0025124958140176207,0.023568692008267778,0.05454004792705807,"{""e"":[-0.123225,-0.113331,-0.103438,-0.093544,-0.083651,-0.073758,-0.063864,-0.053971,-0.044078,-0.034184,-0.024291,-0.014397,-0.004504,0.005389,0.015283,0.025176,0.035069,0.044963,0.054856,0.06475,0.074643],""c"":[3,4,0,5,8,8,10,15,25,33,39,40,37,42,35,34,20,18,8,8]}",0.064689,0.06895899999999999,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0705;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.0819950847642214,mean_reversion,False,incomplete_regime,90.0,103.0,weighted_empirical,-0.07046681489977508,0.064689,simple_ito_fallback,anchor_shift_fallback,,0.030097810791941345,,0.13515581489977507,0.156857,0.166624,1.062265,1.045612,0.638306,0.361694,0.504732,0.333744,0.1,0.682731,0.953618,1.122583,0.247828,0.065955,0.939709,0.5842,0.715177,0.361746,0.290273,boiling_trend,0.133283,0.152771,1.146212,1.01772,0.554273,0.445727,1.0,0.11964,0.033333,0.552075,0.275564,0.988827,0.114415,0.06027,0.741497,0.147392,0.950113,0.102041,0.205086,quiet_trend,underlying_total_return,heuristic_v2_persistence_cadence,2,short_favorable_positive,0.064689,,,simple_ito,0.49483125,0.5937975,0.5,0.5937975,bucket_1,,False,False,False,False,False,False,True
CONX,COIN,False,,letf_long,2.001842,153,posterior.nominal_L,0.008882370512214903,0.07597514382617515,1,ok,2.0,240.0,nominal_L,0.138095,50000,0.138095,False,False,6.5370001792907715,0.138095,1.0,False,,False,False,1.415611,0.66151,0.689697,0.704003,"{""method"":""weighted_median"",""n_probes"":8,""n_outliers_dropped"":0,""sigma_real_implied_median"":0.848548,""sigma_pool"":0.689697,""sigma_capped_to"":null}",0.848547539901281,1.0606844248766012,0.0097,yfinance,0.0,0.03663,0.523395,True,0.607251,0.5214970138888889,1.0253114207712881,False,0.523395,0.523395,0.523395,0.523395,simple_ito_fallback,-0.65018,0.0,479.0,252.0,2026-07-04,letf,crypto-equity,True,blended_realized_expected,0.5214970138888889,0.5924525,0.1400129861111111,0.13446374747474749,0.1291945,0.1342645204037572,0.24557708257770205,0.3329958803277397,0.38610822547692325,0.4414857594600699,0.5380522936697346,"{""e"":[0.17788,0.198953,0.220026,0.241098,0.262171,0.283244,0.304317,0.325389,0.346462,0.367535,0.388607,0.40968,0.430753,0.451826,0.472898,0.493971,0.515044,0.536116,0.557189,0.578262,0.599334],""c"":[3,6,7,4,11,24,32,31,41,45,38,37,34,26,17,11,7,7,6,5]}",0.523395,0.138115,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.1449;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,-0.0564352240969553,mean_reversion,False,incomplete_regime,90.0,99.0,weighted_empirical,-0.14494684729656582,0.523395,simple_ito_fallback,anchor_shift_fallback,,0.08248854685402243,,0.6683418472965659,0.681935,0.807451,1.184058,0.96359,0.389123,0.610877,0.54165,0.016006,0.1,0.087985,0.456277,0.927635,0.198094,0.013751,0.037422,0.453222,0.817048,0.205821,0.268649,quiet_trend,0.666077,0.584427,0.877417,0.955493,0.36497,0.63503,1.0,0.022627,0.066667,0.515965,0.404207,0.948974,0.069213,-0.056964,0.097506,0.269841,0.256236,0.015873,0.221623,quiet_chop,underlying_total_return,heuristic_v2_persistence_cadence,2,short_favorable_positive,0.523395,,,simple_ito,0.5004605,0.6005526,0.5004605,0.6005526,bucket_1,,False,False,False,False,False,False,False
CSCL,CSCO,False,,letf_long,2.003485,256,posterior.nominal_L,0.028488136996065255,0.05624875859365613,1,ok,2.0,240.0,nominal_L,0.222497,30000,0.222497,False,False,57.06100082397461,0.222497,1.0,False,,False,False,0.550769,0.170066,0.274905,0.316865,"{""method"":""weighted_median"",""n_probes"":2,""n_outliers_dropped"":0,""sigma_real_implied_median"":0.411316,""sigma_pool"":0.274905,""sigma_capped_to"":null}",0.41131567091949967,0.5141445886493746,0.0107,yfinance,0.0,0.03663,0.123426,True,0.170066,-0.055521236111111094,1.0000017358941038,False,0.123426,0.123426,0.123426,0.123426,simple_ito_fallback,-2.097333,0.0,479.0,252.0,2026-07-04,letf,,True,blended_realized_expected,-0.055521236111111094,0.146746,0.2255872361111111,0.10684088679245285,0.109854,0.11831602014626379,-0.10634761533794432,-0.03287894286272058,0.0074661780859310856,0.04619178346535349,0.10189447676855562,"{""e"":[-0.151937,-0.13748,-0.123023,-0.108567,-0.09411,-0.079653,-0.065197,-0.05074,-0.036283,-0.021826,-0.00737,0.007087,0.021544,0.036001,0.050457,0.064914,0.079371,0.093827,0.108284,0.122741,0.137198],""c"":[5,3,6,9,12,17,17,20,23,41,42,43,36,30,32,16,16,10,9,5]}",0.123426,0.04664,,,10.0,400.0,trading_days_252,,0.0,0.0,block_bootstrap_daily_drag;anchor_shift_to_expected_p50=-0.0840;weighted_borrow_resample_full_history;halflife_cal_days=90,empirical_block_marginal_x_weighted_borrow_marginal,deferred,0.026580426043710803,none,False,ok,90.0,106.0,weighted_empirical,-0.0839896044827521,0.123426,simple_ito_fallback,anchor_shift_fallback,,0.04766832997583734,,0.2074156044827521,0.408117,0.301879,0.739688,1.01669,0.551126,0.448874,0.440601,0.224828,0.4,0.583094,0.929363,1.054768,0.334222,-0.115602,0.904366,0.866944,0.2079,0.534304,0.321722,choppy_volatile,0.438437,0.467282,1.065792,1.030678,0.593624,0.406376,0.748055,0.201643,0.133333,0.778929,0.554851,1.050717,0.345957,0.33415,0.92517,1.0,0.594104,0.659864,0.30742,boiling_trend,underlying_total_return,heuristic_v2_persistence_cadence,2,short_favorable_positive,0.123426,,,simple_ito,0.50087125,0.6010455,0.50087125,0.6010455,bucket_1,,False,False,True,False,False,True,False
