symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,15099.0095719008,15099.0095719008,1
DUST,flow_program,11619.676108799998,11619.676108799998,1
FAZ,flow_program,10348.044388799999,10348.044388799999,1
SDS,flow_program,8992.17174441,8992.17174441,1
LABD,flow_program,8377.35981075,8377.35981075,1
ZSL,flow_program,7942.617633599999,7942.617633599999,1
TSLQ,flow_program,6996.9233169,6996.9233169,1
SQQQ,flow_program,6893.936602559999,6893.936602559999,1
NVDQ,flow_program,4811.95620048,4811.95620048,1
SOXS,flow_program,2407.9353273799998,2407.9353273799998,1
EWV,flow_program,1950.859836952,1950.859836952,1
TSYY,flow_program,-59.49121464,59.49121464,1
NVYY,flow_program,-71.7897684,71.7897684,1
TQQY,flow_program,-353.1314556,353.1314556,1
