symbol,underlying,overlay_type,net_notional_usd,gross_notional_usd,n_legs
UVIX,SVIX,volatility_etp_bucket5,6720.40995696,6720.40995696,1
SVIX,SVIX,volatility_etp_bucket5,-5029.679999999999,5029.679999999999,1
