underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
SOXX,"SOXL, SOXX",10703.38606248,19109.11393752,2
NBIS,"NBIG, NBIL, NBIS, NEBX",8762.631087038004,101845.27541907801,4
BE,"BE, BEG, BEX",7887.879936163597,76409.5956478364,3
LITE,"LITE, LITX",5670.749893359996,42250.370106639995,2
MARA,"MARA, MRAL",4269.0456164649995,6035.854226184999,2
RCAT,"RCAT, RCAX",3831.6490841199957,49742.91091588,2
FLY,"FLY, FLYT",3225.604278249997,48467.53572175,2
CRWV,"CRWG, CRWU, CRWV, CWVX",3099.4546677807575,74311.89472250076,4
RIOT,"RIOT, RIOX",2670.112984059999,8805.958891299999,2
ONDS,"ONDG, ONDL, ONDS",2552.6232071600007,46467.19679284,3
RDW,"RDW, RDWU",2135.16369448,9991.07630552,2
UUUU,"UUUG, UUUU",2120.5802835199975,26906.61971648,2
MU,"MU, MULL, MUU",1739.312612239999,17404.64189282,3
USAR,"USAR, USGG",1699.3848960299993,17475.89510397,2
BULL,"BULG, BULL",1343.723801472,3208.116198528,2
CVNA,CVNA,1217.8999999999999,1217.8999999999999,1
ACHR,"ACHR, ARCX",1079.7298549999996,8206.510145,2
APP,"APP, APPX",1050.6200150999998,8884.7799849,2
PLUG,"PLUG, PLUL",933.1853258731999,7992.6546741268,2
ORCL,"ORCL, ORCU, ORCX",856.3109149599998,6508.88908504,3
PONY,"PONX, PONY",836.5378164800004,8242.56218352,2
XRPZ,"UXRP, XRPT, XRPZ, XXRP",825.543357874998,23606.976642125,4
BBAI,"BAIG, BBAI",762.8971371047992,15518.102862895199,2
PL,"PL, PLU",717.409847779998,18159.49015222,2
UEC,"UEC, UECG",676.9349113599983,13287.045088640001,2
ETHA,"ETHA, ETHT, ETHU, ETU",659.3626744100002,21162.15732559,4
TSUI,"TSUI, TXXS",576.4585088499998,16720.07589115,2
MSTR,"MSTP, MSTR, MSTU, MSTX",559.0110049251955,6627.7730721251955,4
ZETA,"ZETA, ZETX",543.2112334600006,6206.92876654,2
PLTR,"PLTA, PLTG, PLTR, PLTU, PTIR",534.2744764399993,9704.92552356,5
U,"U, UNX",512.9301207567996,8585.229879243201,2
QS,"QS, QSU",431.12145857999985,4375.89854142,2
RKT,"RKT, RKTL",410.79254616000026,6803.8474538400005,2
EWY,"EWY, KORU",410.73750047999965,10251.56249952,2
LAC,"LAC, LACG",373.88343917680004,5313.6165608232,2
GDX,"GDX, GDXU, NUGT",355.9069844200005,6686.73301558,3
SOUN,"SOUN, SOUX",341.3936230300001,3246.60637697,2
FIGR,"FGRU, FIGR",340.2360500858995,7591.8839499141,2
SOEZ,"SOEZ, SOLT",328.234683749999,8574.44711625,2
RDDT,"RDDT, RDTL",328.13691247999986,6155.86308752,2
EOSE,"EOSE, EOSU",321.652562108,45807.067437891994,2
AVGO,"AVGG, AVGO, AVL",321.0721979,4263.7678021,3
BLSH,"BLSG, BLSH",320.4506863872007,7788.129313612799,2
MRVL,"MRVL, MVLL",316.3243987999999,4158.875601199999,2
UPST,"UPST, UPSX",285.4047547500004,6912.59524525,2
GDXJ,"GDXJ, JNUG",281.12904000000003,3055.19096,2
SBET,"SBET, SBTU",266.1167525000001,12836.663247499999,2
SNAP,"SNAG, SNAP",265.6749542399998,4752.36504576,2
GLW,"GLW, GLWG",258.47954948000006,3683.9204505199996,2
QUBT,"QUBT, QUBX",257.6082275999979,17795.1317724,2
TDOG,"TDOG, TXXD",254.18166102719988,6934.7375389728,2
AFRM,"AFRM, AFRU",240.47826423000015,4259.08173577,2
SOFI,"SOFA, SOFI, SOFX",236.14713647999952,7390.652863519999,3
PAAS,"PAAS, PAAU",219.96264184350002,4897.5408021565,2
SHOP,"SHOP, SHPU",218.66885565119992,4976.8511443488,2
ARM,"ARM, ARMG",216.51380607999954,8161.30619392,2
NOW,"NOW, NOWL",214.60991175000004,2441.29008825,2
WULF,"WULF, WULX",203.42611342000055,24762.053886579997,2
GEMI,"GEMG, GEMI",200.09005852300106,14905.709941477,2
TTD,"TTD, TTDU",179.88977399999976,2365.0702260000003,2
JOBY,"JOBX, JOBY",160.30589699999996,2493.194103,2
XPEV,"XPEG, XPEV",158.86042798799997,2159.539572012,2
NIO,"NIO, NIOG",142.07521047759997,2442.0847895223997,2
COHR,"COHR, COHX",134.94148192000011,7565.658518079999,2
SNOW,"SNOU, SNOW",127.36075972000026,5924.91924028,2
QCOM,"QCML, QCMU, QCOM",103.14626682500011,2860.933733175,3
TEM,"TEM, TEMT",101.21662207999998,4489.50337792,2
DNN,"DNN, DNNG",97.75186140159985,3170.3281385984,2
URA,"URA, URAA",83.4388102400003,3558.16118976,2
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT",80.7991354000003,8860.6608646,5
UBER,"UBER, UBRL",67.17794254199976,2549.122057458,2
NVO,"NVO, NVOX",60.2762920199998,2572.5237079800004,2
CRWD,"CRWD, CRWL",59.24498345999996,1306.35501654,2
SPOT,"SPOG, SPOT",57.14849122259989,2834.8515087774003,2
MRNA,"MRNA, MRNX",39.88745169999993,4651.6525483000005,2
NU,"NU, NUG",26.710987727999992,265.849012272,2
ASML,"ASML, ASMU",24.831342880000193,3702.2686571199997,2
XYZ,"XYZ, XYZG",19.701585341199916,2622.0584146588,2
CEG,"CEG, CEGX",16.993399069999896,2526.4938329299994,2
PYPL,"PYPG, PYPL",16.40218275389998,1727.8578172461,2
CHNL,"CHNL, CHNU",12.412767337199739,2467.2678326628,2
LMND,"LMND, LMNX",10.233025879500474,4703.946974120499,2
BMNR,"BMNG, BMNR, BMNU",9.447674601600738,35271.4523253984,3
EWW,"EWW, MEXX",-7.5962345000001505,2047.8162345,2
COPX,"COPX, COPZ",-7.82454628000005,3790.50454628,2
SATS,"SATG, SATS",-10.058213800000203,3660.6182138000004,2
ANET,"ANEL, ANET",-14.173145499999919,3605.4531455,2
APH,"APH, APHU",-32.97812385580005,3108.9781238558,2
VST,"VST, VSTL",-40.84828147200005,3001.248281472,2
BIDU,"BIDG, BIDU",-43.74891439839985,2127.6089143984,2
AAPL,"AAPB, AAPL",-45.31075978539991,1209.8307597854,2
UNH,"UNH, UNHG",-49.843818000000056,2500.963818,2
SBUX,"SBU, SBUX",-53.0811715584,671.3211715584,2
META,"FBL, META, METU",-64.89248494332082,2574.2774588166794,3
ADBE,"ADBE, ADBG",-85.72899999999993,1717.8890000000001,2
RBLX,"RBLU, RBLX",-87.41279274999943,4071.93279275,2
VRT,"VRT, VRTL",-87.89232896959993,3116.5923289695997,2
CMG,"CMG, CMGG",-93.52122735890009,1705.0212273589,2
FCX,"FCX, FCXG",-93.72184947040046,3240.5818494704,2
ARKK,"ARKK, TARK",-102.35339584000008,3279.6533958400005,2
SPY,"SPXL, SPY",-109.76595295999982,3076.7659529599996,2
XOP,"GUSH, XOP",-112.70503531999998,2427.4650353200004,2
AMZN,"AMZN, AMZU, AMZZ",-122.21793488039998,2030.6179348804,3
WDC,"WDC, WDCX",-143.88458777000142,15905.784587769998,2
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDU",-156.15748519959982,4259.9574851996,5
QQQ,"QQQ, TQQQ",-180.29709223999976,3065.6570922399997,2
IBIT,"BITU, BITX, BTCL, IBIT",-184.94492877299024,4800.33519776701,4
CRM,"CRM, CRMG",-184.96608775000004,2507.42608775,2
TSM,"TSM, TSMG, TSMU",-211.7344315322714,3980.2880699723282,3
KTOS,"KTOS, KTUP",-219.76823584000022,3684.76823584,2
IBM,IBX,-224.17923096,224.17923096,1
TER,"TER, TERG",-233.3281652999999,6684.5281653,2
MP,"MP, MPG, MPL",-251.16924394750004,3819.2692439475,3
ALB,"ALB, ALBG",-259.4410546304007,5031.2010546304,2
NET,"NET, NETG",-262.23940349999975,8944.4794035,2
DELL,"DELL, DLLL",-288.81337720000056,5826.7933772,2
LRCX,"LRCU, LRCX",-292.26985289999993,4693.9898529,2
NEM,"NEM, NEMG",-325.186187667,2530.246187667,2
SMCI,"SMCI, SMCL, SMCX",-345.77850132048343,13771.463737559516,3
FXI,"FXI, YINN",-349.07854864,2678.21854864,2
MSFT,"MSFT, MSFU, MSFX",-368.21176212,1934.76657012,3
OKTA,"OKTA, OKTG",-375.71537458500006,3166.675374585,2
KWEB,"CWEB, KWEB",-386.95372559999987,1764.4337256,2
GOOGL,"GGLL, GOOGL, GOOX",-411.96981388,1850.68981388,3
OPEN,"OPEG, OPEN, OPEX",-426.68506941239866,16144.2850694124,3
OKLO,"OKLL, OKLO",-438.19579855999837,28493.31579856,2
FIG,"FIG, FIGG",-538.24593792,9771.16593792,2
GEV,"GEV, GEVG, GEVX",-552.8189434840001,4315.458943484,3
CLS,"CLS, CSEX",-576.694155600002,16301.494155600001,2
LEU,"LEU, LEUX",-582.3032597055999,4159.0632597056,2
KLAC,"KLAC, KLAG",-593.9434790552004,5690.3433590551995,2
NFLX,"NFLU, NFLX, NFXL",-606.1794115900001,1891.6194115900003,3
LLY,"LLY, LLYX",-645.46558038,648.8645803799999,2
INTC,"INTC, INTW, LINT",-706.4360205000003,11170.316020499999,3
RGTI,"RGTI, RGTU, RGTX",-739.8295105599991,23943.709510560002,3
BA,"BA, BOEG, BOEU",-807.2693782584,2121.5693782584003,3
AMD,"AMD, AMDG, AMDL, AMUU",-820.928620354392,15616.53429022721,4
CORZ,"CORZ, COZX",-831.5724224319993,6958.772422432,2
DKNG,"DKNG, DKNX",-834.7211340200001,2284.72113402,2
BABA,"BABA, BABU, BABX",-909.6670074699997,2489.1470074699996,3
DUOL,"DUOG, DUOL",-977.2149364632005,8335.0149364632,2
IWM,"IWM, URTY",-1116.04719436,2287.84719436,2
HIMS,"HIMS, HIMZ",-1151.8548779494677,11638.724748290533,2
PANW,"PALU, PANG, PANW",-1157.4029816156,3394.3629816156,3
LUNR,"LUNL, LUNR",-1392.1307198700015,43717.930719870004,2
AVAV,"AVAV, AVXX",-1433.8500013000003,9280.530001300001,2
COIN,"COIA, COIG, COIN, CONL, CONX",-1459.6820808378375,15414.380414042165,5
CIFR,"CIFG, CIFR, CIFU",-1473.6556261904989,28815.6556261905,3
HUT,"HUT, HUTG",-1948.4990013042006,31425.7790013042,2
CNC,"CNC, CNCG",-2022.1536817919998,5542.413681792,2
KEEL,"KEEL, KEEX",-2025.116399999999,33071.9764,2
ALAB,"ALAB, LABX",-2108.152580480002,27074.35258048,2
AAOI,"AAOI, AAOX",-2258.06080639999,121269.26080640001,2
OSCR,"OSCR, OSCX",-3068.9603676992006,10077.4403676992,2
CRML,"CRML, CRMU, CRMX",-3432.5491819820018,173059.149181982,3
RKLB,"RKLB, RKLX",-3701.6106917999987,15169.290691799999,2
NVTS,"NVTS, NVTX",-4072.146352080006,66804.12635208001,2
CRDO,"CRDO, CRDU",-4302.4274239999995,25872.087423999998,2
IREN,"IRE, IREG, IREN, IREX",-4614.546815784495,133478.8344199445,4
HOOD,"HODU, HOOD, HOOG, HOOX, ROBN",-4783.533653024229,26263.38393834857,5
GLXY,"GLGG, GLXU, GLXY",-6051.0364936959995,35674.716493696,3
IONQ,"IONL, IONQ, IONX, QPUX",-6950.6758901308085,23386.14289771379,4
QBTS,"QBTS, QBTX",-7522.358536319999,19487.79853632,2
ASTS,"ASTS, ASTX",-8516.053637520003,28624.093637520004,2
CRCL,"CCUP, CRCA, CRCG, CRCL",-9741.84390986,48808.53719198,4
CLSK,"CLSK, CLSX",-10419.641630279999,32371.00163028,2
SNDK,"SNDK, SNDU, SNXX",-17277.80135968,56879.80135968,3
