underlying,etf,delta,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
CRCL,CRCD,-1.986863,0.0,4423.911479739856,0.0,0.0,0.0,-307.61,18.70617590659944,0.0,0.0,4135.0076556464555
QBTS,QBTZ,-1.997626,0.0,4380.466126597183,0.0,0.0,0.0,-316.37,48.53233466380848,0.0,0.0,4112.628461260992
NBIS,NBIZ,-2.036414,0.0,3197.9517580877064,0.0,0.0,0.0,-92.06,37.0342154778974,0.0,0.0,3142.9259735656037
IREN,IREZ,-2.007181,0.0,2761.8480535595695,0.0,0.0,0.0,-614.08,28.8860069066745,0.0,0.0,2176.654060466244
MSTR,MSDD,-1.0,0.0,677.9577962677934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.9577962677934
MSTR,SMST,-1.965471,0.0,677.9577962677934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677.9577962677934
LITE,LITZ,-2.001862,0.0,567.5851020285475,0.0,0.0,0.0,0.0,25.897863243348983,0.0,0.0,593.4829652718964
XLK,WEBS,-2.736337,313.26477971,0.0,0.0,0.0,0.0,-1.1875,0.0,0.0,0.0,312.07727971
COIN,CONI,-1.925645,0.0,154.34497262453706,0.0,0.0,0.0,-8.83,1.1982817000971189,0.0,0.0,146.7132543246342
QQQ,QID,-1.995491,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
MU,MUZ,-2.0,4.4114826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4114826
XLF,SKF,-1.998431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XLE,DUG,-1.990362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBIT,BTCZ,-1.996352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMNR,BMNZ,-1.985662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKNG,DKUP,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLSH,BLSX,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUR,AURU,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
