symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,2928.775888,0.0,0.0,-25.53,-55.94,2.0704595946678075,0.0,0.0,2849.3763475946675
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,2888.33661,0.0,0.0,0.0,-288.84,33.4392277250227,0.0,0.0,2632.9358377250223
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1660.927687,0.0,0.0,-29.37,-31.06,9.9956665149768,0.0,0.0,1610.4933535149771
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1355.854204,0.0,0.0,0.0,-195.51,11.215916712909031,0.0,0.0,1171.560120712909
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,907.985835,0.0,0.0,-15.54,-122.93,10.63096979490329,0.0,0.0,780.1468047949032
SDS,PROSHARES ULTRASHORT S&P500,0.0,774.79656,0.0,0.0,-26.99,-71.06,19.580992873962007,0.0,0.0,696.3275528739621
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,692.731913,0.0,0.0,0.0,-71.63,14.28187736044919,0.0,0.0,635.3837903604492
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,417.511216,0.0,0.0,-26.13,-83.12,11.855428244044198,0.0,0.0,320.1166442440442
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
TSYY,GRANITE YIELDBOOST TSLA ETF,0.49581973,22.632349,0.0,0.0,-16.65,-1.67,0.5009245464155992,0.0,0.0,5.309093276415603
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,12.842054,0.0,0.0,-146.33,-45.17,2.3788388167136345,0.0,0.0,-16.394592233286378
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,18.23934,0.0,0.0,-166.12,-8.27,0.6989263320983135,0.0,0.0,-51.027871407901685
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,130.797545,0.0,0.0,-1.46,-16.48,5.909026633603918,0.0,0.0,-260.9126575863961
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-2003.577632,0.0,0.0,0.0,-502.86,20.295468337644916,0.0,0.0,-2486.1421636623554
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-2847.935048,0.0,0.0,-90.65,-284.97,26.736517780833623,0.0,0.0,-3200.2244885191662
