symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
AMZO,flow_program,17786.901291213602,17786.901291213602,1
DUST,flow_program,15650.5771008,15650.5771008,1
ZSL,flow_program,11546.909758799999,11546.909758799999,1
SDS,flow_program,10991.30092362,10991.30092362,1
FAZ,flow_program,10747.6581476,10747.6581476,1
LABD,flow_program,10197.204975999999,10197.204975999999,1
SQQQ,flow_program,8657.2841894,8657.2841894,1
TSLQ,flow_program,8059.690709400002,8059.690709400002,1
NVDQ,flow_program,6097.5056688,6097.5056688,1
EWV,flow_program,3377.7401030999995,3377.7401030999995,1
SOXS,flow_program,2100.80117874,2100.80117874,1
TSYY,flow_program,-68.15976882,68.15976882,1
NVYY,flow_program,-99.72489840000001,99.72489840000001,1
TQQY,flow_program,-475.06906392480005,475.06906392480005,1
