underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
NBIS,"NBIG, NBIL, NBIS, NBIZ, NEBX",15520.106197518004,92397.827953038,5
ASTS,"ASTN, ASTS, ASTX",13791.635136620003,50614.05466142001,3
BE,"BE, BEG, BEX, BEZ",11437.976150249997,64461.84032975,4
MSTR,"MSTP, MSTR, MSTU, MSTX, MSTZ, MTYY",8469.093496741902,119356.3770658181,6
CRML,"CRML, CRMU, CRMX",8467.590402620008,162937.34959738,3
SMCI,"SMCI, SMCL, SMCX, SMYY",7775.269850920005,69647.13014908001,4
CRCL,"CCUP, CRCA, CRCD, CRCG, CRCL",6686.572757585003,73049.023434065,5
NVTS,"NVTS, NVTX",6647.089886599999,54944.5901134,2
ONDS,"ONDG, ONDL, ONDS",6144.377115120005,51432.62288488,3
QBTS,"QBTS, QBTX, QBTZ, QBY",6109.511928399805,67048.4420396002,4
AMD,"AMD, AMDG, AMDL, AMUU, AMYY, DAMD",5655.229648250999,72750.05454198901,6
IREN,"IRE, IREG, IREN, IREX, IREZ",5628.818544031499,139232.0320387485,5
CRWV,"CORD, CRWG, CRWU, CRWV, CWVX, CWY",4590.369388730002,88851.35671977,6
COIN,"COIA, COIG, COIN, CONI, CONL, CONX, COYY",4566.531204815408,121857.7049657846,7
IONQ,"IONL, IONQ, IONX, IOYY, QPUX",4550.155119104396,96055.4448808956,5
RCAT,"RCAT, RCAX",4527.523655280005,45262.63634472,2
FLY,"FLY, FLYT",3886.859684700001,44377.2603153,2
HOOD,"HODU, HOOD, HOOG, HOOX, HOYY, ROBN",3817.6199155772993,107074.54008442271,6
EOSE,"EOSE, EOSU",3424.9610672000017,38293.8789328,2
PL,"PL, PLU",2937.204687610001,20504.635312389997,2
OKLO,"OKLL, OKLO",2641.91675552,29657.20324448,2
IBIT,"BITU, BITX, BTCL, IBIT, XBTY",2591.0267402050013,103499.81325979499,5
LUNR,"LUNL, LUNR",2449.8339518799985,38346.58604812,2
MARA,"MAAY, MARA, MRAL",2375.686765196501,39735.9932348035,3
SVIX,"SVIX, UVIX",2179.4437903199996,12079.20379032,2
UUUU,"UUUG, UUUU",2039.4963956171996,20836.3436043828,2
KEEL,"KEEL, KEEX",1901.4962464000018,38159.9837536,2
RKLB,"RKLB, RKLX, RKLZ",1827.5087286400012,25800.97682176,3
SNDK,"SNDK, SNDU, SNXX",1816.0551203199957,54011.944879680006,3
HIMS,"HIMS, HIMZ, HMYY",1760.3843771120019,27583.215622888,3
USAR,"USAR, USGG",1586.6289377800003,14448.99106222,2
RGTI,"RGTI, RGTU, RGTX",1503.3006604800003,21175.82933952,3
OPEN,"OPEG, OPEN, OPEX",1462.3162021750004,14743.283797824999,3
CVNA,CVNA,1319.55,1319.55,1
BULL,"BULG, BULL",1248.9003835560002,2697.419616444,2
EWY,"EWY, KORU",1151.7475622399988,9615.372437760001,2
BMNR,"BMNG, BMNR, BMNU",1122.9161230000027,37564.683877,3
RDW,"RDW, RDWU",1098.973116699999,13794.1668833,2
BBAI,"BAIG, BBAI",1093.0004086399986,14043.71959136,2
ETHA,"ETHA, ETHT, ETHU, ETU",1062.6141562499997,18729.70584375,4
RIOT,"RIOT, RIOX, RTYY",1005.1311318300068,64298.84886817,3
WDC,"WDC, WDCX",924.7655257799997,11721.55447422,2
QUBT,"QUBT, QUBX",908.5744683999983,20367.6255316,2
META,"FBL, FBYY, META, METU",827.4960892439956,63565.40391075601,4
MU,"MU, MULL, MUU, MUYY",741.7222202032999,29635.2377797967,4
