symbol,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
AMZO,TRADR 2X SHORT AMZN DAILY ET,0.0,3376.32661,0.0,0.0,0.0,-276.81,37.95621275624463,0.0,0.0,3137.4728227562446
SOXS,DIREXION DAILY SEMI BEAR 3X,0.0,2809.465888,0.0,0.0,-25.53,-55.87,2.988654296456843,0.0,0.0,2731.054542296457
SQQQ,PROSHARES ULTRAPRO SHORT QQQ,0.0,1575.527687,0.0,0.0,-29.37,-29.65,12.333478130262268,0.0,0.0,1528.8411651302622
NVDQ,T-REX 2X INVERSE NVIDIA DLY,0.0,1443.214204,0.0,0.0,0.0,-185.82,13.056866813617447,0.0,0.0,1270.4510708136177
SDS,PROSHARES ULTRASHORT S&P500,0.0,740.95656,0.0,0.0,-26.99,-68.41,23.59075545781396,0.0,0.0,669.147315457814
TSLQ,TRADR 2X SHORT TSLA DAILY ET,0.0,681.831913,0.0,0.0,0.0,-69.79,17.147642628888565,0.0,0.0,629.1895556288886
LABD,DRX DLY S&P BIOTECH BEAR 3X,0.0,489.885835,0.0,0.0,-15.54,-118.07000000000001,14.514917770198275,0.0,0.0,370.79075277019825
AZYY,GRANITE YIELDBOOST AMZN ETF,149.34178575,0.0,0.0,0.0,-43.59,-6.33,0.0,0.0,0.0,99.42178575000001
FAZ,DIREXION DAILY FIN BEAR 3X,0.0,151.831216,0.0,0.0,-26.13,-79.81,15.330203292194561,0.0,0.0,61.221419292194575
TSYY,GRANITE YIELDBOOST TSLA ETF,0.49581973,22.032349,0.0,0.0,-15.28,-1.56,0.6023684042153575,0.0,0.0,6.290537134215358
TQQY,GRANITE YIELDBOOST QQQ,159.88451495,8.622057,0.0,0.0,-141.41,-41.94,2.8664383335428805,0.0,0.0,-11.97698971645709
NVYY,GRANITE YIELDBOOST NVDA,104.42386226,15.019335,0.0,0.0,-164.31,-8.15,0.8506435993173062,0.0,0.0,-52.16615914068269
EWV,PROSHARES ULTSHRT MSCI JAPAN,-379.67922922,94.797545,0.0,0.0,-1.46,-14.54,7.229189504439095,0.0,0.0,-293.6524947155609
ZSL,PROSHARES ULTRASHORT SILVER,0.0,-2055.057632,0.0,0.0,0.0,-488.42,24.521595275982563,0.0,0.0,-2518.9560367240174
DUST,DIREXION DAILY GOLD MINERS I,-3.4059583,-3228.095048,0.0,0.0,-90.65,-263.64,33.637659181999695,0.0,0.0,-3552.153347118
