symbol,underlying,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
ASTS,ASTS,AST SPACEMOBILE INC,0.0,3333.2479254531404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3333.2479254531404
QBTS,QBTS,D-WAVE QUANTUM INC,0.0,2378.2021780838813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2378.2021780838813
IREN,IREN,IREN LTD,0.0,1911.4043131565713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1911.4043131565713
CRWV,CRWV,COREWEAVE INC-CL A,0.0,918.3687624743352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.3687624743352
CLSK,CLSK,CLEANSPARK INC,0.0,520.7123579174806,0.0,0.0,0.0,0.9392067889834589,0.0,0.0,0.0,521.6515647064641
DKNG,DKNG,DRAFTKINGS INC-CL A,0.0,381.29426256833983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.29426256833983
CLSZ,CLSK,TRADR 2X SHRT CLSK DAILY ETF,342.45757941,0.0,0.0,0.0,0.0,-1.02,0.0,0.0,0.0,341.43757941
WEBS,XLK,DIREXION DAILY DOW JONES INT,313.26477971,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,312.20477971
COIN,COIN,COINBASE GLOBAL INC -CLASS A,0.0,300.1422700003798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.1422700003798
MSTR,MSTR,STRATEGY INC,0.0,246.99074385818858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.99074385818858
TTXD,XLK,DX D TECH TOP 5 BEAR 2X ETF,245.82998158,0.0,0.0,0.0,0.0,-2.07,0.0,0.0,0.0,243.75998158000002
AXON,AXON,AXON ENTERPRISE INC,0.0,158.4461162932983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.4461162932983
QID,QQQ,PROSHARES ULTRASHORT QQQ,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
XLK,XLK,SS TECHNOLOGY SELECT SECTOR,0.0,0.0,0.0,0.0,0.0,-0.51,0.0,0.0,0.0,-0.51
DIA,DIA,SS SPDR DOW JONES INDUS AVG,0.0,0.0,0.0,0.0,0.0,-0.525,0.0,0.0,0.0,-0.525
DXD,DIA,PROSHARES ULTRASHORT DOW30,-24.50723037,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,-26.10723037
SDOW,DIA,PROSHARES ULTPRO SHRT DOW30,-26.86841554,0.0,0.0,0.0,0.0,-0.9299999999999999,0.0,0.0,0.0,-27.79841554
NBIS,NBIS,NEBIUS GROUP NV,0.0,-2099.110874724026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2099.110874724026
