underlying,symbols,net_notional_usd,gross_notional_usd,n_legs
MARA,"MAAY, MARA, MARO",9.094947017729282e-13,17025.35014748,3
HOOD,"HOOD, HOOW",0.0,8286.7452264,2
IBIT,"IBIT, XBTY",0.0,11858.2928540312,2
META,"FBYY, META",0.0,12259.92193182,2
MSFT,"MSFT, MSFW",0.0,6869.5042206,2
MSTR,"MSTR, MSTW, MTYY",0.0,36932.871282288,3
NFLX,"NFLW, NFLX",0.0,11086.492174719999,2
PLTR,"PLTR, PLTW",0.0,7139.396330099999,2
TSLA,TSYY,-23.729876400000002,23.729876400000002,1
NVDA,NVYY,-29.15060106,29.15060106,1
QQQ,TQQY,-139.4902421184,139.4902421184,1
