bucket,etf,underlying,w_book,frac_sleeve,n_obs_decay,n_obs_beta,mu_used,sigma_eff,w_pre,prev_w_book,delta_w_book,haircut_factor,ema_applied
core_leveraged,NVTX,NVTS,0.09999999997453843,0.14814814811042729,0.0,0.0,1.086582317545798,0.17177853290483888,2.213919310579444,0.09999999992370616,5.083226894964099e-11,1.0,False
core_leveraged,ASTX,ASTS,0.09999999994743414,0.1481481480702728,0.0,0.0,0.9163964475529239,0.11627323270271583,2.7584917799918687,0.09999999991675844,3.067569809278581e-11,1.0,False
core_leveraged,IRE,IREN,0.09999999983773404,0.14814814790775413,0.0,0.0,0.8984756171362082,0.1350732174805186,2.328118570530297,0.09999999990552985,-6.779581063209861e-11,1.0,False
core_leveraged,SMU,SMR,0.09999999981733645,0.14814814787753547,0.0,0.0,0.8355048127329259,0.1351590893931274,2.1635739465953625,0.0999999999059232,-8.85867490474368e-11,1.0,False
core_leveraged,CLSX,CLSK,0.09956316731976947,0.14750098862188069,0.0,0.0,0.7775148405313508,0.14135964308787097,1.9250911238988706,0.09999999987708866,-0.0004368325573191889,1.0,False
core_leveraged,NBIG,NBIS,0.05125457304510336,0.07593270080756054,0.0,0.0,0.8369972523656957,0.12251775776005384,2.391074107818089,0.0999999995451632,-0.048745426500059835,1.0,False
core_leveraged,NEBX,NBIS,0.04874542345706436,0.07221544215861386,0.0,0.0,0.8353244859694027,0.11922771256839328,2.452144420044801,3.132259559859778e-10,0.0487454231438384,1.0,False
core_leveraged,WULX,WULF,0.04037403118177109,0.05981337952854976,0.0,0.0,0.7380507593462613,0.16847516205867977,1.533269133649621,0.07499999991646929,-0.0346259687346982,1.0,False
whitelist_stock,MTYY,MSTR,0.03999999997359966,0.19999999986799827,0.0,0.0,0.5278188691463831,0.26318686433342864,0.7019218252746583,0.039999999982309783,-8.710122900712491e-12,1.0,False
whitelist_stock,SMYY,SMCI,0.03999999997112931,0.1999999998556465,0.0,0.0,0.5250177588623346,0.2740435310679673,0.6705365928022674,0.03999999998167645,-1.0547139550620699e-11,1.0,False
whitelist_stock,MAAY,MARA,0.03999999996243377,0.19999999981216882,0.0,0.0,0.5770089807709469,0.2539926558008446,0.7951141052998896,0.03999999999027568,-2.7841909333581327e-11,1.0,False
whitelist_stock,IOYY,IONQ,0.039999999961354775,0.19999999980677383,0.0,0.0,0.5932301134989253,0.26826695080684526,0.7739698800025493,0.039999999992071586,-3.071681103916646e-11,1.0,False
whitelist_stock,XBTY,IBIT,0.039999999853052935,0.19999999926526463,0.0,0.0,0.5029723900564718,0.21170235870678145,0.8315464107019702,0.03999999997449409,-1.2144115574264092e-10,1.0,False
core_leveraged,OKLL,OKLO,0.02927802663387081,0.043374854272401196,0.0,0.0,0.7306534225250771,0.11656279734761259,2.193913527325061,3.3135728299180134e-10,0.029278026302513527,1.0,False
inverse_decay_bucket4,PLTZ,PLTR,0.02500000000325704,0.2000000000260563,0.0,0.0,0.6241217588356408,0.2664824843433857,0.8197259798546163,0.024999999991228317,1.2028721768642114e-11,1.0,False
inverse_decay_bucket4,CONI,COIN,0.025000000003050745,0.20000000002440596,0.0,0.0,0.6562780248116088,0.4465912411484712,0.5143345581372457,0.024999999994071983,8.97876217820226e-12,1.0,False
inverse_decay_bucket4,CORD,CRWV,0.024999999998854622,0.19999999999083698,0.0,0.0,0.8738330124831828,0.9925464042879254,0.3081382926257553,0.025000000002391103,-3.53648013651231e-12,1.0,False
inverse_decay_bucket4,ETHD,ETHA,0.024999999997276375,0.199999999978211,0.0,0.0,1.1318838934892521,0.30106243085983114,1.3158711353981007,0.02500000000548393,-8.20755616248725e-12,1.0,False
inverse_decay_bucket4,MSDD,MSTR,0.024999999977155567,0.19999999981724453,0.0,0.0,1.0779873420469552,0.4337188320447181,0.8699082028274338,0.02500000000682469,-2.9669124795850266e-11,1.0,False
core_leveraged,GLXU,GLXY,0.005784772197950272,0.008570032885852254,0.0,0.0,0.7149912162360028,0.13466254262433763,1.858326159641172,8.190815923280446e-11,0.005784772116042113,1.0,False
