underlying,symbols,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
GDX,"GDX, GDXU, NUGT",-170.39822695000004,3267.5974429999997,0.0,0.0,0.0,-12.370000000000001,8.477624242685112,0.0,0.0,3093.3068402926847
BLSH,BLSH,1605.89395866,137.512315,0.0,0.0,0.0,-36.69,7.257369646396635,0.0,0.0,1713.9736433063965
MSTR,"MSOO, MSTR, MSTU, MSTW, MSTX, MSTY, MTYY",850.41515257,4652.91158,-0.37,0.0,-3961.46,-300.77,59.00951160790281,0.0,0.0,1299.7362441779032
SLV,SLV,950.86998489,0.0,0.0,0.0,0.0,-0.5800000000000001,0.0,0.0,0.0,950.2899848899999
CRWV,"CRWG, CRWV, CWVX",181.83653027,658.5952550000001,0.0,0.0,0.0,-38.42,5.888917891454043,0.0,0.0,807.9007031614541
SOXX,"SOXL, SOXX",714.22908884,0.0,0.0,0.0,4.16,-1.31,0.0,0.0,0.0,717.07908884
TSLA,"TSLA, TSLI, TSLL, TSLR, TSLT, TSLW, TSLY",1020.4489595800001,90.42532099999983,0.0,0.0,-347.66999999999996,-131.45,12.196234661496193,0.0,0.0,643.950515241496
META,"FBL, FBY, FBYY, META, METU, METW",666.85666064,670.016995,0.0,0.0,-668.9200000000001,-101.13,18.665513636046573,0.0,0.0,585.4891692760465
XRPZ,"GXRP, UXRP, XRPZ, XXRP",-1439.7644517400001,1930.458255,0.0,0.0,-11.16,-37.17,12.62505485010341,0.0,0.0,454.98885811010314
MARA,"MAAY, MARA, MARO",-80.81654759,3137.140314,-9.29,0.0,-2477.42,-150.38,30.29309028986896,0.0,0.0,449.5268566998691
EWJ,EWJ,388.67593575,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,388.27593575000003
NVDA,"NVDA, NVDB, NVDG, NVDL, NVDO, NVDU, NVDY",71.14948496,515.1175339999999,0.0,0.0,-122.42,-126.62,21.378620892572613,0.0,0.0,358.6056398525723
IREN,"IREG, IREN",0.0,383.628518,0.0,0.0,0.0,-40.37,6.183278102795973,0.0,0.0,349.44179610279616
MU,"MU, MUU",23.55844995,290.14122499999996,0.0,0.0,0.0,-17.44,5.685939194036371,0.0,0.0,301.9456141440362
MRNA,"MRNA, MRNX",-1.8364713700000124,248.46243,0.0,0.0,0.0,-21.96,5.495959269677296,0.0,0.0,230.1619178996773
NBIS,"NBIS, NEBX",-105.44518885999999,347.125986,0.0,0.0,0.0,-23.44,7.557260954098975,0.0,0.0,225.79805809409868
INTC,"INTC, INTW",-62.22877602,296.47321100000005,0.0,0.0,0.0,-21.07,5.320204154849652,0.0,0.0,218.4946391348496
COIN,"COIA, COIG, COIN, COIW, CONX, CONY",1741.23579132,-1335.470552,0.0,0.0,-165.33,-33.4,3.2989019103542643,0.0,0.0,210.33414123035408
MSFT,"MSFL, MSFO, MSFT, MSFU, MSFW, MSFX",631.76421974,-183.73899700000038,66.43,0.0,-227.45000000000002,-105.22,20.885963213982023,0.0,0.0,202.671185953982
CRML,"CRML, CRMU",0.0,225.77835400000004,0.0,0.0,0.0,-35.33,9.83849686306835,0.0,0.0,200.28685086306814
VRT,"VRT, VRTL",-261.38572532,472.80627200000004,0.0,0.0,0.0,-17.95,5.783966382932709,0.0,0.0,199.25451306293326
AVGO,"AVGG, AVGO, AVL",0.0,240.98900500000008,0.0,0.0,0.0,-59.32,11.118534669640253,0.0,0.0,192.7875396696403
BMNR,"BMNG, BMNR",0.0,212.07748999999998,0.0,0.0,0.0,-35.3,6.319618931468453,0.0,0.0,183.0971089314684
XLK,"WEBS, XLK",174.73186244000001,0.0,0.0,0.0,0.0,-1.67,0.0,0.0,0.0,173.06186244
SNOW,"SNOU, SNOW, SNOY",734.35125347,-420.83795699999996,0.0,0.0,-114.75,-34.269999999999996,5.852791612203304,0.0,0.0,170.3460880822032
CORZ,"CORZ, COZX",-11.88782572,191.9744589999999,0.0,0.0,0.0,-15.44,4.950400903730339,0.0,0.0,169.5970341837301
ALAB,"ALAB, LABX",-0.72220676,186.23927600000025,0.0,0.0,0.0,-25.740000000000002,5.567738132268815,0.0,0.0,165.34480737226932
APP,"APP, APPX",-2e-08,173.83757100000003,0.0,0.0,0.0,-18.05,2.121043098007168,0.0,0.0,157.9086140780073
PLUG,"PLUG, PLUL",0.0,173.3931990000001,0.0,0.0,0.0,-22.96,6.555672749187418,0.0,0.0,156.9888717491874
XPEV,XPEV,142.04566057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.04566057
HOOD,"HOOD, HOOW, HOOY",1490.68620305,-789.7102559999998,0.0,0.0,-547.06,-17.259999999999998,4.991417396639779,0.0,0.0,141.64736444663959
CRDO,"CRDO, CRDU",-2.23982661,154.26292899999999,0.0,0.0,0.0,-15.16,3.8339275084209437,0.0,0.0,140.6970298984209
WULF,"WULF, WULX",0.0,154.372829,0.0,0.0,0.0,-22.94,6.024297396073957,0.0,0.0,137.45712639607396
SOEZ,"SOEZ, SOLT",13.2908996,151.479327,0.0,0.0,-18.09,-15.41,5.958537257985454,0.0,0.0,137.22876385798554
TSM,"TSM, TSMG, TSMU, TSMY",82.82289362,226.15237900000005,0.0,0.0,-138.64,-48.730000000000004,8.715085215901311,0.0,0.0,130.32035783590118
RCAT,"RCAT, RCAX",0.0,126.83976400000006,0.0,0.0,0.0,-6.8100000000000005,6.01905887659911,0.0,0.0,126.04882287659916
LITE,"LITE, LITX",0.0,125.29196100000001,0.0,0.0,0.0,-5.25,1.936023048470021,0.0,0.0,121.97798404847003
URA,"URA, URAA",0.0,123.84710300000006,0.0,0.0,0.0,-6.51,4.569033899514953,0.0,0.0,121.9061368995151
FIGR,"FGRU, FIGR",151.30131910999998,0.0,0.0,0.0,0.0,-36.07,0.0,0.0,0.0,115.23131910999999
RKT,"RKT, RKTL",13.65810282,104.99053900000013,0.0,0.0,0.0,-12.7,4.15659801649928,0.0,0.0,110.10523983649932
CMG,"CMG, CMGG",567.93314245,-441.9475779999999,0.0,0.0,0.0,-24.39,4.809657489541765,0.0,0.0,106.40522193954166
GOOGL,"GGLL, GOOGL, GOOX, GOOY",418.10502851,-155.20761199999998,11.34,0.0,-118.94,-60.83,11.023015282620172,0.0,0.0,105.49043179262029
KLAC,"KLAC, KLAG",0.0,113.24446499999999,11.4,0.0,0.0,-25.6,6.25011102279821,0.0,0.0,105.2945760227982
AMD,"AMD, AMDG, AMDL, AMDY, AMUU",927.3367256700001,-650.836875,0.0,0.0,-126.77000000000001,-66.79,17.4415530658743,0.0,0.0,100.38140373587407
ABNB,"ABNB, ABNY",208.2108875,0.0,0.0,0.0,-99.24000000000001,-11.59,0.0,0.0,0.0,97.38088750000003
CRM,"CRM, CRMG",0.0,110.32200599999999,0.0,0.0,0.0,-20.580000000000002,6.998216186950816,0.0,0.0,96.74022218695075
LLY,"ELIL, LLY",214.68161264999998,-105.002421,8.65,0.0,0.0,-26.080000000000002,1.1094515500558775,0.0,0.0,93.3586432000559
PLTR,"PLTA, PLTR, PLTU, PLTW, PTIR",-86.1340495,542.193116,0.0,0.0,-299.99,-90.38,25.16137531048528,0.0,0.0,90.85044181048531
CSCO,"CSCL, CSCO",80.66342065,29.349396000000013,3.69,0.0,0.0,-29.15,5.706363847095217,0.0,0.0,90.25918049709526
MRVL,"MRVL, MRVU",0.0,94.33088500000008,0.0,0.0,0.0,-11.49,7.2161441699975075,0.0,0.0,90.05702916999758
UEC,"UEC, UECG",-18.904435080000003,119.50856000000022,0.0,0.0,0.0,-14.780000000000001,4.0555196686534964,0.0,0.0,89.87964458865372
XBI,"LABU, XBI",92.40966225,0.0,0.0,0.0,0.0,-4.41,0.0,0.0,0.0,87.99966224999999
BE,"BE, BEX",0.0,86.76606599999997,0.0,0.0,0.0,-10.22,2.2924095595513623,0.0,0.0,78.83847555955128
CRWD,"CRWD, CRWL",583.2770224999999,-483.05490299999997,0.0,0.0,0.0,-23.66,1.4073087517919207,0.0,0.0,77.96942825179178
ISRG,"ISRG, ISUL",282.58692505,-200.09232799999998,0.0,0.0,0.0,-10.65,1.8401692878664393,0.0,0.0,73.68476633786645
SPOT,"SPOG, SPOT",79.99968906000001,0.0,0.0,0.0,0.0,-8.41,0.0,0.0,0.0,71.58968906000001
CEG,"CEG, CEGX",5.9e-07,98.30049599999995,14.93,0.0,0.0,-51.01,6.256770630002935,0.0,0.0,68.47726722000289
COST,"COST, COTG",-26.80481263,116.980332,7.8,0.0,0.0,-39.08,5.631255180901334,0.0,0.0,64.52677455090134
CELH,CELH,-1139.9782197,1220.87629,0.0,0.0,0.0,-23.06,4.370039820634,0.0,0.0,62.20811012063397
CNC,"CNC, CNCG",72.23630656,0.0,0.0,0.0,0.0,-10.69,0.0,0.0,0.0,61.54630655999995
PANW,"PALU, PANG, PANW",3.33739533,107.85218000000009,0.0,0.0,0.0,-66.34,12.669735520198714,0.0,0.0,57.519310850198735
XOM,"XOM, XOMO, XOMX",-259.80667827999997,477.97529199999997,38.11,0.0,-163.23,-45.150000000000006,6.707534085027396,0.0,0.0,54.606147805027376
HUT,"HUT, HUTG",-70.72272081,131.93422399999997,0.0,0.0,0.0,-12.9,3.803137274273572,0.0,0.0,52.11464046427352
CIFR,"CIFG, CIFR",0.0,61.37799000000007,0.0,0.0,0.0,-15.29,3.7065590375724047,0.0,0.0,49.79454903757255
CLS,"CLS, CSEX",-52.83831383,113.77402900000001,0.0,0.0,0.0,-13.57,1.0776303306927115,0.0,0.0,48.443345500692715
LEU,"LEU, LEUX",0.0,59.19283599999994,0.0,0.0,0.0,-26.03,5.892400949615511,0.0,0.0,39.055236949615505
NU,"NU, NUG",-52.02791649,103.360052,0.0,0.0,0.0,-24.31,5.02484082275722,0.0,0.0,32.04697633275714
SATS,"SATG, SATS",0.0,38.452915000000004,0.0,0.0,0.0,-9.89,2.331684523380068,0.0,0.0,30.894599523380066
AAPL,"AAPB, AAPL, AAPU, AAPX, APLY",-183.87915886000002,390.770176,21.84,0.0,-116.11,-92.68,10.321151198619205,0.0,0.0,30.26216833861912
FXI,"FXI, YINN",0.0,28.64318000000003,0.0,0.0,0.0,-3.11,3.8276858681955934,0.0,0.0,29.36086586819556
GLXY,"GLXU, GLXY",5.840784499999984,35.21147400000007,0.0,0.0,0.0,-16.98,4.101092001638136,0.0,0.0,28.173350501638197
UNH,"UNH, UNHG",-10.70132582,-3.4744560000001457,64.09,0.0,0.0,-27.39,5.3567901977777055,0.0,0.0,27.881008377777334
WDC,"WDC, WDCX",0.0,29.351666000000023,1.0,0.0,0.0,-5.56,1.647124272325272,0.0,0.0,26.438790272325292
GEV,"GEV, GEVX",-34.533061909999994,70.104444,0.0,0.0,0.0,-15.4,5.950804868866996,0.0,0.0,26.122186958867076
KTOS,"KTOS, KTUP",0.0,32.28831099999999,0.0,0.0,0.0,-8.24,1.4363435246259129,0.0,0.0,25.48465452462591
OKTA,"OKTA, OKTG",0.0,27.468819999999994,0.0,0.0,0.0,-8.1,1.8406847804743363,0.0,0.0,21.209504780474333
ARM,"ARM, ARMW",177.08349552,0.0,0.0,0.0,-140.34,-15.81,0.0,0.0,0.0,20.933495520000008
CRCL,"CRCG, CRCL",0.0,34.43793500000015,0.0,0.0,0.0,-26.13,9.269964245488353,0.0,0.0,17.577899245488425
SRPT,"SRPT, SRPU",0.0,31.25590899999999,0.0,0.0,0.0,-18.22,4.402585516094751,0.0,0.0,17.43849451609472
UBER,"UBER, UBRL",-99.65239785,112.55885999999998,0.0,0.0,0.0,-5.0600000000000005,5.607444995309542,0.0,0.0,13.453907145309529
AFRM,"AFRM, AFRU",20.030260279999993,0.0,0.0,0.0,0.0,-6.85,0.0,0.0,0.0,13.180260279999999
