underlying,symbol,leg_class,net_notional_usd,gross_notional_usd,_ratio_b1,_ratio_b2,_ratio_b4
AAL,AAL,spot,1960.84,1960.84,1.0,0.0,0.0
AAL,AALG,core_levered_etf,-1606.6457124299998,1606.6457124299998,1.0,0.0,0.0
AAPL,AAPL,spot,15375.380000000001,15375.380000000001,1.0,0.0,0.0
AAPL,AAPU,core_levered_etf,-7143.17705395,7143.17705395,1.0,0.0,0.0
AAPL,AAPB,core_levered_etf,-7577.769108987,7577.769108987,1.0,0.0,0.0
ACHR,ACHR,spot,1987.1999999999998,1987.1999999999998,1.0,0.0,0.0
ACHR,ARCX,core_levered_etf,-1616.25282104,1616.25282104,1.0,0.0,0.0
ADBE,ADBE,spot,1985.2,1985.2,1.0,0.0,0.0
ADBE,ADBG,core_levered_etf,-1733.9617244299998,1733.9617244299998,1.0,0.0,0.0
ALAB,ALAB,spot,8586.960000000001,8586.960000000001,1.0,0.0,0.0
ALAB,LABX,core_levered_etf,-7970.6083611,7970.6083611,1.0,0.0,0.0
AMD,AMD,spot,25367.58,25367.58,1.0,0.0,0.0
AMD,AMUU,core_levered_etf,-8304.2074561038,8304.2074561038,1.0,0.0,0.0
AMD,AMDG,core_levered_etf,-8368.935368612,8368.935368612,1.0,0.0,0.0
AMD,AMDL,core_levered_etf,-8399.841742649998,8399.841742649998,1.0,0.0,0.0
AMZN,AMZN,spot,17045.71,17045.71,1.0,0.0,0.0
AMZN,AMZZ,core_levered_etf,-8012.6017473599995,8012.6017473599995,1.0,0.0,0.0
AMZN,AMZU,core_levered_etf,-8050.628578320001,8050.628578320001,1.0,0.0,0.0
APH,APH,spot,2027.84,2027.84,1.0,0.0,0.0
APH,APHU,core_levered_etf,-2079.21223121,2079.21223121,1.0,0.0,0.0
APP,APP,spot,3096.73,3096.73,1.0,0.0,0.0
APP,APPX,core_levered_etf,-3021.256084,3021.256084,1.0,0.0,0.0
ARKK,ARKK,spot,2212.8,2212.8,1.0,0.0,0.0
ARKK,TARK,core_levered_etf,-2052.5970157616,2052.5970157616,1.0,0.0,0.0
ASHR,ASHR,spot,7898.28,7898.28,1.0,0.0,0.0
ASHR,CHAU,core_levered_etf,-7504.112940030001,7504.112940030001,1.0,0.0,0.0
ASML,ASML,spot,7903.5,7903.5,1.0,0.0,0.0
ASML,ASMU,core_levered_etf,-7261.76771936,7261.76771936,1.0,0.0,0.0
ASTS,ASTS,spot,9622.51,9622.51,1.0,0.0,0.0
ASTS,ASTX,core_levered_etf,-9653.057611900002,9653.057611900002,1.0,0.0,0.0
AVGO,AVGO,spot,16457.03,16457.03,1.0,0.0,0.0
AVGO,AVGG,core_levered_etf,-7939.429659320001,7939.429659320001,1.0,0.0,0.0
AVGO,AVL,core_levered_etf,-7951.266194619999,7951.266194619999,1.0,0.0,0.0
BA,BA,spot,14438.880000000001,14438.880000000001,1.0,0.0,0.0
BA,BOEU,core_levered_etf,-6064.8232765211,6064.8232765211,1.0,0.0,0.0
BA,BOEG,core_levered_etf,-7714.8359463714,7714.8359463714,1.0,0.0,0.0
BABA,BABA,spot,7099.78,7099.78,1.0,0.0,0.0
BABA,BABX,core_levered_etf,-6412.822358399999,6412.822358399999,1.0,0.0,0.0
BE,BE,spot,3753.0,3753.0,1.0,0.0,0.0
BE,BEX,core_levered_etf,-3252.0574115999993,3252.0574115999993,1.0,0.0,0.0
BIDU,BIDU,spot,2170.94,2170.94,1.0,0.0,0.0
BIDU,BIDG,core_levered_etf,-2031.0682405200002,2031.0682405200002,1.0,0.0,0.0
BMNR,BMNR,spot,9108.900000000001,9108.900000000001,1.0,0.0,0.0
BMNR,BMNG,core_levered_etf,-9039.98409135,9039.98409135,1.0,0.0,0.0
BULL,BULL,spot,2344.41,2344.41,1.0,0.0,0.0
BULL,BULG,core_levered_etf,-1944.9493674599998,1944.9493674599998,1.0,0.0,0.0
CEG,CEG,spot,9869.65,9869.65,1.0,0.0,0.0
CEG,CEGX,core_levered_etf,-8885.543742240001,8885.543742240001,1.0,0.0,0.0
CIFR,CIFR,spot,5561.97,5561.97,1.0,0.0,0.0
CIFR,CIFG,core_levered_etf,-5290.6751370864995,5290.6751370864995,1.0,0.0,0.0
CLS,CLS,spot,1614.6000000000001,1614.6000000000001,1.0,0.0,0.0
CLS,CSEX,core_levered_etf,-1546.49745896,1546.49745896,1.0,0.0,0.0
CLSK,CLSK,spot,5499.0,5499.0,1.0,0.0,0.0
CLSK,CLSX,core_levered_etf,-5201.584934175,5201.584934175,1.0,0.0,0.0
CMG,CMG,spot,6807.48,6807.48,1.0,0.0,0.0
CMG,CMGG,core_levered_etf,-6809.741664544,6809.741664544,1.0,0.0,0.0
COIN,COIN,spot,4937.5,4937.5,1.0,0.0,0.0
COIN,CONX,core_levered_etf,-4733.1034959952,4733.1034959952,1.0,0.0,0.0
COPX,COPX,spot,5940.88,5940.88,1.0,0.0,0.0
COPX,COPZ,core_levered_etf,-5724.5068039209,5724.5068039209,1.0,0.0,0.0
CORZ,CORZ,spot,7952.43,7952.43,1.0,0.0,0.0
CORZ,COZX,core_levered_etf,-7222.5363419999985,7222.5363419999985,1.0,0.0,0.0
COST,COST,spot,7778.64,7778.64,1.0,0.0,0.0
COST,COTG,core_levered_etf,-8021.741102976,8021.741102976,1.0,0.0,0.0
CRCL,CRCL,spot,13107.12,13107.12,1.0,0.0,0.0
CRCL,CRCG,core_levered_etf,-13238.56139841,13238.56139841,1.0,0.0,0.0
CRDO,CRDO,spot,5893.8,5893.8,1.0,0.0,0.0
CRDO,CRDU,core_levered_etf,-5472.160424639999,5472.160424639999,1.0,0.0,0.0
CRM,CRM,spot,9964.38,9964.38,1.0,0.0,0.0
CRM,CRMG,core_levered_etf,-9963.516227385,9963.516227385,1.0,0.0,0.0
CRML,CRML,spot,14961.359999999999,14961.359999999999,1.0,0.0,0.0
CRML,CRMU,core_levered_etf,-13971.0270824388,13971.0270824388,1.0,0.0,0.0
CRWD,CRWD,spot,2045.0,2045.0,1.0,0.0,0.0
CRWD,CRWL,core_levered_etf,-2016.930024768,2016.930024768,1.0,0.0,0.0
CRWV,CRWV,spot,8554.35,8554.35,1.0,0.0,0.0
CRWV,CWVX,core_levered_etf,-8410.85911942,8410.85911942,1.0,0.0,0.0
CSCO,CSCO,spot,8386.2,8386.2,1.0,0.0,0.0
CSCO,CSCL,core_levered_etf,-8297.7800122812,8297.7800122812,1.0,0.0,0.0
DDOG,DDOG,spot,2251.44,2251.44,1.0,0.0,0.0
DDOG,DOGD,core_levered_etf,-2176.31322851,2176.31322851,1.0,0.0,0.0
DELL,DELL,spot,2522.72,2522.72,1.0,0.0,0.0
DELL,DLLL,core_levered_etf,-2708.6647244799997,2708.6647244799997,1.0,0.0,0.0
DKNG,DKNG,spot,47.34,47.34,0.0,0.0,0.0
DNN,DNN,spot,2087.91,2087.91,1.0,0.0,0.0
DNN,DNNG,core_levered_etf,-1856.2941188159998,1856.2941188159998,1.0,0.0,0.0
ETHA,ETHA,spot,23634.800000000003,23634.800000000003,1.0,0.0,0.0
ETHA,ETHT,core_levered_etf,-2405.79517794,2405.79517794,1.0,0.0,0.0
ETHA,ETHU,core_levered_etf,-9696.842701110001,9696.842701110001,1.0,0.0,0.0
ETHA,ETU,core_levered_etf,-11227.67053422,11227.67053422,1.0,0.0,0.0
ETOR,ETOR,spot,2736.99,2736.99,1.0,0.0,0.0
ETOR,ETRL,core_levered_etf,-2440.7749811862,2440.7749811862,1.0,0.0,0.0
EWW,EWW,spot,2375.58,2375.58,1.0,0.0,0.0
EWW,MEXX,core_levered_etf,-1893.1361569199996,1893.1361569199996,1.0,0.0,0.0
EWY,EWY,spot,2389.82,2389.82,1.0,0.0,0.0
EWY,KORU,core_levered_etf,-1880.8124821200001,1880.8124821200001,1.0,0.0,0.0
F,F,spot,5644.8,5644.8,1.0,0.0,0.0
F,FRDU,core_levered_etf,-5275.7339360826,5275.7339360826,1.0,0.0,0.0
FCX,FCX,spot,2135.69,2135.69,1.0,0.0,0.0
FCX,FCXG,core_levered_etf,-1855.722517558,1855.722517558,1.0,0.0,0.0
FIG,FIG,spot,7071.54,7071.54,1.0,0.0,0.0
FIG,FIGG,core_levered_etf,-6900.417663499999,6900.417663499999,1.0,0.0,0.0
FXI,FXI,spot,8825.16,8825.16,1.0,0.0,0.0
