symbol,overlay_type,net_notional_usd,gross_notional_usd,n_legs
DUST,flow_program,16333.903160519998,16333.903160519998,1
ZSL,flow_program,13539.87765936,13539.87765936,1
LABD,flow_program,11046.21613593,11046.21613593,1
FAZ,flow_program,10820.72367716,10820.72367716,1
SQQQ,flow_program,10749.553706249999,10749.553706249999,1
SOXS,flow_program,10696.441162879997,10696.441162879997,1
TSLQ,flow_program,9779.275472759999,9779.275472759999,1
SDS,flow_program,9288.51992145,9288.51992145,1
NVDQ,flow_program,9101.59127136,9101.59127136,1
EWV,flow_program,244.52484149999998,244.52484149999998,1
TSYY,flow_program,-17.69802507,17.69802507,1
NVYY,flow_program,-19.422329332,19.422329332,1
TQQY,flow_program,-103.63004494380002,103.63004494380002,1
