symbol,underlying,description,realized_pnl,unrealized_pnl,dividends,withholding_tax,pil_dividends,borrow_fees,short_credit_interest,other_fees,bond_interest,total_pnl
NBIS,NBIS,NEBIUS GROUP NV,-1.6942556240729552,446.7249737021348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0307180780618
CLSZ,CLSK,TRADR 2X SHRT CLSK DAILY ETF,342.45757941,0.0,0.0,0.0,0.0,-1.02,0.0,0.0,0.0,341.43757941
WEBS,XLK,DIREXION DAILY DOW JONES INT,313.26477971,0.0,0.0,0.0,0.0,-1.06,0.0,0.0,0.0,312.20477971
CRCL,CRCL,CIRCLE INTERNET GROUP INC,0.0,278.5006307550388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.5006307550388
TTXD,XLK,DX D TECH TOP 5 BEAR 2X ETF,245.82998158,0.0,0.0,0.0,0.0,-2.07,0.0,0.0,0.0,243.75998158000002
QID,QQQ,PROSHARES ULTRASHORT QQQ,72.44317078,0.0,0.0,0.0,0.0,-0.79,0.0,0.0,0.0,71.65317078
SPY,SPY,SPDR S&P 500 ETF TRUST,1.0111386557159756,0.0,0.0,0.0,0.0,-0.20582774650469093,0.0,0.0,0.0,0.8053109092112847
XLF,XLF,SS FINANCIAL SELECT SECTOR,0.0,0.0,0.0,0.0,0.0,-0.36,0.0,0.0,0.0,-0.36
XLK,XLK,SS TECHNOLOGY SELECT SECTOR,0.0,0.0,0.0,0.0,0.0,-0.6100000000000001,0.0,0.0,0.0,-0.6100000000000001
DIA,DIA,SS SPDR DOW JONES INDUS AVG,0.0,0.0,0.0,0.0,0.0,-0.63,0.0,0.0,0.0,-0.63
COIN,COIN,COINBASE GLOBAL INC -CLASS A,1.1149655563386265,-16.149852920122182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.034887363783556
DXD,DIA,PROSHARES ULTRASHORT DOW30,-24.50723037,0.0,0.0,0.0,0.0,-1.6,0.0,0.0,0.0,-26.10723037
SDOW,DIA,PROSHARES ULTPRO SHRT DOW30,-26.86841554,0.0,0.0,0.0,0.0,-0.9299999999999999,0.0,0.0,0.0,-27.79841554
SOXX,SOXX,ISHARES SEMICONDUCTOR ETF,-98.33855210174112,0.0,0.0,0.0,1.4055499325391527,0.0,0.0,0.0,0.0,-96.93300216920196
BE,BE,BLOOM ENERGY CORP- A,0.0,-109.1890710970664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-109.1890710970664
CRWV,CRWV,COREWEAVE INC-CL A,3.322808014703598,-190.5879164001381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-187.2651083854345
QQQ,QQQ,INVESCO QQQ TRUST SERIES 1,-197.8516045608825,0.0,0.0,0.0,0.0,-0.12040502174613404,0.0,0.0,0.0,-197.97200958262863
MSTR,MSTR,STRATEGY INC,189.16529927567223,-415.8643874903384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-226.69908821466618
IREN,IREN,IREN LTD,0.0,-259.3428765687996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-259.3428765687996
ASTS,ASTS,AST SPACEMOBILE INC,35.401149214854726,-804.8523621816486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-769.4512129667938
QBTS,QBTS,D-WAVE QUANTUM INC,0.0,-899.0395427365676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-899.0395427365676
